ticker,description,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,exchange_NASDAQ,exchange_NYSE,exchange_AMEX,rating_Neutral,rating_Buy,rating_Sell,rating_Strong_buy,rating_Strong_sell,filter_applied,universe_name,generation_source,generation_date
CLS,"Celestica, Inc.",22847792674.7424,USD,Electronic technology,Electronic components,NYSE,Strong buy,2025-10-27,2025-07-28,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
BELFB,Bel Fuse Inc.,1718549457.0,USD,Electronic technology,Electronic components,NASDAQ,Strong buy,2025-10-22,2025-07-24,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, Russell 3000, NASDAQ Industrials, Mini-Russell 2000",True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
NVT,nVent Electric plc,14620451792.0,USD,Electronic technology,Electronic components,NYSE,Buy,2025-10-24,2025-08-01,"S&P MidCap 400, Russell 3000, Russell 1000",False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
BELFA,Bel Fuse Inc.,1718549457.0,USD,Electronic technology,Electronic components,NASDAQ,Strong buy,2025-10-22,2025-07-24,"NASDAQ Composite, Russell 2000, Nasdaq US Small Cap Growth, NASDAQ Industrials, Mini-Russell 2000",True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
CAMT,Camtek Ltd.,4054434573.0,USD,Electronic technology,Electronic components,NASDAQ,Buy,2025-11-18,2025-08-05,"NASDAQ Composite, NASDAQ Computer",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
ESP,Espey Mfg. & Electronics Corp.,127922606.0,USD,Electronic technology,Electronic components,AMEX,Neutral,2025-09-18,2020-09-21,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
APH,Amphenol Corporation,134179235432.0,USD,Electronic technology,Electronic components,NYSE,Buy,2025-10-22,2025-07-23,"S&P 500, S&P 500 Information Technology, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
VICR,Vicor Corporation,2313791203.0,USD,Electronic technology,Electronic components,NASDAQ,Buy,2025-10-28,2025-07-22,"NASDAQ Composite, Russell 2000, Russell 3000, NASDAQ Industrials, Mini-Russell 2000, NASDAQ Clean Edge Green Energy",True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
GLW,Corning Incorporated,57736102589.0,USD,Electronic technology,Electronic components,NYSE,Buy,2025-11-04,2025-07-29,"S&P 500, S&P 500 Information Technology, Russell 3000, Russell 1000, S&P 500 ESG",False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
TTMI,"TTM Technologies, Inc.",4635666340.0,USD,Electronic technology,Electronic components,NASDAQ,Strong buy,2025-10-29,2025-07-30,"NASDAQ Composite, Russell 2000, Russell 3000, NASDAQ Computer, Mini-Russell 2000",True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
OPXS,"Optex Systems Holdings, Inc.",78400484.0,USD,Electronic technology,Electronic components,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Industrials",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
ELTK,Eltek Ltd.,69053898.0,USD,Electronic technology,Electronic components,NASDAQ,Neutral,2025-11-12,2025-08-14,"NASDAQ Composite, NASDAQ Computer",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
KN,Knowles Corporation,1842289330.0,USD,Electronic technology,Electronic components,NYSE,Buy,2025-10-23,2025-07-24,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
CCTG,CCSC Technology International Holdings Limited,12855187.5,USD,Electronic technology,Electronic components,NASDAQ,Neutral,,,"NASDAQ Composite, NASDAQ Industrials",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
VPG,"Vishay Precision Group, Inc.",378055512.0,USD,Electronic technology,Electronic components,NYSE,Strong buy,2025-11-11,2025-08-05,"Russell 2000, Russell 3000, Mini-Russell 2000",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
SENS,"Senseonics Holdings, Inc.",373775591.0,USD,Electronic technology,Electronic components,AMEX,Buy,2025-11-11,2025-08-06,Nasdaq US Small Cap Growth,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
RFIL,"RF Industries, Ltd.",72909326.0,USD,Electronic technology,Electronic components,NASDAQ,Strong buy,2025-09-11,2025-06-16,"NASDAQ Composite, NASDAQ Industrials",True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,industry=Electronic components,ticker_universe_industry_Electronic_components,simple_universe_generator,2025-09-20T22:11:34.259744
