ticker,model_type,current_price,data_points,above_sma_10,above_sma_20,above_sma_50,sma_10_slope,sma_20_slope,sma_50_slope,trend_score,predicted_price_5d,predicted_return_5d,prediction_confidence,sma_20,upper_band,lower_band,band_position,rsi,oversold_signal,overbought_signal,reversion_score,predicted_direction,reversion_target,potential_return,volatility_daily,volatility_annualized,current_vol_20d,avg_vol_50d,volatility_percentile,volatility_regime,vol_clustering_signal,downside_volatility,var_95_1d,var_95_1w
GOOGL,volatility,235.0489959716797,,,,,,,,,,,,,,,,,,,,,,,0.04119154162103578,0.6538954514917624,0.5989767793136768,0.6297529628751677,31.11111111111111,normal,1.117779422235458,0.37975106129064506,,
GOOG,simple_trend,235.1699981689453,91.0,True,True,True,4.148800048828133,2.4228172302246067,0.43863183593749966,100.0,305.2881428361307,0.29815939623732424,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,
GOOG,mean_reversion,235.1699981689453,,,,,,,,,,,,192.29483642578123,233.8827931123582,150.70687973920425,1.0154756948783032,88.74080642271555,False,True,-11.25919357728445,down,192.29483642578123,-0.18231561031166366,,,,,,,,,,
GOOG,volatility,235.1699981689453,,,,,,,,,,,,,,,,,,,,,,,0.04062397845396641,0.6448856655314479,0.5779419735301023,0.6208603268198094,26.666666666666668,normal,1.1130024490928248,0.38161150038960595,,
AMZN,simple_trend,232.3300018310547,91.0,True,True,True,0.8633996582031273,1.9390000152587903,0.752180007934571,100.0,252.38301787892513,0.08631264102710491,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,
AMZN,mean_reversion,232.3300018310547,,,,,,,,,,,,220.9625015258789,240.98181613645372,200.9431869153041,0.7839133238650219,66.01131567673377,False,False,0.0,neutral,220.9625015258789,-0.048928249539816115,,,,,,,,,,
AMZN,volatility,232.3300018310547,,,,,,,,,,,,,,,,,,,,,,,0.038797279063688433,0.6158877116909548,0.5083363607373699,0.6412101649634678,14.444444444444443,low,0.2164146053090537,0.41203276853241927,,
META,simple_trend,752.4500122070312,91.0,True,True,True,3.760491943359375,9.109411010742189,4.027216033935548,100.0,791.4728960319144,0.051861098002276784,1.0,,,,,,,,,,,,,,,,,,,,,
META,mean_reversion,752.4500122070312,,,,,,,,,,,,717.9205871582031,806.1241020531515,629.7170722632547,0.6957372395530559,65.1201627433035,False,False,0.0,neutral,717.9205871582031,-0.04588932751499186,,,,,,,,,,
META,volatility,752.4500122070312,,,,,,,,,,,,,,,,,,,,,,,0.0495156787215845,0.7860370313753116,0.5717569924661139,0.7505760850483054,1.1111111111111112,low,0.2718212469793584,0.4362247012911542,,
AVGO,simple_trend,334.8900146484375,91.0,True,True,True,4.1999414062500025,5.972036590576169,2.407365951538087,100.0,431.2191673437894,0.28764414727765725,1.0,,,,,,,,,,,,,,,,,,,,,
AVGO,mean_reversion,334.8900146484375,,,,,,,,,,,,279.3413452148437,342.05283548619656,216.6298549434909,0.9428906823393488,83.86244582289602,False,True,-16.13755417710398,down,279.3413452148437,-0.16587138165916337,,,,,,,,,,
AVGO,volatility,334.8900146484375,,,,,,,,,,,,,,,,,,,,,,,0.07580305731143716,1.203336229586635,0.6495640366998703,1.3261679956706007,4.444444444444445,low,0.6733995238389642,0.6233924217428342,,
TSLA,simple_trend,350.8399963378906,91.0,True,True,True,2.54899963378906,3.5305499267578115,2.2560400390624977,100.0,406.9679794451921,0.15998171158696836,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,
TSLA,mean_reversion,350.8399963378906,,,,,,,,,,,,329.7540008544922,362.5419117803101,296.96608992867425,0.8215513719539062,59.706238855939844,False,False,0.0,neutral,329.7540008544922,-0.060101458509567274,,,,,,,,,,
TSLA,volatility,350.8399963378906,,,,,,,,,,,,,,,,,,,,,,,0.0840677410804782,1.3345340170914823,1.0720090075437383,1.4549025689306738,2.2222222222222223,low,0.5137435053689792,0.6631849484104476,,
BRK-A,simple_trend,729687.0,309.0,False,True,True,3974.6600000000094,10581.270000000008,7179.872999999998,83.33333333333333,669848.3724283609,-0.08200588412790571,1.0,,,,,,,,,,,,,,,,,,,,,
BRK-A,mean_reversion,729687.0,,,,,,,,,,,,698988.65,819925.8853478847,578051.4146521153,0.6269185206346662,58.926074533406286,False,False,0.0,neutral,698988.65,-0.042070572725017685,,,,,,,,,,
BRK-A,volatility,729687.0,,,,,,,,,,,,,,,,,,,,,,,0.05195710849368728,0.8247935274977898,0.7981320353229472,0.7598632162637143,60.3896103896104,normal,0.6324137098542134,0.47757466156851314,-0.07102663230240547,-0.15882037804106103
BRK-B,simple_trend,499.7699890136719,90.0,True,True,True,1.1689996337890647,-1.6410000610351574,1.1177698974609371,100.0,529.4826815037904,0.05945273454446207,0.2,,,,,,,,,,,,,,,,,,,,,
BRK-B,mean_reversion,499.7699890136719,,,,,,,,,,,,489.9309967041016,517.2919363509905,462.57005705721264,0.6797999709905628,56.78462860544284,False,False,0.0,neutral,489.9309967041016,-0.019687041090618917,,,,,,,,,,
BRK-B,volatility,499.7699890136719,,,,,,,,,,,,,,,,,,,,,,,0.02357308366462089,0.3742111020690361,0.30971965346878183,0.3874182252890464,15.730337078651685,low,0.8616669963250152,0.21820127331781725,,
JPM,simple_trend,294.3800048828125,90.0,True,True,True,1.4556921386718726,2.7885818481445312,1.6046199798583984,100.0,310.05320137248106,0.0532413758737038,1.0,,,,,,,,,,,,,,,,,,,,,
JPM,mean_reversion,294.3800048828125,,,,,,,,,,,,282.25796966552736,312.79961254706944,251.71632678398527,0.6984509357322609,69.20163021112883,False,False,0.0,neutral,282.25796966552736,-0.04117818811135188,,,,,,,,,,
JPM,volatility,294.3800048828125,,,,,,,,,,,,,,,,,,,,,,,0.03530323007587336,0.560421403548341,0.3792881078441495,0.5962569072487778,1.1235955056179776,low,0.5231601714253229,0.46473994925459533,,
WMT,simple_trend,100.51000213623048,310.0,True,True,True,1.4964752197265625,2.243653163909913,0.8771950187683106,100.0,111.82698566414292,0.11259559533760119,1.0,,,,,,,,,,,,,,,,,,,,,
WMT,mean_reversion,100.51000213623048,,,,,,,,,,,,85.30245342254639,114.97253753909244,55.63236930600034,0.7562774789236835,72.90373333394841,False,False,0.0,neutral,85.30245342254639,-0.15130383434946004,,,,,,,,,,
WMT,volatility,100.51000213623048,,,,,,,,,,,,,,,,,,,,,,,0.05414329872209165,0.8594982214760146,0.9293640532064803,0.8059530605670608,67.63754045307444,normal,0.3670410392417268,0.5505604050891525,-0.07431964902458221,-0.16618378728289177
LLY,simple_trend,727.2100219726562,310.0,False,False,True,-10.150341796875,11.929927825927734,12.836616081237793,66.66666666666666,758.0683367390819,0.04243384144063125,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,
LLY,mean_reversion,727.2100219726562,,,,,,,,,,,,806.7959075927735,942.7723543064359,670.819460879111,0.20735415013561792,35.087432831184216,False,False,0.0,neutral,806.7959075927735,0.10944002862368385,,,,,,,,,,
LLY,volatility,727.2100219726562,,,,,,,,,,,,,,,,,,,,,,,0.07478387544053244,1.1871572189596786,1.429957872243548,1.023918885085948,73.7864077669903,normal,0.6550705377369106,0.7333542606793017,-0.09751584329766658,-0.21805205449679974
V,simple_trend,343.2200012207031,212.0,False,True,True,5.50878845214844,5.264949188232419,2.3257699584960934,83.33333333333333,332.3312865308055,-0.03172517525543554,1.0,,,,,,,,,,,,,,,,,,,,,
V,mean_reversion,343.2200012207031,,,,,,,,,,,,314.63714904785155,392.0204069465439,237.2538911491592,0.684683696118554,71.74361199865922,False,False,0.0,neutral,314.63714904785155,-0.08327851544546716,,,,,,,,,,
V,volatility,343.2200012207031,,,,,,,,,,,,,,,,,,,,,,,0.06388165107705697,1.0140897725405653,0.631413454697532,0.9009265335299954,9.95260663507109,low,0.4026045846484496,0.5924231820181197,,
ORCL,simple_trend,232.8000030517578,310.0,True,True,True,6.798833312988284,4.248270149230959,2.2095286293029788,100.0,390.62444924290503,0.6779400520714707,1.0,,,,,,,,,,,,,,,,,,,,,
ORCL,mean_reversion,232.8000030517578,,,,,,,,,,,,169.61428146362306,253.96883512223292,85.25972780501321,0.8745246631489084,68.7692159927332,False,False,0.0,neutral,169.61428146362306,-0.2714163262879633,,,,,,,,,,
ORCL,volatility,232.8000030517578,,,,,,,,,,,,,,,,,,,,,,,0.09434230483877412,1.4976376602962516,1.9614659830729873,1.1871371625580738,84.78964401294499,high,2.2901662259603253,0.9659077934860708,-0.12024763206579019,-0.2688818794324903
MA,simple_trend,584.219970703125,234.0,True,True,True,7.349738769531245,8.199769592285161,4.0916927947998065,100.0,612.036935662364,0.04761385497616683,1.0,,,,,,,,,,,,,,,,,,,,,
MA,mean_reversion,584.219970703125,,,,,,,,,,,,524.3059646606446,630.180150116898,418.43177920439115,0.7829490767002716,71.40908752227263,False,False,0.0,neutral,524.3059646606446,-0.10255384794595823,,,,,,,,,,
MA,volatility,584.219970703125,,,,,,,,,,,,,,,,,,,,,,,0.08211013280857953,1.3034579491799216,0.612754514471899,1.12013087192579,3.862660944206009,low,0.5504689748016134,0.7797675855099385,,
NFLX,simple_trend,1243.8199462890625,91.0,True,True,True,-3.372004394531268,11.461649169921884,11.044969848632814,100.0,1329.9848477567837,0.0692744168678066,1.0,,,,,,,,,,,,,,,,,,,,,
NFLX,mean_reversion,1243.8199462890625,,,,,,,,,,,,1224.2414916992188,1299.4782737463536,1149.004709652084,0.6301122539875379,51.46991632370258,False,False,0.0,neutral,1224.2414916992188,-0.015740585804445373,,,,,,,,,,
NFLX,volatility,1243.8199462890625,,,,,,,,,,,,,,,,,,,,,,,0.04561340589659799,0.7240903707182729,0.4734284311616061,0.7124480788693008,1.1111111111111112,low,0.36082351743760444,0.39646125671993676,,
XOM,simple_trend,109.2300033569336,310.0,True,False,True,-0.1419209289550764,0.47582801818847714,1.4179250564575199,83.33333333333333,125.24875728946971,0.14665159242182976,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,
XOM,mean_reversion,109.2300033569336,,,,,,,,,,,,109.92106170654297,118.32013237425207,101.52199103883387,0.45886102302566595,46.91474710860731,False,False,0.0,neutral,109.92106170654297,0.006326634883926374,,,,,,,,,,
XOM,volatility,109.2300033569336,,,,,,,,,,,,,,,,,,,,,,,0.06299240601146056,0.9999734447516087,0.8297922356333225,0.969363392296688,50.80906148867314,normal,0.8080898000443849,0.6487589211059576,-0.09311368843017835,-0.20820853696561448
JNJ,simple_trend,178.42999267578125,310.0,True,True,True,1.7307873535156204,0.7092832946777321,0.44634571075439455,100.0,225.8687104870518,0.2658673976267529,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,
JNJ,mean_reversion,178.42999267578125,,,,,,,,,,,,155.61673278808593,179.96176244732712,131.27170312884473,0.9685404003817999,62.0629462212128,False,False,0.0,neutral,155.61673278808593,-0.1278555221887414,,,,,,,,,,
JNJ,volatility,178.42999267578125,,,,,,,,,,,,,,,,,,,,,,,0.047835028965317994,0.7593575435988166,0.7864153749629847,0.6937170473940677,65.0485436893204,normal,1.0100763594639193,0.49390499298775714,-0.06872500751242983,-0.15367378855197683
COST,simple_trend,963.47998046875,91.0,True,False,False,-2.1121472167968705,0.21823516845703353,2.362543640136721,66.66666666666666,919.0665637759995,-0.04609687548582227,0.6,,,,,,,,,,,,,,,,,,,,,
COST,mean_reversion,963.47998046875,,,,,,,,,,,,976.6988830566406,1034.2530500798123,919.144716033469,0.3851612031621567,46.54654064837388,False,False,0.0,neutral,976.6988830566406,0.013719955635673298,,,,,,,,,,
COST,volatility,963.47998046875,,,,,,,,,,,,,,,,,,,,,,,0.02828935000875045,0.44907950924889956,0.34753666852615084,0.48352636852802106,1.1111111111111112,low,0.9922312360201844,0.27884468525461065,,
HD,simple_trend,418.9500122070313,310.0,True,True,True,0.5227514648437477,3.814054260253903,2.6747054748535164,100.0,523.184581294632,0.24879953705811417,1.0,,,,,,,,,,,,,,,,,,,,,
HD,mean_reversion,418.9500122070313,,,,,,,,,,,,376.29598846435545,435.9143132178083,316.6776637109026,0.8577257824592389,61.50672070694222,False,False,0.0,neutral,376.29598846435545,-0.10181172574258723,,,,,,,,,,
HD,volatility,418.9500122070313,,,,,,,,,,,,,,,,,,,,,,,0.07131347556517577,1.1320663288388186,0.9746534286611577,1.0539594955664133,42.71844660194174,normal,0.6849433687062234,0.7168170563313696,-0.11962567250493703,-0.26749113557516674
PLTR,simple_trend,153.11000061035156,91.0,False,True,True,1.575999755859374,3.2568500518798826,2.355420030593872,83.33333333333333,160.23984481095465,0.04656680930168479,1.0,,,,,,,,,,,,,,,,,,,,,
PLTR,mean_reversion,153.11000061035156,,,,,,,,,,,,147.88900146484374,181.2243436619815,114.55365926770601,0.5783102677427457,57.31876498895818,False,False,0.0,neutral,147.88900146484374,-0.03409966118930863,,,,,,,,,,
PLTR,volatility,153.11000061035156,,,,,,,,,,,,,,,,,,,,,,,0.10284997575233512,1.6326927491382122,1.133896577527902,1.6919683176374483,10.0,low,0.10754541990834705,0.7662084813587597,,
BAC,simple_trend,49.77000045776367,310.0,True,True,True,0.7029380035400393,0.8552836132049556,0.3086169776916504,100.0,62.80088185469042,0.26182200677263684,1.0,,,,,,,,,,,,,,,,,,,,,
BAC,mean_reversion,49.77000045776367,,,,,,,,,,,,42.97434978485107,52.15684162189093,33.79185794781121,0.8700330364302996,65.04966069756459,False,False,0.0,neutral,42.97434978485107,-0.1365411012740415,,,,,,,,,,
BAC,volatility,49.77000045776367,,,,,,,,,,,,,,,,,,,,,,,0.10928339065230688,1.7348200445755486,0.9901240667683999,1.623700707570959,27.508090614886733,normal,0.5470065004946836,1.2732439355972753,-0.14551903947517142,-0.3253904642869586
ABBV,simple_trend,212.55999755859372,154.0,True,True,True,1.5794003295898449,2.8912211608886706,2.086341762542724,100.0,271.1380936605509,0.2755838199791553,1.0,,,,,,,,,,,,,,,,,,,,,
ABBV,mean_reversion,212.55999755859372,,,,,,,,,,,,186.18180389404296,221.7382089418153,150.62539884627063,0.8709344860526529,60.06416271840372,False,False,0.0,neutral,186.18180389404296,-0.12409763816110042,,,,,,,,,,
ABBV,volatility,212.55999755859372,,,,,,,,,,,,,,,,,,,,,,,0.0734705866882296,1.166309406330409,1.0269226432163818,1.2307860022041248,25.49019607843137,normal,0.7545697564054591,0.6860474616723855,,
PG,simple_trend,160.02000427246094,310.0,False,False,True,-1.0584530639648448,0.8585008239746088,0.9380285873413087,66.66666666666666,150.62600315941512,-0.05870516724303382,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,
PG,mean_reversion,160.02000427246094,,,,,,,,,,,,162.15408325195312,174.81946394788562,149.48870255602063,0.4157514870367241,46.172139655401466,False,False,0.0,neutral,162.15408325195312,0.013336326224929751,,,,,,,,,,
PG,volatility,160.02000427246094,,,,,,,,,,,,,,,,,,,,,,,0.050878867010824703,0.8076769745962225,0.7227980737674646,0.6976554276031496,60.19417475728155,normal,1.1639693537176623,0.6533502395445019,-0.07435046781774424,-0.16625270019938657
CVX,simple_trend,153.66000366210938,310.0,True,True,True,0.8284628295898415,0.39091880798339956,1.4780367965698233,100.0,189.6995746861097,0.23454100068388342,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,
CVX,mean_reversion,153.66000366210938,,,,,,,,,,,,147.7788200378418,164.2078996184528,131.34974045723078,0.6789870088403592,55.78000533204884,False,False,0.0,neutral,147.7788200378418,-0.03827400419174798,,,,,,,,,,
CVX,volatility,153.66000366210938,,,,,,,,,,,,,,,,,,,,,,,0.0685612561639226,1.0883762003036008,1.0612219237829446,1.0505449620314355,64.72491909385113,normal,0.8150516136624276,0.6793707966748033,-0.1064489550801762,-0.23802709969309557
KO,simple_trend,67.95999908447266,310.0,False,True,True,0.29757118225097656,0.654850177764893,0.43951548767089826,83.33333333333333,65.08172869096087,-0.04235241954512324,1.0,,,,,,,,,,,,,,,,,,,,,
KO,mean_reversion,67.95999908447266,,,,,,,,,,,,66.157643699646,75.05018279546353,57.265104603828476,0.6013408749405649,45.28525888461956,False,False,0.0,neutral,66.157643699646,-0.026520827091041754,,,,,,,,,,
KO,volatility,67.95999908447266,,,,,,,,,,,,,,,,,,,,,,,0.050096489367835784,0.7952571145481091,0.6886348239822798,0.7526155051311688,42.71844660194174,normal,0.4246383549214861,0.5766878293824705,-0.08128449538887883,-0.18175765720630127
ASML,simple_trend,781.7000122070312,91.0,True,True,True,-1.0602001953124955,3.1875408935546945,-3.0878991088867225,0.0,843.2478212918902,0.07873584255306132,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,
ASML,mean_reversion,781.7000122070312,,,,,,,,,,,,753.0195037841797,810.9433199032836,695.0956876650758,0.747570950469477,54.09867837661785,False,False,0.0,neutral,753.0195037841797,-0.03668991681588407,,,,,,,,,,
ASML,volatility,781.7000122070312,,,,,,,,,,,,,,,,,,,,,,,0.05197198718512736,0.8250297194020969,0.5562115330044052,0.845085418189167,7.777777777777778,low,0.6782597731319712,0.7148277397661661,,
GE,simple_trend,279.2300109863281,310.0,True,True,True,9.646499328613277,7.3554764556884775,3.1016287918090826,100.0,362.4208683824217,0.29792949941962665,1.0,,,,,,,,,,,,,,,,,,,,,
GE,mean_reversion,279.2300109863281,,,,,,,,,,,,204.25587539672853,296.9879876027585,111.52376319069855,0.9042512016928067,78.91746152893342,False,True,-21.082538471066584,down,204.25587539672853,-0.2685031430710739,,,,,,,,,,
GE,volatility,279.2300109863281,,,,,,,,,,,,,,,,,,,,,,,0.0890921970382631,1.4142947827176566,1.3422673659970288,1.3325820790606708,56.310679611650485,normal,0.3094945691855603,0.9343526672631434,-0.1293427386116824,-0.28921915593170866
TMUS,simple_trend,252.75999450683597,91.0,True,True,True,2.162399902343748,-0.13481597900390624,1.1018333587646496,100.0,243.13933874875212,-0.03806241480917434,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,
TMUS,mean_reversion,252.75999450683597,,,,,,,,,,,,242.56969299316407,263.54601805781033,221.59336792851784,0.7429000666767589,68.09545156607629,False,False,0.0,neutral,242.56969299316407,-0.04031611700876303,,,,,,,,,,
TMUS,volatility,252.75999450683597,,,,,,,,,,,,,,,,,,,,,,,0.03365444434607267,0.5342477415106324,0.5550145700561864,0.5602420827933137,43.333333333333336,normal,0.4102706019246988,0.3728544762100202,,
UNH,simple_trend,315.3900146484375,310.0,False,False,False,-26.16779846191406,-5.910622100830073,2.8396894989013672,-50.0,319.3339768205805,0.012505031830317556,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,
UNH,mean_reversion,315.3900146484375,,,,,,,,,,,,452.1069961547852,676.4506714473584,227.76332086221194,0.19529566338776652,30.548163921766175,False,False,0.0,neutral,452.1069961547852,0.43348544708603054,,,,,,,,,,
UNH,volatility,315.3900146484375,,,,,,,,,,,,,,,,,,,,,,,0.07412810185186379,1.1767471359677888,1.992403917533904,1.0544405708248479,88.67313915857605,high,2.7008238706456877,0.9134146944687007,-0.10773489094808981,-0.2409025397084556
CSCO,simple_trend,66.9000015258789,91.0,False,True,True,-0.012970886230468182,0.4791485214233397,0.3892230796813966,83.33333333333333,68.26300841067548,0.020373794524792734,1.0,,,,,,,,,,,,,,,,,,,,,
CSCO,mean_reversion,66.9000015258789,,,,,,,,,,,,66.82481002807617,71.51835156420434,62.131268491948,0.5080101025232181,52.24910770615019,False,False,0.0,neutral,66.82481002807617,-0.001123938656020007,,,,,,,,,,
CSCO,volatility,66.9000015258789,,,,,,,,,,,,,,,,,,,,,,,0.02982020581185721,0.47338109173762283,0.5465514626639346,0.47349818127140025,55.55555555555556,normal,0.6256887791706685,0.3367544937448013,,
AMD,simple_trend,151.13999938964844,91.0,False,True,True,1.6405999755859397,3.3657499313354493,-0.19456998443603482,83.33333333333333,143.62507516312218,-0.04972161080371788,1.0,,,,,,,,,,,,,,,,,,,,,
AMD,mean_reversion,151.13999938964844,,,,,,,,,,,,146.64850044250488,192.21062023776878,101.08638064724099,0.5492898373399479,62.05516877528673,False,False,0.0,neutral,146.64850044250488,-0.029717473635580638,,,,,,,,,,
AMD,volatility,151.13999938964844,,,,,,,,,,,,,,,,,,,,,,,0.06672380794300957,1.059207614066637,0.9582763941424867,1.0443858610016024,22.22222222222222,normal,0.527281141754246,0.5938201288804659,,
PM,simple_trend,161.5500030517578,212.0,False,True,True,4.47797500610352,3.8244709777832044,1.4025382843017575,83.33333333333333,151.01887452049567,-0.06518804291132164,1.0,,,,,,,,,,,,,,,,,,,,,
PM,mean_reversion,161.5500030517578,,,,,,,,,,,,135.59666137695314,197.77931802478292,73.41400472912335,0.7086863369459341,68.51625510581833,False,False,0.0,neutral,135.59666137695314,-0.16065206551862254,,,,,,,,,,
PM,volatility,161.5500030517578,,,,,,,,,,,,,,,,,,,,,,,0.0660877172513879,1.049109987378753,1.1405102205168105,1.025063959067396,71.56398104265402,normal,0.7266100537751892,0.6748364503912778,,
AZN,simple_trend,81.69999694824219,91.0,True,True,True,1.1226293945312507,0.3521130371093747,-0.07823143005371094,100.0,84.7283319475553,0.037066525243955685,0.6,,,,,,,,,,,,,,,,,,,,,
AZN,mean_reversion,81.69999694824219,,,,,,,,,,,,74.24231414794922,84.0655608425217,64.41906745337673,0.8795935820492764,79.91224535482426,False,True,-20.087754645175735,down,74.24231414794922,-0.09128131063477873,,,,,,,,,,
AZN,volatility,81.69999694824219,,,,,,,,,,,,,,,,,,,,,,,0.0314533393579432,0.4993062830618263,0.47707331653574453,0.5107013518958482,31.11111111111111,normal,0.37164150390211875,0.3803437178340053,,
C,simple_trend,95.4000015258789,310.0,True,True,True,2.883560867309569,1.987441062927246,0.4636229934692384,100.0,143.1568690306426,0.5005960874309717,1.0,,,,,,,,,,,,,,,,,,,,,
C,mean_reversion,95.4000015258789,,,,,,,,,,,,72.83932685852051,99.9609898646924,45.71766385234862,0.9159161380005427,78.31603107790991,False,True,-21.683968922090088,down,72.83932685852051,-0.2364850556238034,,,,,,,,,,
C,volatility,95.4000015258789,,,,,,,,,,,,,,,,,,,,,,,0.11552194995351903,1.833854103277566,1.1244040742582762,1.7296767462826605,25.88996763754045,normal,0.7477842553866818,1.3698489259555024,-0.15599736075883908,-0.34882070296732237
PDD,simple_trend,124.68000030517578,91.0,True,True,True,1.9232002258300782,0.486000022888183,-0.3771199722290035,100.0,136.96823479318132,0.09855818461604078,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,
PDD,mean_reversion,124.68000030517578,,,,,,,,,,,,112.9060001373291,132.1134078696498,93.69859240500843,0.8064963354746286,69.16543933492325,False,False,0.0,neutral,112.9060001373291,-0.09443375151610356,,,,,,,,,,
PDD,volatility,124.68000030517578,,,,,,,,,,,,,,,,,,,,,,,0.08262923800118269,1.3116984886433831,0.9818695312428863,1.4594776958988318,8.88888888888889,low,0.6797331408211826,0.9588789358949975,,
QCOM,simple_trend,159.83999633789062,91.0,True,True,True,0.24539947509765625,0.5469137191772461,-0.49363716125488394,100.0,168.54100917669032,0.05443576725568966,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,
QCOM,mean_reversion,159.83999633789062,,,,,,,,,,,,154.59365997314453,165.70685316143422,143.48046678485483,0.7360409054291578,58.25260540448505,False,False,0.0,neutral,154.59365997314453,-0.032822425456365156,,,,,,,,,,
QCOM,volatility,159.83999633789062,,,,,,,,,,,,,,,,,,,,,,,0.04585986811738583,0.7280028371809367,0.5341835417285624,0.727515407191157,12.222222222222221,low,0.2103117422130907,0.5609573217866677,,
ISRG,simple_trend,466.8599853515625,91.0,False,False,False,-5.4322998046875,-1.1954751586914028,0.9270749206542973,-50.0,442.86739401805926,-0.051391406602208534,0.6,,,,,,,,,,,,,,,,,,,,,
ISRG,mean_reversion,466.8599853515625,,,,,,,,,,,,504.9667465209961,572.4973863598166,437.43610668217565,0.21785576694974781,36.403484107197535,False,False,0.0,neutral,504.9667465209961,0.08162353246174603,,,,,,,,,,
ISRG,volatility,466.8599853515625,,,,,,,,,,,,,,,,,,,,,,,0.03599200938462328,0.5713554361032966,0.5373289604843999,0.5565976503471948,44.44444444444444,normal,0.4082661284628073,0.3770384009997719,,
ANET,simple_trend,142.85000610351562,137.0,True,True,True,3.097700195312501,2.9441751289367675,1.643263147354126,100.0,292.171237107436,1.0453008374092434,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,
ANET,mean_reversion,142.85000610351562,,,,,,,,,,,,99.03250122070312,145.18984575779137,52.87515668361489,0.974653658288383,70.96265637309261,False,True,-29.037343626907386,down,99.03250122070312,-0.30673785796733066,,,,,,,,,,
ANET,volatility,142.85000610351562,,,,,,,,,,,,,,,,,,,,,,,0.1142936000735335,1.8143546534450594,1.6965527465679318,1.8463041575656947,27.941176470588236,normal,0.7398005625481305,1.0103420371164158,,
SPGI,simple_trend,538.0599975585938,310.0,True,True,True,3.7681567382812546,6.63557418823242,3.345979797363282,100.0,603.9967435321605,0.12254534117524016,1.0,,,,,,,,,,,,,,,,,,,,,
