time,open,high,low,close,RS Line,Plot,Plot,Plot,Plot,Plot,Plot,Shapes,Shapes,Volume,Volume MA,Projected Vol.,10 Day Pocket Pivot,5 Day Pocket Pivot
2024-08-07,0.84,0.84,0.84,0.84,0.5386218425813543,0.4286506262488001,0.4286506262488001,NaN,-61,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-08-08,0.97,0.97,0.97,0.97,0.6268282972818592,0.4466667781608964,0.4466667781608964,NaN,-60,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-08-09,0.6,0.6,0.6,0.6,0.378997236478484,0.44051500164431345,0.44051500164431345,NaN,-34,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-08-12,0.68,0.68,0.68,0.68,0.4275329098172769,0.43933481147821923,0.43933481147821923,NaN,-46,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-08-13,0.64,0.64,0.64,0.64,0.4023665981835124,0.43597406481506407,0.43597406481506407,NaN,-11,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-08-14,0.67,0.67,0.67,0.67,0.4142469141254665,0.43399886929782794,0.43399886929782794,NaN,-5,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-08-15,0.58,0.58,0.58,0.58,0.35723713154421466,0.4270205295020449,0.4270205295020449,NaN,51,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-08-16,0.58,0.58,0.58,0.58,0.3515652482947606,0.42016095848320084,0.42016095848320084,NaN,38,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-08-19,0.47,0.47,0.47,0.47,0.2843223039612837,0.40781198989029926,0.40781198989029926,NaN,70,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-08-20,0.59,0.59,0.59,0.59,0.353479879605723,0.40287270713715595,0.40287270713715595,NaN,37,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-08-21,0.59,0.59,0.59,0.59,0.3541827836151157,0.3984463504533341,0.3984463504533341,NaN,55,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-08-22,0.74,0.74,0.74,0.74,0.44235381188576794,0.4024379378562826,0.4024379378562826,NaN,49,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-08-23,0.55,0.55,0.55,0.55,0.33173866604435753,0.3960107313279258,0.3960107313279258,NaN,114,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-08-26,0.57,0.57,0.57,0.57,0.3398999041635608,0.3909097470402563,0.3909097470402563,NaN,116,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-08-27,0.7,0.7,0.7,0.7,0.41874004112625396,0.39343977377534695,0.39343977377534695,NaN,30,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-08-28,0.64,0.64,0.64,0.64,0.38223964989805875,0.39242158069559346,0.39242158069559346,NaN,23,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-08-29,0.62,0.62,0.62,0.62,0.3725195317040373,0.3906123035145429,0.3906123035145429,NaN,55,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-08-30,0.6,0.6,0.6,0.6,0.3605182449771547,0.387876480011144,0.387876480011144,NaN,61,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-09-03,0.73,0.73,0.73,0.73,0.4342476351668351,0.3920920395707523,0.3920920395707523,NaN,-7,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-09-04,0.78,0.78,0.78,0.78,0.4740166253083785,0.39953972918326375,0.39953972918326375,NaN,-31,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-09-05,0.98,0.98,0.98,0.98,0.5965130940131302,0.4174463987132516,0.4174463987132516,NaN,-16,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-09-06,0.75,0.75,0.75,0.75,0.45789708944619884,0.4211237342344286,0.4211237342344286,NaN,-59,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-09-09,0.64,0.64,0.64,0.64,0.39760152206832666,0.4189853513102375,0.4189853513102375,NaN,-35,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-09-10,0.69,0.69,0.69,0.69,0.4237570050410706,0.41941913801304054,0.41941913801304054,NaN,-34,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-09-11,0.6,0.6,0.6,0.6,0.366843598342653,0.4146395434975508,0.4146395434975508,NaN,-26,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-09-12,0.57,0.57,0.57,0.57,0.3448238611198133,0.4082926632813928,0.4082926632813928,NaN,40,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-09-13,0.54,0.54,0.54,0.54,0.3242460796139928,0.4006520647661746,0.4006520647661746,NaN,92,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-09-16,0.52,0.52,0.52,0.52,0.3105575709961411,0.3924616562416261,0.3924616562416261,NaN,96,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-09-17,0.51,0.51,0.51,0.51,0.3042030292486526,0.3844381446968103,0.3844381446968103,NaN,114,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-09-18,0.61,0.61,0.61,0.61,0.3637544657356285,0.3825578102457938,0.3825578102457938,NaN,140,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-09-19,0.77,0.77,0.77,0.77,0.46049926578560935,0.38964339711304974,0.38964339711304974,NaN,130,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-09-20,0.52,0.52,0.52,0.52,0.30579401958467883,0.38202072642865237,0.38202072642865237,NaN,73,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-09-23,0.49,0.49,0.49,0.49,0.2887134504974976,0.3735382467985474,0.3735382467985474,NaN,38,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-09-24,0.54,0.54,0.54,0.54,0.31728156290547654,0.36842400280826826,0.36842400280826826,NaN,56,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-09-25,0.52,0.52,0.52,0.52,0.3047650943494961,0.36263682931201624,0.36263682931201624,NaN,19,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-09-26,0.5,0.5,0.5,0.5,0.293589781677551,0.3563598249816103,0.3563598249816103,NaN,50,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-09-27,0.53,0.53,0.53,0.53,0.30995446760516315,0.352141156129206,0.352141156129206,NaN,48,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-09-30,0.55,0.55,0.55,0.55,0.32205445648082315,0.34940600161571667,0.34940600161571667,NaN,57,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-01,0.55,0.55,0.55,0.55,0.32069469968711445,0.346795883258571,0.346795883258571,NaN,19,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-02,0.56,0.56,0.56,0.56,0.3295998766803183,0.3452326099332753,0.3452326099332753,NaN,19,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-10-03,0.71,0.71,0.71,0.71,0.4178262735241831,0.35183203389608514,0.35183203389608514,NaN,-2,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-10-04,0.48,0.48,0.48,0.48,0.28294985043728454,0.34557001721801234,0.34557001721801234,NaN,56,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-07,0.55,0.55,0.55,0.55,0.32133206747973414,0.34336656724180525,0.34336656724180525,NaN,29,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-08,0.54,0.54,0.54,0.54,0.31854324052437444,0.3411099011765843,0.3411099011765843,NaN,16,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-09,0.59,0.59,0.59,0.59,0.34469687748863703,0.34143598993222546,0.34143598993222546,NaN,34,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-10-10,0.49,0.49,0.49,0.49,0.2842516898162136,0.3362374171944062,0.3362374171944062,NaN,-18,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-10-11,0.44,0.44,0.44,0.44,0.2557767766313036,0.32892281350685143,0.32892281350685143,NaN,99,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-10-14,0.5,0.5,0.5,0.5,0.28890600924499227,0.3252849222103188,0.3252849222103188,NaN,120,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-10-15,0.57,0.57,0.57,0.57,0.32683374688132477,0.3254257244531375,0.3254257244531375,NaN,150,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-10-16,0.57,0.57,0.57,0.57,0.32934095696659643,0.3257816546816338,0.3257816546816338,NaN,170,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-10-17,0.77,0.77,0.54,0.54,0.31055305281318896,0.324397236329957,0.324397236329957,NaN,128,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-10-18,0.52,0.52,0.52,0.52,0.2991022822983217,0.32209769505435376,0.32209769505435376,NaN,106,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-10-21,0.6,0.6,0.6,0.6,0.3437527708246656,0.3240663383062003,0.3240663383062003,NaN,50,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-22,0.59,0.59,0.59,0.59,0.3386419814245717,0.3253913967715068,0.3253913967715068,NaN,29,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-23,0.58,0.58,0.58,0.58,0.33306045436911125,0.3260885838258345,0.3260885838258345,NaN,9,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-24,0.57,0.57,0.57,0.57,0.33035327722801305,0.32647628322603256,0.32647628322603256,NaN,29,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-25,0.51,0.51,0.51,0.51,0.2949463585243732,0.3236099264349726,0.3236099264349726,NaN,31,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-28,0.58,0.58,0.58,0.58,0.3355308353319755,0.32469364542560925,0.32469364542560925,NaN,68,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-29,0.62,0.62,0.62,0.62,0.3577224045292272,0.3276962598895745,0.3276962598895745,NaN,61,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-10-30,0.63,0.63,0.63,0.63,0.36290633663128696,0.3308971759570029,0.3308971759570029,NaN,81,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-10-31,0.63,0.63,0.63,0.63,0.36410798017083906,0.33391633997644254,0.33391633997644254,NaN,-15,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-11-01,0.65,0.65,0.65,0.65,0.3827925628873497,0.3383596329683432,0.3383596329683432,NaN,-9,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-11-04,0.61,0.61,0.61,0.61,0.35777063648471497,0.3401242696516497,0.3401242696516497,NaN,-1,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-11-05,0.62,0.62,0.62,0.62,0.3646624701541133,0.34235501515187367,0.34235501515187367,NaN,49,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-11-06,0.54,0.54,0.54,0.54,0.31375966880923845,0.3397554382116341,0.3397554382116341,NaN,388,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-11-07,0.47,0.47,0.47,0.47,0.2663504822879965,0.33308226040039435,0.33308226040039435,NaN,148,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-11-08,0.55,0.55,0.55,0.55,0.30938760340125465,0.33092820067319983,0.33092820067319983,NaN,151,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-11-11,0.48,0.48,0.48,0.48,0.26900040530194996,0.3252984010939953,0.3252984010939953,NaN,286,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-11-12,0.5,0.5,0.5,0.5,0.2799374806293261,0.3211746810517527,0.3211746810517527,NaN,132,NaN,NaN,1,1,NaN,NaN,NaN,0,0
2024-11-13,0.54,0.54,0.54,0.54,0.30320855614973263,0.31954139696975087,0.31954139696975087,NaN,122,NaN,NaN,1,1,NaN,NaN,NaN,0,0
2024-11-14,0.63,0.63,0.63,0.63,0.35366116493662064,0.32264319405764813,0.32264319405764813,NaN,-2,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-11-15,0.6,0.6,0.6,0.6,0.3388713700757754,0.3241184827865688,0.3241184827865688,NaN,-73,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-11-18,0.51,0.51,0.51,0.51,0.2918937149845928,0.3211889584409346,0.3211889584409346,NaN,-40,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-11-19,0.62,0.62,0.62,0.62,0.3534675691129885,0.32412337759293947,0.32412337759293947,NaN,-36,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-11-20,0.58,0.58,0.58,0.58,0.32935776250344345,0.32459923076662167,0.32459923076662167,NaN,10,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-11-21,0.53,0.53,0.53,0.53,0.30095722243253475,0.32244995728170467,0.32244995728170467,NaN,74,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-11-22,0.51,0.51,0.51,0.51,0.28806293812093403,0.31932386463072554,0.31932386463072554,NaN,138,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-11-25,0.45,0.45,0.45,0.45,0.2532947583732178,0.31332121860731577,0.31332121860731577,NaN,315,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-11-26,0.48,0.48,0.48,0.48,0.26936656768068834,0.30932534125034966,0.30932534125034966,NaN,75,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-11-27,0.56,0.56,0.56,0.56,0.3124730139961871,0.3096114933181531,0.3096114933181531,NaN,104,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-11-29,0.56,0.56,0.56,0.56,0.3136663927197924,0.30998012053648394,0.30998012053648394,NaN,102,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-12-02,0.62,0.62,0.62,0.62,0.34533576244241504,0.3131942698006595,0.3131942698006595,NaN,88,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-12-03,0.55,0.55,0.55,0.55,0.3055990104412995,0.3125037916770813,0.3125037916770813,NaN,78,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-12-04,0.49,0.49,0.49,0.49,0.27213807900004466,0.3088341814337143,0.3088341814337143,NaN,94,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-12-05,0.5,0.5,0.5,0.5,0.27602160854878355,0.305851220262357,0.305851220262357,NaN,67,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-12-06,0.54,0.54,0.54,0.54,0.29866175042386134,0.30519763209522105,0.30519763209522105,NaN,50,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-12-09,0.56,0.56,0.56,0.56,0.30895131258332953,0.3055388757759582,0.3055388757759582,NaN,87,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2024-12-10,0.48,0.48,0.48,0.48,0.26645343342959665,0.3019856537444708,0.3019856537444708,NaN,44,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-12-11,0.53,0.53,0.53,0.53,0.29508359707700216,0.3013581940474282,0.3013581940474282,NaN,53,NaN,NaN,1,1,NaN,NaN,NaN,0,0
2024-12-12,0.68,0.68,0.68,0.68,0.3755312959182667,0.3081012033084135,0.3081012033084135,NaN,9,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-12-13,0.58,0.58,0.58,0.58,0.32204916339599254,0.3093691996800116,0.3093691996800116,NaN,-33,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-12-16,0.51,0.51,0.51,0.51,0.28318911665355606,0.306989192132152,0.306989192132152,NaN,9,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-12-17,0.49,0.49,0.49,0.49,0.27105384034099045,0.30372234196931913,0.30372234196931913,NaN,-5,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-12-18,0.45,0.45,0.45,0.45,0.24989257263742437,0.2988287265755105,0.2988287265755105,NaN,-61,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-12-19,0.62,0.62,0.62,0.62,0.35475812178462135,0.30391321704906604,0.30391321704906604,NaN,-113,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-12-20,0.66,0.66,0.66,0.66,0.37797401428651783,0.3106460167979253,0.3106460167979253,NaN,-63,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-12-23,0.48,0.48,0.48,0.48,0.2719344983172704,0.30712678784513847,0.30712678784513847,NaN,-35,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-12-24,0.51,0.51,0.51,0.51,0.28683914510686165,0.3052824566871133,0.3052824566871133,NaN,-12,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-12-26,0.49,0.49,0.49,0.49,0.272580524995654,0.30230955380607155,0.30230955380607155,NaN,22,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-12-27,0.67,0.67,0.67,0.67,0.3728646245681217,0.3087236511480761,0.3087236511480761,NaN,8,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2024-12-30,0.63,0.63,0.63,0.63,0.35452238793471613,0.3128871726741343,0.3128871726741343,NaN,-25,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2024-12-31,0.52,0.52,0.52,0.52,0.29578716596551524,0.3113326266097144,0.3113326266097144,NaN,0,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-02,0.8,0.8,0.8,0.8,0.4570169443112612,0.3245766554916732,0.3245766554916732,NaN,27,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-03,0.45,0.45,0.45,0.45,0.2576441239418188,0.3184918798962319,0.3184918798962319,NaN,31,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-06,0.42,0.42,0.42,0.42,0.2374774083460385,0.31112692793712343,0.31112692793712343,NaN,62,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-07,0.45,0.45,0.45,0.45,0.25303872396186344,0.3058461821211907,0.3058461821211907,NaN,10,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-08,0.6,0.6,0.6,0.6,0.3411733248491289,0.30905774055100327,0.30905774055100327,NaN,-44,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-01-10,0.7,0.7,0.7,0.7,0.3974141048213495,0.3170901373028529,0.3170901373028529,NaN,-100,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-01-13,0.6,0.6,0.6,0.6,0.34597384945675586,0.31971592931684406,0.31971592931684406,NaN,-124,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-01-14,0.41,0.41,0.41,0.41,0.23604359678627052,0.31210935363224646,0.31210935363224646,NaN,-41,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-01-15,0.58,0.58,0.58,0.58,0.3335330058703726,0.31405695838116704,0.31405695838116704,NaN,23,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-16,0.94,0.94,0.94,0.94,0.5308306666308118,0.33376365913113476,0.33376365913113476,NaN,4,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-17,0.49,0.49,0.49,0.49,0.2772954264107724,0.32863018342928363,0.32863018342928363,NaN,27,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-21,0.48,0.48,0.48,0.48,0.26895016384147813,0.3232047271031195,0.3232047271031195,NaN,81,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2025-01-22,0.49,0.49,0.49,0.49,0.2721668708248819,0.31856492198691605,0.31856492198691605,NaN,64,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-23,0.53,0.53,0.53,0.53,0.2925886736900216,0.3162034448690166,0.3162034448690166,NaN,26,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-24,0.57,0.57,0.57,0.57,0.31300664191203387,0.3159128264183818,0.3159128264183818,NaN,51,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-27,0.57,0.57,0.57,0.57,0.3139028887523048,0.3157301048123748,0.3157301048123748,NaN,20,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-28,0.53,0.53,0.53,0.53,0.2961932973958342,0.3139540314108711,0.3139540314108711,NaN,30,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-29,0.59,0.59,0.59,0.59,0.32671304330628853,0.31511394158318173,0.31511394158318173,NaN,30,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-30,0.52,0.52,0.52,0.52,0.2893040938383792,0.3127675917881997,0.3127675917881997,NaN,61,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-01-31,0.49,0.49,0.49,0.49,0.27118286725150625,0.3089871622848639,0.3089871622848639,NaN,30,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-02-03,0.54,0.54,0.54,0.54,0.30037149119612216,0.30820391945861464,0.30820391945861464,NaN,-65,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-04,0.51,0.51,0.51,0.51,0.28585822526348803,0.30617249271360314,0.30617249271360314,NaN,24,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-02-05,0.54,0.54,0.54,0.54,0.30050232779994335,0.3056570231759977,0.3056570231759977,NaN,61,NaN,NaN,0,0,NaN,NaN,NaN,0,0
2025-02-06,0.57,0.57,0.57,0.57,0.31596295948012604,0.306593926476373,0.306593926476373,NaN,71,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2025-02-07,0.6,0.6,0.6,0.6,0.331384912781332,0.30884765250409657,0.30884765250409657,NaN,16,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-10,0.47,0.47,0.47,0.47,0.2620652574353051,0.3045947074978428,0.3045947074978428,NaN,5,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-11,0.53,0.53,0.53,0.53,0.29354894542936977,0.3035905473097998,0.3035905473097998,NaN,-45,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-12,0.56,0.56,0.56,0.56,0.31006065759356943,0.30417873915377885,0.30417873915377885,NaN,-42,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-13,0.77,0.77,0.77,0.77,0.42749645570540556,0.3153894406584722,0.3153894406584722,NaN,49,NaN,NaN,1,1,NaN,NaN,NaN,0,0
2025-02-14,0.46,0.46,0.46,0.46,0.25275221256304087,0.30969514719525115,0.30969514719525115,NaN,68,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2025-02-18,0.5,0.5,0.5,0.5,0.27475133368876564,0.3065184368764797,0.3065184368764797,NaN,58,NaN,NaN,1,0,NaN,NaN,NaN,0,0
2025-02-19,0.64,0.64,0.64,0.64,0.35082395665601346,0.31054621140189187,0.31054621140189187,NaN,26,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-20,0.59,0.59,0.59,0.59,0.32264889797433,0.3116464556357499,0.3116464556357499,NaN,-10,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-21,0.65,0.65,0.65,0.65,0.35700799835227076,0.3157702322463427,0.3157702322463427,NaN,-14,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-24,0.58,0.58,0.58,0.58,0.3240913203129157,0.31652669479784934,0.31652669479784934,NaN,-82,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-25,0.64,0.64,0.64,0.64,0.3594027336268188,0.3204245165095738,0.3204245165095738,NaN,-89,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-26,0.6,0.6,0.6,0.6,0.33852426258467305,0.32206994797094646,0.32206994797094646,NaN,-62,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-27,0.68,0.68,0.68,0.68,0.3836086547001631,0.3276643758554207,0.3276643758554207,NaN,-108,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-02-28,0.73,0.73,0.73,0.73,0.41845515528289395,0.33591808307610005,0.33591808307610005,NaN,-138,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-03-03,0.64,0.64,0.64,0.64,0.3611380281500913,0.3382108053555538,0.3382108053555538,NaN,-160,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-03-04,0.7,0.7,0.7,0.7,0.4020712137866663,0.3440162970311095,0.3440162970311095,NaN,-255,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-03-05,0.54,0.54,0.54,0.54,0.31401108315132553,0.34128855031476546,0.34128855031476546,NaN,-57,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-03-06,0.74,0.74,0.74,0.74,0.4255625044928474,0.34894981887640925,0.34894981887640925,NaN,-59,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-03-07,0.57,0.57,0.57,0.57,0.3337440076117054,0.3475674723977998,0.3475674723977998,NaN,-56,NaN,NaN,0,1,NaN,NaN,NaN,0,0
2025-03-10,0.6,0.6,0.6,0.6,0.3493819094345247,0.34773242121932024,0.34773242121932024,NaN,-105,NaN,NaN,0,1,NaN,NaN,NaN,0,0
