ticker,date,timeframe,current_price,data_points,monthly_ema10,monthly_ema10slope,monthly_sma12,monthly_sma12slope,monthly_price2_sma12pct,monthly_sma24,monthly_sma24slope,monthly_price2_sma24pct,monthly_sma10,monthly_sma10slope,monthly_price2_sma10pct,monthly_rsi_14,monthly_price_position_52w,monthly_macd,monthly_macd_signal,monthly_macd_histogram,atr,atr_pct,sma50,atrext_dollar,atrext_percent,monthly_monthly_monthly_1m_pct_change,monthly_5period_pct_change,monthly_10period_pct_change,monthly_monthly_monthly_2m_pct_change,monthly_monthly_monthly_3m_pct_change,monthly_monthly_monthly_6m_pct_change,monthly_momentum_20,monthly_quarter_pct_change,monthly_avg_volume_20,monthly_volume_trend,obv,obv_trend,monthly_ATH,monthly_ATL,monthly_is_new_ATH,monthly_is_new_ATL,monthly_distance_from_ATH_pct,monthly_distance_from_ATL_pct,monthly_ATH_ATL_position_pct,monthly_candle_strength,monthly_candle_strength_pct,monthly_body_ratio,monthly_upper_wick_ratio,monthly_lower_wick_ratio,monthly_oppression_factor,monthly_candle_type,monthly_is_bullish,total_range,body_size,monthly_wick_dominance,directional_strength,monthly_avg_candle_strength_5,monthly_avg_candle_strength_5_pct,trend_days_10_pct,monthly_priceabovesma10,monthly_priceaboveema20,monthly_priceabovesma50,monthly_sma10vssma20,monthly_sma20vssma50,monthly_at_20day_high,monthly_at_20day_low,monthly_5day_low_vs_30day_high,SP500,NASDAQ100,Russell1000,Russell2000,Russell3000,SP100,NASDAQComposite,DowJonesIndustrialAverage,SP500CommunicationServices,SP500ConsumerDiscretionary,SP500ConsumerStaples,SP500Energy,SP500Financials,SP500HealthCare,SP500Industrials,SP500InformationTechnology,SP500Materials,SP500RealEstate,SP500Utilities
ORLY,2025-09-05,monthly,104.8400,91,101.8531,0.8067,100.7908,1.1324,4.0174,95.9682,0.5242,9.2445,102.5530,1.3148,2.2301,82.1111,1.0000,4.4525,3.8764,0.5761,3.2870,3.1353,90.1349,4.4737,5.2035,-0.3896,2.3129,7.3520,0.0000,1.1188,0.8077,13.8440,39.8600,19967058.1500,-0.7353,266867009,2719525.4500,104.8400,61.6933,True,False,0.0000,69.9373,100.0000,0.2477,24.7700,0.2477,0.0000,0.7523,0.0000,Weak Body,False,1.6550,0.4100,0.7523,0.2477,0.2447,24.4700,55.5556,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
MDLZ,2025-09-05,monthly,61.7400,91,62.9424,-0.4245,63.9350,-0.4529,-3.4332,65.2410,-0.1430,-5.3662,63.0230,-0.6402,-2.0358,33.5940,0.3419,-0.9060,-0.2859,-0.6202,2.5780,4.1756,63.7273,-0.7709,-0.7468,1.1634,-0.3551,-12.5248,0.0000,0.4883,-2.2637,-6.3955,-8.9130,29258491.1500,-0.6898,-78804455,5275457.2500,73.8051,55.4723,False,False,-16.3472,11.2989,34.1886,0.4318,43.1800,0.4551,0.4936,0.0513,0.0513,Moderate Body,True,1.5600,0.7100,0.5449,0.4551,0.2898,28.9800,33.3333,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
AZN,2025-09-05,monthly,81.7000,91,78.3717,0.8435,76.6811,0.8134,6.5452,73.3376,0.3693,11.4026,78.1220,1.1226,4.5801,79.9122,0.8434,2.8254,1.8214,1.0040,2.8958,3.5444,71.1097,3.6572,4.2018,-0.4239,2.5609,13.2234,0.0000,2.2528,1.4655,12.8960,3.4070,17680293.9500,-0.7746,154464926,6446636.3000,85.7895,59.6700,False,False,-4.7669,36.9196,84.3431,0.2333,23.3300,0.3998,0.4163,0.1839,0.4163,Weak Body,False,0.8700,0.3478,0.6002,0.3998,0.4089,40.8900,55.5556,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
AVGO,2025-09-05,monthly,334.8900,91,303.9594,4.5075,300.0558,4.5542,11.6092,265.0061,5.6695,26.3707,304.2950,4.1999,10.0544,83.8624,1.0000,28.5136,25.2933,3.2203,22.3039,6.6601,230.1532,4.6959,6.8329,-5.8875,13.8191,15.4077,0.0000,12.6097,15.0153,30.9863,128.4544,91011101.2500,-0.1739,862769469,52942878.4500,334.8900,102.9788,True,False,0.0000,225.2030,100.0000,0.8311,83.1100,0.8448,0.0161,0.1391,0.0161,Strong Body,False,24.8000,20.9500,0.1552,0.8448,0.5070,50.7000,55.5556,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
EXC,2025-09-05,monthly,43.4300,91,43.8386,-0.0204,43.9614,0.1152,-1.2088,43.8374,-0.0048,-0.9293,44.1394,0.1176,-1.6072,60.4127,0.7975,0.5338,0.7294,-0.1956,1.3275,3.0567,41.6342,1.3527,1.4111,-0.3442,-2.6233,-0.3939,0.0000,-0.5723,-3.2308,2.0386,21.4793,25165744.5000,-0.6965,364966256,4067197.8000,46.4284,31.6200,False,False,-6.4582,37.3497,79.7519,0.2313,23.1300,0.2857,0.1905,0.5238,0.1905,Weak Body,False,0.5250,0.1500,0.7143,0.2857,0.2515,25.1500,33.3333,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
CSCO,2025-09-05,monthly,66.9000,91,67.4327,0.0557,67.9475,0.0997,-1.5416,65.2784,0.4021,2.4841,67.9370,-0.0130,-1.5264,52.2491,0.8235,1.9682,2.3440,-0.3758,2.4963,3.7314,61.8837,2.0095,2.1724,-1.4800,-0.3575,-2.6059,0.0000,-3.1698,-0.3129,6.4346,51.1648,81737429.1500,-0.7194,776785803,4495330.1500,71.7900,44.0831,False,False,-6.8115,51.7590,82.3510,0.5457,54.5700,0.6204,0.1204,0.2593,0.1204,Moderate Body,False,1.6200,1.0050,0.3796,0.6204,0.2953,29.5300,55.5556,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False
FTNT,2025-09-05,monthly,78.8300,91,83.1433,-1.5851,85.9975,-2.0365,-8.3345,94.0592,-0.6812,-16.1910,82.7490,-2.4180,-4.7360,31.9354,0.4049,-5.3628,-3.1741,-2.1888,6.5694,8.3336,95.1742,-2.4879,-2.0607,2.4964,1.5327,-24.7949,0.0000,0.0762,-0.9798,-23.8890,13.1152,25630968.6000,-0.7163,113689040,395662.0000,111.6400,56.5100,False,False,-29.3891,39.4974,40.4861,0.7286,72.8600,0.7370,0.2514,0.0115,0.0115,Strong Body,True,2.6050,1.9200,0.2630,0.7370,0.5361,53.6100,55.5556,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
SBUX,2025-09-05,monthly,85.4300,91,87.8602,-0.5183,89.2622,-0.4503,-4.2932,87.8411,-0.1809,-2.7449,88.3644,-0.6564,-3.3208,37.8547,0.3438,-1.3160,-0.9300,-0.3859,5.0960,5.9651,92.7666,-1.4397,-1.3258,-1.6463,-0.4428,-8.9243,0.0000,-3.1296,-4.5582,-0.1944,17.3753,38530417.2500,-0.7038,503259882,-9219275.9000,114.2466,70.3308,False,False,-25.2232,21.4688,34.3821,0.4952,49.5200,0.6272,0.2105,0.1623,0.2105,Moderate Body,False,2.2800,1.4300,0.3728,0.6272,0.4503,45.0300,33.3333,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
WDAY,2025-09-05,monthly,231.0800,91,230.4085,-0.2015,228.5100,-1.1417,1.1247,236.8283,-0.2477,-2.4272,228.5690,-0.5534,1.0986,45.4914,0.2241,-4.6930,-5.0273,0.3343,13.3125,5.7610,245.3726,-1.0736,-1.0111,-0.8240,3.4424,-4.4097,0.0000,0.1126,1.5781,-8.7538,9.0257,10897704.4000,-0.5742,-68642381,538710.9500,305.8800,209.4800,False,False,-24.4540,10.3113,22.4066,0.1024,10.2400,0.2560,0.6000,0.1440,0.6000,Weak Body,False,7.5000,1.9200,0.7440,0.2560,0.4409,44.0900,55.5556,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
SHOP,2025-09-05,monthly,146.8200,91,137.7109,2.1232,135.4933,2.7003,8.3596,119.6046,2.1583,22.7545,138.6740,2.7918,5.8742,71.9435,0.9707,11.6093,9.7070,1.9023,11.0489,7.5255,111.0022,3.2418,4.2878,0.1569,4.4759,17.9941,0.0000,3.9213,6.9415,33.4017,111.8615,38584262.6500,-0.7842,245773055,3837172.7500,149.6100,54.4300,False,False,-1.8648,169.7410,97.0687,0.0341,3.4100,0.0757,0.3750,0.5493,0.5493,Doji,True,3.0400,0.2300,0.9243,0.0757,0.1966,19.6600,44.4444,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
DASH,2025-09-05,monthly,246.8500,91,244.0081,0.7406,246.5642,1.5151,0.1159,228.0065,2.7458,8.2645,247.9160,0.9741,-0.4300,68.6739,0.9249,14.7391,16.2990,-1.5599,14.1294,5.7239,202.0721,3.1691,3.8714,-1.1473,0.6401,-1.2284,0.0000,0.6524,1.2427,16.6637,99.3781,15257296.5000,-0.7639,497022762,5479013.1000,259.1900,94.8100,False,False,-4.7610,160.3628,92.4930,0.2984,29.8400,0.3745,0.2033,0.4222,0.2033,Weak Body,False,7.6500,2.8650,0.6255,0.3745,0.3403,34.0300,44.4444,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
AMD,2025-09-05,monthly,151.1400,91,157.0813,0.1219,162.7042,2.5515,-7.1075,138.2817,2.5468,9.2987,164.9040,1.6406,-8.3467,62.0552,0.5375,10.9690,11.4002,-0.4312,12.5009,8.2711,129.2844,1.7483,2.0439,-3.8060,-7.4804,-9.2089,0.0000,-7.0651,-8.5109,39.4069,12.5642,218535913.2500,-0.7281,5319456557,90600197.8500,207.3900,85.7600,False,False,-27.1228,76.2360,53.7532,0.8592,85.9200,0.8604,0.0014,0.1381,0.0014,Strong Body,False,6.9500,5.9800,0.1396,0.8604,0.4740,47.4000,44.4444,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
TSLA,2025-09-05,monthly,350.8400,91,337.1830,3.3358,331.4758,2.5027,5.8418,321.1196,3.9814,9.2552,333.4550,2.5490,5.2136,59.7062,0.7047,9.9144,6.9150,2.9994,30.7598,8.7675,327.4264,0.7612,0.8156,0.8219,1.2233,11.0042,0.0000,5.0828,8.3174,4.5598,75.4200,393879809.9000,-0.6056,-1165108933,-15532046.6500,436.2300,147.0500,False,False,-19.5745,138.5855,70.4717,0.1802,18.0200,0.2556,0.4495,0.2949,0.2949,Weak Body,True,11.1899,2.8600,0.7444,0.2556,0.4268,42.6800,55.5556,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
CSX,2025-09-05,monthly,32.5300,91,33.3078,-0.2571,34.1600,0.0000,-4.7717,32.4448,0.1634,0.2626,34.1430,-0.0828,-4.7243,52.4505,0.5221,0.4238,0.6532,-0.2293,1.4288,4.3922,32.3154,0.1502,0.1512,-0.2147,-0.8534,-9.0324,0.0000,0.0615,-9.6138,3.3152,-2.8734,70454791.3500,-0.6642,-377231503,12280034.8500,37.5027,27.0974,False,False,-13.2596,20.0483,52.2098,0.0880,8.8000,0.1197,0.2650,0.6153,0.2650,Weak Body,False,0.5849,0.0700,0.8803,0.1197,0.2716,27.1600,33.3333,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
PANW,2025-09-05,monthly,194.4600,91,188.9991,0.8125,186.6250,-0.7650,4.1983,188.7688,0.7689,3.0149,185.6330,-0.6640,4.7551,47.5233,0.8719,1.2956,0.9305,0.3652,11.6053,5.9679,187.0251,0.6406,0.6661,0.6401,5.3698,-4.3341,0.0000,2.0680,5.4384,-1.6962,17.3283,29733380.4000,-0.8284,368406909,3450885.4500,203.2700,134.5050,False,False,-4.3341,44.5745,87.1883,0.1915,19.1500,0.2763,0.4171,0.3067,0.3067,Weak Body,True,4.4774,1.2369,0.7237,0.2763,0.3594,35.9400,66.6667,True,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
MNST,2025-09-05,monthly,62.4600,91,62.3282,-0.0045,61.8825,-0.0498,0.9332,61.8850,0.2156,0.9291,62.4760,0.1130,-0.0256,48.4115,0.8803,1.4312,1.7368,-0.3056,2.4728,3.9590,57.2432,2.1097,2.3019,-1.6842,0.2568,2.9674,0.0000,0.0801,-2.9974,-1.6675,35.6057,23304418.3000,-0.7577,490222569,679963.4500,64.6900,46.0600,False,False,-3.4472,35.6057,88.0300,0.6399,63.9900,0.6993,0.0850,0.2157,0.0850,Moderate Body,False,1.5300,1.0700,0.3007,0.6993,0.3206,32.0600,33.3333,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
CPRT,2025-09-05,monthly,48.5700,91,48.3841,0.0743,47.4558,-0.0207,2.3478,51.0821,-0.2736,-4.9177,47.6030,0.0808,2.0314,52.9644,0.1669,-1.7974,-2.1231,0.3256,2.3217,4.7801,54.1102,-2.3863,-2.1419,-0.3897,0.3720,4.0266,0.0000,-0.4917,2.0164,-9.2488,-4.7460,30104225.1500,-0.3677,-10887638,-9647421.9000,63.8400,45.5100,False,False,-23.9192,6.7238,16.6939,0.0665,6.6500,0.0695,0.0420,0.8885,0.0420,Doji,False,2.7350,0.1900,0.9305,0.0695,0.1094,10.9400,66.6667,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
DXCM,2025-09-05,monthly,80.5100,91,79.6322,-0.4666,80.4758,-0.4870,0.0425,81.0808,0.4208,-0.7040,79.8450,-0.5564,0.8329,50.6209,0.2614,-0.4764,-0.0892,-0.3872,5.3529,6.6487,79.2618,0.2332,0.2369,-0.4513,5.9900,-9.5292,0.0000,6.8622,-1.4203,-8.4227,15.4100,13946519.5000,-0.5763,90890518,1648865.9000,138.9300,59.8300,False,False,-42.0499,34.5646,26.1441,0.1133,11.3300,0.1722,0.3420,0.4858,0.3420,Weak Body,False,2.1200,0.3650,0.8278,0.1722,0.3832,38.3200,44.4444,True,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
KDP,2025-09-05,monthly,28.6500,91,30.9750,-0.6070,32.1008,-0.2980,-10.7500,32.7834,-0.1732,-12.6082,31.8180,-0.3916,-9.9566,28.5630,0.1032,-0.9210,-0.2974,-0.6236,1.4418,5.0326,32.5620,-2.7132,-2.3872,-2.0513,-7.8778,-13.8864,0.0000,-1.5125,-18.5617,-10.8051,-14.8202,48682383.0500,0.1968,-265169684,-6461209.2000,36.6031,27.7343,False,False,-21.7279,3.3017,10.3249,0.6737,67.3700,0.7947,0.1523,0.0530,0.1523,Strong Body,False,0.7550,0.6000,0.2053,0.7947,0.4573,45.7300,44.4444,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
ON,2025-09-05,monthly,49.1050,91,50.6127,-0.2902,52.7008,-0.2257,-6.8231,49.2217,0.4443,-0.2370,51.1960,-0.6560,-4.0843,43.7949,0.3247,-0.3071,-0.1426,-0.1645,4.5863,9.3399,53.1508,-0.8821,-0.8150,1.5825,-3.6212,-13.7298,0.0000,-0.9780,-0.7378,8.9799,-31.1290,37757405.8000,-0.7578,-413029903,4642319.8500,81.1400,33.7000,False,False,-39.4811,45.7122,32.4726,0.2907,29.0700,0.3575,0.4556,0.1869,0.1869,Weak Body,True,2.1400,0.7650,0.6425,0.3575,0.3874,38.7400,33.3333,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
FAST,2025-09-05,monthly,47.9900,91,47.8766,0.3714,47.8485,0.6140,0.2957,44.4639,0.4700,7.9302,48.5272,0.6352,-1.1070,72.0797,0.8847,2.6038,2.4890,0.1148,1.9279,4.0174,41.2453,3.4984,4.0705,-2.5584,-4.5355,0.9773,0.0000,-3.3629,-3.1288,19.0326,45.2528,23966586.6500,-0.5959,356349696,9823164.8000,50.2700,30.4880,False,False,-4.5355,57.4064,88.4744,0.5996,59.9600,0.6348,0.0554,0.3098,0.0554,Moderate Body,False,1.9850,1.2600,0.3652,0.6348,0.4034,40.3400,44.4444,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
TTD,2025-09-05,monthly,52.0700,91,57.6012,-1.6942,62.5425,-1.4595,-16.7446,64.8617,0.0142,-19.7215,59.4920,-2.0748,-12.4756,35.9184,0.0628,-7.4012,-6.4811,-0.9201,7.3100,14.0388,84.0824,-4.3793,-2.7120,0.1009,-0.5728,-39.5519,0.0000,-4.7384,-0.8757,-27.6889,-47.5629,50153824.8000,-0.7973,-17565078,-1572988.9000,139.1100,46.2400,False,False,-62.5692,12.6081,6.2776,0.0119,1.1900,0.0337,0.3205,0.6458,0.6458,Doji,True,1.5600,0.0525,0.9663,0.0337,0.2326,23.2600,33.3333,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
DDOG,2025-09-05,monthly,136.0800,91,133.5831,0.3240,135.2833,0.1935,0.5889,126.5137,1.5089,7.5614,134.1010,-0.5634,1.4758,54.7309,0.5965,3.6296,3.4741,0.1555,9.8571,7.2436,128.0854,0.8110,0.8617,2.5162,5.9978,-9.1831,0.0000,-0.4390,5.9318,12.8801,21.1970,25850071.3000,-0.7052,-188162802,-5018130.1000,168.6500,87.9300,False,False,-19.3122,54.7595,59.6507,0.8235,82.3500,0.8871,0.0412,0.0717,0.0717,Strong Body,True,3.7650,3.3400,0.1129,0.8871,0.5795,57.9500,33.3333,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
WBD,2025-09-05,monthly,12.1100,91,11.8501,0.0577,12.0992,0.1193,0.0895,10.8550,0.1059,11.5615,12.0710,0.0506,0.3231,59.2982,0.7864,0.5979,0.6016,-0.0037,0.9830,8.1171,10.3764,1.7636,2.0583,2.8887,0.5814,-10.2298,0.0000,4.0378,4.9393,25.1563,72.2617,230442504.7500,-0.6418,1718773125,81416206.2500,13.4900,7.0300,False,False,-10.2298,72.2617,78.6378,0.8293,82.9300,0.8293,0.1707,0.0000,0.0000,Strong Body,True,0.4100,0.3400,0.1707,0.8293,0.6533,65.3300,44.4444,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
PLTR,2025-09-05,monthly,153.1100,91,154.8471,0.0154,158.8042,1.8217,-3.5857,141.9133,2.9268,7.8898,161.0030,1.5760,-4.9024,57.3188,0.8020,15.1313,17.7606,-2.6294,14.3038,9.3421,108.2098,3.1390,4.4416,-3.0090,-2.5832,-3.5831,0.0000,-2.2972,-1.8589,19.5604,410.1966,312733553.4500,-0.6587,6703577919,-38855089.0500,186.9600,15.9800,False,False,-18.1055,858.1352,80.2024,0.3912,39.1200,0.4350,0.1007,0.4643,0.1007,Moderate Body,False,10.9200,4.7500,0.5650,0.4350,0.2913,29.1300,22.2222,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
CSGP,2025-09-05,monthly,89.4600,91,88.8631,0.2543,89.8733,0.7693,-0.4599,84.1783,0.5155,6.2744,90.8350,0.7142,-1.5137,68.7572,0.7329,3.2646,3.2374,0.0272,4.4467,4.9706,79.7866,2.1754,2.4392,-0.3453,-1.1601,-3.7754,0.0000,-0.0335,1.3711,16.6962,21.0883,11269572.7500,-0.7990,-1531948,32332.6000,96.6000,69.8700,False,False,-7.3913,28.0378,73.2884,0.0256,2.5600,0.1131,0.7737,0.1131,0.7737,Weak Body,False,2.7400,0.3100,0.8869,0.1131,0.1473,14.7300,33.3333,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
GFS,2025-09-05,monthly,33.2900,91,34.4315,-0.3001,35.4058,-0.3628,-5.9759,36.1113,-0.0813,-7.8127,34.3310,-0.5776,-3.0322,37.0025,0.0633,-1.5017,-1.2437,-0.2580,2.8420,8.5372,38.4284,-1.8080,-1.5662,-0.7158,-3.3111,-16.7334,0.0000,-0.2995,0.8177,-9.6437,-23.8041,7859432.1500,-0.6932,-95316014,-1856435.7000,59.1700,31.5400,False,False,-43.7384,5.5485,6.3337,0.0844,8.4400,0.1925,0.5616,0.2459,0.5616,Weak Body,False,1.2465,0.2400,0.8075,0.1925,0.1742,17.4200,22.2222,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
ZS,2025-09-05,monthly,274.2000,91,275.7958,-0.6253,277.6304,-2.8305,-1.2356,272.1281,3.2107,0.7614,275.3105,-2.8662,-0.4034,31.7709,0.7406,11.5482,16.1005,-4.5523,15.2826,5.5735,232.9999,2.6959,3.1726,1.5942,1.6836,-4.1878,0.0000,-1.0287,0.1443,-1.3057,57.2608,8891260.1000,-0.3176,72588441,-267457.9500,315.3200,156.7800,False,False,-13.0407,74.8948,74.0633,0.3571,35.7100,0.5976,0.0000,0.4024,0.4024,Moderate Body,True,7.2000,4.3027,0.4024,0.5976,0.4412,44.1200,33.3333,False,True,True,False,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
MCHP,2025-09-05,monthly,65.9200,91,66.2327,-0.0126,67.6075,-0.1910,-2.4960,63.1904,0.8746,4.3197,66.1950,-0.5964,-0.4154,44.8945,0.5066,1.8822,2.2007,-0.3185,5.2341,7.9401,60.4512,1.0448,1.1394,1.8305,-3.8366,-4.7536,0.0000,1.4154,-1.2582,8.6808,-10.9459,36369931.8000,-0.7024,42824717,11010715.8500,95.1130,35.9419,False,False,-30.6929,83.4073,50.6635,0.3744,37.4400,0.4341,0.4286,0.1374,0.1374,Moderate Body,True,2.7300,1.1850,0.5659,0.4341,0.2709,27.0900,44.4444,False,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
MRVL,2025-09-05,monthly,63.3300,91,68.8112,-0.8745,71.4980,-0.3972,-11.4240,68.1654,0.2822,-7.0936,71.0675,-0.7140,-10.8875,35.8435,0.1862,-2.5577,-2.1413,-0.4164,7.2484,11.4454,81.7021,-2.5346,-1.9647,-0.9850,-13.1871,-14.6611,0.0000,0.7397,-11.0783,5.4223,4.9185,84904552.2000,-0.2303,-255731865,4802911.7500,124.5165,49.3335,False,False,-49.1393,28.3711,18.6166,0.2096,20.9600,0.2977,0.2959,0.4064,0.2959,Weak Body,False,2.1163,0.6300,0.7023,0.2977,0.2729,27.2900,55.5556,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CRWD,2025-09-05,monthly,417.6300,91,429.5300,-3.3844,436.7458,-5.6393,-4.3769,445.7325,2.7315,-6.3048,428.6540,-6.8748,-2.5718,30.5510,0.6743,3.7088,12.6509,-8.9421,29.5095,7.0660,401.2215,0.5560,0.5788,0.8768,-0.2865,-10.7476,0.0000,-1.4326,-0.3674,-9.2798,73.3624,13007996.8500,-0.5324,35733309,-2458704.5500,514.1000,217.8900,False,False,-18.7648,91.6701,67.4319,0.1222,12.2200,0.3285,0.0436,0.6280,0.6280,Weak Body,True,11.0517,3.6300,0.6715,0.3285,0.2373,23.7300,33.3333,False,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
TEAM,2025-09-05,monthly,172.4300,91,177.2000,-1.4897,177.7192,-2.5587,-2.9761,193.0004,-1.5552,-10.6582,175.0760,-2.4812,-1.5113,42.8476,0.1793,-13.5979,-13.1851,-0.4128,16.6318,9.6456,222.1244,-2.9879,-2.3194,1.4294,2.2292,-15.0591,0.0000,-3.0093,3.5305,-17.5220,21.9190,9711873.1000,-0.6677,-18906177,-2558323.8500,314.2800,141.4300,False,False,-45.1349,21.9190,17.9346,0.4669,46.6900,0.5010,0.4309,0.0680,0.0680,Moderate Body,True,4.8500,2.4300,0.4990,0.5010,0.4279,42.7900,33.3333,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
KHC,2025-09-05,monthly,27.2900,91,27.5232,0.0150,27.6692,0.1208,-1.3704,27.3513,-0.0722,-0.2243,27.7070,0.1020,-1.5050,61.5504,0.1646,-0.3042,-0.4524,0.1482,1.2180,4.4631,28.7612,-1.2079,-1.1461,1.2804,-1.4446,-4.8466,0.0000,-2.4312,-0.4741,4.3402,-18.5118,59589266.3000,-0.4444,-748910050,-135087.5000,35.8156,25.6100,False,False,-23.8041,6.5599,16.4616,0.5645,56.4500,0.5897,0.3675,0.0427,0.0427,Moderate Body,True,0.5850,0.3450,0.4103,0.5897,0.5774,57.7400,44.4444,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
INTC,2025-09-05,monthly,24.4900,91,23.6027,0.3195,23.1100,0.2712,5.9714,21.9192,0.1010,11.7287,23.0790,0.1988,6.1138,61.2989,0.1956,0.7309,0.3477,0.3833,2.1271,8.6857,21.9780,1.1809,1.3159,-0.4067,-0.2444,18.3092,0.0000,0.5749,4.0357,20.9639,25.0399,378082807.7500,-0.7993,-859280431,44055403.4500,47.5137,18.8900,False,False,-48.4569,29.6453,19.5642,0.1441,14.4100,0.1852,0.2223,0.5925,0.2223,Weak Body,False,0.5399,0.1000,0.8148,0.1852,0.4274,42.7400,55.5556,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
TTWO,2025-09-05,monthly,239.6800,91,233.1043,1.0818,230.4283,-0.1063,4.0150,229.5925,1.1777,4.3937,230.0040,-0.1706,4.2069,51.1599,0.9825,7.1464,7.7673,-0.6209,11.0043,4.5912,209.4424,2.7478,3.1445,-0.9580,3.3861,6.6429,0.0000,2.7479,4.8148,3.1141,65.5020,8050946.3500,-0.7751,57483064,-1177431.8000,241.4400,140.6000,False,False,-0.7290,70.4694,98.2547,0.3970,39.7000,0.4266,0.0693,0.5041,0.0693,Moderate Body,False,5.4350,2.3183,0.5734,0.4266,0.4341,43.4100,55.5556,True,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
QQQ,2025-09-01,monthly,576.0600,88,561.8796,3.7677,560.8245,4.3406,2.7166,523.7020,3.2016,9.9977,565.6180,4.3263,1.8461,74.8831,0.9930,20.6488,17.7335,2.9153,19.1223,3.3195,514.7699,3.2052,3.5868,2.6278,0.2628,3.5669,0.9923,1.7954,4.0045,15.6185,21.8987,212592641.8000,-0.0410,2343016392,49873529.6000,577.3400,393.3771,False,False,-0.2217,46.4396,99.3042,0.6274,62.7400,0.6835,0.2345,0.0820,0.0820,Moderate Body,True,21.5800,14.7500,0.3165,0.6835,0.5934,59.3400,66.6667,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
