ticker,date,timeframe,current_price,data_points,monthly_ema10,monthly_ema10slope,monthly_sma12,monthly_sma12slope,monthly_price2_sma12pct,monthly_sma24,monthly_sma24slope,monthly_price2_sma24pct,monthly_sma10,monthly_sma10slope,monthly_price2_sma10pct,monthly_rsi_14,monthly_price_position_52w,monthly_macd,monthly_macd_signal,monthly_macd_histogram,atr,atr_pct,sma50,atrext_dollar,atrext_percent,monthly_monthly_monthly_1m_pct_change,monthly_5period_pct_change,monthly_10period_pct_change,monthly_monthly_monthly_2m_pct_change,monthly_monthly_monthly_3m_pct_change,monthly_monthly_monthly_6m_pct_change,monthly_momentum_20,monthly_quarter_pct_change,monthly_avg_volume_20,monthly_volume_trend,obv,obv_trend,monthly_ATH,monthly_ATL,monthly_is_new_ATH,monthly_is_new_ATL,monthly_distance_from_ATH_pct,monthly_distance_from_ATL_pct,monthly_ATH_ATL_position_pct,monthly_candle_strength,monthly_candle_strength_pct,monthly_body_ratio,monthly_upper_wick_ratio,monthly_lower_wick_ratio,monthly_oppression_factor,monthly_candle_type,monthly_is_bullish,total_range,body_size,monthly_wick_dominance,directional_strength,monthly_avg_candle_strength_5,monthly_avg_candle_strength_5_pct,trend_days_10_pct,monthly_priceabovesma10,monthly_priceaboveema20,monthly_priceabovesma50,monthly_sma10vssma20,monthly_sma20vssma50,monthly_at_20day_high,monthly_at_20day_low,monthly_5day_low_vs_30day_high,SP500,NASDAQ100,Russell1000,Russell2000,Russell3000,SP100,NASDAQComposite,DowJonesIndustrialAverage,SP500CommunicationServices,SP500ConsumerDiscretionary,SP500ConsumerStaples,SP500Energy,SP500Financials,SP500HealthCare,SP500Industrials,SP500InformationTechnology,SP500Materials,SP500RealEstate,SP500Utilities
PDD,2025-09-05,monthly,124.6800,91,119.6835,1.4534,117.8033,1.8148,5.8374,111.5163,0.4639,11.8043,119.9730,1.9232,3.9234,69.1654,0.5096,3.6545,1.8197,1.8348,8.7476,7.0161,111.1928,1.5418,1.7288,-0.9021,-2.7533,5.2596,0.0000,3.7099,5.6610,15.9894,-9.6783,31560753.3000,-0.3642,-169951927,6305083.6500,157.5700,90.5000,False,False,-20.8733,37.7680,50.9617,0.3160,31.6000,0.4614,0.3150,0.2236,0.3150,Moderate Body,False,2.4600,1.1350,0.5386,0.4614,0.3890,38.9000,44.4444,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
MAR,2025-09-05,monthly,264.7000,91,266.1234,0.1613,267.7392,0.0203,-1.1351,262.5895,1.5091,0.8037,265.8640,-0.6478,-0.4378,52.7022,0.5842,1.8384,2.1828,-0.3444,12.3100,4.6505,265.9991,-0.1055,-0.1050,-2.2129,-1.4520,-5.1628,0.0000,-1.1797,0.4440,1.6373,22.6473,5586915.8000,-0.6838,63925643,1054417.1500,302.5118,211.5645,False,False,-12.4993,25.1155,58.4245,0.5567,55.6700,0.6194,0.1013,0.2792,0.1013,Moderate Body,False,9.6700,5.9900,0.3806,0.6194,0.4536,45.3600,44.4444,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
HON,2025-09-05,monthly,214.2500,91,218.4697,-0.4464,220.6151,-0.8056,-2.8852,219.4603,0.6735,-2.3742,217.7358,-1.3527,-1.6010,44.3593,0.5179,0.6352,2.1077,-1.4726,7.4569,3.4804,216.4402,-0.2937,-0.2907,-0.3396,-2.8829,-3.9577,0.0000,-2.3918,-1.2673,-2.4907,10.9278,13726547.8500,-0.6772,216388755,299902.7500,239.1550,187.4936,False,False,-10.4138,14.2706,51.7919,0.1379,13.7900,0.2509,0.4502,0.2990,0.4502,Weak Body,False,2.9100,0.7300,0.7491,0.2509,0.4002,40.0200,44.4444,False,False,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False
NXPI,2025-09-05,monthly,226.7400,91,226.6222,1.6142,226.2842,1.4978,0.2014,213.4226,2.0213,6.2399,226.0590,1.0337,0.3013,60.3404,0.5798,6.3726,4.9543,1.4183,15.0313,6.6293,212.7170,0.9329,0.9944,-0.2069,-4.1957,1.5451,0.0000,-3.4533,-0.8874,15.1486,-4.5637,10706479.4500,-0.7464,-80905244,-3251902.2000,275.0527,160.0638,False,False,-17.5649,41.6561,57.9849,0.0311,3.1100,0.0748,0.5844,0.3408,0.5844,Doji,False,6.2800,0.4700,0.9252,0.0748,0.2979,29.7900,33.3333,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
AMAT,2025-09-05,monthly,162.7500,91,166.7720,-1.4663,172.8567,-1.1402,-5.8468,168.0110,0.7497,-3.1313,168.5910,-2.3890,-3.4646,46.0178,0.3157,-1.2691,0.4951,-1.7643,11.1903,6.8758,168.1921,-0.4863,-0.4706,1.5601,0.4692,-12.3539,0.0000,1.2379,1.1121,-0.4415,-14.0665,29652384.5000,-0.6938,-30830015,-4261515.7500,241.1219,126.5900,False,False,-32.5030,28.5646,31.5720,0.4022,40.2200,0.6219,0.0249,0.3532,0.3532,Moderate Body,True,4.0200,2.5000,0.3781,0.6219,0.3354,33.5400,44.4444,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
CDW,2025-09-05,monthly,169.7300,91,168.7949,-0.3967,169.7058,-0.7152,0.0142,171.6055,0.4269,-1.0929,167.9500,-1.0244,1.0598,49.0983,0.2387,-2.8527,-2.9604,0.1077,8.7451,5.1523,175.8011,-0.6942,-0.6703,1.6591,1.9644,-6.2990,0.0000,3.0165,1.6895,-7.0121,-19.5502,4548159.1500,-0.6246,10975547,-34537.6500,251.8218,143.9976,False,False,-32.5992,17.8701,23.8652,0.4326,43.2600,0.5653,0.2000,0.2347,0.2347,Moderate Body,True,4.9000,2.7700,0.4347,0.5653,0.3175,31.7500,33.3333,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
ISRG,2025-09-05,monthly,466.8600,91,479.4548,-3.6208,482.2546,-5.1699,-3.1922,506.7748,-0.5612,-7.8762,475.6375,-5.4323,-1.8454,36.4035,0.5287,-15.2397,-11.0992,-4.1405,25.9339,5.5550,522.2319,-2.1351,-1.9087,2.6449,-0.3373,-5.8484,0.0000,-1.3596,-2.8286,-13.8778,0.7401,7564343.7500,-0.5257,49190995,-1805980.2500,595.5500,322.5000,False,False,-21.6086,44.7628,52.8694,0.9072,90.7200,0.9107,0.0855,0.0038,0.0038,Strong Body,True,13.2100,12.0300,0.0893,0.9107,0.3279,32.7900,44.4444,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
AEP,2025-09-05,monthly,108.1100,91,109.6186,0.1492,110.2332,0.7428,-1.9261,106.5764,0.2943,1.4390,111.1799,0.7317,-2.7612,67.7894,0.8699,2.6691,2.9147,-0.2456,3.3172,3.0684,101.5772,1.9694,2.0960,-0.8165,-4.3317,-0.7183,0.0000,-2.6211,-4.7908,8.4799,15.9639,12381498.1500,-0.6485,311860996,3117244.8000,113.5500,71.7403,False,False,-4.7908,50.6963,86.9887,0.4468,44.6800,0.4909,0.0899,0.4192,0.0899,Moderate Body,False,1.8129,0.8900,0.5091,0.4909,0.4473,44.7300,33.3333,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
AAPL,2025-09-05,monthly,239.6900,91,228.4021,2.3419,224.4372,2.5720,6.7960,213.4447,1.1293,12.2961,227.1386,2.6475,5.5259,75.1728,0.8350,5.7780,2.0607,3.7173,10.4006,4.3392,222.3142,1.6707,1.8012,-0.1250,5.5159,12.1947,0.0000,3.2523,6.0528,16.1814,11.4892,213878877.5500,-0.6893,3661697354,79451822.7000,254.6859,163.8236,False,False,-5.8880,46.3098,83.4960,0.0562,5.6200,0.1060,0.4700,0.4240,0.4700,Weak Body,False,2.8299,0.3000,0.8940,0.1060,0.3361,33.6100,66.6667,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False
AMZN,2025-09-05,monthly,232.3300,91,227.2293,1.1716,227.1325,1.1442,2.2883,215.1621,1.7331,7.9791,227.4440,0.8634,2.1482,66.0113,0.9421,7.0015,6.1548,0.8467,10.9442,4.7106,212.5578,1.8066,1.9747,-1.1824,1.9259,0.3845,0.0000,1.4541,3.8068,10.9384,39.1698,164350732.4500,-0.7068,2219333547,54668432.3500,237.6800,145.2400,False,False,-2.2509,59.9628,94.2125,0.5364,53.6400,0.6849,0.2168,0.0983,0.2168,Moderate Body,False,4.0588,2.7800,0.3151,0.6849,0.4128,41.2800,55.5556,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
VRSK,2025-09-05,monthly,270.3100,91,274.6592,-1.9337,276.6267,-3.4056,-2.2835,291.0116,-0.8263,-7.1137,271.7110,-3.5528,-0.5156,21.1411,0.5098,-6.8691,-3.7762,-3.0929,10.4317,3.8592,287.1662,-1.6159,-1.5210,-0.2693,1.2132,-9.2798,0.0000,0.8168,-0.1994,-14.1660,2.9397,3831762.4000,-0.7148,35013348,131442.4000,319.1418,219.5326,False,False,-15.3010,23.1298,50.9766,0.0682,6.8200,0.1302,0.4764,0.3934,0.4764,Weak Body,False,5.6050,0.7300,0.8698,0.1302,0.2642,26.4200,55.5556,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
ROST,2025-09-05,monthly,150.9500,91,146.0815,1.2389,143.4800,1.4136,5.2063,140.5541,0.8704,7.3964,146.0650,1.9714,3.3444,81.8207,0.8698,2.9901,1.2219,1.7682,6.6946,4.4350,141.4885,1.4133,1.5078,-1.1913,2.3737,9.1231,0.0000,2.5754,3.1431,6.0933,9.2826,12901744.1500,-0.6541,-953086,-322699.3000,155.1645,122.7906,False,False,-2.7161,22.9328,86.9818,0.4798,47.9800,0.6149,0.2196,0.1655,0.2196,Moderate Body,False,2.9600,1.8200,0.3851,0.6149,0.4904,49.0400,55.5556,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
CMCSA,2025-09-05,monthly,33.9100,91,33.8024,0.0402,33.6458,-0.0724,0.7851,34.0294,-0.0286,-0.3508,33.4220,-0.0960,1.4601,48.2021,0.1813,-0.4687,-0.6045,0.1358,1.4319,4.2228,35.8356,-1.3447,-1.2725,-0.3526,-0.2940,0.6829,0.0000,-0.1766,1.8624,-1.7875,-10.2295,81804368.0000,-0.6825,-7280337,-14723801.8500,44.0257,31.6700,False,False,-22.9769,7.0729,18.1292,0.0846,8.4600,0.1519,0.4430,0.4051,0.4430,Weak Body,False,0.7900,0.1200,0.8481,0.1519,0.2876,28.7600,33.3333,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
PCAR,2025-09-05,monthly,99.0500,91,98.6221,0.4043,98.3995,0.5441,0.6611,95.3717,0.2386,3.8568,99.0530,0.5431,-0.0030,63.3866,0.3742,0.6226,-0.0394,0.6620,4.5206,4.5640,99.9930,-0.2086,-0.2066,0.6299,-1.4526,-2.1603,0.0000,-0.9302,0.8861,7.0015,11.4544,10593637.0000,-0.7281,-36913198,-578424.9000,118.2344,87.5797,False,False,-16.2257,13.0970,37.4179,0.2518,25.1800,0.3039,0.5245,0.1716,0.1716,Weak Body,True,2.0400,0.6200,0.6961,0.3039,0.1895,18.9500,55.5556,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
MU,2025-09-05,monthly,131.3700,91,121.0333,1.3463,118.9861,0.3612,10.4079,109.2712,1.6546,20.2238,118.9030,0.1363,10.4850,56.4867,0.8788,7.4486,6.2099,1.2387,9.5680,7.2833,102.2072,3.0480,3.9176,2.8176,12.8414,18.0748,0.0000,10.3857,12.0809,20.8847,41.7967,86824285.4500,-0.6454,672696708,19697985.4000,140.5790,64.5751,False,False,-6.5508,103.4377,87.8835,0.5159,51.5900,0.7143,0.0079,0.2778,0.2778,Strong Body,True,5.0399,3.6000,0.2857,0.7143,0.5715,57.1500,55.5556,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
PEP,2025-09-05,monthly,146.3900,91,145.5114,0.6019,145.4033,1.3719,0.6786,138.4521,0.0908,5.7333,146.6340,1.2656,-0.1664,73.6612,0.3971,1.6223,0.1706,1.4516,5.8296,3.9823,144.9441,0.2480,0.2505,0.2671,-1.2213,2.0495,0.0000,-1.5203,-2.8793,13.7805,-11.9887,38005809.3500,-0.6026,-30226557,7308357.1500,174.4113,127.9362,False,False,-16.0662,14.4242,39.7069,0.1085,10.8500,0.1500,0.5731,0.2769,0.2769,Weak Body,True,2.6000,0.3900,0.8500,0.1500,0.3749,37.4900,44.4444,False,True,True,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
TXN,2025-09-05,monthly,187.9300,91,195.3008,0.1741,197.5244,-0.1950,-4.8573,189.7886,1.4332,-0.9793,193.5565,-1.2358,-2.9069,45.8822,0.5733,3.2600,4.2611,-1.0011,11.6529,6.2007,187.4148,0.0442,0.0443,0.4543,-8.7586,2.3235,0.0000,-7.1859,-6.3954,6.6160,0.7133,27625693.9000,-0.6567,98563706,3003425.3000,219.6623,145.3012,False,False,-14.4460,29.3382,57.3267,0.1175,11.7500,0.2138,0.3359,0.4503,0.4503,Weak Body,True,3.9750,0.8500,0.7862,0.2138,0.2225,22.2500,44.4444,False,False,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
ODFL,2025-09-05,monthly,150.7100,91,153.0288,-0.4033,153.8567,-0.8287,-2.0452,156.8987,-0.2818,-3.9444,151.6460,-1.1862,-0.6172,46.1112,0.1064,-5.5239,-5.8713,0.3474,11.0539,7.3346,173.1874,-2.0334,-1.7695,0.9647,-3.0617,-9.8031,0.0000,-0.1722,0.3128,-6.2430,-21.5476,7264942.3500,-0.6652,23074824,-647803.8000,225.0924,141.8500,False,False,-33.0453,6.2460,10.6436,0.2447,24.4700,0.2688,0.6417,0.0896,0.0896,Weak Body,True,5.3580,1.4400,0.7312,0.2688,0.2720,27.2000,33.3333,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
GILD,2025-09-05,monthly,115.0500,91,114.3093,0.0164,114.5742,0.3225,0.4153,110.4082,0.2878,4.2042,115.7030,0.4472,-0.5644,59.8496,0.9247,3.6738,4.2026,-0.5288,5.2745,4.5845,103.2090,2.2449,2.5025,2.3485,0.7884,-0.9897,0.0000,1.8412,-3.0995,6.0483,61.2279,28620124.9000,-0.6987,205562058,4276387.9000,119.4100,61.5077,False,False,-3.6513,87.0497,92.4701,0.7082,70.8200,0.7416,0.2135,0.0449,0.0449,Strong Body,True,3.5600,2.6400,0.2584,0.7416,0.3086,30.8600,33.3333,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
CTSH,2025-09-05,monthly,71.8200,91,72.4194,-0.1368,72.2326,-0.5220,-0.5712,74.7653,-0.0579,-3.9394,71.6420,-0.4633,0.2485,42.7829,0.3306,-1.4947,-1.2697,-0.2250,3.1836,4.4327,76.5181,-1.4757,-1.3851,0.3213,-0.4712,-5.9091,0.0000,-0.5952,1.8868,-9.5474,-1.5892,14647186.5000,-0.7101,-160500064,-1368013.2000,89.6472,63.0164,False,False,-19.8859,13.9703,33.0579,0.0600,6.0000,0.1022,0.4844,0.4133,0.4133,Weak Body,True,2.2500,0.2300,0.8978,0.1022,0.3270,32.7000,44.4444,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
GEHC,2025-09-05,monthly,75.7300,91,74.3988,0.1966,74.3130,0.1434,1.9068,72.5383,0.0634,4.4000,74.0735,0.0278,2.2363,59.5247,0.4604,-0.4895,-1.1225,0.6330,3.7882,5.0023,77.9556,-0.5875,-0.5707,1.9933,1.5284,-2.3779,0.0000,2.7126,2.5179,4.9091,-9.0405,14480279.5500,-0.7317,88925741,5038162.0500,93.6411,60.4509,False,False,-19.1274,25.2753,46.0350,0.9361,93.6100,0.9610,0.0130,0.0260,0.0260,Strong Body,True,1.5400,1.4800,0.0390,0.9610,0.4448,44.4800,55.5556,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
PYPL,2025-09-05,monthly,68.2600,91,69.5194,-0.1772,70.1183,-0.3117,-2.6503,70.0879,0.1716,-2.6080,69.5890,-0.3994,-1.9098,47.5526,0.3028,-1.0829,-0.9831,-0.0998,4.0668,5.9578,75.1348,-1.6905,-1.5358,-0.8800,-1.7559,-12.4647,0.0000,-2.7497,0.2644,-3.0092,5.4697,40799366.3000,-0.7231,433780276,-1084521.2000,91.8100,58.0300,False,False,-25.6508,17.6288,30.2842,0.1346,13.4600,0.3424,0.6068,0.0508,0.6068,Weak Body,False,1.7700,0.6060,0.6576,0.3424,0.2487,24.8700,55.5556,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False
ADSK,2025-09-05,monthly,326.3700,91,305.2157,2.5144,298.5408,0.4952,9.3217,294.9137,2.0955,10.6663,300.5070,0.8462,8.6065,60.3126,1.0000,7.6823,4.7774,2.9049,15.0177,4.6014,291.2268,2.3401,2.6225,1.1561,14.3793,7.6134,0.0000,3.7083,13.0756,3.9985,35.7386,6582759.0000,-0.4193,108580552,1081402.6000,326.3700,201.6000,True,False,0.0000,61.8899,100.0000,0.3870,38.7000,0.5856,0.0754,0.3391,0.3391,Moderate Body,True,6.3700,3.7300,0.4144,0.5856,0.5495,54.9500,44.4444,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
PAYX,2025-09-05,monthly,135.4400,91,139.1276,-0.6971,139.7177,-1.0006,-3.0617,144.6015,-0.2619,-6.3357,139.2021,-0.6796,-2.7026,32.1062,0.5023,-2.0901,-0.8461,-1.2440,5.4493,4.0234,143.2005,-1.4241,-1.3470,-1.6555,-2.2094,-7.7861,0.0000,-2.8791,-2.4770,-11.4046,12.7953,8723514.3000,-0.6717,55099952,-956017.4000,158.5771,112.0870,False,False,-14.5905,20.8347,50.2322,0.4566,45.6600,0.5102,0.1052,0.3846,0.1052,Moderate Body,False,4.4687,2.2800,0.4898,0.5102,0.4577,45.7700,44.4444,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
CTAS,2025-09-05,monthly,204.5000,91,212.0250,-1.4329,215.2822,-1.0343,-5.0084,216.4427,0.5356,-5.5177,214.6895,-0.9964,-4.7462,35.5868,0.7325,0.1245,2.6742,-2.5497,7.6226,3.7275,209.2480,-0.6229,-0.6087,-1.2364,-3.4740,-8.3393,0.0000,-2.6330,-5.6430,-6.4941,9.2951,5971054.3000,-0.4980,71950496,261949.8000,227.1972,142.3392,False,False,-9.9901,43.6709,73.2527,0.4979,49.7900,0.5792,0.1403,0.2805,0.1403,Moderate Body,False,4.4200,2.5600,0.4208,0.5792,0.4059,40.5900,33.3333,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
LRCX,2025-09-05,monthly,102.9500,91,100.1505,0.7462,100.5942,0.8215,2.3419,91.6192,1.3181,12.3673,100.4740,0.4467,2.4643,67.7932,0.9058,5.9443,5.7472,0.1971,6.2297,6.0512,83.1311,3.1814,3.9398,1.0007,1.6489,6.1778,0.0000,2.7958,3.8326,21.3482,28.9161,42811556.2500,-0.7213,465142596,-282350.2000,107.5252,58.9433,False,False,-4.2550,74.6593,90.5824,0.2029,20.2900,0.4378,0.0258,0.5365,0.5365,Moderate Body,True,2.3300,1.0200,0.5622,0.4378,0.3924,39.2400,44.4444,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
ABNB,2025-09-05,monthly,123.8100,91,127.6619,-0.3636,129.2708,-0.7128,-4.2243,129.6417,0.3550,-4.4983,127.6560,-0.8256,-3.0128,41.8619,0.2802,-1.3816,-0.6454,-0.7362,8.0796,6.5258,131.2583,-0.9219,-0.8696,-1.2443,-3.3867,-12.3841,0.0000,-5.1482,-0.9203,-5.0381,7.5860,19604541.9500,-0.6779,134231780,-1646966.0000,167.8600,106.6600,False,False,-26.2421,16.0791,28.0229,0.1909,19.0900,0.3417,0.4414,0.2169,0.4414,Weak Body,False,4.5652,1.5600,0.6583,0.3417,0.4688,46.8800,44.4444,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
AXON,2025-09-05,monthly,728.4100,91,749.3110,-2.1652,754.8442,-3.7762,-3.5019,738.0408,8.5082,-1.3049,757.2420,-2.7960,-3.8075,44.3164,0.8093,30.7544,43.3083,-12.5539,55.1817,7.5756,655.1518,1.3276,1.4760,-0.3543,-4.5984,-0.8980,0.0000,-2.5265,-4.2687,-1.3223,99.5644,2461318.8000,-0.7853,27747862,-126981.9000,842.5000,244.2100,False,False,-13.5418,198.2720,80.9306,0.0640,6.4000,0.0863,0.2589,0.6548,0.2589,Doji,False,30.0108,2.5900,0.9137,0.0863,0.2635,26.3500,55.5556,False,False,True,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
EA,2025-09-05,monthly,168.6200,91,166.8080,1.2473,164.6458,1.5472,2.4138,157.2894,1.2494,7.2036,167.6950,1.8416,0.5516,67.6643,0.8965,7.0071,6.1013,0.9058,6.8110,4.0393,150.1580,2.7106,3.0439,-0.1303,-2.3964,11.1683,0.0000,-1.9366,-1.5817,15.5284,15.6159,11822240.4500,-0.7399,149761369,1718573.4500,174.6700,116.2413,False,False,-3.4637,45.0603,89.6455,0.0701,7.0100,0.0864,0.1886,0.7249,0.1886,Doji,False,2.5450,0.2200,0.9136,0.0864,0.1298,12.9800,44.4444,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
ADI,2025-09-05,monthly,247.0700,91,243.2087,2.4032,240.9958,1.6361,2.5204,227.9695,2.5110,8.3785,240.5420,1.1584,2.7139,61.2069,0.9080,9.6319,8.2298,1.4021,12.3677,5.0057,219.5910,2.2218,2.4999,0.3452,-2.9156,8.4497,0.0000,-1.6872,0.8984,14.6636,18.9318,15028427.6500,-0.7292,109193381,2618474.0500,255.5000,163.8540,False,False,-3.2994,50.7867,90.8016,0.1577,15.7700,0.1954,0.6115,0.1931,0.1931,Weak Body,True,4.3500,0.8500,0.8046,0.1954,0.3281,32.8100,55.5556,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
TRI,2025-09-05,monthly,174.6400,91,179.9419,-1.5308,184.5404,-1.6871,-5.3649,187.7983,0.2688,-7.0066,180.7430,-2.3885,-3.3766,36.8456,0.5007,-1.1960,1.8919,-3.0879,7.5967,4.3499,176.4396,-0.2369,-0.2345,-2.9778,-1.1546,-13.8644,0.0000,-1.6722,-0.6429,-9.5530,9.9965,5096272.1500,-0.8543,-11820616,-1632920.8000,208.5699,140.6089,False,False,-16.2679,24.2027,50.0744,0.8388,83.8800,0.8388,0.0000,0.1612,0.0000,Strong Body,False,6.3900,5.3600,0.1612,0.8388,0.4489,44.8900,33.3333,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CDNS,2025-09-05,monthly,351.0100,91,343.4119,2.1035,343.1033,3.6693,2.3045,322.0633,4.0469,8.9879,348.1070,3.6188,0.8339,77.3537,0.9520,16.5628,15.2394,1.3234,17.4234,4.9638,301.8040,2.8241,3.2846,-0.8446,1.6860,5.6654,0.0000,0.1655,1.6095,14.6888,29.9411,7164087.6000,-0.7814,-8681508,-175890.4000,356.9700,232.8800,False,False,-1.6696,50.7257,95.1970,0.2733,27.3300,0.3172,0.1385,0.5443,0.1385,Weak Body,False,9.4250,2.9900,0.6828,0.3172,0.2818,28.1800,44.4444,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
CCEP,2025-09-05,monthly,88.8800,91,90.6994,-0.6147,92.7025,-0.3592,-4.1234,91.6734,0.2001,-3.0471,92.0070,-0.5550,-3.3987,43.3800,0.7052,1.0592,2.3144,-1.2552,3.4331,3.8626,85.0117,1.1268,1.1781,1.6585,-0.8589,-11.1555,0.0000,0.0225,-3.9135,-2.1977,24.0218,7243923.2000,-0.6497,146794743,195482.1500,100.0400,62.1845,False,False,-11.1555,42.9295,70.5195,0.8809,88.0900,0.9034,0.0717,0.0249,0.0249,Strong Body,True,1.6050,1.4500,0.0966,0.9034,0.4398,43.9800,33.3333,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
XEL,2025-09-05,monthly,72.6800,91,72.2054,0.1706,72.2675,0.4339,0.5708,70.5617,0.1754,3.0021,72.8210,0.4408,-0.1936,78.2772,0.9702,1.4647,1.4468,0.0180,2.3057,3.1723,68.6136,1.7637,1.8682,0.0138,-0.4793,0.0275,0.0000,0.4006,-0.6697,5.2638,29.6671,14266218.1500,-0.5504,368075094,1532139.7000,73.4700,46.9491,False,False,-1.0753,54.8058,97.0212,0.0027,0.2700,0.0111,0.2278,0.7611,0.7611,Doji,True,0.9000,0.0100,0.9889,0.0111,0.3361,33.6100,33.3333,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NVDA,2025-09-05,monthly,167.0200,91,170.5407,0.6195,174.3942,2.0837,-4.2284,153.4480,2.6283,8.8447,175.5400,1.4272,-4.8536,67.3091,0.8827,11.6628,12.4209,-0.7581,10.2104,6.1133,141.8221,2.4679,2.9063,-0.6011,-7.1131,-3.7349,0.0000,-4.1107,-4.7776,26.8676,59.4967,739008701.3500,-0.4860,-2692772956,324788190.0000,182.7000,49.0752,False,False,-8.5824,240.3351,88.2657,0.1626,16.2600,0.2036,0.2016,0.5948,0.2016,Weak Body,False,4.9600,1.0100,0.7964,0.2036,0.3022,30.2200,44.4444,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False
BKR,2025-09-05,monthly,45.5800,91,43.9603,0.4531,43.6307,0.5525,4.4676,40.6010,0.2061,12.2633,44.3572,0.5937,2.7568,70.4115,0.9873,1.5721,1.0508,0.5213,2.1838,4.7911,41.2199,1.9966,2.2078,-0.9130,2.5883,-0.4975,0.0000,0.3965,6.3711,20.3921,33.6699,28178943.1000,-0.7243,409132511,1274305.5500,45.8079,27.7996,False,False,-0.4975,63.9595,98.7344,0.2634,26.3400,0.3231,0.1846,0.4923,0.1846,Weak Body,False,1.3000,0.4200,0.6769,0.3231,0.2689,26.8900,55.5556,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
