date,timeframe,index,ma_period,cycle_mode,current_cycle_type,current_candles,current_max_dist_pct,max_bull_candles,max_bull_dist_pct,avg_bull_candles,avg_bull_dist_pct,max_bear_candles,max_bear_dist_pct,avg_bear_candles,avg_bear_dist_pct,total_bull_cycles,total_bear_cycles,current_price,current_ma,chart_timeframe
20251119,daily,SPY,20,Sharp,bear,5,3.141701572997187,69,19.843718021570595,14.3,4.204795454426367,15,14.238919760740618,5.2727272727272725,3.510665261769256,10,11,662.63,676.41,200
20251119,daily,QQQ,20,Sharp,bear,5,4.485621263434567,70,26.87654248489973,14.1,5.154148450351538,20,17.091146579479684,5.454545454545454,4.150552189429721,10,11,599.87,617.93,200
20251119,daily,IWM,20,Sharp,bear,13,6.149489431061026,68,19.69918162262416,18.714285714285715,6.2738902408339,19,16.19442592796077,8.0,5.424872103275595,7,8,233.43,242.61,200
