ticker,date,timeframe,current_price,data_points,weekly_ema10,weekly_ema10slope,weekly_sma20,weekly_sma20slope,weekly_price2_sma20pct,weekly_sma50,weekly_sma50slope,weekly_price2_sma50pct,weekly_sma10,weekly_sma10slope,weekly_price2_sma10pct,weekly_rsi_14,weekly_price_position_52w,weekly_macd,weekly_macd_signal,weekly_macd_histogram,atr,atr_pct,sma50,atrext_dollar,atrext_percent,weekly_weekly_weekly_1w_pct_change,weekly_5period_pct_change,weekly_10period_pct_change,weekly_weekly_weekly_3w_pct_change,weekly_weekly_weekly_5w_pct_change,weekly_weekly_weekly_10w_pct_change,weekly_weekly_weekly_15w_pct_change,weekly_momentum_20,weekly_quarter_pct_change,weekly_avg_volume_20,weekly_volume_trend,obv,obv_trend,weekly_ATH,weekly_ATL,weekly_is_new_ATH,weekly_is_new_ATL,weekly_distance_from_ATH_pct,weekly_distance_from_ATL_pct,weekly_ATH_ATL_position_pct,weekly_candle_strength,weekly_candle_strength_pct,weekly_body_ratio,weekly_upper_wick_ratio,weekly_lower_wick_ratio,weekly_oppression_factor,weekly_candle_type,weekly_is_bullish,total_range,body_size,weekly_wick_dominance,directional_strength,weekly_avg_candle_strength_5,weekly_avg_candle_strength_5_pct,trend_days_10_pct,weekly_priceabovesma10,weekly_priceaboveema20,weekly_priceabovesma50,weekly_sma10vssma20,weekly_sma20vssma50,weekly_at_20day_high,weekly_at_20day_low,weekly_5day_low_vs_30day_high,SP500,NASDAQ100,Russell1000,Russell2000,Russell3000,SP100,NASDAQComposite,DowJonesIndustrialAverage,SP500CommunicationServices,SP500ConsumerDiscretionary,SP500ConsumerStaples,SP500Energy,SP500Financials,SP500HealthCare,SP500Industrials,SP500InformationTechnology,SP500Materials,SP500RealEstate,SP500Utilities
NXPI,2025-09-01,weekly,226.7400,88,223.2022,1.6580,212.8587,2.4650,6.5214,212.9612,-0.1768,6.4701,225.2490,2.0283,0.6619,67.1542,0.5798,5.9274,3.2675,2.6598,17.5609,7.7449,212.9612,0.7846,0.8354,0.0000,9.4516,-2.3093,-3.4450,9.4516,-2.3093,19.1844,16.2897,-14.2282,13007510.0000,-0.1036,-48030300,-1346375.0000,275.0527,160.0638,False,False,-17.5649,41.6561,57.9849,0.0469,4.6900,0.0792,0.4070,0.5139,0.4070,Doji,False,15.1600,1.2000,0.9208,0.0792,0.2025,20.2500,33.3333,True,True,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
AMAT,2025-09-01,weekly,162.7500,88,170.1841,-1.8486,170.3564,1.2764,-4.4650,170.5785,-0.4625,-4.5894,177.7266,-0.2917,-8.4267,53.2296,0.3157,0.2645,1.8200,-1.5555,13.2715,8.1545,170.5785,-0.5899,-0.5628,0.0000,-11.9652,-14.8129,0.4471,-11.9652,-14.8129,3.8278,6.2638,-21.8645,33750360.0000,0.1921,5706800,3152195.0000,241.1219,126.5900,False,False,-32.5030,28.5646,31.5720,0.5264,52.6400,0.7196,0.0119,0.2685,0.2685,Strong Body,True,8.3800,6.0300,0.2804,0.7196,0.3320,33.2000,44.4444,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
CDW,2025-09-01,weekly,169.7300,88,169.5357,-1.2359,173.2503,0.5772,-2.0319,179.0176,-1.0941,-5.1881,171.6028,-1.0024,-1.0914,41.0902,0.2387,-3.1170,-2.8247,-0.2923,10.1024,5.9520,179.0176,-0.9193,-0.8716,0.0000,4.1800,-6.8083,2.0165,4.1800,-6.8083,-5.8938,-5.1610,-24.8621,5548845.0000,0.4981,8094600,956830.0000,251.8218,143.9976,False,False,-32.5992,17.8701,23.8652,0.5986,59.8600,0.7277,0.0949,0.1774,0.1774,Strong Body,True,10.5400,7.6700,0.2723,0.7277,0.2639,26.3900,55.5556,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
ISRG,2025-09-01,weekly,466.8600,88,487.8463,-5.2394,513.4560,-0.4559,-9.0750,522.9354,-0.2416,-10.7232,492.0790,-5.9602,-5.1250,28.4858,0.5287,-13.8569,-7.6368,-6.2201,30.5225,6.5378,522.9354,-1.8372,-1.6402,0.0000,-0.6850,-14.2542,-1.9531,-0.6850,-14.2542,-15.4760,-11.8122,2.6043,8913190.0000,-0.0090,28169500,-1762890.0000,595.5500,322.5000,False,False,-21.6086,44.7628,52.8694,0.0927,9.2700,0.0980,0.0532,0.8488,0.0532,Doji,False,37.7700,3.7000,0.9020,0.0980,0.3729,37.2900,22.2222,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
AEP,2025-09-01,weekly,108.1100,88,109.1106,0.6478,105.9207,0.3679,2.0670,100.7009,0.2712,7.3576,109.2275,0.9704,-1.0231,60.8968,0.8602,3.0472,2.7532,0.2940,3.8372,3.5493,100.7009,1.9309,2.0730,0.0000,-3.1099,4.9503,-5.1833,-3.1099,4.9503,5.3255,7.4877,21.4297,14695835.0000,-0.0955,309260100,1886065.0000,114.0200,71.7403,False,False,-5.1833,50.6963,86.0217,0.6495,64.9500,0.6786,0.0429,0.2786,0.0429,Moderate Body,False,4.2000,2.8500,0.3214,0.6786,0.5654,56.5400,66.6667,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
AAPL,2025-09-01,weekly,239.6900,88,223.3849,3.3030,211.5291,1.4282,13.3130,221.9820,0.1515,7.9772,221.0965,3.1569,8.4097,71.9792,0.8350,4.0318,-0.3700,4.4018,12.5686,5.2437,221.9820,1.4089,1.5213,0.0000,4.6270,12.3681,5.2380,4.6270,12.3681,19.4733,14.0106,7.4782,255231080.0000,-0.0143,3597147800,61366360.0000,254.6859,163.8236,False,False,-5.8880,46.3098,83.4960,0.6119,61.1900,0.7275,0.1136,0.1589,0.1589,Strong Body,True,14.3500,10.4400,0.2725,0.7275,0.4793,47.9300,66.6667,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False
AMZN,2025-09-01,weekly,232.3300,88,225.1108,1.4931,215.3460,2.2648,7.8868,210.1366,0.9555,10.5614,226.4640,1.6044,2.5903,68.7534,0.9421,7.2309,5.6747,1.5563,12.8042,5.5112,210.1366,1.7333,1.9164,0.0000,4.3289,3.9927,1.5251,4.3289,3.9927,13.3262,16.8893,26.8662,201817285.0000,-0.1596,2205055000,90903580.0000,237.6800,145.2400,False,False,-2.2509,59.9628,94.2125,0.5476,54.7600,0.6217,0.2590,0.1193,0.1193,Moderate Body,True,14.1700,8.8100,0.3783,0.6217,0.3240,32.4000,77.7778,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False
VRSK,2025-09-01,weekly,270.3100,88,279.3937,-3.6335,294.3404,-1.0516,-8.1642,286.9624,0.0141,-5.8030,281.8710,-4.3017,-4.1015,22.4623,0.5098,-5.7141,-0.8532,-4.8609,12.1666,4.5010,286.9624,-1.3687,-1.2893,0.0000,1.9884,-11.0998,-0.2767,1.9884,-11.0998,-13.8288,-11.1366,-1.7866,4396775.0000,-0.0659,29717900,498370.0000,319.1418,219.5326,False,False,-15.3010,23.1298,50.9766,0.0995,9.9500,0.1918,0.3269,0.4813,0.4813,Weak Body,True,10.4300,2.0000,0.8082,0.1918,0.2443,24.4300,44.4444,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
ROST,2025-09-01,weekly,150.9500,88,143.0898,1.6899,139.3138,0.7939,8.3525,141.2686,-0.0819,6.8532,140.5520,1.3479,7.3980,61.5502,0.8698,1.9682,-0.1160,2.0842,7.7865,5.1583,141.2686,1.2434,1.3286,0.0000,3.9457,14.7472,2.5127,3.9457,14.7472,8.0600,3.7840,6.3430,14764525.0000,0.1508,24289100,2696040.0000,155.1645,122.7906,False,False,-2.7161,22.9328,86.9818,0.6388,63.8800,0.6388,0.3612,0.0000,0.0000,Moderate Body,True,7.1700,4.5800,0.3612,0.6388,0.3360,33.6000,55.5556,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
CMCSA,2025-09-01,weekly,33.9100,88,33.8171,-0.0716,34.1067,-0.0479,-0.5767,36.2230,-0.0995,-6.3854,33.8543,-0.1080,0.1645,48.0930,0.1813,-0.5814,-0.6699,0.0885,1.6502,4.8664,36.2230,-1.4016,-1.3121,0.0000,7.0729,-4.9157,-0.7028,7.0729,-4.9157,-1.0100,-2.2755,-12.4693,100379285.0000,-0.0369,83448400,-4717015.0000,44.0257,31.6700,False,False,-22.9769,7.0729,18.1292,0.1674,16.7400,0.2165,0.5567,0.2268,0.2268,Weak Body,True,0.9700,0.2100,0.7835,0.2165,0.3054,30.5400,22.2222,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
PCAR,2025-09-01,weekly,99.0500,88,97.9528,0.4644,95.1831,0.3501,4.0626,99.9602,0.1387,-0.9105,98.0454,0.6373,1.0247,58.0546,0.3742,0.3445,-0.6025,0.9470,5.2920,5.3428,99.9602,-0.1720,-0.1704,0.0000,2.0914,1.7569,-2.4138,2.0914,1.7569,5.8879,7.7947,-4.0010,13146630.0000,-0.4288,-43910300,-657930.0000,118.2344,87.5797,False,False,-16.2257,13.0970,37.4179,0.0531,5.3100,0.0650,0.1833,0.7517,0.1833,Doji,False,4.3100,0.2800,0.9350,0.0650,0.1177,11.7700,44.4444,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
MU,2025-09-01,weekly,131.3700,88,118.1628,1.5259,109.4352,2.2228,20.0437,101.2097,0.5696,29.7998,118.4938,0.8275,10.8666,71.1712,0.8788,7.3155,5.8788,1.4367,11.0839,8.4372,101.2097,2.7211,3.5320,0.0000,10.4971,7.5261,11.6332,10.4971,7.5261,39.2056,38.9880,15.5123,98180025.0000,-0.2330,691422900,35124695.0000,140.5790,64.5751,False,False,-6.5508,103.4377,87.8835,0.8190,81.9000,0.9038,0.0023,0.0938,0.0938,Strong Body,True,17.1600,15.5100,0.0962,0.9038,0.5623,56.2300,55.5556,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
PEP,2025-09-01,weekly,144.9718,88,143.5186,1.2991,136.7691,0.1674,5.9975,145.9910,-0.4361,-0.6981,143.4042,1.7566,1.0932,68.3400,0.3666,0.8893,-1.2831,2.1724,6.7276,4.6406,145.9910,-0.1515,-0.1504,0.0000,-0.1640,7.0851,-3.1196,-0.1640,7.0851,11.4968,13.1484,-11.2820,43790265.0000,-0.2291,-124418000,5080720.0000,174.4113,127.9362,False,False,-16.8793,13.3157,36.6554,0.8572,85.7200,0.8826,0.0288,0.0887,0.0288,Strong Body,False,12.3987,10.9430,0.1174,0.8826,0.4812,48.1200,44.4444,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
TXN,2025-09-01,weekly,187.9300,88,195.0898,0.2399,190.7360,1.8800,-1.4711,187.5122,-0.0669,0.2228,199.0682,0.1942,-5.5952,52.6015,0.5733,4.0483,4.1490,-0.1007,13.9272,7.4108,187.5122,0.0300,0.0301,0.0000,0.3792,-12.3746,-8.7984,0.3792,-12.3746,3.5211,14.3512,-2.1390,33058890.0000,-0.2066,94880600,7976610.0000,219.6623,145.3012,False,False,-14.4460,29.3382,57.3267,0.5931,59.3100,0.6196,0.0427,0.3377,0.0427,Moderate Body,False,18.4800,11.4500,0.3804,0.6196,0.5043,50.4300,44.4444,False,False,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
ODFL,2025-09-01,weekly,150.4285,88,154.6398,-1.0828,158.0205,-0.3091,-4.8044,175.8640,-0.8280,-14.4632,156.5637,-0.8885,-3.9186,44.3475,0.1031,-5.9604,-6.0161,0.0557,13.0383,8.6674,175.8640,-1.9508,-1.6687,0.0000,4.1316,-12.0455,-5.4682,4.1316,-12.0455,-5.9204,-4.8655,-22.5915,8889945.0000,-0.0282,33612200,1297795.0000,225.0924,141.8500,False,False,-33.1703,6.0476,10.3054,0.0627,6.2700,0.1533,0.2560,0.5908,0.5908,Weak Body,True,13.4149,2.0562,0.8467,0.1533,0.2612,26.1200,44.4444,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
GILD,2025-09-01,weekly,115.0500,88,113.7077,0.6505,109.9457,0.5005,4.6426,101.2181,0.7646,13.6655,113.9560,0.6245,0.9600,57.5487,0.9247,4.2338,4.4345,-0.2007,6.0133,5.2267,101.2181,2.3002,2.6146,0.0000,-3.6513,2.9530,0.2440,-3.6513,2.9530,5.2570,13.8353,63.6721,35329550.0000,0.0206,146202900,3177920.0000,119.4100,61.5077,False,False,-3.6513,87.0497,92.4701,0.3049,30.4900,0.4746,0.1678,0.3576,0.3576,Moderate Body,True,4.5300,2.1500,0.5254,0.4746,0.2603,26.0300,33.3333,True,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
CTSH,2025-09-01,weekly,71.8200,88,72.9330,-0.5633,75.5384,-0.0262,-4.9225,76.7518,-0.0873,-6.4257,73.2682,-0.7321,-1.9765,34.4582,0.3306,-1.5425,-0.9944,-0.5481,3.6253,5.0478,76.7518,-1.3604,-1.2730,0.0000,3.6785,-10.9169,-0.3185,3.6785,-10.9169,-10.9279,-8.1048,-1.4701,17374615.0000,-0.0026,-147439000,2137365.0000,89.6472,63.0164,False,False,-19.8859,13.9703,33.0579,0.0924,9.2400,0.1575,0.4291,0.4134,0.4134,Weak Body,True,2.5400,0.4000,0.8425,0.1575,0.2297,22.9700,55.5556,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
GEHC,2025-09-01,weekly,75.7300,88,74.0477,0.0927,72.7691,0.2323,4.0690,78.9704,-0.2442,-4.1033,74.4561,0.2035,1.7109,59.5053,0.4604,-0.8485,-1.5230,0.6745,4.5219,5.9710,78.9704,-0.7166,-0.6872,0.0000,5.1806,-0.4015,0.6780,5.1806,-0.4015,7.4065,5.4617,-5.6584,19146375.0000,-0.2835,81434900,6283880.0000,93.6411,60.4509,False,False,-19.1274,25.2753,46.0350,0.3610,36.1000,0.5987,0.0043,0.3970,0.3970,Moderate Body,True,4.6100,2.7600,0.4013,0.5987,0.4608,46.0800,66.6667,True,True,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
PYPL,2025-09-01,weekly,68.2600,88,70.2049,-0.3809,70.7770,0.2793,-3.5562,75.7784,-0.0586,-9.9216,71.2440,-0.2600,-4.1884,47.5245,0.3028,-0.9816,-0.8951,-0.0865,4.7613,6.9752,75.7784,-1.5791,-1.4224,0.0000,0.9017,-10.8761,-2.3462,0.9017,-10.8761,-2.8742,0.1044,15.0514,48314805.0000,-0.2355,522913900,11201140.0000,91.8100,58.0300,False,False,-25.6508,17.6288,30.2842,0.1290,12.9000,0.1779,0.2749,0.5472,0.2749,Weak Body,False,3.7100,0.6600,0.8221,0.1779,0.1366,13.6600,66.6667,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False
ADSK,2025-09-01,weekly,326.3700,88,302.2515,1.2466,296.1200,2.1640,10.2155,289.8002,0.8537,12.6190,300.3090,0.4046,8.6781,60.2689,1.0000,6.9778,4.9789,1.9989,17.2693,5.2913,289.8002,2.1176,2.3848,0.0000,12.2781,3.0664,12.4522,12.2781,3.0664,10.2155,5.4430,34.6133,7500425.0000,-0.0487,114495800,2284050.0000,326.3700,201.6000,True,False,0.0000,61.8899,100.0000,0.9092,90.9200,0.9368,0.0337,0.0295,0.0295,Strong Body,True,14.2500,13.3500,0.0632,0.9368,0.4218,42.1800,55.5556,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
PAYX,2025-09-01,weekly,135.4400,88,141.0747,-0.8558,145.8498,-0.2323,-7.1373,142.9723,0.2173,-5.2684,141.1980,-1.2614,-4.0779,28.4926,0.5023,-1.4522,0.1205,-1.5727,6.2106,4.5855,142.9723,-1.2128,-1.1489,0.0000,-4.0725,-7.2471,-3.8136,-4.0725,-7.2471,-13.5790,-6.9159,14.4319,10031080.0000,-0.1983,46020600,-137545.0000,158.5771,112.0870,False,False,-14.5905,20.8347,50.2322,0.5664,56.6400,0.6086,0.0693,0.3221,0.0693,Moderate Body,False,5.3400,3.2500,0.3914,0.6086,0.4997,49.9700,44.4444,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
CTAS,2025-09-01,weekly,204.5000,88,215.0174,-0.8708,217.9478,0.7936,-6.1702,208.8476,0.2952,-2.0817,217.1600,-0.8246,-5.8298,29.9721,0.7325,1.9363,4.1462,-2.2099,8.6529,4.2312,208.8476,-0.5024,-0.4920,0.0000,-9.4371,-6.5843,-5.1440,-9.4371,-6.5843,-9.5291,-0.1904,8.8758,7013785.0000,0.0298,53143900,436965.0000,227.1972,142.3392,False,False,-9.9901,43.6709,73.2527,0.4391,43.9100,0.5578,0.2128,0.2294,0.2128,Moderate Body,False,5.4500,3.0400,0.4422,0.5578,0.4992,49.9200,33.3333,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
LRCX,2025-09-01,weekly,102.9500,88,98.2751,0.9571,91.4144,1.6650,12.6190,81.8923,0.4579,25.7138,99.8970,1.2190,3.0561,79.7660,0.9058,6.2337,5.4838,0.7498,7.2561,7.0482,81.8923,2.9021,3.6483,0.0000,1.1794,4.1899,2.8677,1.1794,4.1899,27.7462,30.7415,13.5647,50770045.0000,-0.0092,596979600,14114215.0000,107.5252,58.9433,False,False,-4.2550,74.6593,90.5824,0.6563,65.6300,0.8067,0.0067,0.1865,0.1865,Strong Body,True,8.9000,7.1800,0.1933,0.8067,0.2970,29.7000,55.5556,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
ABNB,2025-09-01,weekly,123.8100,88,129.2090,-0.9682,131.0925,0.4699,-5.5552,131.5713,0.1320,-5.8989,131.0890,-0.8210,-5.5527,46.2353,0.2802,-0.8701,-0.1219,-0.7482,9.3425,7.5459,131.5713,-0.8307,-0.7817,0.0000,2.3054,-9.2901,-4.7029,2.3054,-9.2901,-4.0233,-1.4307,-16.3389,23823695.0000,0.5458,175139700,5057050.0000,167.8600,106.6600,False,False,-26.2421,16.0791,28.0229,0.6283,62.8300,0.7192,0.1264,0.1544,0.1264,Strong Body,False,6.4100,4.6100,0.2808,0.7192,0.5000,50.0000,55.5556,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
AXON,2025-09-01,weekly,728.4100,88,753.1083,1.9846,744.8595,11.1909,-2.2084,635.0690,7.9020,14.6978,759.7350,-1.6016,-4.1232,47.7107,0.8093,40.5506,50.5421,-9.9914,63.1286,8.6666,635.0690,1.4786,1.6959,0.0000,-13.5418,-8.4314,-4.9371,-13.5418,-8.4314,-2.9253,13.5341,136.1517,2888055.0000,0.0197,25727100,270775.0000,842.5000,244.2100,False,False,-13.5418,198.2720,80.9306,0.0842,8.4200,0.1348,0.3748,0.4904,0.3748,Weak Body,False,40.0700,5.4000,0.8652,0.1348,0.3667,36.6700,44.4444,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
EA,2025-09-01,weekly,168.6200,88,163.7078,2.4216,155.7713,1.4258,8.2485,148.4544,0.5139,13.5837,161.7020,2.0829,4.2782,71.5271,0.8965,6.9063,4.9607,1.9456,8.0602,4.7801,148.4544,2.5019,2.8417,0.0000,0.5846,8.5280,-1.6219,0.5846,8.5280,17.4283,14.1129,20.8937,14047010.0000,-0.0054,165595000,3419275.0000,174.6700,116.2413,False,False,-3.4637,45.0603,89.6455,0.1032,10.3200,0.1785,0.4217,0.3997,0.4217,Weak Body,False,7.7300,1.3800,0.8215,0.1785,0.3251,32.5100,66.6667,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
ADI,2025-09-01,weekly,246.0967,88,237.6399,1.8994,227.2052,2.8240,8.3147,218.2394,0.3698,12.7646,238.5937,1.5919,3.1447,67.7440,0.9309,8.8279,6.7181,2.1098,14.8471,6.0330,218.2394,1.8763,2.1158,0.0000,9.8891,0.1696,-2.4200,9.8891,0.1696,15.5328,16.5091,8.2626,17853700.0000,0.0471,91482500,4508855.0000,252.2000,163.8540,False,False,-2.4200,50.1927,93.0916,0.0179,1.7900,0.0562,0.2621,0.6818,0.6818,Doji,True,10.1100,0.5678,0.9438,0.0562,0.2805,28.0500,33.3333,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
TRI,2025-09-01,weekly,174.6400,88,184.0185,-2.7837,190.1192,0.2435,-8.1419,175.8830,0.1831,-0.7067,189.0838,-1.9400,-7.6388,33.9605,0.5007,0.8025,4.4325,-3.6300,8.4768,4.8539,175.8830,-0.1466,-0.1456,0.0000,-2.6212,-12.8492,-1.8522,-2.6212,-12.8492,-11.7831,-5.7833,9.1783,5588980.0000,-0.4429,-16094600,-1362050.0000,208.5699,140.6089,False,False,-16.2679,24.2027,50.0744,0.2927,29.2700,0.4664,0.3725,0.1612,0.3725,Moderate Body,False,6.3900,2.9800,0.5336,0.4664,0.5198,51.9800,22.2222,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CDNS,2025-09-01,weekly,351.0100,88,339.3056,3.8903,321.5200,4.8133,9.1721,297.5294,1.6807,17.9749,340.5150,5.3678,3.0821,78.9846,0.9520,17.7098,14.1231,3.5867,20.2683,5.7743,297.5294,2.6386,3.1129,0.0000,-0.2982,7.4049,0.3947,-0.2982,7.4049,22.2733,13.7853,25.3831,8690895.0000,-0.3557,-5205800,731485.0000,356.9700,232.8800,False,False,-1.6696,50.7257,95.1970,0.3691,36.9100,0.4790,0.2917,0.2293,0.2293,Moderate Body,True,14.7400,7.0600,0.5210,0.4790,0.2729,27.2900,44.4444,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
CCEP,2025-09-01,weekly,88.8800,88,91.8895,-0.5842,92.1274,0.2690,-3.5249,84.2029,0.2474,5.5546,93.9730,-0.1616,-5.4196,44.3757,0.7052,2.0001,3.1830,-1.1829,3.9153,4.4051,84.2029,1.1946,1.2609,0.0000,-6.2052,-7.9155,-1.6161,-6.2052,-7.9155,-3.1703,2.7975,24.0218,8533620.0000,0.1101,124864900,-1282875.0000,100.0400,62.1845,False,False,-11.1555,42.9295,70.5195,0.1357,13.5700,0.3483,0.0414,0.6103,0.6103,Weak Body,True,2.9000,1.0100,0.6517,0.3483,0.2504,25.0400,33.3333,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
XEL,2025-09-01,weekly,72.6800,88,71.8808,0.3456,70.3220,0.2104,3.3532,67.9823,0.2484,6.9101,71.7910,0.5128,1.2383,60.0324,0.9421,1.6011,1.4067,0.1945,2.7159,3.7368,67.9823,1.7297,1.8492,0.0000,-0.8864,6.5845,-2.1277,-0.8864,6.5845,4.5432,4.2934,34.3494,17012185.0000,0.1719,357351600,2390425.0000,74.2600,46.9491,False,False,-2.1277,54.8058,94.2147,0.2622,26.2200,0.3787,0.3136,0.3077,0.3077,Weak Body,True,1.6900,0.6400,0.6213,0.3787,0.3728,37.2800,66.6667,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
NVDA,2025-09-01,weekly,167.0200,88,168.6837,2.1610,152.7714,3.4828,9.3267,138.9259,1.1834,20.2224,172.6230,3.2390,-3.2458,75.2132,0.8827,13.3514,11.8920,1.4594,11.6212,6.9580,138.9259,2.4175,2.9063,0.0000,-8.5824,4.8199,-6.1633,-8.5824,4.8199,23.6081,44.9292,41.6711,905606785.0000,-0.0314,-3814455356,426662615.0000,182.7000,49.0752,False,False,-8.5824,240.3351,88.2657,0.2541,25.4100,0.3573,0.2890,0.3537,0.2890,Weak Body,False,8.3400,2.9800,0.6427,0.3573,0.3597,35.9700,55.5556,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False
BKR,2025-09-01,weekly,45.5800,88,43.1850,0.4955,40.1540,0.2445,13.5129,40.7499,0.2064,11.8531,43.0120,0.6311,5.9703,73.4034,0.9873,1.4333,0.7202,0.7131,2.5292,5.5489,40.7499,1.9098,2.1361,0.0000,5.8464,15.5926,1.8320,5.8464,15.5926,23.6731,21.1507,30.4704,34783165.0000,-0.4401,411583700,2738155.0000,45.8079,27.7996,False,False,-0.4975,63.9595,98.7344,0.1119,11.1900,0.1667,0.5045,0.3288,0.3288,Weak Body,True,2.2200,0.3700,0.8333,0.1667,0.3726,37.2600,55.5556,True,True,True,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False
ORLY,2025-09-01,weekly,104.8400,88,99.7622,1.2458,94.8730,0.5449,10.5056,88.5252,0.5694,18.4296,98.7770,1.2785,6.1381,80.2115,1.0000,4.3069,3.3621,0.9448,3.7182,3.5466,88.5252,4.3878,5.1965,0.0000,1.4613,14.7925,2.4729,1.4613,14.7925,14.9982,12.6191,50.7968,24608835.0000,-0.1672,277445000,5343175.0000,104.8400,61.6933,True,False,0.0000,69.9373,100.0000,0.2851,28.5100,0.4449,0.1959,0.3592,0.3592,Moderate Body,True,2.4500,1.0900,0.5551,0.4449,0.4288,42.8800,88.8889,True,True,True,True,True,True,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
MDLZ,2025-09-01,weekly,61.7400,88,63.9503,-0.6546,65.6855,-0.1873,-6.0067,64.2388,-0.1886,-3.8898,65.0512,-0.4765,-5.0901,38.2806,0.3419,-0.5457,0.2249,-0.7706,3.0059,4.8686,64.2388,-0.8313,-0.7990,0.0000,-0.1456,-9.8839,-2.6337,-0.1456,-9.8839,-7.8810,-5.5868,-4.4306,34843885.0000,-0.1926,-94679600,3303655.0000,73.8051,55.4723,False,False,-16.3472,11.2989,34.1886,0.0151,1.5100,0.0510,0.2452,0.7038,0.7038,Doji,True,3.1400,0.1600,0.9490,0.0510,0.3104,31.0400,55.5556,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
AZN,2025-09-01,weekly,81.7000,88,76.4356,1.1020,72.6069,0.4615,12.5237,70.8446,-0.0422,15.3228,74.8304,0.7468,9.1803,67.4696,0.8434,2.3520,1.0821,1.2699,3.3887,4.1477,70.8446,3.2034,3.6943,0.0000,11.8534,18.4567,0.9016,11.8534,18.4567,12.9592,13.9700,6.6651,21703135.0000,-0.3777,136891800,7228455.0000,85.7895,59.6700,False,False,-4.7669,36.9196,84.3431,0.5284,52.8400,0.6174,0.2383,0.1443,0.1443,Moderate Body,True,2.9800,1.8400,0.3826,0.6174,0.5501,55.0100,66.6667,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
