ticker,date,timeframe,current_price,data_points,weekly_ema10,weekly_ema10slope,weekly_sma20,weekly_sma20slope,weekly_price2_sma20pct,weekly_sma50,weekly_sma50slope,weekly_price2_sma50pct,weekly_sma10,weekly_sma10slope,weekly_price2_sma10pct,weekly_rsi_14,weekly_price_position_52w,weekly_macd,weekly_macd_signal,weekly_macd_histogram,atr,atr_pct,sma50,atrext_dollar,atrext_percent,weekly_weekly_weekly_1w_pct_change,weekly_5period_pct_change,weekly_10period_pct_change,weekly_weekly_weekly_3w_pct_change,weekly_weekly_weekly_5w_pct_change,weekly_weekly_weekly_10w_pct_change,weekly_weekly_weekly_15w_pct_change,weekly_momentum_20,weekly_quarter_pct_change,weekly_avg_volume_20,weekly_volume_trend,obv,obv_trend,weekly_ATH,weekly_ATL,weekly_is_new_ATH,weekly_is_new_ATL,weekly_distance_from_ATH_pct,weekly_distance_from_ATL_pct,weekly_ATH_ATL_position_pct,weekly_candle_strength,weekly_candle_strength_pct,weekly_body_ratio,weekly_upper_wick_ratio,weekly_lower_wick_ratio,weekly_oppression_factor,weekly_candle_type,weekly_is_bullish,total_range,body_size,weekly_wick_dominance,directional_strength,weekly_avg_candle_strength_5,weekly_avg_candle_strength_5_pct,trend_days_10_pct,weekly_priceabovesma10,weekly_priceaboveema20,weekly_priceabovesma50,weekly_sma10vssma20,weekly_sma20vssma50,weekly_at_20day_high,weekly_at_20day_low,weekly_5day_low_vs_30day_high,SP500,NASDAQ100,Russell1000,Russell2000,Russell3000,SP100,NASDAQComposite,DowJonesIndustrialAverage,SP500CommunicationServices,SP500ConsumerDiscretionary,SP500ConsumerStaples,SP500Energy,SP500Financials,SP500HealthCare,SP500Industrials,SP500InformationTechnology,SP500Materials,SP500RealEstate,SP500Utilities
AVGO,2025-09-01,weekly,334.8900,88,293.8633,5.5356,263.1509,6.8019,27.2616,222.1535,2.9668,50.7471,294.9310,5.6574,13.5486,88.0406,1.0000,28.7881,24.2479,4.5402,23.9705,7.1577,222.1535,4.7031,7.0898,0.0000,9.8108,21.6985,13.9082,9.8108,21.6985,38.6699,45.1944,115.2568,99037360.0000,0.1122,863784200,67730970.0000,334.8900,102.9788,True,False,0.0000,225.2030,100.0000,0.6379,63.7900,0.6585,0.3101,0.0314,0.0314,Moderate Body,True,69.1700,45.5500,0.3415,0.6585,0.3789,37.8900,66.6667,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
EXC,2025-09-01,weekly,43.4300,88,43.8189,0.0948,43.6665,-0.0195,-0.5415,41.3065,0.1347,5.1408,43.7946,0.1575,-0.8326,49.9807,0.7975,0.6688,0.8097,-0.1410,1.5646,3.6026,41.3065,1.3572,1.4270,0.0000,-3.3170,1.5922,-3.4030,-3.3170,1.5922,-0.0075,-0.4078,26.0184,29828990.0000,-0.0599,354709400,1300820.0000,46.4284,31.6200,False,False,-6.4582,37.3497,79.7519,0.1252,12.5200,0.1852,0.3241,0.4907,0.3241,Weak Body,False,1.0800,0.2000,0.8148,0.1852,0.3692,36.9200,55.5556,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
CSCO,2025-09-01,weekly,66.9000,88,67.4216,0.2047,65.4493,0.5539,2.2166,60.9613,0.3859,9.7417,68.2055,0.3020,-1.9141,57.3342,0.8235,2.4000,2.5704,-0.1704,2.8930,4.3244,60.9613,2.0528,2.2527,0.0000,-6.8115,-2.9807,-0.6239,-6.8115,-2.9807,6.7613,13.4899,45.2549,95074670.0000,0.1266,830970900,23994125.0000,71.7900,44.0831,False,False,-6.8115,51.7590,82.3510,0.5295,52.9500,0.6269,0.1554,0.2176,0.1554,Moderate Body,False,1.9300,1.2100,0.3731,0.6269,0.6542,65.4200,55.5556,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False
FTNT,2025-09-01,weekly,78.8300,88,87.0637,-2.9526,96.3550,-0.8270,-18.1879,95.2570,0.0509,-17.2449,90.3440,-2.3878,-12.7446,32.3434,0.4049,-4.3755,-1.1891,-3.1865,7.7988,9.8932,95.2570,-2.1063,-1.7431,0.0000,5.9685,-25.3928,-1.4871,5.9685,-25.3928,-22.5486,-23.7806,34.7982,28275905.0000,1.5297,71729700,-1354480.0000,111.6400,56.5100,False,False,-29.3891,39.4974,40.4861,0.7568,75.6800,0.7996,0.1470,0.0535,0.0535,Strong Body,True,4.4900,3.5900,0.2004,0.7996,0.5645,56.4500,44.4444,False,False,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
SBUX,2025-09-01,weekly,85.4300,88,89.0648,-0.3169,88.3879,0.0568,-3.3465,93.2119,-0.0762,-8.3486,90.4938,-0.1119,-5.5957,53.0057,0.3438,-0.9608,-0.7264,-0.2344,5.8285,6.8225,93.2119,-1.3352,-1.2237,0.0000,-6.6504,-8.9436,-3.3379,-6.6504,-8.9436,2.4344,7.2079,11.1860,47400810.0000,-0.2795,478275600,-4685175.0000,114.2466,70.3308,False,False,-25.2232,21.4688,34.3821,0.2757,27.5700,0.4888,0.4361,0.0751,0.4361,Moderate Body,False,4.9300,2.4100,0.5112,0.4888,0.5583,55.8300,33.3333,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
WDAY,2025-09-01,weekly,231.0800,88,230.5091,-1.1467,238.6230,-0.2132,-3.1611,246.1020,-0.5790,-6.1040,229.3480,-1.7840,0.7552,41.6708,0.2241,-5.6350,-5.0019,-0.6331,16.2967,7.0524,246.1020,-0.9218,-0.8655,0.0000,4.0573,-4.4176,4.4335,4.0573,-4.4176,-6.7135,-10.1013,1.5781,12060975.0000,0.5017,-95816000,232455.0000,305.8800,209.4800,False,False,-24.4540,10.3113,22.4066,0.2891,28.9100,0.3220,0.5758,0.1022,0.1022,Weak Body,True,11.1500,3.5900,0.6780,0.3220,0.2176,21.7600,55.5556,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
SHOP,2025-09-01,weekly,146.8200,88,133.3781,3.7151,118.2220,2.7615,24.1901,107.4514,1.4116,36.6385,132.0020,3.5454,11.2256,70.7460,0.9707,11.5901,8.4023,3.1878,12.8331,8.7407,107.4514,3.0677,4.1917,0.0000,-1.8648,26.0041,3.3143,-1.8648,26.0041,36.9334,44.1427,132.4573,47292115.0000,0.0645,266177700,11325000.0000,149.6100,54.4300,False,False,-1.8648,169.7410,97.0687,0.5124,51.2400,0.6774,0.0789,0.2437,0.2437,Moderate Body,True,14.5700,9.8700,0.3226,0.6774,0.4013,40.1300,44.4444,True,True,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
DASH,2025-09-01,weekly,246.8500,88,242.6566,1.9610,227.8318,3.4849,8.3475,196.1171,2.3778,25.8687,246.3280,2.7555,0.2119,74.2355,0.9249,17.2071,17.3321,-0.1250,16.0917,6.5188,196.1171,3.1527,3.9683,0.0000,-4.7610,3.3754,-0.1900,-4.7610,3.3754,18.3082,26.6211,132.6579,18323055.0000,0.0777,487295400,5299040.0000,259.1900,94.8100,False,False,-4.7610,160.3628,92.4930,0.3114,31.1400,0.3748,0.4560,0.1692,0.1692,Weak Body,True,15.9000,5.9600,0.6252,0.3748,0.2091,20.9100,44.4444,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False
AMD,2025-09-01,weekly,151.1400,88,156.7300,2.4979,137.6095,3.5548,9.8325,129.7658,0.3426,16.4714,161.1290,4.3334,-6.1994,69.2410,0.5375,13.1606,10.4913,2.6692,14.2744,9.4445,129.7658,1.4974,1.7440,0.0000,-12.5145,9.5932,-9.9070,-12.5145,9.5932,36.4942,58.2061,-0.2903,241937380.0000,0.0254,5286330100,123373385.0000,207.3900,85.7600,False,False,-27.1228,76.2360,53.7532,0.2826,28.2600,0.4997,0.4345,0.0659,0.4345,Moderate Body,False,14.5700,7.2800,0.5003,0.4997,0.3167,31.6700,66.6667,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
TSLA,2025-09-01,weekly,350.8400,88,329.9689,3.0711,321.7285,4.3956,9.0485,321.3746,2.2849,9.1686,326.2130,1.4446,7.5494,51.0957,0.7047,8.0713,4.9897,3.0816,34.9411,9.9593,321.3746,0.8433,0.9206,0.0000,6.4280,11.2542,3.1852,6.4280,11.2542,1.2642,8.0263,46.6722,478918260.0000,-0.2738,-1177264500,66718305.0000,436.2300,147.0500,False,False,-19.5745,138.5855,70.4717,0.6820,68.2000,0.7469,0.1662,0.0869,0.0869,Strong Body,True,30.2700,22.6100,0.2531,0.7469,0.3130,31.3000,55.5556,True,True,True,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False
CSX,2025-09-01,weekly,32.5300,88,33.7173,0.0486,32.5845,0.3025,-0.1673,32.3829,0.0146,0.4543,34.4101,0.2092,-5.4637,54.9618,0.5221,0.7442,0.7223,0.0219,1.6935,5.2060,32.3829,0.0869,0.0873,0.0000,-8.1852,-3.1845,-5.9283,-8.1852,-3.1845,3.4035,16.6409,-4.8052,81905865.0000,-0.0159,-431629300,19276305.0000,37.5027,27.0974,False,False,-13.2596,20.0483,52.2098,0.3073,30.7300,0.4353,0.2706,0.2941,0.2941,Moderate Body,True,0.8500,0.3700,0.5647,0.4353,0.2642,26.4200,66.6667,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
PANW,2025-09-01,weekly,194.4600,88,187.6752,-0.7066,189.8795,0.7033,2.4123,186.2348,0.1874,4.4166,187.6150,-1.4618,3.6484,50.9274,0.8719,0.7783,1.3085,-0.5302,13.4864,6.9353,186.2348,0.6099,0.6368,0.0000,16.4013,-3.6468,4.6159,16.4013,-3.6468,1.0602,-1.9639,17.5375,31881880.0000,0.1300,355268300,4349630.0000,203.2700,134.5050,False,False,-4.3341,44.5745,87.1883,0.6551,65.5100,0.7207,0.1882,0.0911,0.0911,Strong Body,True,9.9900,7.2000,0.2793,0.7207,0.5976,59.7600,66.6667,True,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
MNST,2025-09-01,weekly,62.4600,88,62.1909,0.3317,61.9395,0.2823,0.8403,56.5768,0.2904,10.3986,61.7630,0.0364,1.1285,46.1578,0.8803,1.7023,1.9241,-0.2217,2.7820,4.4540,56.5768,2.1148,2.3347,0.0000,-3.4472,-0.9829,-0.6047,-3.4472,-0.9829,-2.3299,3.6282,22.7353,26824125.0000,0.0121,472712400,3886140.0000,64.6900,46.0600,False,False,-3.4472,35.6057,88.0300,0.0036,0.3600,0.0050,0.7214,0.2736,0.2736,Doji,True,2.0100,0.0100,0.9950,0.0050,0.2065,20.6500,44.4444,True,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
CPRT,2025-09-01,weekly,48.5700,88,48.3968,-0.0815,51.1035,-0.4320,-4.9576,54.4434,-0.0690,-10.7881,47.4570,-0.1348,2.3453,39.5549,0.1669,-2.2059,-2.2636,0.0577,2.5122,5.1723,54.4434,-2.3380,-2.0857,0.0000,5.1526,-1.5207,-0.7966,5.1526,-1.5207,-5.6527,-20.4350,-6.0723,31174985.0000,-0.1549,-36730600,-8133805.0000,63.8400,45.5100,False,False,-23.9192,6.7238,16.6939,0.0063,0.6300,0.0101,0.3778,0.6121,0.3778,Doji,False,3.9700,0.0400,0.9899,0.0101,0.3252,32.5200,44.4444,True,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
DXCM,2025-09-01,weekly,80.5100,88,80.7867,-0.4484,82.2555,0.6184,-2.1220,78.7088,0.1838,2.2884,81.6380,-0.4574,-1.3817,44.5965,0.2614,-0.0309,0.4421,-0.4730,6.2671,7.7843,78.7088,0.2874,0.2940,0.0000,2.0923,-2.9181,-2.1274,2.0923,-2.9181,-6.1655,-2.4562,-27.8972,17505840.0000,0.1736,77384000,4435415.0000,138.9300,59.8300,False,False,-42.0499,34.5646,26.1441,0.7095,70.9500,0.7760,0.1383,0.0857,0.0857,Strong Body,True,8.1700,6.3400,0.2240,0.7760,0.3837,38.3700,66.6667,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
KDP,2025-09-01,weekly,28.6500,88,32.2988,-0.2046,33.1069,-0.0794,-13.4622,32.9254,-0.0690,-12.9850,32.9490,-0.0531,-13.0474,30.9667,0.1032,-0.3909,0.0553,-0.4463,1.6468,5.7480,32.9254,-2.5962,-2.2591,0.0000,-16.7635,-15.2116,-18.4690,-16.7635,-15.2116,-14.3129,-3.4738,-10.7395,60835340.0000,0.4552,-291645100,-5732740.0000,36.6031,27.7343,False,False,-21.7279,3.3017,10.3249,0.3292,32.9200,0.5375,0.3875,0.0750,0.3875,Moderate Body,False,0.8000,0.4300,0.4625,0.5375,0.4880,48.8000,55.5556,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
ON,2025-09-01,weekly,49.1100,88,51.4483,-0.5439,49.8880,0.6116,-1.5595,54.4976,-0.4566,-9.8859,54.0090,0.0068,-9.0707,59.1626,0.3248,0.0353,-0.1042,0.1395,5.3736,10.9420,54.4976,-1.0026,-0.9035,0.0000,3.0424,-13.2332,-5.2845,3.0424,-13.2332,16.8729,19.4480,-32.2901,45504250.0000,-0.0370,-376446000,7735595.0000,81.1400,33.7000,False,False,-39.4750,45.7270,32.4831,0.1446,14.4600,0.2682,0.2709,0.4609,0.4609,Weak Body,True,3.5800,0.9600,0.7318,0.2682,0.3288,32.8800,44.4444,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
FAST,2025-09-01,weekly,47.9900,88,47.0227,0.6774,43.9463,0.5205,9.2015,40.4680,0.2972,18.5875,46.9499,0.7484,2.2153,68.3091,0.8794,2.7302,2.2276,0.5026,2.0800,4.3343,40.4680,3.6163,4.2885,0.0000,0.0000,11.7938,-4.7628,0.0000,11.7938,16.6344,21.2809,42.0435,28348445.0000,-0.2624,348572900,11121415.0000,50.3900,30.4880,False,False,-4.7628,57.4064,87.9409,0.3082,30.8200,0.4608,0.3311,0.2082,0.3311,Moderate Body,False,2.9300,1.3500,0.5392,0.4608,0.3987,39.8700,66.6667,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
TTD,2025-09-01,weekly,52.0700,88,61.9101,-3.0157,67.5000,0.0784,-22.8593,87.7610,-1.0365,-40.6684,66.8500,-1.7184,-22.1092,32.0793,0.0628,-6.7959,-5.6529,-1.1430,8.7936,16.8881,87.7610,-4.0587,-2.4081,0.0000,-3.9830,-30.0229,-2.1241,-3.9830,-30.0229,-30.7764,-19.1376,-45.7661,58092680.0000,0.2173,12122300,10702975.0000,139.1100,46.2400,False,False,-62.5692,12.6081,6.2776,0.3111,31.1100,0.4195,0.2584,0.3222,0.2584,Moderate Body,False,3.2900,1.3800,0.5805,0.4195,0.4367,43.6700,55.5556,False,False,False,False,False,False,True,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
DDOG,2025-09-01,weekly,136.0800,88,133.7494,-0.1782,127.5860,1.8488,6.6575,127.5508,0.3897,6.6869,138.5120,0.8414,-1.7558,58.7872,0.5965,4.2921,3.7179,0.5742,11.7483,8.6334,127.5508,0.7260,0.7745,0.0000,3.9493,-12.2913,3.7037,3.9493,-12.2913,15.4394,21.1535,14.3241,29983550.0000,-0.4491,-166084500,163685.0000,168.6500,87.9300,False,False,-19.3122,54.7595,59.6507,0.0548,5.4800,0.2225,0.0236,0.7538,0.7538,Weak Body,True,7.1900,1.6000,0.7775,0.2225,0.1764,17.6400,44.4444,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
WBD,2025-09-01,weekly,12.1100,88,11.7352,0.0199,10.8310,0.1330,11.8087,10.1342,0.0749,19.4964,12.0620,0.1384,0.3979,62.4709,0.7864,0.6615,0.6005,0.0609,1.1314,9.3423,10.1342,1.7464,2.0869,0.0000,10.9991,7.9323,0.4979,10.9991,7.9323,21.4644,32.0108,39.6770,257619125.0000,-0.3645,1736983700,93553735.0000,13.4900,7.0300,False,False,-10.2298,72.2617,78.6378,0.8241,82.4100,0.8710,0.0753,0.0538,0.0538,Strong Body,True,0.9300,0.8100,0.1290,0.8710,0.5113,51.1300,66.6667,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
PLTR,2025-09-01,weekly,153.1100,88,155.0891,2.7936,142.3935,3.9954,7.5260,101.3316,2.6652,51.0980,157.5740,3.3550,-2.8330,58.9224,0.8020,18.6053,19.2474,-0.6421,15.9418,10.4120,101.3316,3.2480,4.9076,0.0000,-18.1055,13.9550,-3.5467,-18.1055,13.9550,16.1861,37.1383,435.7243,385423720.0000,0.2838,6626643200,-26801755.0000,186.9600,15.9800,False,False,-18.1055,858.1352,80.2024,0.1106,11.0600,0.1457,0.6133,0.2410,0.2410,Weak Body,True,13.1100,1.9100,0.8543,0.1457,0.3963,39.6300,44.4444,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
CSGP,2025-09-01,weekly,89.4600,88,88.5751,0.6599,83.7065,0.6685,6.8734,78.9652,0.2654,13.2904,89.4150,1.2136,0.0503,73.5346,0.7329,3.7608,3.1530,0.6078,5.0922,5.6922,78.9652,2.0610,2.3349,0.0000,-5.3333,8.9381,-1.9294,-5.3333,8.9381,21.6150,17.6015,20.2419,14096165.0000,-0.1831,11438600,-751680.0000,96.6000,69.8700,False,False,-7.3913,28.0378,73.2884,0.0864,8.6400,0.1300,0.5352,0.3348,0.3348,Weak Body,True,4.5400,0.5900,0.8700,0.1300,0.3114,31.1400,44.4444,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
GFS,2025-09-01,weekly,33.2900,88,35.2525,-0.6466,36.7375,-0.0556,-9.3841,38.8530,-0.1820,-14.3181,36.4450,-0.3922,-8.6569,43.6584,0.0633,-1.3948,-1.0188,-0.3760,3.3310,10.0059,38.8530,-1.6701,-1.4310,0.0000,3.0969,-16.3568,-3.4793,3.0969,-16.3568,-7.0112,-9.5732,-40.0180,8977325.0000,0.6471,-82564700,-863765.0000,59.1700,31.5400,False,False,-43.7384,5.5485,6.3337,0.3106,31.0600,0.3713,0.4653,0.1634,0.1634,Weak Body,True,2.0200,0.7500,0.6287,0.3713,0.3832,38.3200,33.3333,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
ZS,2025-09-01,weekly,274.2000,88,277.6280,-1.2233,275.5883,3.8225,-0.5037,227.5147,1.8779,20.5197,282.8115,-2.6102,-3.0450,49.2684,0.7406,15.2043,19.7298,-4.5255,17.8263,6.5012,227.5147,2.6189,3.1563,0.0000,1.6704,-12.8888,0.6183,1.6704,-12.8888,-0.5441,15.5076,45.4333,10617575.0000,-0.1211,76258100,1785300.0000,315.3200,156.7800,False,False,-13.0407,74.8948,74.0633,0.2512,25.1200,0.2677,0.0617,0.6706,0.0617,Weak Body,False,20.5800,5.5100,0.7323,0.2677,0.3603,36.0300,22.2222,False,True,True,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
MCHP,2025-09-01,weekly,65.9200,88,66.2663,-0.2035,63.9545,1.1490,3.0733,61.0889,-0.2260,7.9084,68.5134,-0.0263,-3.7853,59.6032,0.5066,2.3192,2.3245,-0.0053,6.2870,9.5374,61.0889,0.7684,0.8292,0.0000,6.5460,-9.7728,-3.9964,6.5460,-9.7728,13.5768,23.2370,-23.6664,45020265.0000,0.0751,10276100,17323110.0000,95.1130,35.9419,False,False,-30.6929,83.4073,50.6635,0.2821,28.2100,0.4424,0.1953,0.3623,0.3623,Moderate Body,True,5.9900,2.6500,0.5576,0.4424,0.4484,44.8400,55.5556,False,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
MRVL,2025-09-01,weekly,63.3300,88,70.0744,-0.4041,68.7513,0.6628,-7.8854,81.8703,-0.0348,-22.6459,72.3809,0.1323,-12.5045,53.6061,0.1862,-2.3087,-2.4866,0.1779,8.5528,13.5051,81.8703,-2.1678,-1.6768,0.0000,-18.1148,-15.6932,-13.2466,-18.1148,-15.6932,5.3029,15.6112,-4.4676,96599450.0000,0.0723,-358082200,2870550.0000,124.5165,49.3335,False,False,-49.1393,28.3711,18.6166,0.3568,35.6800,0.4255,0.4130,0.1615,0.1615,Moderate Body,True,3.2200,1.3700,0.5745,0.4255,0.3317,33.1700,44.4444,False,False,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
CRWD,2025-09-01,weekly,417.6300,88,437.9950,-5.4866,453.2135,3.1977,-7.8514,394.0339,3.0403,5.9883,449.7360,-5.6352,-7.1389,33.8986,0.6743,9.4333,19.7725,-10.3391,34.9680,8.3730,394.0339,0.6748,0.7152,0.0000,-1.6161,-18.7648,-0.6943,-1.6161,-18.7648,-11.4008,-2.6077,36.9458,16071960.0000,0.1803,56112000,-1089290.0000,514.1000,217.8900,False,False,-18.7648,91.6701,67.4319,0.0022,0.2200,0.0337,0.0312,0.9351,0.9351,Doji,True,15.4520,0.5210,0.9663,0.0337,0.2424,24.2400,22.2222,False,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
TEAM,2025-09-01,weekly,172.4300,88,181.9214,-3.4430,196.0260,-1.7806,-12.0372,222.3352,0.1693,-22.4459,183.7420,-3.0950,-6.1565,38.3056,0.1793,-14.1856,-12.1389,-2.0467,20.0552,11.6309,222.3352,-2.4884,-1.9298,0.0000,2.6003,-19.2479,0.9602,2.6003,-19.2479,-16.9532,-20.1653,-2.3060,11570545.0000,0.4677,1795800,-2378140.0000,314.2800,141.4300,False,False,-45.1349,21.9190,17.9346,0.2208,22.0800,0.2327,0.0512,0.7161,0.0512,Weak Body,False,9.7750,2.2750,0.7673,0.2327,0.2531,25.3100,44.4444,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
KHC,2025-09-01,weekly,27.2900,88,27.5149,0.0373,27.2387,-0.0769,0.1884,29.1289,-0.1263,-6.3129,27.6055,0.1558,-1.1430,56.4092,0.1646,-0.3869,-0.5881,0.2012,1.3951,5.1121,29.1289,-1.3181,-1.2349,0.0000,-1.6931,2.3631,-2.7441,-1.6931,2.3631,3.6291,0.1312,-13.2220,65964320.0000,-0.2997,-770984400,-9141815.0000,35.8156,25.6100,False,False,-23.8041,6.5599,16.4616,0.2333,23.3300,0.2464,0.0531,0.7005,0.0531,Weak Body,False,2.0700,0.5100,0.7536,0.2464,0.2612,26.1200,55.5556,False,False,False,True,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
INTC,2025-09-01,weekly,24.4900,88,22.9593,0.3401,21.7250,0.1266,12.7273,21.9266,0.0607,11.6908,22.7180,0.2926,7.8000,67.0580,0.1956,0.5232,0.0582,0.4650,2.4202,9.8823,21.9266,1.0592,1.1830,0.0000,22.7569,8.8928,-1.2500,22.7569,8.8928,25.2685,13.8247,-25.2718,426873840.0000,0.2985,201031900,148889260.0000,47.5137,18.8900,False,False,-48.4569,29.6453,19.5642,0.4772,47.7200,0.5922,0.2136,0.1942,0.1942,Moderate Body,True,1.0300,0.6100,0.4078,0.5922,0.3397,33.9700,55.5556,True,True,True,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
TTWO,2025-09-01,weekly,239.6800,88,230.7476,0.4598,229.7135,1.0817,4.3387,204.5754,1.4914,17.1597,230.2070,-0.3502,4.1150,59.2008,0.9825,7.4805,8.7122,-1.2317,12.5467,5.2348,204.5754,2.7979,3.2780,0.0000,10.2636,-0.1791,4.6500,10.2636,-0.1791,5.9219,2.5259,59.4465,9938165.0000,-0.0911,59389200,-659415.0000,241.4400,140.6000,False,False,-0.7290,70.4694,98.2547,0.5504,55.0400,0.6377,0.2253,0.1370,0.1370,Moderate Body,True,13.3600,8.5200,0.3623,0.6377,0.3640,36.4000,33.3333,True,True,True,True,True,False,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
QQQ,2025-09-01,weekly,576.0600,88,562.6184,3.9154,539.3757,6.0333,6.8013,514.8913,2.0834,11.8799,566.2250,4.4477,1.7369,76.9838,0.9930,20.9314,17.9116,3.0198,19.1442,3.3233,514.8913,3.1952,3.5747,0.0000,0.2628,3.5669,0.7151,0.2628,3.5669,11.0953,15.8636,21.8987,216249125.0000,0.0295,2022056900,33825555.0000,577.3400,393.3771,False,False,-0.2217,46.4396,99.3042,0.6274,62.7400,0.6835,0.2345,0.0820,0.0820,Moderate Body,True,21.5800,14.7500,0.3165,0.6835,0.4132,41.3200,55.5556,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SPY,2025-09-01,weekly,647.2400,88,632.7096,4.0606,609.3960,5.4255,6.2101,590.2491,1.8248,9.6554,635.3580,4.6103,1.8701,78.6481,1.0000,19.5298,15.8575,3.6723,17.2270,2.6616,590.2491,3.3082,3.6277,0.0000,1.5788,3.5021,0.2991,1.5788,3.5021,10.1399,13.0535,19.3649,327953165.0000,-0.1288,4428952900,80692340.0000,647.2400,459.2506,True,False,0.0000,40.9340,100.0000,0.4793,47.9300,0.5633,0.2875,0.1492,0.1492,Moderate Body,True,17.2900,9.7400,0.4367,0.5633,0.4381,43.8100,66.6667,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
IWM,2025-09-01,weekly,237.7700,88,226.4224,2.1607,215.7459,2.0204,10.2083,216.6724,0.3230,9.7371,226.1630,2.1395,5.1321,77.2896,0.9632,6.3650,3.4027,2.9623,9.2279,3.8810,216.6724,2.2863,2.5089,0.0000,7.9203,6.5851,1.2520,7.9203,6.5851,16.2664,14.9426,10.9066,155062560.0000,-0.1520,1924507200,75865555.0000,239.9506,180.6904,False,False,-0.9088,31.5897,96.3204,0.6594,65.9400,0.7040,0.2326,0.0633,0.0633,Strong Body,True,8.2100,5.7800,0.2960,0.7040,0.5090,50.9000,77.7778,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MAGS,2025-09-01,weekly,61.2100,88,58.3823,0.6722,54.8855,0.7918,11.5231,52.3516,0.3157,16.9210,58.5070,0.6916,4.6200,84.3944,1.0000,2.8091,2.1930,0.6161,2.5771,4.2103,52.3516,3.4373,4.0189,0.0000,2.1358,9.4404,2.3407,2.1358,9.4404,16.9245,22.4472,35.2003,10242820.0000,0.1468,28461600,4113010.0000,61.2100,32.1271,True,False,0.0000,90.5247,100.0000,0.6736,67.3600,0.7504,0.1471,0.1024,0.1024,Strong Body,True,3.3980,2.5500,0.2496,0.7504,0.4351,43.5100,66.6667,True,True,True,True,True,True,False,False,,,,,,,,,,,,,,,,,,,
