Date,Beverages: non-alcoholic,Cable/Satellite TV,Electric utilities,Information technology services,Internet software/Services,Medical specialties,Packaged software,Pharmaceuticals: major,Semiconductors,Specialty stores
2024-10-25 00:00:00-04:00,54.4919,97.4472,146.3274,148.8155,306.6780,404.4367,374.9886,295.9559,178.3394,687.5495
2024-10-28 00:00:00-04:00,54.0404,96.2360,147.5986,148.2336,308.7164,403.4138,373.8801,295.7095,177.7873,687.3857
2024-10-29 00:00:00-04:00,53.1577,95.8680,146.0932,149.2858,315.0703,406.2991,379.7782,293.6177,180.9546,684.2028
2024-10-30 00:00:00-04:00,53.2790,96.8506,144.7905,145.7180,317.3720,405.5521,380.1980,292.5951,176.8518,678.1248
2024-10-31 00:00:00-04:00,53.1890,97.0241,146.1453,143.4092,309.2540,391.5544,360.5919,279.3079,169.9831,674.2641
2024-11-01 00:00:00-04:00,52.8768,105.1085,143.6355,145.2661,309.0183,394.8506,364.3313,279.1073,171.6683,677.4285
2024-11-04 00:00:00-05:00,53.6688,106.4122,130.9259,146.3508,305.9852,394.9344,362.9585,277.3579,171.5801,684.2255
2024-11-05 00:00:00-05:00,54.2356,107.8080,134.6763,146.4010,309.9937,399.8865,366.3068,280.9424,175.1228,687.4022
2024-11-06 00:00:00-05:00,54.0898,114.8089,134.1943,152.9528,315.8236,401.2477,376.0282,276.1699,179.9289,695.2192
2024-11-07 00:00:00-05:00,54.4193,111.2300,136.7517,156.3999,324.6640,408.3956,383.6492,279.7881,183.9571,706.0988
2024-11-08 00:00:00-05:00,54.3335,111.1671,136.3744,158.1735,322.4021,415.5318,382.9512,283.5046,182.7182,728.6648
2024-11-11 00:00:00-05:00,54.8731,111.8582,135.3574,162.4818,323.8398,415.8098,381.0586,279.7610,179.6724,720.6063
2024-11-12 00:00:00-05:00,54.9863,110.8963,131.5275,164.5756,326.2764,414.9479,385.1571,276.4287,180.3617,720.3544
2024-11-13 00:00:00-05:00,55.4988,113.8668,130.5277,165.6442,323.6355,415.1123,387.4783,275.0279,177.8504,721.4557
2024-11-14 00:00:00-05:00,55.5018,111.1143,130.4395,161.8435,321.2414,414.7388,387.6003,269.2341,178.3885,713.8404
2024-11-15 00:00:00-05:00,52.8485,109.6644,131.0158,156.5597,312.6138,408.1555,377.4905,260.0535,172.0513,700.9954
2024-11-18 00:00:00-05:00,53.3577,108.8244,133.5539,155.7621,316.7144,410.5193,377.8462,261.1002,172.0123,710.3985
2024-11-19 00:00:00-05:00,53.6491,108.3673,135.2329,155.0399,322.4356,414.0041,379.5540,254.3131,175.7425,718.2348
2024-11-20 00:00:00-05:00,53.7492,109.7486,135.6076,155.9280,323.5321,416.5221,378.5550,254.5641,174.2512,716.4578
2024-11-21 00:00:00-05:00,54.5358,109.0035,142.7880,159.9054,317.5098,421.3348,379.2051,255.2244,175.8233,737.5214
2024-11-22 00:00:00-05:00,54.7137,109.8940,141.7827,159.6027,315.0722,419.3400,382.2261,255.1940,173.3831,744.5529
2024-11-25 00:00:00-05:00,55.1408,108.9739,141.6377,160.2808,315.9909,415.1821,382.8064,259.8100,171.1539,742.4123
2024-11-26 00:00:00-05:00,54.9640,109.7993,149.1379,161.9094,318.7708,416.4563,389.7129,261.4864,170.5345,750.4673
2024-11-27 00:00:00-05:00,54.9887,109.6895,144.1325,155.2195,318.6001,415.2134,384.8699,261.7467,168.3154,742.9445
2024-11-29 00:00:00-05:00,54.9891,111.5961,145.3374,154.2479,320.2983,417.2840,386.0890,262.1751,171.5144,750.7081
2024-12-02 00:00:00-05:00,54.5541,111.1388,141.7232,155.4726,327.1778,419.5373,391.3540,263.2102,174.3897,752.9798
2024-12-03 00:00:00-05:00,54.6470,111.5348,140.5380,157.0758,332.5006,419.2059,392.8019,259.7560,175.6608,758.3974
2024-12-04 00:00:00-05:00,54.3243,112.3005,142.9242,162.0188,335.5905,424.6013,399.6849,261.3381,179.2449,765.0128
2024-12-05 00:00:00-05:00,54.4403,112.8775,144.0098,160.0499,333.4476,421.5892,401.1869,262.7154,177.9876,758.3128
2024-12-06 00:00:00-05:00,53.8078,112.8729,142.4358,161.8623,339.7792,424.5482,403.4056,264.9867,178.1386,766.3672
2024-12-09 00:00:00-05:00,54.7520,102.5360,136.6969,165.8924,335.9779,420.5096,402.0405,269.3284,175.6683,762.7320
2024-12-10 00:00:00-05:00,54.7942,105.3967,133.5734,162.3271,343.8242,419.1360,399.0869,266.0593,171.4358,767.0053
2024-12-11 00:00:00-05:00,54.2254,105.6093,134.6901,163.2800,355.8165,421.2036,405.1774,265.2281,176.9211,768.0981
2024-12-12 00:00:00-05:00,54.7972,108.2757,135.5043,164.1064,352.2244,421.5957,403.2762,259.2817,175.2096,763.3144
2024-12-13 00:00:00-05:00,54.5853,106.1983,135.4353,163.1932,347.9437,417.3698,400.7038,257.3449,181.8910,763.9744
2024-12-16 00:00:00-05:00,53.8362,105.2992,135.1108,165.1879,353.6237,418.3360,405.5066,257.2478,185.3097,766.5976
2024-12-17 00:00:00-05:00,53.7200,103.5602,133.2527,164.8173,351.2527,419.6403,406.5150,260.2429,182.7788,758.1907
2024-12-18 00:00:00-05:00,52.8103,100.1929,129.3533,159.1194,338.6513,405.0288,390.6932,249.9394,177.1167,744.7614
2024-12-19 00:00:00-05:00,52.2747,98.7359,129.3502,159.3723,338.6668,403.2892,390.2264,237.1833,176.1570,737.1152
2024-12-20 00:00:00-05:00,52.7517,99.0114,130.5438,162.3724,339.1025,404.7985,391.8975,236.8765,179.1905,736.5955
2024-12-23 00:00:00-05:00,52.9551,98.3993,131.1815,159.5966,344.5199,406.6163,390.9111,241.5012,185.6110,733.3482
2024-12-24 00:00:00-05:00,53.4593,99.2470,131.7839,161.4971,349.2206,412.6273,394.5191,241.8750,187.5887,740.2766
2024-12-26 00:00:00-05:00,53.5129,99.0782,131.2342,161.6097,347.0426,414.4116,393.7698,242.9301,188.1649,738.0970
2024-12-27 00:00:00-05:00,53.4591,98.2220,130.4933,159.8393,342.9510,411.6046,387.1858,241.7944,185.5316,725.5603
2024-12-30 00:00:00-05:00,53.2938,96.7254,130.2408,157.2974,339.0453,406.1455,382.4446,237.7619,183.3207,712.1719
2024-12-31 00:00:00-05:00,53.5177,96.7359,129.2302,155.8439,335.4553,403.2136,379.3306,240.0410,180.4242,707.6961
2025-01-02 00:00:00-05:00,53.2370,98.0581,136.5863,153.2527,338.7822,403.7216,377.3736,241.2281,183.3023,702.7585
2025-01-03 00:00:00-05:00,53.1587,100.0842,140.5608,155.0182,341.8523,412.1639,381.9695,242.2795,188.6425,708.0835
2025-01-06 00:00:00-05:00,52.6760,98.1692,144.6720,156.1402,351.9601,418.8595,384.8595,241.3222,195.4475,712.7395
2025-01-07 00:00:00-05:00,52.4718,97.5259,141.2957,154.0940,347.3802,412.4004,378.6939,244.5773,188.0053,711.5874
2025-01-08 00:00:00-05:00,52.6344,98.0005,137.2641,155.9530,344.2561,420.9802,380.7022,245.7820,187.3173,716.2171
2025-01-10 00:00:00-05:00,50.9968,94.4167,161.3537,153.8428,341.5313,420.0386,375.2966,240.0468,183.1036,723.2435
2025-01-13 00:00:00-05:00,51.2258,95.1119,151.3384,152.3356,339.2252,416.5460,373.1650,243.1569,181.3499,714.1542
2025-01-14 00:00:00-05:00,51.8163,96.8200,155.3116,152.6729,334.2624,415.0965,373.2614,238.4687,181.1096,708.5155
2025-01-15 00:00:00-05:00,51.5240,97.2624,160.3693,153.9572,345.4273,440.5347,382.0882,243.2721,184.8645,713.2513
2025-01-16 00:00:00-05:00,51.8547,96.8185,166.9925,154.9863,341.9712,444.5533,380.9994,240.8190,184.5166,710.4334
2025-01-17 00:00:00-05:00,52.1696,97.9774,167.6444,154.8769,345.8419,447.8941,384.7484,240.0949,189.3951,728.2621
2025-01-21 00:00:00-05:00,52.2728,98.0907,171.0252,156.7238,348.8312,456.7066,385.4414,243.1425,192.5223,731.9851
2025-01-22 00:00:00-05:00,52.0434,98.6897,174.1351,158.4599,356.4116,461.1489,399.2948,242.2646,197.2039,729.7239
2025-01-23 00:00:00-05:00,51.2306,100.4493,179.4601,159.3208,361.3932,460.5587,399.3196,247.3528,196.1422,728.0206
2025-01-24 00:00:00-05:00,51.4667,102.1341,180.2341,159.9313,364.8465,446.5887,397.2808,244.9845,192.7496,726.0794
2025-01-27 00:00:00-05:00,52.5276,102.5349,152.8719,161.9736,362.0622,438.7874,389.4106,247.9524,167.4232,745.6382
2025-01-28 00:00:00-05:00,51.9030,101.6296,153.3384,165.1800,367.7106,437.3835,400.2785,247.0173,174.0531,740.6096
2025-01-29 00:00:00-05:00,52.4183,100.2709,157.9914,163.4434,368.8204,436.4981,395.8817,247.6698,172.1707,744.7439
2025-01-30 00:00:00-05:00,52.9634,92.9618,164.8452,162.7587,374.6657,442.2237,378.8483,246.9886,176.2313,756.3756
2025-01-31 00:00:00-05:00,52.4234,95.0491,161.5605,163.5546,377.3703,436.6926,379.0605,250.5310,174.6243,756.8109
2025-02-03 00:00:00-05:00,51.9117,93.8763,164.5172,162.7570,377.8545,449.0645,376.1804,251.0710,171.2360,776.5746
2025-02-04 00:00:00-05:00,51.0992,93.8281,164.0948,163.6164,383.9550,448.9725,379.0076,257.6805,173.7573,788.8509
2025-02-05 00:00:00-05:00,51.2252,95.0955,167.6406,170.8047,375.4504,456.4835,379.6110,263.2042,180.0130,804.9082
2025-02-06 00:00:00-05:00,51.5352,97.1591,166.8887,171.1725,377.5474,453.7282,382.5119,262.9497,181.7951,810.8729
2025-02-07 00:00:00-05:00,51.6392,95.9453,166.0746,169.0309,374.0060,450.1622,377.6679,258.2149,180.1262,806.1013
2025-02-10 00:00:00-05:00,52.2462,95.1208,171.3488,169.0853,376.4794,458.6766,381.4626,255.9643,185.0669,819.7241
2025-02-11 00:00:00-05:00,52.8554,97.0841,168.4626,166.5384,374.7916,455.7965,380.3964,248.8546,185.0297,817.2223
2025-02-12 00:00:00-05:00,52.8925,97.6340,168.7927,164.3034,376.4388,453.0319,378.4740,248.8398,184.3218,822.3216
2025-02-13 00:00:00-05:00,53.9086,99.2942,167.7303,165.9579,379.9779,455.4494,383.1159,252.7552,188.0542,831.3650
2025-02-14 00:00:00-05:00,54.3639,99.2154,170.2634,166.2548,382.4852,455.5584,382.6655,251.2873,188.6531,827.3705
2025-02-18 00:00:00-05:00,55.8883,100.1688,173.6237,169.7966,375.0469,459.7670,383.7514,253.5839,188.4812,815.2136
2025-02-19 00:00:00-05:00,56.2859,100.2577,172.3496,168.5154,373.1774,464.5350,385.0869,256.0761,189.3529,820.1359
2025-02-20 00:00:00-05:00,56.0920,100.5356,167.9032,168.1905,369.4109,463.6460,383.9269,260.1234,189.5480,799.2839
2025-02-21 00:00:00-05:00,57.3222,99.9689,158.3212,163.6993,361.5758,454.6367,374.7736,262.2230,183.3788,799.2004
2025-02-24 00:00:00-05:00,57.1291,101.0579,152.0914,165.0462,356.2882,456.2777,370.6858,263.7908,178.2160,799.7655
2025-02-25 00:00:00-05:00,57.2707,99.2350,151.1220,162.2304,350.0018,445.0662,364.4307,265.4768,174.2659,815.2310
2025-02-26 00:00:00-05:00,56.3104,97.6359,153.1887,167.5153,353.2629,449.1402,367.2539,262.7291,179.8752,797.1509
2025-02-27 00:00:00-05:00,56.4023,99.0573,144.7251,163.1116,344.4304,435.5071,359.9133,261.1110,166.9342,789.5681
2025-02-28 00:00:00-05:00,57.5913,100.3827,145.5618,164.1349,349.5576,440.2115,364.1295,262.0994,170.9985,810.0322
2025-03-03 00:00:00-05:00,58.1729,101.8634,138.7058,160.0033,343.5390,436.1825,357.4060,260.9014,161.2751,808.7169
2025-03-04 00:00:00-05:00,57.5594,101.1253,137.3857,159.5659,342.6035,430.9781,357.4033,260.9212,162.9628,800.9538
2025-03-05 00:00:00-05:00,57.3787,103.2853,135.7335,161.9661,349.8374,436.1948,366.4646,264.3181,166.3165,808.9912
2025-03-06 00:00:00-05:00,57.5188,104.5680,126.6472,157.4657,336.4780,416.9723,359.7300,264.4691,158.0276,792.9064
2025-03-07 00:00:00-05:00,56.6086,104.7377,129.3260,156.9184,335.6949,405.0181,358.0602,266.5315,163.6071,745.7870
2025-03-10 00:00:00-04:00,56.2713,102.4791,126.1930,152.2516,321.4424,384.0093,344.3689,273.7832,154.9348,723.4501
2025-03-11 00:00:00-04:00,56.9298,98.6511,127.8748,152.2631,324.3285,388.8517,345.7422,265.8997,156.5986,720.2633
2025-03-12 00:00:00-04:00,56.3250,96.8998,130.1066,151.2038,331.4396,388.2521,349.2627,263.9939,162.4160,717.5465
2025-03-13 00:00:00-04:00,56.1970,95.6014,128.3468,147.5507,319.4493,374.3958,343.1349,264.9710,161.2389,689.7767
2025-03-14 00:00:00-04:00,56.9745,97.3824,131.7093,151.4482,327.9957,380.8807,353.2244,264.0123,167.4309,700.2380
2025-03-17 00:00:00-04:00,57.9112,98.1672,132.6841,154.3984,328.7541,384.8814,354.9495,267.8183,167.1814,710.1198
2025-03-18 00:00:00-04:00,58.3413,98.3946,129.7034,154.8461,319.1799,381.3698,349.8069,265.3263,163.3873,695.9539
2025-03-19 00:00:00-04:00,58.3429,98.2253,132.5408,155.7427,324.1133,386.9924,354.1976,265.9554,166.3512,700.5749
2025-03-20 00:00:00-04:00,58.3188,100.4435,133.1858,154.0857,323.2046,386.6789,353.5791,264.1193,165.9604,694.0811
2025-03-21 00:00:00-04:00,58.3562,100.8717,133.8267,153.3578,327.1886,386.9760,356.9373,260.9742,164.5760,704.4723
2025-03-24 00:00:00-04:00,58.3362,101.5843,135.9745,154.7650,336.4285,397.2274,360.6136,262.8627,168.3414,717.4993
2025-03-25 00:00:00-04:00,58.4359,103.3715,134.5657,156.4913,341.9656,402.7606,363.1810,257.6465,167.1793,720.8618
2025-03-26 00:00:00-04:00,58.8197,105.6923,131.3415,155.0963,332.5401,396.0178,357.9055,256.4530,159.8536,720.4910
2025-03-27 00:00:00-04:00,59.4839,105.1137,128.6469,152.0030,328.8929,396.0135,355.8621,256.3254,156.0943,727.7780
2025-03-28 00:00:00-04:00,59.1057,101.8248,127.7097,148.3345,313.8825,384.8559,346.1931,254.7216,152.7676,720.7214
2025-03-31 00:00:00-04:00,59.7328,101.9524,127.1904,146.5035,313.8587,387.7773,343.6869,252.2131,151.3732,733.2556
2025-04-01 00:00:00-04:00,60.2072,102.2592,129.0555,147.1935,317.8695,387.9422,349.3836,248.9639,152.7686,739.8012
2025-04-02 00:00:00-04:00,60.4581,104.2013,131.9513,148.3099,317.9307,395.7627,350.5946,249.6671,153.8072,747.7216
2025-04-03 00:00:00-04:00,61.4137,101.1508,123.0392,140.7295,299.2118,384.0159,340.1560,248.5712,140.6228,749.4223
2025-04-04 00:00:00-04:00,58.1060,93.1999,113.1576,133.5716,285.1402,353.7138,324.5739,237.5353,131.7545,710.5293
2025-04-07 00:00:00-04:00,57.7896,92.1297,115.7268,134.1311,289.3233,358.4857,323.1934,235.7169,136.2499,703.6148
2025-04-08 00:00:00-04:00,56.5469,89.3234,117.6758,132.2145,286.1024,351.3156,320.2130,232.1526,134.1233,703.9169
2025-04-09 00:00:00-04:00,59.1871,96.3398,130.3539,146.2231,320.0651,398.1549,353.6591,238.6915,158.4252,747.1692
2025-04-10 00:00:00-04:00,58.9686,92.8045,126.2958,140.5056,304.4850,375.1925,344.6609,231.3190,148.2722,746.7808
2025-04-11 00:00:00-04:00,59.7099,92.5821,128.4963,141.9725,306.7766,379.2084,350.3823,235.3597,153.1212,746.3762
2025-04-14 00:00:00-04:00,60.4393,94.1225,128.6998,144.1361,306.1782,379.9264,350.2706,241.6589,152.6580,758.6325
2025-04-15 00:00:00-04:00,60.4804,94.8976,129.3104,145.2435,305.0102,378.7432,350.1186,240.6484,154.1517,756.7033
2025-04-16 00:00:00-04:00,59.9852,92.0732,127.1953,141.7812,297.2319,374.0699,338.4222,235.4787,145.8350,749.3465
2025-04-17 00:00:00-04:00,60.6699,93.7458,128.9309,139.7489,296.4837,376.6346,336.0162,238.6910,143.5418,769.8218
2025-04-21 00:00:00-04:00,60.2307,90.0002,122.4027,135.6010,291.0251,366.6800,327.5114,235.2795,138.8841,741.8030
2025-04-22 00:00:00-04:00,61.4699,92.2473,126.9558,139.2675,301.3943,375.7480,334.9485,242.4086,141.7950,758.3956
2025-04-23 00:00:00-04:00,60.7685,93.7673,130.1746,142.0772,309.5298,382.5771,342.3375,243.5336,147.0766,755.7557
2025-04-24 00:00:00-04:00,60.1525,92.5244,133.1010,148.1211,318.5192,397.8807,354.7077,245.9253,153.6075,755.2629
2025-04-25 00:00:00-04:00,60.0924,101.0092,134.8344,149.2787,324.2211,401.3515,359.4458,246.6384,157.3916,756.3841
2025-04-28 00:00:00-04:00,59.9558,101.6173,135.7887,149.8210,324.5334,400.2924,359.1218,248.6582,155.9013,757.5769
2025-04-29 00:00:00-04:00,60.5976,103.7158,137.0392,151.8716,326.6530,401.3690,362.5511,245.2842,155.2421,767.8689
2025-04-30 00:00:00-04:00,61.5934,105.0232,135.8123,152.3935,324.8498,401.4077,363.2681,251.0732,155.9200,770.1937
2025-05-01 00:00:00-04:00,60.8370,102.8915,142.3773,153.6447,332.1816,408.7742,383.6654,246.6078,157.5838,773.4931
2025-05-02 00:00:00-04:00,61.2163,103.7327,145.1106,156.0432,341.9316,417.6976,392.8026,250.6209,162.3919,781.5149
2025-05-05 00:00:00-04:00,61.6403,105.6348,145.3892,156.6890,341.0047,419.4212,393.5634,249.8243,161.0262,786.2738
2025-05-06 00:00:00-04:00,61.3539,107.2956,155.6785,155.7018,337.6717,418.2265,390.4347,230.4403,160.2508,782.9320
2025-05-07 00:00:00-04:00,61.7197,107.6975,153.4714,157.9750,333.4033,424.3398,390.9555,227.1835,164.5938,780.3494
2025-05-08 00:00:00-04:00,61.2004,107.7139,153.4826,158.2496,335.1411,426.5534,396.6842,222.5278,165.8257,780.6286
2025-05-09 00:00:00-04:00,61.3233,107.1810,153.9913,158.4000,332.5575,425.7342,396.0500,218.7324,165.7449,780.8848
2025-05-12 00:00:00-04:00,60.9417,107.6686,157.9523,164.1990,345.5190,444.3526,405.8735,230.0528,176.0061,786.8174
2025-05-13 00:00:00-04:00,60.2562,109.5076,160.0755,166.5095,352.5539,445.6520,407.5662,227.3744,183.5299,773.7097
2025-05-14 00:00:00-04:00,60.2654,109.9376,158.4491,165.9415,358.0331,447.0261,410.2185,223.4807,187.2525,768.1082
2025-05-15 00:00:00-04:00,61.4073,111.6108,158.3180,166.9994,354.9152,444.0323,411.0266,229.6525,186.5509,782.9197
2025-05-16 00:00:00-04:00,62.1178,113.3165,161.8197,167.2137,356.4147,447.1193,412.8000,232.5631,185.7150,794.7150
2025-05-19 00:00:00-04:00,62.2514,111.4703,163.1838,167.3195,356.9085,446.7406,416.2136,234.0325,185.9819,801.2359
2025-05-20 00:00:00-04:00,62.2633,112.6098,162.5191,167.4083,354.5008,443.1517,415.3613,238.4917,185.4430,802.8733
2025-05-21 00:00:00-04:00,62.3439,110.5718,159.7828,163.9859,357.1296,433.6733,409.5684,233.9677,182.6070,793.9624
2025-05-22 00:00:00-04:00,61.9825,109.1055,160.9928,165.6198,358.2752,431.7392,411.5246,232.6755,182.7776,788.4510
2025-05-23 00:00:00-04:00,62.4189,108.3108,163.7973,153.6849,353.7964,429.2183,410.1999,232.1397,180.7568,780.6845
2025-05-27 00:00:00-04:00,62.5909,109.6648,168.4906,155.3953,362.2792,438.5653,420.3331,237.0456,186.7168,787.4902
2025-05-28 00:00:00-04:00,62.5338,108.7476,167.5237,155.1941,361.9237,439.6880,416.7096,234.8134,186.3537,783.8727
2025-05-29 00:00:00-04:00,63.0357,106.1068,166.0257,154.9040,360.4538,441.7230,416.7774,237.7576,189.2516,780.4381
2025-05-30 00:00:00-04:00,63.5622,106.3765,167.5004,156.6580,362.5057,439.2756,419.6704,220.9167,185.8085,804.3488
2025-06-02 00:00:00-04:00,63.3273,105.9169,170.2689,156.0780,367.4250,440.0250,421.5357,221.3214,189.1705,816.9130
2025-06-03 00:00:00-04:00,63.0672,105.2842,169.8958,157.9310,364.7293,441.4067,422.8308,221.1065,193.6606,815.9940
2025-06-04 00:00:00-04:00,62.7428,104.6971,163.9906,156.5206,372.4869,444.7433,423.4314,221.2143,195.0851,812.9373
2025-06-05 00:00:00-04:00,62.9137,105.0598,160.1382,157.1663,372.4723,444.3950,425.7035,220.0334,193.9537,782.1010
2025-06-06 00:00:00-04:00,63.5241,106.4741,163.6583,159.0285,378.6332,444.4025,428.6936,223.4792,193.3432,785.2815
2025-06-09 00:00:00-04:00,63.0388,105.9714,163.8124,158.0584,378.5968,424.7194,429.2490,226.1252,195.1974,778.3548
2025-06-10 00:00:00-04:00,63.2924,109.2465,160.6965,158.1223,380.8371,428.2743,428.1578,228.7570,197.5117,779.4803
2025-06-11 00:00:00-04:00,63.0654,107.5815,161.0520,157.3462,379.0694,423.4172,429.4773,228.0909,198.4272,771.3078
2025-06-12 00:00:00-04:00,63.8110,106.9811,164.8683,156.8369,377.3388,418.2489,433.6919,231.0080,200.2615,775.9074
2025-06-13 00:00:00-04:00,63.3087,105.0844,163.2198,153.6404,373.8670,416.8076,428.9151,230.6040,195.4691,766.1678
2025-06-16 00:00:00-04:00,63.6658,102.4340,167.1823,154.8710,381.0330,422.1708,433.2946,228.1248,199.5552,761.4492
2025-06-17 00:00:00-04:00,62.9574,101.7020,165.9376,153.9090,378.8975,416.2373,431.5567,222.3752,198.0085,756.5095
2025-06-18 00:00:00-04:00,63.3764,102.3267,166.2339,151.0256,376.6352,414.5444,431.9110,224.4181,199.0001,754.2936
2025-06-20 00:00:00-04:00,63.3950,104.3617,165.8669,150.4878,369.6797,415.0218,429.1318,221.6784,197.3527,758.5889
2025-06-23 00:00:00-04:00,63.4804,105.7236,170.6900,151.6942,374.1431,418.5401,436.2611,222.9030,199.4944,777.0839
2025-06-24 00:00:00-04:00,63.6221,108.4358,172.9008,153.9248,380.5009,425.2664,439.8964,225.9712,206.2458,774.9001
2025-06-25 00:00:00-04:00,62.5520,107.2232,169.9358,151.3671,382.0171,424.1722,441.1575,224.2100,210.4633,763.0297
2025-06-26 00:00:00-04:00,62.4797,106.4870,173.2263,152.7505,390.3570,431.4799,445.9847,223.9590,211.5531,760.3588
2025-06-27 00:00:00-04:00,62.2350,108.0362,172.3939,152.5961,396.2110,431.9094,443.8622,223.3084,212.8254,762.1853
2025-06-30 00:00:00-04:00,63.1655,109.9360,173.8922,154.5749,397.6585,438.6632,446.8832,224.7829,214.3175,766.0397
2025-07-01 00:00:00-04:00,63.8257,112.2334,168.2115,153.9911,389.2108,436.4014,442.1522,228.9404,208.9803,763.1414
2025-07-02 00:00:00-04:00,63.8055,110.9042,167.1339,153.5788,389.4142,437.9891,440.9422,231.8791,213.3339,760.1880
2025-07-03 00:00:00-04:00,64.6658,112.0075,169.5268,156.1702,392.2016,440.9980,448.4669,231.4444,215.4267,764.0462
2025-07-07 00:00:00-04:00,64.6516,109.8147,172.1037,155.6330,389.5335,434.7431,447.5418,230.0323,213.4182,768.1136
2025-07-08 00:00:00-04:00,63.9407,110.9311,169.8022,156.1357,387.5634,429.2687,447.2432,233.4592,214.9309,763.1353
2025-07-09 00:00:00-04:00,62.9258,109.0044,171.7732,155.9325,393.2519,430.2410,451.7968,237.4634,217.9480,760.3784
2025-07-10 00:00:00-04:00,62.6343,108.4859,170.8857,148.9518,390.0890,429.2607,448.1473,239.3074,218.7588,751.3749
2025-07-11 00:00:00-04:00,62.4640,106.2593,173.8929,145.9984,389.1452,419.1441,448.0330,237.5528,218.9835,751.3301
2025-07-14 00:00:00-04:00,62.7522,108.2686,175.6770,147.8407,392.4473,421.5300,449.2350,239.0724,218.5547,759.5295
2025-07-15 00:00:00-04:00,61.7280,104.2750,172.0939,148.1091,389.8049,418.0967,450.8515,232.8378,224.5520,749.1278
2025-07-16 00:00:00-04:00,62.2882,103.3763,168.5687,148.3161,388.0033,417.3020,451.0570,233.9767,222.3911,736.8258
2025-07-17 00:00:00-04:00,62.8650,104.4322,168.7286,150.8946,389.6815,419.1571,456.5070,232.3660,224.1072,738.7918
2025-07-18 00:00:00-04:00,62.9358,104.0064,174.6294,151.7750,386.4955,419.8307,455.2703,230.0417,222.6933,736.6831
2025-07-21 00:00:00-04:00,63.2838,105.7403,173.7551,152.1267,393.6267,419.2683,456.0277,230.0245,222.6230,734.4144
2025-07-22 00:00:00-04:00,63.9355,107.3711,174.4997,153.9011,389.3808,418.6097,452.8979,236.1934,216.6998,730.1422
2025-07-23 00:00:00-04:00,63.8838,108.2462,176.2867,154.8735,389.9448,415.0025,454.2605,241.0188,219.7301,729.8736
2025-07-24 00:00:00-04:00,64.4221,104.2153,175.5876,153.3188,391.7685,408.6944,457.7385,239.2807,222.8834,724.6798
2025-07-25 00:00:00-04:00,64.5069,88.4276,178.0826,154.9015,391.7062,416.0998,460.4615,237.8177,222.6313,725.9049
2025-07-28 00:00:00-04:00,63.6818,85.9602,177.7930,153.4969,392.0646,415.2685,460.1002,234.5523,226.9024,724.6754
2025-07-29 00:00:00-04:00,64.7520,81.7430,179.2132,153.9465,389.2137,418.1724,461.1309,237.4026,226.3897,725.3939
2025-07-30 00:00:00-04:00,64.5932,81.3875,186.0911,151.6996,389.6715,419.4151,461.6155,238.4967,229.8040,720.1241
2025-07-31 00:00:00-04:00,62.6036,79.6373,187.3977,147.2396,404.4261,400.1204,474.1821,232.3937,224.2956,729.0352
2025-08-01 00:00:00-04:00,63.0084,78.1601,184.6321,143.0429,396.2475,401.2223,465.5754,236.2275,220.4369,739.9004
2025-08-04 00:00:00-04:00,63.7468,77.5598,190.8488,144.9640,407.7924,427.6633,475.2283,240.7830,226.9339,742.4320
2025-08-05 00:00:00-04:00,63.3260,78.4011,185.7189,143.0093,402.5373,416.4426,468.9679,218.0353,224.0324,733.7596
2025-08-06 00:00:00-04:00,61.5053,77.3629,183.7268,144.7549,407.6226,411.4977,468.8837,217.6926,225.9871,753.0100
2025-08-07 00:00:00-04:00,62.7545,76.2269,183.0390,133.9966,405.7487,413.7578,465.6207,216.5354,228.7955,759.4937
2025-08-08 00:00:00-04:00,65.0203,75.6214,182.6855,134.2762,412.8025,415.7243,466.5883,214.7430,230.8240,762.1477
2025-08-11 00:00:00-04:00,64.5605,75.8959,180.7020,131.0712,412.1223,415.7212,464.5426,214.2791,230.1684,768.1013
2025-08-12 00:00:00-04:00,64.3964,77.3102,183.4637,133.1048,420.0266,419.9419,470.8411,219.6668,234.4921,769.7717
2025-08-13 00:00:00-04:00,64.0835,79.2078,179.5647,137.0148,415.2591,424.6089,464.5321,224.0668,234.1733,760.5519
2025-08-14 00:00:00-04:00,63.6701,77.9275,178.7381,135.5409,417.8875,419.4714,464.6476,223.7024,234.8197,757.6874
2025-08-15 00:00:00-04:00,63.9156,79.2530,176.8408,137.4262,419.8570,420.8809,463.6507,226.9427,230.9241,755.1792
2025-08-18 00:00:00-04:00,63.3877,79.0285,176.8411,140.2752,415.4923,419.1103,461.7388,225.3013,232.1699,760.7071
2025-08-19 00:00:00-04:00,63.6603,79.3258,175.4121,139.0356,407.9065,417.7659,454.0329,225.5759,225.5879,762.1446
2025-08-20 00:00:00-04:00,64.4444,78.8570,174.4342,138.6152,405.5698,419.1458,450.8601,229.7673,225.1463,772.6518
2025-08-21 00:00:00-04:00,64.0552,79.3477,173.6119,137.7239,403.1121,411.4209,449.5642,231.4915,223.8923,753.6566
2025-08-22 00:00:00-04:00,63.1373,81.7784,173.1305,136.9545,411.2782,417.8357,452.1776,229.9958,227.9098,745.2526
2025-08-25 00:00:00-04:00,61.5782,80.8207,172.8133,136.8349,413.1936,411.7399,449.5874,225.1950,228.9662,732.4042
