date,timeframe,ticker_choice,index,latest_price,market_state,confidence,recent_ftd_count,recent_dd_count,ftd_dd_ratio,total_ftd_count,total_dd_count,latest_signal,signal_strength,last_ftd_date,last_dd_date,analysis_period,recent_activity_period,ftd_price_threshold,ftd_volume_threshold,dd_price_threshold,dd_volume_threshold
20250901,monthly,2-5,IWM,237.7700042724609,Neutral,Low,0,0,0.0,2,7,FTD (2025-08-11),Neutral,,,50,25,1.5,1.25,-0.2,1.2
