signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-18,0,158.02967834472656,158.02967834472656,17.657638797253277,159.2270166015625
2,2024-07-24,1,174.4527130126953,174.4527130126953,8.753776351542012,172.3968765258789
3,2024-07-29,2,174.4329833984375,174.4329833984375,14.667774382850096,173.2047869873047
4,2024-07-31,3,179.76844787597656,179.76844787597656,13.869819759735705,173.82230682373046
5,2024-09-09,4,193.23681640625,193.23681640625,3.249153739819449,185.5135269165039
6,2024-12-10,5,231.8663482666016,231.8663482666016,3.838507745319053,226.01279388427736
7,2024-12-23,6,220.1092071533203,220.1092071533203,9.673667349853314,229.00369201660158
8,2025-03-12,7,254.67002868652344,254.67002868652344,17.31336197551187,239.7884408569336
9,2025-04-09,8,253.962631225586,253.962631225586,11.715353383972687,256.7994024658203
10,2025-08-29,9,251.9900054931641,251.9900054931641,9.687958828805384,240.4329992675781
