signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value,ema_value
1,2024-01-05,0,226.1000061035156,226.1000061035156,0.0,,223.93370362248714
2,2024-01-08,1,235.58999633789065,235.58999633789065,0.0,,226.72906785315035
3,2024-01-10,2,244.2100067138672,244.2100067138672,0.0,,231.44829620644336
4,2024-01-16,3,240.5599975585937,240.5599975585937,0.0,,234.85283452679005
5,2024-01-18,4,239.4199981689453,239.4199981689453,0.0,,235.71898633424428
6,2024-04-08,5,198.5500030517578,198.5500030517578,24.381884169823046,200.36383361816405,198.23699824340386
7,2024-04-09,6,202.9199981689453,202.9199981689453,24.381884169823046,200.3058334350586,198.66337878247433
8,2024-04-23,7,199.44000244140625,199.44000244140625,7.365024914868195,197.8924997965495,197.9816284231959
9,2024-06-24,8,164.75,164.75,3.5177396646757746,167.24066772460938,163.5657030443708
10,2024-07-25,9,178.22000122070312,178.22000122070312,2.0243275848831144,172.56666717529296,175.37766108273448
11,2024-07-29,10,178.13999938964844,178.13999938964844,2.0243275848831144,173.78700052897136,175.7893076805604
12,2024-08-19,11,159.0,159.0,18.701605926387305,163.7863342285156,155.31860101993556
13,2024-09-18,12,159.83999633789062,159.83999633789062,11.98032944521092,157.01133371988934,161.37469542405586
14,2024-09-19,13,163.10000610351562,163.10000610351562,11.98032944521092,157.86766713460287,161.53154185451254
15,2024-11-01,14,224.3500061035156,224.3500061035156,21.337525451567913,179.93966674804688,188.05708141406748
16,2024-11-05,15,221.5800018310547,221.5800018310547,21.337525451567913,183.80433400472006,193.65858041013936
17,2025-01-16,16,254.25,254.25,2.9996384116661363,258.74566752115885,250.70327380881048
18,2025-05-12,17,223.75,223.75,6.948735163762019,209.0530008951823,214.0320272224851
19,2025-05-13,18,229.5200042724609,229.5200042724609,11.589754544771562,209.63000081380207,215.44002513611932
20,2025-07-23,19,202.57000732421875,202.57000732421875,24.740069683576415,200.41800130208333,199.73176064036312
