signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-09-12,0,7.659999847412109,7.659999847412109,11.851841386289342,7.713600025177002
2,2024-10-24,1,7.519999980926514,7.519999980926514,10.256403986360008,7.802199954986572
3,2025-01-02,2,10.65999984741211,10.65999984741211,17.730498372666226,9.78419997215271
4,2025-01-13,3,9.84000015258789,9.84000015258789,15.540514417240376,10.111599969863892
5,2025-01-15,4,9.789999961853027,9.789999961853027,17.56752402873396,10.18399995803833
6,2025-01-21,5,9.770000457763672,9.770000457763672,4.666709899902344,10.266999988555908
7,2025-03-07,6,11.06999969482422,11.06999969482422,18.367321782839944,10.422799968719483
8,2025-04-02,7,10.5600004196167,10.5600004196167,14.655180918618685,10.557799949645997
9,2025-08-06,8,12.789999961853027,12.789999961853027,17.85714772282947,11.419599990844727
10,2025-08-13,9,12.050000190734863,12.050000190734863,16.974170910400012,11.564399967193603
