signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-18,0,434.33441162109375,434.33441162109375,7.421478151839565,424.47819946289064
2,2024-04-05,1,437.3029174804688,437.3029174804688,1.6163759862924012,432.53492614746096
3,2024-05-31,2,447.4692687988281,447.4692687988281,18.20647974856747,437.17184875488283
4,2024-07-22,3,479.6130981445313,479.6130981445313,4.394818257188839,468.19876586914063
5,2024-07-31,4,468.42620849609375,468.42620849609375,9.754707321978671,470.8632293701172
6,2024-11-01,5,485.3755187988281,485.3755187988281,0.5682166735970855,479.5769451904297
7,2024-11-05,6,490.1353759765625,490.1353759765625,12.840850972013962,480.0593151855469
8,2024-12-20,7,516.473876953125,516.473876953125,1.3426754343269276,504.862041015625
9,2025-01-03,8,517.2269287109375,517.2269287109375,14.914757353781399,509.19627685546874
10,2025-01-13,9,504.2408752441406,504.2408752441406,11.969210123674275,511.19422729492186
11,2025-01-15,10,515.351806640625,515.351806640625,19.0645309452323,512.0545373535156
12,2025-06-23,11,531.6500244140625,531.6500244140625,16.386661065775073,499.0632513427734
13,2025-08-04,12,564.0999755859375,564.0999755859375,9.58610473574052,543.6971118164063
14,2025-08-22,13,571.969970703125,571.969970703125,18.13727934576643,557.3750598144532
