signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-07-22,0,245.259994506836,245.259994506836,17.22460798918232,230.37899963378905
2,2024-07-29,1,242.5800018310547,242.5800018310547,10.856847608156878,232.82359924316407
3,2024-08-06,2,234.22999572753903,234.22999572753903,9.704193084223888,234.9339990234375
4,2024-09-09,3,255.6699981689453,255.6699981689453,2.9152080481209905,247.09979919433593
5,2024-10-08,4,275.0799865722656,275.0799865722656,12.309459501412562,256.0379995727539
6,2024-11-01,5,286.57000732421875,286.57000732421875,3.5478493781076805,271.7225994873047
7,2024-12-02,6,296.6499938964844,296.6499938964844,7.634997065148825,290.055400390625
8,2024-12-20,7,298.1199951171875,298.1199951171875,13.077304246941567,298.8620001220703
9,2025-01-08,8,296.3699951171875,296.3699951171875,14.094541924383762,300.74580017089846
10,2025-02-13,9,303.4800109863281,303.4800109863281,17.31488406881077,299.95
11,2025-06-16,10,299.29998779296875,299.29998779296875,14.166671376174786,281.66819946289064
12,2025-07-14,11,294.54998779296875,294.54998779296875,1.2377388160658607,296.8871990966797
13,2025-08-04,12,302.5,302.5,14.733276367187878,299.9369989013672
