signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-18,0,177.06578063964844,177.06578063964844,6.703882219497813,175.22578552246094
2,2024-04-08,1,178.5691680908203,178.5691680908203,14.553250258222935,177.4655325317383
3,2024-04-11,2,178.06475830078125,178.06475830078125,11.840221024581798,177.88451141357422
4,2024-07-22,3,188.2112731933593,188.2112731933593,9.819055784985899,179.9912530517578
5,2024-07-29,4,184.02835083007807,184.02835083007807,17.423828432269715,180.55517791748048
6,2024-09-09,5,183.43360900878903,183.43360900878903,1.3134149889890905,182.67514190673828
7,2024-10-04,6,196.8336944580078,196.8336944580078,11.111232111528857,185.68028717041017
8,2024-10-08,7,195.6616668701172,195.6616668701172,9.320882047936893,186.16833984375
9,2024-10-24,8,198.83013916015625,198.83013916015625,14.693306736069532,191.2601705932617
10,2024-12-20,9,227.3664093017578,227.3664093017578,10.217875407504861,213.20336883544923
11,2025-01-03,10,224.78204345703125,224.78204345703125,7.108412423655093,218.04962829589843
12,2025-01-08,11,221.9259796142578,221.9259796142578,16.47141136401829,219.60673400878906
13,2025-01-13,12,220.9905700683593,220.9905700683593,8.09178587096498,220.44542755126952
14,2025-02-13,13,225.99610900878903,225.99610900878903,15.491990926894093,227.607151184082
15,2025-06-06,14,211.71983337402344,211.71983337402344,18.277232958223067,200.92499420166016
16,2025-06-23,15,214.3999938964844,214.3999938964844,13.00609676365295,204.99166473388675
17,2025-08-04,16,218.6300048828125,218.6300048828125,10.643341760615304,217.28698089599612
