level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
133.62280962740195,2024-09-16,177,2024-09-16,-1,2024-10-01,188.0,True,True
140.20669534883888,2024-10-15,198,2024-10-15,-1,2024-11-06,214.0,True,True
147.53998716393596,2024-11-11,217,2024-11-11,-1,2025-02-05,274.0,True,True
148.5287444886003,2025-02-06,275,2025-02-06,-1,2025-02-25,287.0,True,True
156.05836707314344,2025-03-10,296,2025-03-10,-1,2025-05-19,345.0,True,True
160.02614858036037,2025-06-06,358,2025-06-06,-1,,,True,False
