signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-06-14,0,276.260009765625,276.260009765625,9.224490820514568,269.71759857177733
2,2024-08-19,1,355.0599975585937,355.0599975585937,17.32612232446974,320.3118011474609
3,2024-08-23,2,348.7300109863281,348.7300109863281,13.742464481508538,325.8472021484375
4,2024-09-11,3,327.4200134277344,327.4200134277344,10.542874882683904,338.5922027587891
5,2024-09-27,4,326.2200012207031,326.2200012207031,10.14580526126545,344.0306018066406
6,2024-11-20,5,389.1199951171875,389.1199951171875,15.58945081885335,346.252998046875
7,2024-11-22,6,388.2699890136719,388.2699890136719,12.815524775541233,348.11119750976565
8,2024-11-26,7,390.2900085449219,390.2900085449219,14.563111727388625,349.9519976806641
9,2024-12-10,8,377.9599914550781,377.9599914550781,0.21561178473038656,361.82999755859373
10,2024-12-24,9,352.19000244140625,352.19000244140625,13.469010959228958,369.45999816894533
11,2025-01-02,10,349.3500061035156,349.3500061035156,4.921578959733909,371.5603979492187
12,2025-01-14,11,346.2900085449219,346.2900085449219,14.783232041922034,373.6717987060547
13,2025-03-14,12,351.5,351.5,12.926301770503342,355.38699829101563
14,2025-06-02,13,394.7799987792969,394.7799987792969,16.755084602200256,377.5473980712891
15,2025-06-05,14,391.2699890136719,391.2699890136719,15.684357633059367,378.8377972412109
16,2025-06-20,15,386.3699951171875,386.3699951171875,18.012112341283462,384.4389978027344
17,2025-07-14,16,399.6099853515625,399.6099853515625,1.3442743019981371,401.1571990966797
