signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-05-30,0,291.5936584472656,291.5936584472656,2.396932869587095,275.93967803955076
2,2024-06-14,1,289.2880249023437,289.2880249023437,19.77758204476052,281.8063943481445
3,2024-08-06,2,318.67022705078125,318.67022705078125,14.976423645027369,307.1639813232422
4,2024-08-08,3,314.5433654785156,314.5433654785156,14.679595436636042,307.76770751953126
5,2024-09-09,4,317.9333801269531,317.9333801269531,9.363719508561365,316.6803839111328
6,2024-10-22,5,311.8267517089844,311.8267517089844,14.09797863003594,317.60639587402346
7,2025-03-28,6,304.2611389160156,304.2611389160156,14.303692942199342,297.1054620361328
8,2025-04-07,7,287.1523132324219,287.1523132324219,2.8081046403806518,300.83605712890625
9,2025-04-09,8,288.5400695800781,288.5400695800781,7.335286953068509,301.0861279296875
10,2025-08-01,9,296.8800048828125,296.8800048828125,8.484166410627303,291.1675988769531
11,2025-08-08,10,288.2300109863281,288.2300109863281,11.139582785324816,292.9049993896484
12,2025-08-13,11,289.3299865722656,289.3299865722656,13.921468313152022,292.88919921875
13,2025-09-05,12,283.6400146484375,283.6400146484375,7.053318026722791,293.20399963378907
