signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-18,0,308.45001220703125,308.45001220703125,16.177152661785755,273.7408010864258
2,2024-04-05,1,309.8999938964844,309.8999938964844,11.96227833395975,289.6920007324219
3,2024-04-23,2,301.5599975585937,301.5599975585937,6.360286573767076,301.12140014648435
4,2024-08-06,3,295.0,295.0,15.575949430291894,295.81780212402344
5,2024-08-27,4,363.4299926757813,363.4299926757813,11.495830440354233,320.901201171875
6,2024-08-30,5,364.9700012207031,364.9700012207031,19.72429758107679,325.0130010986328
7,2024-09-04,6,355.3500061035156,355.3500061035156,2.6262370751242554,327.546201171875
8,2024-11-04,7,431.5700073242188,431.5700073242188,10.551968750901613,403.67339965820315
9,2024-12-13,8,644.9099731445312,644.9099731445312,7.9537958858089555,535.2374005126953
10,2024-12-20,9,631.6900024414062,631.6900024414062,12.953618642168944,555.4748010253907
11,2024-12-30,10,604.3200073242188,604.3200073242188,15.09762375975244,573.8568005371094
12,2025-01-03,11,601.0599975585938,601.0599975585938,15.274169471878801,583.061400756836
13,2025-01-08,12,577.3400268554688,577.3400268554688,18.72795525857203,590.6564025878906
14,2025-07-14,13,750.260009765625,750.260009765625,6.174791307174547,746.8233959960937
15,2025-07-24,14,709.260009765625,709.260009765625,9.697079016493241,761.5971960449219
16,2025-08-18,15,791.6199951171875,791.6199951171875,14.593333161789884,774.1975939941407
17,2025-08-21,16,763.510009765625,763.510009765625,19.019980788622277,773.0851953125
