signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-10,0,156.60000610351562,156.60000610351562,10.563378218496684,115.71904022216796
2,2024-04-22,1,132.4010009765625,132.4010009765625,8.564641185505815,128.53286026000976
3,2024-05-02,2,112.94200134277344,112.94200134277344,4.752251608632079,136.58828033447264
4,2024-06-17,3,150.7259979248047,150.7259979248047,18.567204595768647,142.50809982299805
5,2024-06-25,4,149.57400512695312,149.57400512695312,12.69438158821586,141.97825973510743
6,2024-11-27,5,388.8399963378906,388.8399963378906,15.629738194601988,248.82420043945314
7,2024-12-04,6,406.0,406.0,17.011687726878662,267.90239990234375
8,2024-12-20,7,364.2000122070313,364.2000122070313,2.6110410392396837,317.7228009033203
9,2024-12-24,8,358.17999267578125,358.17999267578125,12.62748763457239,323.2458010864258
10,2025-01-03,9,339.6600036621094,339.6600036621094,14.2436619008125,336.58320098876953
11,2025-01-29,10,341.25,341.25,16.59766272289401,366.5640014648437
12,2025-06-02,11,372.2699890136719,372.2699890136719,15.570622851912802,351.0346005249023
13,2025-06-06,12,374.4700012207031,374.4700012207031,15.172526443015098,354.993600769043
14,2025-06-23,13,367.1799926757813,367.1799926757813,15.465037967004628,372.9278009033203
15,2025-08-06,14,383.4100036621094,383.4100036621094,16.74096276435915,395.15559936523437
