signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-19,0,91.20529174804688,91.20529174804688,6.896542718758206,86.64598266601563
2,2024-05-03,1,88.90042877197266,88.90042877197266,19.109443888836683,88.68993011474609
3,2024-05-28,2,88.65074157714844,88.65074157714844,7.021732240052722,90.60142242431641
4,2024-05-31,3,89.50544738769531,89.50544738769531,13.562858548561579,90.59085830688477
5,2024-10-17,4,88.47061157226562,88.47061157226562,10.714378437455066,86.67516693115235
6,2024-10-31,5,86.46967315673828,86.46967315673828,10.893909035010386,86.76308197021484
7,2025-02-27,6,88.19902801513672,88.19902801513672,17.233998173073843,87.47577774047852
8,2025-03-04,7,85.60060119628906,85.60060119628906,13.477497405798383,87.5720133972168
9,2025-03-06,8,84.60650634765625,84.60650634765625,18.57619835916295,87.68387252807617
10,2025-06-26,9,85.75,85.75,7.983493716664575,82.74519638061524
11,2025-07-01,10,85.45999908447266,85.45999908447266,10.63821309777139,83.09036895751953
12,2025-07-23,11,86.80999755859375,86.80999755859375,12.747284440405247,84.97130310058594
13,2025-08-05,12,85.51000213623047,85.51000213623047,12.469477788037345,85.5843017578125
14,2025-08-13,13,85.63999938964844,85.63999938964844,12.873686998279439,85.98102096557618
