signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-27,0,37.62015914916992,37.62015914916992,2.0487841680282255,36.89797019958496
2,2024-04-05,1,36.75819396972656,36.75819396972656,6.875075962170476,36.9359757232666
3,2024-06-27,2,36.86073684692383,36.86073684692383,18.699051567678243,36.02675323486328
4,2024-07-26,3,39.40518951416016,39.40518951416016,14.521642015067144,37.249860229492185
5,2024-09-30,4,43.519962310791016,43.519962310791016,18.445374319963975,41.56276580810547
6,2024-10-04,5,42.39957427978516,42.39957427978516,9.3525971971087,41.85520317077637
7,2024-10-11,6,42.3118896484375,42.3118896484375,7.352998319350853,42.0832585144043
8,2024-10-30,7,42.837989807128906,42.837989807128906,13.970797478470686,42.785766220092775
9,2024-11-04,8,42.10729598999024,42.10729598999024,1.321702108743736,42.821666107177734
10,2024-11-07,9,42.05857849121094,42.05857849121094,16.12907834924787,42.83015205383301
11,2025-03-07,10,41.82157897949219,41.82157897949219,11.406800365938436,40.9051863861084
12,2025-03-14,11,40.8171501159668,40.8171501159668,1.7495165775493835,40.98691909790039
13,2025-05-27,12,40.93966293334961,40.93966293334961,18.25619079858478,40.49840591430664
14,2025-06-26,13,40.970001220703125,40.970001220703125,3.6583890806576167,41.023827743530276
15,2025-07-16,14,41.7599983215332,41.7599983215332,16.854115589692594,41.357544860839845
16,2025-08-04,15,41.63999938964844,41.63999938964844,13.054824045927738,41.61991661071777
