signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-15,0,199.058334350586,199.058334350586,18.164031049737957,195.14874481201173
2,2024-03-19,1,198.75344848632807,198.75344848632807,10.546801654956292,195.46895233154297
3,2024-04-08,2,202.6793365478516,202.6793365478516,17.444353981454217,198.7876205444336
4,2024-04-11,3,199.4454345703125,199.4454345703125,11.264181864567874,199.1426010131836
5,2024-05-24,4,202.55116271972656,202.55116271972656,11.320691712744603,199.88821472167967
6,2024-05-30,5,201.1807098388672,201.1807098388672,4.380553259836264,200.0284994506836
7,2024-08-06,6,202.0883331298828,202.0883331298828,17.225167255017674,205.4323309326172
8,2024-08-08,7,204.5501708984375,204.5501708984375,16.53615379590496,205.42072296142578
9,2024-09-11,8,206.55723571777344,206.55723571777344,16.589897770499608,210.46907440185547
10,2024-10-28,9,220.69461059570312,220.69461059570312,15.510116608536975,215.98406646728515
11,2024-11-04,10,218.34341430664065,218.34341430664065,19.35093176528846,216.5075503540039
12,2024-12-11,11,235.8831329345703,235.8831329345703,10.038581951443993,227.06882507324218
13,2024-12-16,12,232.57955932617188,232.57955932617188,11.038980960279384,228.04739807128905
14,2024-12-24,13,222.2752227783203,222.2752227783203,16.28343865142816,228.61077239990234
15,2025-08-04,14,219.72999572753903,219.72999572753903,17.954070759530204,215.5011721801758
