signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-18,0,120.87000274658205,120.87000274658205,14.996270260809977,126.8539990234375
2,2024-07-22,1,121.22000122070312,121.22000122070312,7.826076306208747,120.79889999389648
3,2024-07-25,2,120.30999755859376,120.30999755859376,0.555182880502357,120.95369979858398
4,2024-10-24,3,123.88999938964844,123.88999938964844,4.40741418798501,117.36079956054688
5,2024-11-12,4,123.41000366210938,123.41000366210938,12.267090311146493,120.02579956054687
6,2024-12-16,5,155.82000732421875,155.82000732421875,9.764492212326063,136.80099990844727
7,2024-12-20,6,149.4600067138672,149.4600067138672,4.378344752736465,138.84399993896486
8,2024-12-24,7,148.39999389648438,148.39999389648438,19.592332935303094,139.58260009765624
9,2025-01-03,8,144.8300018310547,144.8300018310547,12.016943155473815,141.81100036621095
10,2025-01-08,9,141.8800048828125,141.8800048828125,10.581506473708785,142.9572003173828
11,2025-01-14,10,139.16000366210938,139.16000366210938,11.802325256733138,143.64300033569336
12,2025-01-17,11,138.39999389648438,138.39999389648438,16.054131205485373,144.48059997558593
13,2025-08-04,12,139.1300048828125,139.1300048828125,8.117068863392978,132.69440017700197
14,2025-08-06,13,136.9600067138672,136.9600067138672,1.1270551872445307,133.48980041503907
15,2025-08-18,14,129.07000732421875,129.07000732421875,14.972640957378543,135.24980102539064
16,2025-08-21,15,129.14999389648438,129.14999389648438,19.702924879400054,135.71700103759767
