signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-05-31,0,147.4550018310547,147.4550018310547,6.026222182972606,145.89520080566408
2,2024-06-05,1,147.7050018310547,147.7050018310547,9.608567979515712,146.10020080566406
3,2024-07-12,2,168.25,168.25,11.442273941660135,157.2395004272461
4,2024-07-19,3,165.44500732421875,165.44500732421875,14.313951215274006,159.05310089111327
5,2024-07-26,4,163.40499877929688,163.40499877929688,5.6089518259812765,160.4581005859375
6,2024-07-31,5,162.36500549316406,162.36500549316406,9.659967265540613,160.63160064697266
7,2024-09-09,6,172.02499389648438,172.02499389648438,6.14719500652323,167.6999005126953
8,2024-10-24,7,182.2899932861328,182.2899932861328,2.3089158179619305,175.4373992919922
9,2024-10-29,8,182.69500732421875,182.69500732421875,18.05456891343847,176.1717999267578
10,2024-11-01,9,181.32000732421875,181.32000732421875,10.40877593617417,176.22419982910156
11,2024-12-24,10,189.509994506836,189.509994506836,14.439969084321863,191.86720001220704
12,2025-05-22,11,186.13999938964844,186.13999938964844,15.61379802017686,179.03939910888673
13,2025-07-03,12,201.82000732421875,201.82000732421875,17.413332542233082,192.5468002319336
14,2025-07-14,13,190.72000122070312,190.72000122070312,3.5421077656130424,194.61060089111328
