signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value,ema_value
1,2024-01-08,0,147.5500030517578,147.5500030517578,0.0,,147.30467814167926
2,2024-01-09,1,150.47999572753906,150.47999572753906,0.0,,147.96747482595995
3,2024-01-11,2,151.3300018310547,151.3300018310547,0.0,,148.72984640941286
4,2024-03-14,3,123.1999969482422,123.1999969482422,13.777362894465394,125.29966684977214,123.04295401722013
5,2024-04-09,4,121.0999984741211,121.0999984741211,20.099697527839268,120.97866719563802,120.60899968004746
6,2024-04-22,5,124.13999938964844,124.13999938964844,14.523589726216873,119.53199996948243,118.25742502732886
7,2024-04-23,6,128.02000427246094,128.02000427246094,17.02124656289005,120.06966679890951,119.14545679612992
8,2024-06-06,7,143.8300018310547,143.8300018310547,7.559155173713652,141.34100087483725,144.13156838358037
9,2024-06-07,8,143.89999389648438,143.89999389648438,7.559155173713652,141.9446673075358,144.1105155684814
10,2024-06-10,9,148.47999572753906,148.47999572753906,7.559155173713652,142.58366724650065,144.5077511407129
11,2024-06-12,10,151.0,151.0,14.725166607417346,144.11466700236002,145.29815744740424
12,2024-10-18,11,124.62000274658205,124.62000274658205,2.0443657477731256,122.24433364868165,130.50983657500456
13,2024-10-21,12,124.86000061035156,124.86000061035156,2.0443657477731256,123.32433369954427,129.99621512164043
14,2024-10-22,13,128.50999450683594,128.50999450683594,3.9280288411715123,124.50600026448568,129.86110415617227
15,2024-12-09,14,110.33000183105467,110.33000183105467,13.097418172472675,111.62766672770182,106.73911123627875
16,2025-01-15,15,100.6999969482422,100.6999969482422,4.751382985360006,99.84166641235352,99.4709508832218
17,2025-03-05,16,120.20999908447266,120.20999908447266,2.812932126651515,116.05166702270508,117.06709338719654
18,2025-03-07,17,119.91999816894533,119.91999816894533,14.469740721801625,117.14000015258789,117.55396128534153
19,2025-04-01,18,122.19000244140624,122.19000244140624,7.449032386048344,121.6783327738444,122.15875135342174
20,2025-07-15,19,105.05999755859376,105.05999755859376,4.896171152050459,103.1023338317871,104.49657996059159
21,2025-07-16,20,105.12999725341795,105.12999725341795,4.896171152050459,103.39200032552084,104.55416335084853
22,2025-07-17,21,107.9499969482422,107.9499969482422,4.896171152050459,103.71266682942708,104.86287549606614
23,2025-08-04,22,112.04000091552734,112.04000091552734,9.429439559695522,108.77699966430664,111.12637424799594
24,2025-08-05,23,112.62000274658205,112.62000274658205,9.429439559695522,109.1326665242513,111.2621586569583
25,2025-08-06,24,113.94000244140624,113.94000244140624,9.429439559695522,109.3586664835612,111.50559900099903
26,2025-09-02,25,121.69000244140624,121.69000244140624,18.47015474194335,117.65200017293294,119.2631891390314
27,2025-09-03,26,124.38999938964844,124.38999938964844,18.47015474194335,117.96366678873697,119.7292627981784
