signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-07-08,0,65.43951416015625,65.43951416015625,11.021099079920834,63.53558090209961
2,2024-08-08,1,73.22831726074219,73.22831726074219,1.1111784293914506,67.22692687988281
3,2024-08-13,2,71.66861724853516,71.66861724853516,9.30227294700363,67.82957405090332
4,2024-11-21,3,87.76828002929688,87.76828002929688,19.89077074723133,85.3438882446289
5,2025-01-10,4,88.62429809570312,88.62429809570312,2.522508860259582,89.91485061645508
6,2025-03-17,5,111.46852111816406,111.46852111816406,6.566214262960892,100.63512344360352
7,2025-03-25,6,107.12933349609376,107.12933349609376,17.793759069905803,102.71917846679688
8,2025-04-09,7,104.50794219970705,104.50794219970705,10.733589740310695,106.495068359375
9,2025-06-20,8,108.5,108.5,14.648297616298901,105.29618850708007
10,2025-06-24,9,107.1999969482422,107.1999969482422,11.398168096185197,105.46012786865235
11,2025-07-16,10,109.8499984741211,109.8499984741211,5.374498932630422,107.41318572998047
12,2025-07-22,11,110.16999816894533,110.16999816894533,7.4438002085224015,108.2236717224121
13,2025-08-08,12,119.41000366210938,119.41000366210938,19.20527960980605,110.80276153564454
14,2025-09-04,13,112.7699966430664,112.7699966430664,17.793953963235857,113.2929997253418
