signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-03-18,0,494.7928466796875,494.7928466796875,17.027706460865122,441.28105712890624
2,2024-04-01,1,489.1876525878906,489.1876525878906,12.737013844341549,465.1288806152344
3,2024-04-18,2,499.5916442871094,499.5916442871094,15.85121529480435,491.6401171875
4,2024-04-23,3,493.9167175292969,493.9167175292969,15.875772163747744,492.6893212890625
5,2024-07-19,4,475.16302490234375,475.16302490234375,19.990484894073486,490.2102349853516
6,2024-08-30,5,519.5310668945312,519.5310668945312,18.156092918621002,502.82328063964843
7,2024-09-04,6,510.9903259277344,510.9903259277344,8.817821070343491,503.43737854003905
8,2024-10-22,7,580.5772705078125,580.5772705078125,19.522453785674312,547.3534893798828
9,2024-10-25,8,571.8388061523438,571.8388061523438,16.2260904912317,549.6200543212891
10,2024-11-05,9,571.0208740234375,571.0208740234375,6.441888105297163,556.3030865478515
11,2024-11-19,10,559.7088012695312,559.7088012695312,8.694780713024445,568.7937854003907
12,2024-11-25,11,563.7188720703125,563.7188720703125,19.9369023754008,571.9663330078125
13,2024-12-23,12,598.8560180664062,598.8560180664062,9.069635863601839,584.7913073730468
14,2025-01-02,13,598.2470092773438,598.2470092773438,10.521314485983677,586.9410681152344
15,2025-02-26,14,672.5836791992188,672.5836791992188,15.790018552336075,647.9469787597657
16,2025-02-28,15,667.0927734375,667.0927734375,16.537111580075145,649.4706176757812
17,2025-03-05,16,655.3822021484375,655.3822021484375,19.616033639005927,651.6799487304687
18,2025-03-07,17,624.6232299804688,624.6232299804688,5.335311442770236,653.1329370117187
19,2025-03-12,18,618.5333862304688,618.5333862304688,18.510560909761562,653.37873046875
20,2025-03-14,19,607.1328125,607.1328125,4.3593058049966675,653.5330859375
21,2025-05-27,20,641.826171875,641.826171875,14.481232026525353,578.9693231201172
22,2025-06-23,21,698.530029296875,698.530029296875,12.409351609570182,617.0503161621094
23,2025-07-18,22,704.280029296875,704.280029296875,10.638256105774023,680.9137036132812
24,2025-07-31,23,773.4400024414062,773.4400024414062,11.95591053266584,696.5676403808594
25,2025-08-20,24,747.719970703125,747.719970703125,4.521208050546309,727.6309631347656
26,2025-08-22,25,754.7899780273438,754.7899780273438,12.413755687260537,729.5994360351563
27,2025-09-02,26,735.1099853515625,735.1099853515625,17.183692538618597,736.1405981445313
