level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
94.38767172526951,2024-09-27,186,2024-09-27,-1,,,True,False
94.70734322304476,2025-02-13,280,2025-02-13,-1,,,True,False
78.7699966430664,2025-07-28,392,2025-07-28,-1,,,True,False
