signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value,ema_value
1,2024-01-08,0,206.64328002929688,206.64328002929688,0.0,,206.54596522566283
2,2024-01-18,1,206.09786987304688,206.09786987304688,0.0,,204.94707119578027
3,2024-01-19,2,212.6720428466797,212.6720428466797,21.04583104187156,,205.9357167459238
4,2024-01-22,3,213.13954162597656,213.13954162597656,23.395277335558255,,206.82470949163476
5,2024-02-02,4,209.3898468017578,209.3898468017578,10.119486353942738,,209.14160248058172
6,2024-02-05,5,215.2627716064453,215.2627716064453,10.119486353942738,,209.76095225759386
7,2024-02-06,6,217.19119262695312,217.19119262695312,23.13668928034901,,210.50511158250367
8,2024-03-20,7,235.99766540527344,235.99766540527344,10.812496748807883,235.73715209960938,236.86611170430467
9,2024-03-21,8,240.7318572998047,240.7318572998047,10.812496748807883,236.57475941975912,237.21924114503523
10,2024-04-08,9,239.56787109375,239.56787109375,8.633060608043964,240.1045389811198,237.4908034226704
11,2024-04-09,10,246.326889038086,246.326889038086,8.633060608043964,240.40078125,238.29531655695965
12,2024-04-11,11,238.99075317382807,238.99075317382807,22.23024385038787,240.32907257080078,238.1531072774953
13,2024-04-24,12,229.90377807617188,229.90377807617188,5.392887532890905,232.5633514404297,228.19564527465755
14,2024-04-25,13,232.8773498535156,232.8773498535156,14.48376616052086,232.17785135904947,228.62146265984862
15,2024-06-05,14,269.6752319335937,269.6752319335937,11.555602992630975,257.84814605712893,261.9533139398668
16,2024-06-17,15,266.28643798828125,266.28643798828125,21.630710274640702,265.00502115885416,265.6715596287516
17,2024-06-18,16,266.4238586425781,266.4238586425781,21.630710274640702,265.4206029256185,265.7399514300737
18,2024-06-21,17,266.0606384277344,266.0606384277344,6.288102425034904,266.0328079223633,265.280432892703
19,2024-07-02,18,267.0521545410156,267.0521545410156,10.82239023204601,266.7002461751302,264.34358999734235
20,2024-07-22,19,278.6063232421875,278.6063232421875,4.253056725544502,269.0695841471354,270.9477125055389
21,2024-08-30,20,251.6596069335937,251.6596069335937,17.385846722475883,245.45091603597004,246.856659965601
22,2024-10-09,21,234.9725952148437,234.9725952148437,21.833686958778806,231.89100952148436,232.80981849687163
23,2024-10-23,22,233.01046752929688,233.01046752929688,16.357240767625843,231.24486846923827,231.66512789803667
24,2024-10-24,23,235.7120819091797,235.7120819091797,16.357240767625843,231.7023701985677,232.03303280923413
25,2024-10-25,24,239.7546844482422,239.7546844482422,24.30396178001331,232.13719482421874,232.7350011419499
26,2024-11-01,25,235.2486724853516,235.2486724853516,24.479397976054834,234.07632141113282,235.67752416286982
27,2024-11-25,26,230.57505798339844,230.57505798339844,18.851313171466206,228.72401224772136,225.3754605765347
28,2025-01-15,27,211.5281982421875,211.5281982421875,12.553851453380098,212.66697743733724,210.49846639977264
29,2025-02-05,28,211.2112579345703,211.2112579345703,13.282513911697684,209.47557881673177,209.56205402725388
30,2025-02-06,29,214.75718688964844,214.75718688964844,19.308712933345646,209.6928253173828,210.0343388329279
31,2025-03-07,30,220.44256591796875,220.44256591796875,0.9836851507238101,216.9629943847656,218.36600602019337
32,2025-03-24,31,210.14028930664065,210.14028930664065,15.706690494368054,215.11452891031897,209.33006947657185
33,2025-03-25,32,210.3493194580078,210.3493194580078,15.706690494368054,215.19111989339189,209.4227285657933
34,2025-05-27,33,197.9769897460937,197.9769897460937,11.742686893314254,190.1431889851888,196.77023364551113
35,2025-06-03,34,198.03672790527344,198.03672790527344,11.715687478612905,194.1906524658203,195.78020404414377
36,2025-06-04,35,209.0453948974609,209.0453948974609,11.715687478612905,195.3638493855794,196.98613048535444
37,2025-06-23,36,209.88150024414065,209.88150024414065,10.856419541795802,205.64325866699218,207.03081146315165
38,2025-06-24,37,217.4960021972656,217.4960021972656,10.856419541795802,206.5268061319987,207.9821924389802
39,2025-07-17,38,224.5,224.5,22.762670316107478,218.82135416666668,221.55187304350235
40,2025-07-18,39,225.8999938964844,225.8999938964844,22.762670316107478,219.38317413330077,221.9471567574098
41,2025-07-21,40,228.2700042724609,228.2700042724609,22.762670316107478,220.12751210530598,222.5219610769599
42,2025-08-12,41,220.0500030517578,220.0500030517578,6.427848954820927,221.506667582194,215.77111513330195
43,2025-08-13,42,230.5200042724609,230.5200042724609,6.427848954820927,221.81700083414714,217.11192323686186
44,2025-08-14,43,231.5399932861328,231.5399932861328,6.427848954820927,221.8300008138021,218.42356596861376
