signal_number,date,bar_index,price_level,close_price,stochastic_value,sma_value
1,2024-04-19,0,188.27862548828125,188.27862548828125,13.613095027429958,191.67277465820314
2,2024-05-30,1,195.7548828125,195.7548828125,1.734179489532593,192.52559661865234
3,2024-07-10,2,208.9864196777344,208.9864196777344,0.6380942644718662,200.2964486694336
4,2024-08-08,3,194.69284057617188,194.69284057617188,8.45785363498256,204.15797943115234
5,2024-10-04,4,199.6376342773437,199.6376342773437,13.837827343465037,198.2354000854492
6,2024-10-08,5,202.79217529296875,202.79217529296875,18.702572582387024,198.399775390625
7,2024-11-01,6,204.9376678466797,204.9376678466797,13.283199254211643,203.6192236328125
8,2024-12-10,7,225.5281677246093,225.5281677246093,18.293764485241084,215.0344760131836
9,2024-12-20,8,224.7799530029297,224.7799530029297,16.75162757435147,218.76421112060547
10,2024-12-24,9,225.3509521484375,225.3509521484375,18.645387078106868,219.24807220458985
11,2025-01-03,10,223.0078582763672,223.0078582763672,8.92864609192715,220.24683135986328
12,2025-01-14,11,215.11219787597656,215.11219787597656,18.45560573209692,221.63992553710938
13,2025-06-23,12,223.5761260986328,223.5761260986328,15.579410732899644,214.04039367675782
