level,detection_date,detection_bar,confirmation_date,confirmation_bar,breakout_date,breakout_bar,is_confirmed,is_broken
269.6600036621094,2025-01-22,264,2025-01-22,-1,2025-06-24,369.0,True,True
302.9800109863281,2025-08-13,404,2025-08-13,-1,,,True,False
