Date,Consumer non-durables,Electronic technology,Finance,Health technology,Retail trade,Technology services
2000-01-01 00:00:00-05:00,23.0053,131.0702,36702.1235,28.9959,22.4831,24.7592
2000-01-08 00:00:00-05:00,23.1098,130.7995,33912.7153,27.8996,21.6072,25.8409
2000-01-15 00:00:00-05:00,21.7391,124.8442,34366.1599,26.4672,20.9251,28.9216
2000-01-22 00:00:00-05:00,20.3549,116.0737,33976.5432,26.1750,19.0146,23.0081
2000-01-29 00:00:00-05:00,19.4970,122.6246,33164.5906,25.7700,20.3004,27.6693
2000-02-05 00:00:00-05:00,19.2809,115.8572,29366.8628,24.4597,20.0492,28.9839
2000-02-12 00:00:00-05:00,18.8064,108.3860,33065.7518,23.7177,17.6046,29.4380
2000-02-19 00:00:00-05:00,17.3138,109.2522,29299.3283,22.6760,16.9988,34.0020
2000-02-26 00:00:00-05:00,17.9374,120.7297,29269.2527,23.1690,18.4370,35.9441
2000-03-04 00:00:00-05:00,12.5504,114.0706,26832.9840,24.0215,17.5799,38.1874
2000-03-11 00:00:00-05:00,13.4930,121.5202,33328.2196,24.9128,20.6517,36.3458
2000-03-18 00:00:00-05:00,13.1123,138.1899,35602.0036,24.4518,20.8687,38.6999
2000-03-25 00:00:00-05:00,13.1494,135.2035,37159.4963,24.3560,21.0337,34.0883
2000-04-01 00:00:00-05:00,14.0076,137.9728,36899.4583,25.1211,21.6551,38.3653
2000-04-08 00:00:00-04:00,14.0355,126.6243,37677.7653,25.9546,19.9580,26.6964
2000-04-15 00:00:00-04:00,15.1390,137.7013,38782.7178,29.0849,20.0019,30.4789
2000-04-22 00:00:00-04:00,13.6450,136.6153,38522.0609,29.6687,19.2459,34.4920
2000-04-29 00:00:00-04:00,13.7833,137.2669,36380.1422,30.5154,18.0292,33.3070
2000-05-06 00:00:00-04:00,14.8136,136.1809,35731.3952,29.3145,18.9369,31.6704
2000-05-13 00:00:00-04:00,14.7053,135.2035,38458.1024,29.9129,18.4750,30.3455
2000-05-20 00:00:00-04:00,15.3684,129.1763,37288.8095,30.6188,17.0920,29.0495
2000-05-27 00:00:00-04:00,14.8303,137.4841,38850.7179,28.5692,19.1745,35.9041
2000-06-03 00:00:00-04:00,13.8134,129.9908,39044.0280,29.6379,17.3595,37.1937
2000-06-10 00:00:00-04:00,13.9522,133.2488,37030.6523,32.3694,17.6734,36.0125
2000-06-17 00:00:00-04:00,14.1548,129.9908,35342.5636,32.3262,17.3031,34.6812
2000-06-24 00:00:00-04:00,14.3626,138.1357,34952.1187,37.3583,18.2399,37.2389
2000-07-01 00:00:00-04:00,14.2425,133.7374,34889.6179,37.5726,19.9249,34.0766
2000-07-08 00:00:00-04:00,14.2773,134.5807,35669.8187,35.2446,19.8280,34.7876
2000-07-15 00:00:00-04:00,15.0761,141.4404,34632.5171,35.7153,19.9945,34.1373
