Date,Finance/Rental/Leasing,Internet software/Services,Major banks,Packaged software,Pharmaceuticals: major,Semiconductors
2000-01-01 00:00:00-05:00,,143.4038,76.9921,20.7537,31.3275,
2000-01-08 00:00:00-05:00,,154.8956,82.3795,21.4438,30.2045,
2000-01-15 00:00:00-05:00,,175.5836,79.5527,23.9658,28.7332,
2000-01-22 00:00:00-05:00,,138.8783,79.1677,19.0221,28.3868,
2000-01-29 00:00:00-05:00,,159.5399,77.4475,23.2130,28.0215,
2000-02-05 00:00:00-05:00,,176.4808,76.5662,23.9658,26.5622,
2000-02-12 00:00:00-05:00,,200.2297,73.0572,23.5141,25.6983,
2000-02-19 00:00:00-05:00,,202.5518,68.7555,28.3575,24.6069,
2000-02-26 00:00:00-05:00,,209.8348,75.8185,30.1141,25.1603,
2000-03-04 00:00:00-05:00,,202.6046,69.8891,32.7742,25.8955,
2000-03-11 00:00:00-05:00,,170.6755,81.3217,32.0465,26.7979,
2000-03-18 00:00:00-05:00,,161.1759,86.6712,34.9324,26.3204,
2000-03-25 00:00:00-05:00,,126.2386,85.4085,31.3438,26.2814,
2000-04-01 00:00:00-05:00,,149.0376,84.2744,34.9826,27.1761,
2000-04-08 00:00:00-04:00,,82.5802,82.5812,25.0951,28.0740,
2000-04-15 00:00:00-04:00,,100.0621,86.6441,28.4328,31.4641,
2000-04-22 00:00:00-04:00,,117.6890,83.6851,32.0967,31.9763,
2000-04-29 00:00:00-04:00,,116.9502,84.3383,30.8419,32.9375,
2000-05-06 00:00:00-04:00,,99.0066,85.3180,29.7879,31.7436,
2000-05-13 00:00:00-04:00,,105.5507,86.4791,28.1316,32.2943,
2000-05-20 00:00:00-04:00,,102.0543,83.9229,26.9020,33.1609,
2000-05-27 00:00:00-04:00,,153.9985,95.7259,32.1971,30.9857,
2000-06-03 00:00:00-04:00,,165.5035,91.5839,33.2009,32.1476,
2000-06-10 00:00:00-04:00,,138.9575,88.4755,32.8746,35.2103,
2000-06-17 00:00:00-04:00,,126.0275,87.3282,31.9210,35.3454,
2000-06-24 00:00:00-04:00,,149.0376,84.4725,33.7529,41.0672,
2000-07-01 00:00:00-04:00,,145.9766,91.5592,30.4655,41.2106,
2000-07-08 00:00:00-04:00,,162.1259,95.1532,30.5659,38.4104,
2000-07-15 00:00:00-04:00,,152.3624,99.0400,30.2898,39.5051,
2000-07-22 00:00:00-04:00,,135.7382,95.8494,29.0602,41.0060,
2000-07-29 00:00:00-04:00,,136.8465,103.0574,32.7491,42.8869,
2000-08-05 00:00:00-04:00,,118.4807,102.2268,32.5735,33.5437,
2000-08-12 00:00:00-04:00,,134.8938,105.1642,32.6488,33.3298,
2000-08-19 00:00:00-04:00,,148.9320,106.2819,33.9788,32.9714,
2000-08-26 00:00:00-04:00,,157.0067,107.3479,37.1910,31.7970,
2000-09-02 00:00:00-04:00,,145.1322,106.3618,34.7568,30.9316,
2000-09-09 00:00:00-04:00,,152.4680,103.7211,31.4442,32.1076,
2000-09-16 00:00:00-04:00,,164.5535,99.8056,32.4166,34.8713,
2000-09-23 00:00:00-04:00,,171.0449,101.5648,31.6199,34.5644,
2000-09-30 00:00:00-04:00,,158.8010,100.4708,27.1529,34.9723,
2000-10-07 00:00:00-04:00,,136.7937,93.2731,28.6085,36.5853,
2000-10-14 00:00:00-04:00,,149.7237,94.6789,28.3073,36.0046,
2000-10-21 00:00:00-04:00,,107.5034,93.7234,27.4541,36.4421,
2000-10-28 00:00:00-04:00,,120.2222,100.6832,24.3423,36.5140,
2000-11-04 00:00:00-05:00,,95.5761,96.7138,20.4274,37.5455,
2000-11-11 00:00:00-05:00,,96.0511,94.5846,23.1377,37.2804,
2000-11-18 00:00:00-05:00,,78.7408,87.9197,19.3734,35.9359,
2000-11-25 00:00:00-05:00,,71.6689,90.7739,21.2305,37.8465,
2000-12-02 00:00:00-05:00,,94.5602,95.4576,24.1415,38.4957,
2000-12-09 00:00:00-05:00,,79.0047,89.7601,22.9369,37.6714,
2000-12-16 00:00:00-05:00,,67.9219,93.9683,25.5970,37.4698,
2000-12-23 00:00:00-05:00,,62.6443,95.6299,23.3385,39.5055,
2000-12-30 00:00:00-05:00,,58.1057,100.5031,24.1917,34.9182,
2001-01-06 00:00:00-05:00,,71.6689,99.7380,25.9484,34.3773,
2001-01-13 00:00:00-05:00,,67.0775,101.8955,27.7552,34.5696,
2001-01-20 00:00:00-05:00,,64.3859,104.0185,24.3925,34.9038,
2001-01-27 00:00:00-05:00,,56.9974,104.5596,22.2845,35.0261,
2001-02-03 00:00:00-05:00,,50.6116,101.6294,18.9217,34.6536,
2001-02-10 00:00:00-05:00,,50.4532,101.8932,19.2731,32.1785,
2001-02-17 00:00:00-05:00,,41.2703,91.5487,17.6670,33.3128,
2001-02-24 00:00:00-05:00,,42.6953,91.1898,13.5514,34.7372,
2001-03-03 00:00:00-05:00,,34.1457,93.8649,13.1499,34.3920,
2001-03-10 00:00:00-05:00,,28.6570,87.4462,11.2928,32.4927,
2001-03-17 00:00:00-05:00,,28.1820,83.1663,12.7483,31.5380,
2001-03-24 00:00:00-05:00,,29.9236,87.1789,11.7485,32.7462,
2001-03-31 00:00:00-05:00,,28.1820,82.4021,10.8812,33.2982,
2001-04-07 00:00:00-04:00,,37.9560,90.8158,12.7042,33.3345,
2001-04-14 00:00:00-04:00,,42.9971,94.8279,15.8601,34.2861,
2001-04-21 00:00:00-04:00,,43.8331,97.7337,13.7722,35.4580,
2001-04-28 00:00:00-04:00,,48.1649,97.4108,13.7240,36.7123,
2001-05-05 00:00:00-04:00,,44.3651,94.5110,12.7684,35.9895,
2001-05-12 00:00:00-04:00,,51.2892,97.9046,13.0736,36.9473,
2001-05-19 00:00:00-04:00,,52.7500,99.9391,13.2583,36.1480,
2001-05-26 00:00:00-04:00,,47.4894,99.7227,12.7363,36.9833,
2001-06-02 00:00:00-04:00,,46.9996,98.5406,13.6598,37.5724,
2001-06-09 00:00:00-04:00,,42.3132,95.5186,12.0457,35.9959,
2001-06-16 00:00:00-04:00,,49.4231,103.2924,14.0372,34.4861,
2001-06-23 00:00:00-04:00,,50.6728,101.9727,15.2578,33.2477,
2001-06-30 00:00:00-04:00,,43.2251,98.1401,14.6234,33.6872,
2001-07-07 00:00:00-04:00,,46.0032,95.1818,15.6915,34.4208,
2001-07-14 00:00:00-04:00,,36.2672,98.5880,15.3141,35.2171,
2001-07-16 00:00:00-04:00,,36.2672,98.5880,15.3141,35.2171,
2001-07-21 00:00:00-04:00,,45.6823,97.8345,15.3060,35.2340,
2001-07-23 00:00:00-04:00,,45.6823,97.8345,15.3060,35.2340,
2001-07-28 00:00:00-04:00,,45.7668,99.6603,14.4548,35.6056,
2001-07-30 00:00:00-04:00,,45.7668,99.6603,14.4548,35.6056,
2001-08-04 00:00:00-04:00,,41.6714,97.2882,12.1741,35.5430,
2001-08-06 00:00:00-04:00,,41.6714,97.2882,12.1741,35.5430,
2001-08-11 00:00:00-04:00,,39.3915,92.0136,11.8208,35.8287,
2001-08-13 00:00:00-04:00,,39.3915,92.0136,11.8208,35.8287,
2001-08-18 00:00:00-04:00,,39.6955,95.0444,12.1982,37.3495,
2001-08-20 00:00:00-04:00,,39.6955,95.0444,12.1982,37.3495,
2001-08-25 00:00:00-04:00,,34.6628,90.4126,9.8052,35.0603,
2001-08-27 00:00:00-04:00,,34.6628,90.4126,9.8052,35.0603,
2001-09-01 00:00:00-04:00,,32.5518,85.7680,8.8897,35.3646,
2001-09-03 00:00:00-04:00,,32.5518,85.7680,8.8897,35.3646,
2001-09-08 00:00:00-04:00,,33.8438,84.0200,9.2029,35.5013,
2001-09-10 00:00:00-04:00,,33.8438,84.0200,9.2029,35.5013,
2001-09-15 00:00:00-04:00,,32.3407,72.2731,8.6408,33.8134,
2001-09-17 00:00:00-04:00,,32.3407,72.2731,8.6408,33.8134,
2001-09-22 00:00:00-04:00,,35.3806,80.8039,10.1023,36.5669,
2001-09-24 00:00:00-04:00,,35.3806,80.8039,10.1023,36.5669,
2001-09-29 00:00:00-04:00,,39.5182,84.8514,11.4032,36.1080,
2001-10-01 00:00:00-04:00,,39.5182,84.8514,11.4032,36.1080,
2001-10-06 00:00:00-04:00,,41.4434,87.6358,11.9975,35.9833,
2001-10-08 00:00:00-04:00,,41.4434,87.6358,11.9975,35.9833,
2001-10-13 00:00:00-04:00,,39.8897,89.7575,11.6763,35.6637,
2001-10-15 00:00:00-04:00,,39.8897,89.7575,11.6763,35.6637,
2001-10-20 00:00:00-04:00,,36.1574,95.1444,10.9053,36.8987,
2001-10-22 00:00:00-04:00,,36.1574,95.1444,10.9053,36.8987,
2001-10-27 00:00:00-04:00,,32.7038,92.3446,11.6040,36.3865,
2001-10-29 00:00:00-05:00,,32.7038,92.3446,11.6040,36.3865,
2001-11-03 00:00:00-05:00,,36.1659,95.4101,12.3508,36.6854,
2001-11-05 00:00:00-05:00,,36.1659,95.4101,12.3508,36.6854,
2001-11-10 00:00:00-05:00,,38.1925,96.1776,11.6843,36.9311,
2001-11-12 00:00:00-05:00,,38.1925,96.1776,11.6843,36.9311,
2001-11-17 00:00:00-05:00,,33.7931,98.6116,11.5719,38.3469,
2001-11-19 00:00:00-05:00,,33.7931,98.6116,11.5719,38.3469,
2001-11-24 00:00:00-05:00,,31.5470,94.4026,11.2667,37.8852,
2001-11-26 00:00:00-05:00,,31.5470,94.4026,11.2667,37.8852,
2001-12-01 00:00:00-05:00,,35.7437,97.0073,12.7764,37.4556,
2001-12-03 00:00:00-05:00,,35.7437,97.0073,12.7764,37.4556,
2001-12-08 00:00:00-05:00,,34.6122,92.4322,11.7004,37.2237,
2001-12-10 00:00:00-05:00,,34.6122,92.4322,11.7004,37.2237,
2001-12-15 00:00:00-05:00,,33.6242,98.4460,11.5478,36.8176,
2001-12-17 00:00:00-05:00,,33.6242,98.4460,11.5478,36.8176,
2001-12-22 00:00:00-05:00,,32.8474,100.6123,11.2908,37.3054,
2001-12-24 00:00:00-05:00,,32.8474,100.6123,11.2908,37.3054,
2001-12-29 00:00:00-05:00,,30.6604,102.0771,12.4070,36.2825,
2001-12-31 00:00:00-05:00,,30.6604,102.0771,12.4070,36.2825,
2002-01-05 00:00:00-05:00,,30.5759,96.4457,13.0655,35.8869,
2002-01-07 00:00:00-05:00,,30.5759,96.4457,13.0655,35.8869,
2002-01-12 00:00:00-05:00,,28.6676,97.9647,13.2342,35.6037,
2002-01-14 00:00:00-05:00,,28.6676,97.9647,13.2342,35.6037,
2002-01-19 00:00:00-05:00,,29.2755,97.8647,13.4028,35.3612,
2002-01-21 00:00:00-05:00,,29.2755,97.8647,13.4028,35.3612,
2002-01-26 00:00:00-05:00,,26.1766,92.0751,13.1619,35.2495,
2002-01-28 00:00:00-05:00,,26.1766,92.0751,13.1619,35.2495,
2002-02-02 00:00:00-05:00,,22.8496,90.4673,12.9933,34.7500,
2002-02-04 00:00:00-05:00,,22.8496,90.4673,12.9933,34.7500,
2002-02-09 00:00:00-05:00,,21.1101,88.1473,12.4391,35.6868,
2002-02-11 00:00:00-05:00,,21.1101,88.1473,12.4391,35.6868,
2002-02-16 00:00:00-05:00,,19.8435,85.2470,12.4472,36.4735,
2002-02-18 00:00:00-05:00,,19.8435,85.2470,12.4472,36.4735,
2002-02-23 00:00:00-05:00,,22.6807,91.8080,12.8407,37.1466,
2002-02-25 00:00:00-05:00,,22.6807,91.8080,12.8407,37.1466,
2002-03-02 00:00:00-05:00,,26.5988,97.8341,11.4032,37.6815,
2002-03-04 00:00:00-05:00,,26.5988,97.8341,11.4032,37.6815,
2002-03-09 00:00:00-05:00,,25.6362,99.5166,10.1184,38.3961,
2002-03-11 00:00:00-05:00,,25.6362,99.5166,10.1184,38.3961,
2002-03-16 00:00:00-05:00,,23.3647,99.6744,10.3191,38.0914,
2002-03-18 00:00:00-05:00,,23.3647,99.6744,10.3191,38.0914,
2002-03-23 00:00:00-05:00,,22.7990,98.9979,10.2790,37.3002,
2002-03-25 00:00:00-05:00,,22.7990,98.9979,10.2790,37.3002,
2002-03-30 00:00:00-05:00,,20.5613,97.6978,9.7409,36.6495,
2002-04-01 00:00:00-05:00,,20.5613,97.6978,9.7409,36.6495,
2002-04-06 00:00:00-05:00,,21.3804,95.1935,9.2430,35.9573,
2002-04-08 00:00:00-04:00,,21.3804,95.1935,9.2430,35.9573,
2002-04-13 00:00:00-04:00,,20.7133,94.5083,9.5803,36.4547,
2002-04-15 00:00:00-04:00,,20.7133,94.5083,9.5803,36.4547,
2002-04-20 00:00:00-04:00,,8.3512,88.5048,8.1348,35.0590,
2002-04-22 00:00:00-04:00,,8.3512,88.5048,8.1348,35.0590,
2002-04-27 00:00:00-04:00,,7.3885,91.0218,6.7697,34.0266,
2002-04-29 00:00:00-04:00,,7.3885,91.0218,6.7697,34.0266,
2002-05-04 00:00:00-04:00,,8.4441,89.6466,6.4324,33.0118,
2002-05-06 00:00:00-04:00,,8.4441,89.6466,6.4324,33.0118,
2002-05-11 00:00:00-04:00,,9.5502,96.2946,7.6771,33.0286,
2002-05-13 00:00:00-04:00,,9.5502,96.2946,7.6771,33.0286,
2002-05-18 00:00:00-04:00,,8.5116,92.7352,7.1069,32.7743,
2002-05-20 00:00:00-04:00,,8.5116,92.7352,7.1069,32.7743,
2002-05-25 00:00:00-04:00,,8.1738,89.8161,6.3601,33.0499,
2002-05-27 00:00:00-04:00,,8.1738,89.8161,6.3601,33.0499,
2002-06-01 00:00:00-04:00,,7.7263,85.0861,6.7134,31.3499,
2002-06-03 00:00:00-04:00,,7.7263,85.0861,6.7134,31.3499,
2002-06-08 00:00:00-04:00,,7.6672,83.8299,6.8821,30.7787,
2002-06-10 00:00:00-04:00,,7.6672,83.8299,6.8821,30.7787,
2002-06-15 00:00:00-04:00,,6.5864,82.9700,6.5207,29.3526,
2002-06-17 00:00:00-04:00,,6.5864,82.9700,6.5207,29.3526,
2002-06-22 00:00:00-04:00,,6.0713,81.1613,7.6048,28.5658,
2002-06-24 00:00:00-04:00,,6.0713,81.1613,7.6048,28.5658,
2002-06-29 00:00:00-04:00,,5.1846,82.6437,8.0144,27.7006,
2002-07-01 00:00:00-04:00,,5.1846,82.6437,8.0144,27.7006,
2002-07-06 00:00:00-04:00,,5.1002,76.6420,7.7735,26.2429,
2002-07-08 00:00:00-04:00,,5.1002,76.6420,7.7735,26.2429,
2002-07-13 00:00:00-04:00,,5.7082,74.6528,7.8056,23.8334,
2002-07-15 00:00:00-04:00,,5.7082,74.6528,7.8056,23.8334,
2002-07-20 00:00:00-04:00,,5.6575,65.5198,7.4924,27.1686,
2002-07-22 00:00:00-04:00,,5.6575,65.5198,7.4924,27.1686,
2002-07-27 00:00:00-04:00,,5.0158,66.1256,7.5566,27.7583,
2002-07-29 00:00:00-04:00,,5.0158,66.1256,7.5566,27.7583,
2002-08-03 00:00:00-04:00,,4.7624,73.4514,7.8779,29.2796,
2002-08-05 00:00:00-04:00,,4.7624,73.4514,7.8779,29.2796,
2002-08-10 00:00:00-04:00,,5.1424,74.4647,8.3436,29.4033,
2002-08-12 00:00:00-04:00,,5.1424,74.4647,8.3436,29.4033,
2002-08-17 00:00:00-04:00,,6.8228,73.0236,8.6648,30.2389,
2002-08-19 00:00:00-04:00,,6.8228,73.0236,8.6648,30.2389,
2002-08-24 00:00:00-04:00,,6.0628,75.1161,7.7012,29.6460,
2002-08-26 00:00:00-04:00,,6.0628,75.1161,7.7012,29.6460,
2002-08-31 00:00:00-04:00,,6.0713,70.3257,7.7333,29.1136,
2002-09-02 00:00:00-04:00,,6.0713,70.3257,7.7333,29.1136,
2002-09-07 00:00:00-04:00,,6.3921,68.5635,7.8136,29.6183,
2002-09-09 00:00:00-04:00,,6.3921,68.5635,7.8136,29.6183,
2002-09-14 00:00:00-04:00,,5.3789,62.7555,6.4163,28.6870,
2002-09-16 00:00:00-04:00,,5.3789,62.7555,6.4163,28.6870,
2002-09-21 00:00:00-04:00,,4.6949,67.0590,6.7456,29.0272,
2002-09-23 00:00:00-04:00,,4.6949,67.0590,6.7456,29.0272,
2002-09-28 00:00:00-04:00,,3.8420,63.9128,6.5850,29.3281,
2002-09-30 00:00:00-04:00,,3.8420,63.9128,6.5850,29.3281,
2002-10-05 00:00:00-04:00,,4.5176,68.7305,7.2675,31.4008,
2002-10-07 00:00:00-04:00,,4.5176,68.7305,7.2675,31.4008,
2002-10-12 00:00:00-04:00,,5.7082,79.2760,7.6209,32.2368,
2002-10-14 00:00:00-04:00,,5.7082,79.2760,7.6209,32.2368,
2002-10-19 00:00:00-04:00,,6.8650,80.7257,8.2392,29.9845,
2002-10-21 00:00:00-04:00,,6.8650,80.7257,8.2392,29.9845,
2002-10-26 00:00:00-04:00,,6.9748,84.4726,8.1348,30.0836,
2002-10-28 00:00:00-05:00,,6.9748,84.4726,8.1348,30.0836,
2002-11-02 00:00:00-05:00,,7.3548,82.7275,7.6691,32.1958,
2002-11-04 00:00:00-05:00,,7.3548,82.7275,7.6691,32.1958,
2002-11-09 00:00:00-05:00,,7.2450,83.1139,8.6006,31.8684,
2002-11-11 00:00:00-05:00,,7.2450,83.1139,8.6006,31.8684,
2002-11-16 00:00:00-05:00,,8.7480,86.6945,9.2993,33.1238,
2002-11-18 00:00:00-05:00,,8.7480,86.6945,9.2993,33.1238,
2002-11-23 00:00:00-05:00,,8.8747,87.1022,9.7570,33.6486,
2002-11-25 00:00:00-05:00,,8.8747,87.1022,9.7570,33.6486,
2002-11-30 00:00:00-05:00,,7.6081,84.2509,9.0583,32.3682,
2002-12-02 00:00:00-05:00,,7.6081,84.2509,9.0583,32.3682,
2002-12-07 00:00:00-05:00,,7.4392,81.4351,8.5524,31.9811,
2002-12-09 00:00:00-05:00,,7.4392,81.4351,8.5524,31.9811,
2002-12-14 00:00:00-05:00,,7.0339,85.8782,8.6247,31.5068,
2002-12-16 00:00:00-05:00,,7.0339,85.8782,8.6247,31.5068,
2002-12-21 00:00:00-05:00,,7.1099,80.0518,8.6648,31.0894,
2002-12-23 00:00:00-05:00,,7.1099,80.0518,8.6648,31.0894,
2002-12-28 00:00:00-05:00,,7.2197,82.0370,9.2832,33.1814,
2002-12-30 00:00:00-05:00,,7.2197,82.0370,9.2832,33.1814,
2003-01-04 00:00:00-05:00,,9.0098,84.8927,10.4958,33.3476,
2003-01-06 00:00:00-05:00,,9.0098,84.8927,10.4958,33.3476,
2003-01-11 00:00:00-05:00,,7.9036,83.5844,9.1868,32.3881,
2003-01-13 00:00:00-05:00,,7.9036,83.5844,9.1868,32.3881,
2003-01-18 00:00:00-05:00,,7.5490,81.3105,9.4518,30.7817,
2003-01-20 00:00:00-05:00,,7.5490,81.3105,9.4518,30.7817,
2003-01-25 00:00:00-05:00,,6.9663,78.6795,9.6606,30.3471,
2003-01-27 00:00:00-05:00,,6.9663,78.6795,9.6606,30.3471,
2003-02-01 00:00:00-05:00,,6.5019,75.8962,9.1065,29.8345,
2003-02-03 00:00:00-05:00,,6.5019,75.8962,9.1065,29.8345,
2003-02-08 00:00:00-05:00,,6.0375,75.3786,9.3956,28.8338,
2003-02-10 00:00:00-05:00,,6.0375,75.3786,9.3956,28.8338,
2003-02-15 00:00:00-05:00,,6.5441,76.9259,9.9497,29.5749,
2003-02-17 00:00:00-05:00,,6.5441,76.9259,9.9497,29.5749,
2003-02-22 00:00:00-05:00,,6.5104,76.9695,9.6044,29.0663,
2003-02-24 00:00:00-05:00,,6.5104,76.9695,9.6044,29.0663,
2003-03-01 00:00:00-05:00,,6.4006,76.5785,8.8817,29.7805,
2003-03-03 00:00:00-05:00,,6.4006,76.5785,8.8817,29.7805,
2003-03-08 00:00:00-05:00,,6.8059,77.4914,9.5883,28.7799,
2003-03-10 00:00:00-05:00,,6.8059,77.4914,9.5883,28.7799,
2003-03-15 00:00:00-05:00,,7.5912,84.6744,9.1145,30.8608,
2003-03-17 00:00:00-05:00,,7.5912,84.6744,9.1145,30.8608,
2003-03-22 00:00:00-05:00,,7.5405,80.9704,8.9138,30.6517,
2003-03-24 00:00:00-05:00,,7.5405,80.9704,8.9138,30.6517,
2003-03-29 00:00:00-05:00,,7.9459,84.6312,9.1306,31.6873,
2003-03-31 00:00:00-05:00,,7.9459,84.6312,9.1306,31.6873,
2003-04-05 00:00:00-05:00,,7.7770,85.1270,9.0664,30.6517,
2003-04-07 00:00:00-04:00,,7.7770,85.1270,9.0664,30.6517,
2003-04-12 00:00:00-04:00,,8.7227,88.6410,9.6365,30.1783,
2003-04-14 00:00:00-04:00,,8.7227,88.6410,9.6365,30.1783,
2003-04-19 00:00:00-04:00,,9.1787,87.4618,9.4679,32.0192,
2003-04-21 00:00:00-04:00,,9.1787,87.4618,9.4679,32.0192,
2003-04-26 00:00:00-04:00,,10.0991,90.2992,9.7971,32.4193,
2003-04-28 00:00:00-04:00,,10.0991,90.2992,9.7971,32.4193,
2003-05-03 00:00:00-04:00,,9.9387,89.2635,9.9738,32.3292,
2003-05-05 00:00:00-04:00,,9.9387,89.2635,9.9738,32.3292,
2003-05-10 00:00:00-04:00,,11.3910,89.4862,10.0862,32.0663,
2003-05-12 00:00:00-04:00,,11.3910,89.4862,10.0862,32.0663,
2003-05-17 00:00:00-04:00,,11.5684,89.2897,9.7168,29.8440,
2003-05-19 00:00:00-04:00,,11.5684,89.2897,9.7168,29.8440,
2003-05-24 00:00:00-04:00,,12.6492,93.0598,10.4476,30.6477,
2003-05-26 00:00:00-04:00,,12.6492,93.0598,10.4476,30.6477,
2003-05-31 00:00:00-04:00,,12.5985,98.6949,10.5118,30.7845,
2003-06-02 00:00:00-04:00,,12.5985,98.6949,10.5118,30.7845,
2003-06-07 00:00:00-04:00,,11.8723,99.9247,10.8250,32.0669,
2003-06-09 00:00:00-04:00,,11.8723,99.9247,10.8250,32.0669,
2003-06-14 00:00:00-04:00,,11.7963,99.9141,10.3834,33.5396,
2003-06-16 00:00:00-04:00,,11.7963,99.9141,10.3834,33.5396,
2003-06-21 00:00:00-04:00,,11.7795,98.0723,9.9818,32.8133,
2003-06-23 00:00:00-04:00,,11.7795,98.0723,9.9818,32.8133,
2003-06-28 00:00:00-04:00,,12.0750,99.8119,9.7811,33.4852,
2003-06-30 00:00:00-04:00,,12.0750,99.8119,9.7811,33.4852,
2003-07-05 00:00:00-04:00,,12.1341,104.7193,10.3111,32.6628,
2003-07-07 00:00:00-04:00,,12.1341,104.7193,10.3111,32.6628,
