analysis_date,timeframe,total_tickers,momentum_hits,breakout_hits,value_momentum_hits,giusti_hits,minervini_hits,drwish_hits,pvb_hits,atr1_hits,atr2_hits,volume_suite_hits,stockbee_suite_hits,qullamaggie_suite_hits,adl_screener_hits,guppy_screener_hits,gold_launch_pad_hits,rti_hits
2025-09-15 20:44:09,monthly,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
