time,open,high,low,close,Plot
1187011800,0.71,1.06,0.71,0.74,NaN
1187616600,0.61,0.71,0.61,0.68,NaN
1188221400,0.68,0.87,0.65,0.65,NaN
1188826200,0.67,0.77,0.62,0.77,NaN
1189431000,0.78,0.84,0.58,0.63,NaN
1190035800,0.65,0.69,0.53,0.53,NaN
1190640600,0.61,0.78,0.58,0.78,NaN
1191245400,0.57,0.66,0.5,0.56,NaN
1191850200,0.52,0.61,0.52,0.56,NaN
1192455000,0.53,0.75,0.52,0.73,NaN
1193059800,0.66,0.76,0.53,0.53,NaN
1193664600,0.57,0.84,0.45,0.7,0.6427667984189722
1194273000,0.67,0.83,0.67,0.72,0.645098814229249
1194877800,0.59,0.99,0.59,0.99,0.6474703557312252
1195482600,0.66,0.82,0.54,0.54,0.6504347826086956
1196087400,0.7,0.7,0.55,0.68,0.650395256916996
1196692200,0.62,0.87,0.55,0.6,0.6518181818181819
1197297000,0.68,0.79,0.62,0.62,0.6536363636363636
1197901800,0.64,0.77,0.42,0.64,0.6552173913043481
1198506600,0.72,0.72,0.56,0.56,0.6562845849802375
1199111400,0.67,0.78,0.61,0.61,0.6571936758893283
1199716200,0.78,0.97,0.69,0.71,0.6605138339920952
1200321000,0.7,1.05,0.7,0.99,0.6675889328063246
1200925800,0.73,0.75,0.59,0.67,0.6689328063241111
1201530600,0.64,0.7,0.56,0.56,0.6687747035573127
1202135400,0.68,0.94,0.68,0.79,0.6729249011857712
1202740200,0.68,0.78,0.68,0.78,0.6740711462450598
1203345000,0.67,0.84,0.67,0.84,0.675849802371542
1203949800,0.65,0.96,0.65,0.84,0.6768379446640321
1204554600,0.79,1.12,0.68,0.92,0.6785770750988147
1205155800,1,1.16,0.82,1.16,0.6805533596837943
1205760600,1.34,1.34,0.78,0.81,0.6839525691699603
1206365400,0.63,0.86,0.63,0.86,0.6865217391304347
1206970200,0.85,0.85,0.78,0.82,0.688379446640316
1207575000,0.74,0.9,0.74,0.9,0.6921343873517785
1208179800,0.85,0.94,0.59,0.59,0.6948221343873515
1208784600,0.6,0.73,0.6,0.73,0.6961264822134385
1209389400,0.66,0.83,0.58,0.62,0.6970750988142291
1209994200,0.66,0.7,0.57,0.7,0.6986956521739128
1210599000,0.66,0.66,0.59,0.59,0.6983794466403159
1211203800,0.56,0.79,0.56,0.72,0.700671936758893
1211808600,0.66,0.67,0.59,0.59,0.7010276679841896
1212413400,0.76,0.8,0.64,0.76,0.7047430830039524
1213018200,0.78,0.85,0.76,0.76,0.7075098814229247
1213623000,0.81,0.92,0.75,0.92,0.712490118577075
1214227800,0.65,0.81,0.65,0.81,0.7137154150197627
1214832600,0.77,0.85,0.71,0.85,0.7167193675889326
1215437400,0.9,0.93,0.74,0.91,0.722885375494071
1216042200,0.93,0.94,0.72,0.72,0.7278656126482211
1216647000,0.7,0.82,0.65,0.73,0.7297233201581026
1217251800,0.8,0.86,0.68,0.86,0.7292094861660077
1217856600,0.72,0.83,0.59,0.59,0.7283794466403161
1218461400,0.68,0.73,0.65,0.65,0.7260474308300394
1219066200,0.76,0.88,0.59,0.59,0.7259683794466402
1219671000,0.71,0.8,0.69,0.71,0.7260079051383397
1220275800,0.69,0.79,0.68,0.78,0.7269960474308298
1220880600,0.77,1,0.77,0.9,0.7300000000000002
1221485400,1.18,1.18,0.51,0.51,0.7349802371541503
1222090200,0.73,0.82,0.63,0.82,0.7373517786561266
1222695000,0.79,0.92,0.73,0.73,0.7404743083003953
1223299800,0.96,1.06,0.9,1.02,0.7489328063241105
1223904600,0.69,0.94,0.69,0.82,0.7531225296442684
1224509400,0.63,0.98,0.63,0.98,0.7567588932806322
1225114200,0.82,0.82,0.59,0.75,0.7582608695652171
1225722600,0.75,1.02,0.71,0.76,0.7607114624505931
1226327400,0.93,0.98,0.83,0.83,0.7647430830039528
1226932200,0.86,1.16,0.86,1.13,0.76901185770751
1227537000,0.57,0.72,0.57,0.72,0.7700790513833994
1228141800,0.89,0.89,0.62,0.62,0.7717391304347826
1228746600,0.73,0.92,0.73,0.92,0.7745059288537549
1229351400,0.88,0.88,0.64,0.69,0.7755335968379445
1229956200,0.68,0.68,0.48,0.65,0.7756126482213438
1230561000,0.62,0.66,0.61,0.66,0.7752173913043477
1231165800,0.67,1,0.67,0.87,0.7765612648221343
1231770600,0.99,1,0.82,0.82,0.779288537549407
1232375400,0.9,0.9,0.68,0.68,0.7780237154150197
1232980200,0.66,0.89,0.62,0.87,0.780197628458498
1233585000,0.75,0.78,0.59,0.59,0.7799604743083004
1234189800,0.63,0.89,0.63,0.74,0.7797628458498024
1234794600,0.95,0.95,0.83,0.83,0.7826482213438736
1235399400,0.8,0.8,0.64,0.69,0.7815415019762847
1236004200,0.86,0.9,0.79,0.83,0.781501976284585
1236605400,0.61,0.66,0.57,0.61,0.7747430830039526
1237210200,0.69,0.73,0.54,0.73,0.7675889328063242
1237815000,0.52,0.74,0.52,0.74,0.7650592885375496
1238419800,0.77,0.77,0.59,0.67,0.7622134387351779
1239024600,0.68,0.8,0.56,0.56,0.759604743083004
1239629400,0.51,0.61,0.51,0.55,0.7542292490118577
1240234200,0.79,0.79,0.64,0.67,0.7550197628458498
1240839000,0.65,0.73,0.61,0.61,0.7538735177865612
1241443800,0.54,0.67,0.54,0.62,0.7535573122529644
1242048600,0.63,0.67,0.62,0.63,0.7537154150197627
1242653400,0.55,0.8,0.55,0.63,0.7537154150197627
1243258200,0.54,0.71,0.54,0.63,0.7531620553359684
1243863000,0.56,0.76,0.56,0.6,0.7515810276679841
1244467800,0.75,0.75,0.55,0.65,0.7495652173913044
1245072600,0.6,0.89,0.6,0.65,0.7486166007905138
1245677400,0.72,0.77,0.62,0.71,0.7479446640316207
1246282200,0.72,0.83,0.72,0.72,0.7472727272727276
1246887000,0.73,0.86,0.73,0.77,0.7471541501976288
1247491800,0.69,0.77,0.57,0.57,0.7422529644268778
1248096600,0.6,0.78,0.6,0.78,0.7412648221343876
1248701400,0.54,0.65,0.51,0.65,0.7381422924901189
1249306200,0.62,0.66,0.49,0.49,0.7349802371541504
1249911000,0.56,0.64,0.51,0.59,0.7324110671936762
1250515800,0.71,0.71,0.39,0.39,0.7290909090909093
1251120600,0.52,0.64,0.52,0.58,0.7270355731225298
1251725400,0.63,0.69,0.59,0.59,0.7254940711462452
1252330200,0.59,0.61,0.54,0.61,0.7213438735177867
1252935000,0.55,0.56,0.46,0.56,0.7127667984189722
1253539800,0.64,0.71,0.55,0.58,0.7110276679841896
1254144600,0.6,0.85,0.6,0.85,0.710079051383399
1254749400,0.56,0.56,0.48,0.55,0.7028458498023712
1255354200,0.56,0.56,0.46,0.54,0.6953359683794467
1255959000,0.61,0.67,0.55,0.64,0.6914229249011858
1256563800,0.65,0.8,0.53,0.8,0.6886561264822135
1257172200,0.79,0.79,0.57,0.64,0.6871541501976286
1257777000,0.53,0.62,0.51,0.62,0.6798814229249013
1258381800,0.56,0.73,0.56,0.66,0.6738735177865613
1258986600,0.55,0.77,0.55,0.77,0.6703952569169962
1259591400,0.77,0.77,0.55,0.66,0.6680632411067194
1260196200,0.65,0.65,0.56,0.6,0.6655731225296443
1260801000,0.61,0.67,0.58,0.67,0.6623320158102768
1261405800,0.5,0.65,0.49,0.49,0.6606324110671937
1262010600,0.53,0.59,0.53,0.59,0.6596837944664032
1262615400,0.48,0.55,0.46,0.46,0.6549407114624508
1263220200,0.46,0.58,0.46,0.58,0.6472332015810276
1263825000,0.56,0.75,0.56,0.75,0.6438735177865612
1264429800,0.64,0.73,0.64,0.73,0.6436363636363636
1265034600,0.58,0.78,0.58,0.78,0.6408695652173912
1265639400,0.7,0.73,0.61,0.61,0.6403162055335967
1266244200,0.63,0.67,0.61,0.66,0.6367588932806322
1266849000,0.6,0.81,0.6,0.68,0.6354545454545452
1267453800,0.58,0.66,0.52,0.52,0.6321739130434781
1268058600,0.51,0.53,0.46,0.51,0.6280632411067192
1268659800,0.56,0.6,0.49,0.6,0.6264426877470354
1269264600,0.53,0.65,0.49,0.65,0.6256916996047429
1269869400,0.64,0.64,0.51,0.51,0.6231225296442686
1270474200,0.43,0.57,0.43,0.48,0.6188932806324107
1271079000,0.4,0.52,0.32,0.52,0.6156126482213437
1271683800,0.5,0.52,0.48,0.48,0.6127272727272726
1272288600,0.42,0.61,0.42,0.61,0.6096047430830038
1272893400,0.53,0.8,0.53,0.8,0.6114229249011855
1273498200,0.62,0.73,0.51,0.73,0.6108300395256915
1274103000,0.7,0.91,0.64,0.87,0.6143478260869564
1274707800,0.62,0.66,0.5,0.58,0.6127667984189722
1275312600,0.61,0.63,0.59,0.6,0.6121739130434781
1275917400,0.6,0.74,0.6,0.7,0.6123320158102766
1276522200,0.7,0.71,0.56,0.62,0.6113833992094861
1277127000,0.54,0.82,0.54,0.63,0.6105928853754939
1277731800,0.66,0.8,0.6,0.6,0.6093675889328063
1278336600,0.61,0.61,0.52,0.58,0.6058102766798418
1278941400,0.61,0.74,0.49,0.74,0.6033596837944665
1279546200,0.51,0.63,0.51,0.55,0.6019762845849803
1280151000,0.53,0.7,0.52,0.61,0.6010671936758895
1280755800,0.56,0.61,0.56,0.58,0.6011857707509883
1281360600,0.56,0.75,0.56,0.66,0.6022134387351781
1281965400,0.7,0.73,0.62,0.73,0.6036758893280633
1282570200,0.4,0.73,0.4,0.56,0.6047826086956523
1283175000,0.58,0.74,0.48,0.56,0.603715415019763
1283779800,0.61,0.66,0.54,0.66,0.6040711462450595
1284384600,0.52,0.59,0.52,0.59,0.6042687747035574
1284989400,0.48,0.73,0.48,0.53,0.6046245059288539
1285594200,0.57,0.59,0.52,0.54,0.6027667984189725
1286199000,0.59,0.66,0.54,0.55,0.6019367588932808
1286803800,0.57,0.57,0.45,0.56,0.6018972332015812
1287408600,0.56,0.74,0.56,0.68,0.6039920948616602
1288013400,0.63,0.63,0.54,0.54,0.6031620553359685
1288618200,0.63,0.63,0.41,0.41,0.5998418972332018
1289226600,0.5,0.63,0.47,0.63,0.599130434782609
1289831400,0.55,0.66,0.53,0.56,0.5985375494071149
1290436200,0.56,0.7,0.53,0.64,0.5979446640316209
1291041000,0.7,0.7,0.45,0.5,0.595612648221344
1291645800,0.49,0.49,0.42,0.42,0.5922529644268776
1292250600,0.35,0.51,0.35,0.49,0.5895256916996048
1292855400,0.58,0.58,0.47,0.52,0.5878656126482213
1293460200,0.53,0.7,0.51,0.7,0.5879446640316206
1294065000,0.4,0.5,0.4,0.5,0.5866403162055335
1294669800,0.54,0.54,0.37,0.37,0.5858893280632409
1295274600,0.44,0.67,0.44,0.55,0.5844268774703556
1295879400,0.51,0.65,0.51,0.65,0.5827272727272724
1296484200,0.61,0.64,0.45,0.64,0.580592885375494
1297089000,0.46,0.55,0.46,0.51,0.5766798418972332
1297693800,0.51,0.61,0.5,0.61,0.5749011857707509
1298298600,0.68,0.72,0.49,0.49,0.5738735177865613
1298903400,0.53,0.64,0.53,0.57,0.5725691699604741
1299508200,0.64,0.73,0.54,0.62,0.5749011857707508
1300109400,0.67,0.79,0.67,0.67,0.5786166007905138
1300714200,0.49,0.59,0.49,0.53,0.578102766798419
1301319000,0.56,0.56,0.51,0.51,0.5775098814229248
1301923800,0.59,0.59,0.53,0.58,0.5792094861660079
1302528600,0.62,0.69,0.58,0.63,0.5835177865612647
1303133400,0.6,0.64,0.51,0.62,0.5848221343873516
1303738200,0.57,0.59,0.54,0.59,0.586284584980237
1304343000,0.5,0.72,0.5,0.62,0.5857312252964426
1304947800,0.63,0.73,0.58,0.73,0.5861264822134387
1305552600,0.61,0.75,0.61,0.75,0.5849011857707508
1306157400,0.69,0.69,0.51,0.51,0.5838735177865613
1306762200,0.54,0.76,0.54,0.71,0.5850988142292491
1307367000,0.8,1.01,0.74,1.01,0.5889328063241109
1307971800,0.73,1.09,0.65,1.09,0.5939130434782611
1308576600,0.57,0.7,0.53,0.7,0.5928063241106722
1309181400,0.62,0.62,0.54,0.55,0.590434782608696
1309786200,0.64,0.71,0.56,0.58,0.5912252964426881
1310391000,0.74,0.78,0.64,0.64,0.5937944664031625
1310995800,0.68,0.68,0.51,0.6,0.5939920948616605
1311600600,0.6,0.77,0.58,0.77,0.5953359683794472
1312205400,0.76,0.96,0.68,0.94,0.5999604743083009
1312810200,1.07,1.07,0.62,0.75,0.6037944664031627
1313415000,0.68,1.03,0.68,1.03,0.6071541501976291
1314019800,0.73,0.77,0.66,0.73,0.6090118577075105
1314624600,0.54,0.84,0.54,0.84,0.6111067193675895
1315229400,0.75,0.86,0.62,0.86,0.6135968379446646
1315834200,0.72,0.72,0.64,0.67,0.6156126482213445
1316439000,0.62,0.85,0.62,0.65,0.6176284584980244
1317043800,0.59,0.82,0.59,0.81,0.6211067193675898
1317648600,0.85,0.85,0.67,0.71,0.624189723320159
1318253400,0.63,0.77,0.6,0.6,0.6269565217391312
1318858200,0.71,0.74,0.5,0.5,0.6271146245059296
1319463000,0.52,0.79,0.5,0.55,0.6268379446640323
1320067800,0.77,0.89,0.63,0.79,0.6311462450592892
1320676200,0.65,0.91,0.64,0.64,0.6355335968379453
1321281000,0.77,0.9,0.71,0.9,0.6395256916996055
1321885800,0.66,0.75,0.66,0.75,0.6412648221343881
1322490600,0.65,0.65,0.55,0.58,0.6420948616600798
1323095400,0.67,0.76,0.67,0.7,0.6470355731225305
1323700200,0.6,0.9,0.6,0.89,0.653794466403163
1324305000,0.61,0.72,0.53,0.63,0.6562055335968389
1324909800,0.71,0.71,0.54,0.54,0.6582213438735187
1325514600,0.55,0.74,0.55,0.62,0.6602371541501986
1326119400,0.66,0.66,0.54,0.6,0.6620553359683804
1326724200,0.59,0.59,0.48,0.52,0.6634782608695662
1327329000,0.64,0.65,0.57,0.6,0.6640316205533606
1327933800,0.67,0.67,0.51,0.51,0.6650592885375504
1328538600,0.55,0.75,0.54,0.75,0.6660474308300405
1329143400,0.53,0.63,0.51,0.51,0.6668774703557323
1329748200,0.61,0.69,0.61,0.69,0.667233201581029
1330353000,0.64,0.67,0.57,0.6,0.6680237154150209
1330957800,0.73,0.78,0.61,0.63,0.6698814229249024
1331559000,0.7,0.7,0.46,0.46,0.6670750988142305
1332163800,0.5,0.68,0.5,0.61,0.6664822134387353
1332768600,0.72,0.72,0.55,0.59,0.6686166007905139
1333373400,0.52,0.66,0.52,0.6,0.6691304347826087
1333978200,0.69,0.72,0.51,0.72,0.6706324110671937
1334583000,0.7,0.7,0.57,0.63,0.6703557312252966
1335187800,0.59,0.66,0.48,0.6,0.670711462450593
1335792600,0.64,0.75,0.53,0.71,0.6723320158102768
1336397400,0.65,0.74,0.65,0.74,0.6736363636363637
1337002200,0.84,0.99,0.81,0.99,0.6774308300395256
1337607000,0.54,0.74,0.54,0.66,0.6775889328063242
1338211800,0.66,0.79,0.66,0.79,0.6799604743083005
1338816600,0.78,0.78,0.64,0.78,0.6785375494071146
1339421400,0.81,0.92,0.69,0.69,0.6774308300395258
1340026200,0.57,0.8,0.57,0.61,0.6750988142292492
1340631000,0.78,0.78,0.65,0.69,0.6769960474308302
1341235800,0.72,0.75,0.64,0.75,0.6782608695652175
1341840600,0.78,0.81,0.64,0.64,0.6799604743083005
1342445400,0.67,0.75,0.66,0.75,0.6807905138339921
1343050200,0.7,0.71,0.64,0.64,0.6824505928853755
1343655000,0.66,0.78,0.6,0.6,0.6815810276679842
1344259800,0.63,0.7,0.55,0.7,0.6754545454545454
1344864600,0.56,0.69,0.54,0.54,0.6733992094861662
1345469400,0.62,0.74,0.62,0.68,0.6706719367588935
1346074200,0.69,0.84,0.61,0.67,0.6714229249011859
1346679000,0.75,0.75,0.54,0.54,0.6700395256916997
1347283800,0.66,0.66,0.53,0.53,0.6668774703557313
1347888600,0.64,0.75,0.56,0.62,0.6660869565217392
1348493400,0.61,0.76,0.6,0.76,0.6658102766798419
1349098200,0.63,0.71,0.55,0.67,0.6627272727272727
1349703000,0.55,0.74,0.55,0.74,0.6625691699604742
1350307800,0.73,0.8,0.59,0.8,0.6626877470355731
1350912600,0.67,0.86,0.67,0.77,0.6647430830039525
1351517400,0.68,0.77,0.6,0.77,0.6656521739130434
1352125800,0.61,0.82,0.61,0.82,0.6655731225296442
1352730600,0.65,0.83,0.65,0.81,0.6658498023715416
1353335400,0.56,0.67,0.56,0.59,0.6629249011857706
1353940200,0.64,0.73,0.58,0.73,0.6618577075098813
1354545000,0.57,0.81,0.57,0.64,0.6628458498023714
1355149800,0.62,0.7,0.59,0.7,0.6613043478260867
1355754600,0.6,0.71,0.51,0.71,0.6577470355731223
1356359400,0.65,0.74,0.64,0.64,0.6583399209486163
1356964200,0.62,0.64,0.53,0.64,0.6572332015810274
1357569000,0.68,0.78,0.61,0.63,0.6579446640316201
1358173800,0.52,0.75,0.52,0.54,0.6588142292490115
1358778600,0.68,0.69,0.64,0.64,0.660671936758893
1359383400,0.76,0.76,0.57,0.57,0.661857707509881
1359988200,0.69,0.69,0.57,0.57,0.6626877470355726
1360593000,0.56,0.65,0.56,0.59,0.6630039525691696
1361197800,0.58,0.72,0.58,0.59,0.6639920948616597
1361802600,0.73,0.75,0.63,0.74,0.6650988142292487
1362407400,0.67,0.67,0.54,0.62,0.6645454545454541
1363008600,0.65,0.65,0.56,0.56,0.6635177865612643
1363613400,0.65,0.72,0.59,0.69,0.6662055335968374
1364218200,0.72,0.72,0.62,0.62,0.6673122529644263
1364823000,0.7,0.76,0.64,0.7,0.6684584980237149
1365427800,0.58,0.7,0.58,0.7,0.6686166007905133
1366032600,0.7,0.85,0.7,0.85,0.670750988142292
1366637400,0.66,0.66,0.58,0.65,0.6712648221343868
1367242200,0.58,0.68,0.55,0.61,0.6714229249011853
1367847000,0.53,0.66,0.53,0.59,0.6698814229249007
1368451800,0.6,0.6,0.5,0.5,0.6659683794466398
1369056600,0.52,0.73,0.52,0.73,0.6621343873517782
1369661400,0.58,0.66,0.48,0.66,0.6605533596837939
1370266200,0.63,0.73,0.63,0.67,0.6587351778656122
1370871000,0.59,0.81,0.59,0.73,0.6584584980237149
1371475800,0.65,0.82,0.54,0.82,0.6573913043478258
1372080600,0.65,0.71,0.59,0.66,0.6567984189723316
1372685400,0.6,0.76,0.6,0.6,0.6559683794466399
1373290200,0.69,0.69,0.54,0.67,0.6539920948616598
1373895000,0.53,0.64,0.5,0.54,0.6511857707509877
1374499800,0.67,0.67,0.59,0.64,0.6501976284584976
1375104600,0.6,0.6,0.55,0.58,0.6482608695652169
1375709400,0.59,0.63,0.58,0.58,0.6466798418972327
1376314200,0.55,0.66,0.49,0.6,0.6459683794466399
1376919000,0.54,0.64,0.54,0.6,0.6452173913043475
1377523800,0.61,0.68,0.55,0.67,0.6439525691699602
1378128600,0.54,0.54,0.5,0.5,0.6407509881422923
1378733400,0.45,0.63,0.45,0.6,0.6390118577075097
1379338200,0.57,0.6,0.53,0.6,0.6390909090909089
1379943000,0.7,0.7,0.49,0.7,0.6387351778656125
1380547800,0.76,0.76,0.53,0.59,0.6375889328063239
1381152600,0.6,0.72,0.6,0.6,0.638300395256917
1381757400,0.59,0.66,0.46,0.46,0.6352569169960474
1382362200,0.53,0.64,0.53,0.64,0.6335573122529649
1382967000,0.53,0.61,0.52,0.61,0.6298023715415025
1383575400,0.54,0.58,0.51,0.51,0.6274308300395263
1384180200,0.52,0.59,0.52,0.55,0.6234782608695659
1384785000,0.58,0.69,0.48,0.6,0.6215019762845857
1385389800,0.54,0.6,0.48,0.48,0.6205138339920956
1385994600,0.51,0.61,0.51,0.53,0.6181422924901193
1386599400,0.62,0.67,0.53,0.67,0.6177075098814235
1387204200,0.5,0.62,0.5,0.5,0.6161660079051389
1387809000,0.49,0.59,0.46,0.54,0.6135573122529648
1388413800,0.49,0.56,0.46,0.54,0.6118181818181824
1389018600,0.52,0.55,0.47,0.53,0.6091699604743088
1389623400,0.61,0.61,0.48,0.53,0.6071146245059295
1390228200,0.57,0.69,0.52,0.69,0.606758893280633
1390833000,0.53,0.66,0.53,0.66,0.6047035573122537
1391437800,0.61,0.68,0.6,0.68,0.6044664031620561
1392042600,0.71,0.71,0.55,0.57,0.6044268774703565
1392647400,0.61,0.61,0.55,0.55,0.6035573122529652
1393252200,0.55,0.63,0.55,0.63,0.6015019762845857
1393857000,0.62,0.62,0.46,0.55,0.5990118577075096
1394458200,0.67,0.71,0.58,0.69,0.5999999999999996
1395063000,0.57,0.62,0.53,0.62,0.5986561264822131
1395667800,0.66,0.66,0.53,0.64,0.5974308300395252
1396272600,0.57,0.65,0.47,0.65,0.5948221343873514
1396877400,0.62,0.75,0.45,0.75,0.5948221343873515
1397482200,0.61,0.61,0.53,0.57,0.592490118577075
1398087000,0.47,0.71,0.47,0.71,0.5903557312252964
1398691800,0.69,0.69,0.54,0.65,0.59
1399296600,0.65,0.72,0.65,0.72,0.5915810276679841
1399901400,0.53,0.72,0.53,0.68,0.5932411067193676
1400506200,0.54,0.71,0.54,0.58,0.5948221343873517
1401111000,0.53,0.56,0.52,0.56,0.5930434782608693
1401715800,0.62,0.62,0.43,0.47,0.5907905138339918
1402320600,0.48,0.56,0.48,0.56,0.5873122529644269
1402925400,0.48,0.52,0.38,0.52,0.5838735177865613
1403530200,0.54,0.58,0.49,0.52,0.5804347826086956
1404135000,0.5,0.57,0.49,0.49,0.5782608695652174
1404739800,0.61,0.67,0.54,0.54,0.5775889328063242
1405344600,0.58,0.67,0.5,0.56,0.5770355731225296
1405949400,0.62,0.62,0.58,0.62,0.5769565217391305
1406554200,0.59,1.04,0.57,1.04,0.5787351778656125
1407159000,0.63,0.8,0.63,0.65,0.5806719367588932
1407763800,0.57,0.67,0.57,0.63,0.5822134387351777
1408368600,0.5,0.58,0.5,0.56,0.5808695652173911
1408973400,0.64,0.64,0.53,0.56,0.5807905138339919
1409578200,0.63,0.65,0.62,0.62,0.5815810276679841
1410183000,0.61,0.64,0.58,0.58,0.5833201581027667
1410787800,0.61,0.64,0.55,0.55,0.5837154150197628
1411392600,0.69,0.77,0.63,0.71,0.5853359683794465
1411997400,0.7,0.78,0.54,0.54,0.5861264822134384
1412602200,0.63,0.87,0.63,0.87,0.5871146245059284
1413207000,0.91,0.91,0.64,0.71,0.5901976284584975
1413811800,0.59,0.74,0.59,0.63,0.5922529644268771
1414416600,0.66,0.72,0.5,0.5,0.5932015810276678
1415025000,0.61,0.69,0.57,0.57,0.5943873517786558
1415629800,0.67,0.67,0.53,0.53,0.5956126482213435
1416234600,0.56,0.6,0.47,0.49,0.5941501976284581
1416839400,0.54,0.65,0.54,0.65,0.5952569169960471
1417444200,0.62,0.66,0.5,0.5,0.5965217391304345
1418049000,0.62,0.79,0.62,0.79,0.5996047430830037
1418653800,0.75,0.75,0.58,0.59,0.601660079051383
1419258600,0.49,0.6,0.49,0.55,0.6024110671936753
1419863400,0.64,0.8,0.56,0.8,0.6047035573122524
1420468200,0.79,0.79,0.54,0.64,0.6074703557312249
1421073000,0.68,0.75,0.66,0.68,0.6106324110671932
1421677800,0.61,0.7,0.58,0.7,0.6118181818181814
1422282600,0.66,0.79,0.66,0.68,0.61395256916996
1422887400,0.76,0.76,0.54,0.69,0.6147826086956517
1423492200,0.75,0.75,0.55,0.56,0.6146245059288533
1424097000,0.58,0.58,0.53,0.53,0.6143873517786557
1424701800,0.62,0.65,0.57,0.64,0.6155731225296438
1425306600,0.57,0.67,0.57,0.67,0.6170750988142287
1425907800,0.65,0.8,0.65,0.8,0.6186561264822128
1426512600,0.69,0.74,0.57,0.57,0.6194861660079045
1427117400,0.56,0.79,0.56,0.79,0.620750988142292
1427722200,0.53,0.81,0.53,0.81,0.6227272727272722
1428327000,0.5,0.6,0.5,0.54,0.6223320158102763
1428931800,0.59,0.74,0.59,0.74,0.6229249011857703
1429536600,0.56,0.66,0.56,0.6,0.6240711462450588
1430141400,0.65,0.72,0.61,0.61,0.6246640316205527
1430746200,0.55,0.74,0.55,0.55,0.6248616600790509
1431351000,0.61,0.64,0.56,0.56,0.6237944664031614
1431955800,0.66,0.71,0.58,0.64,0.6235177865612641
1432560600,0.74,0.74,0.57,0.57,0.6243873517786556
1433165400,0.66,0.66,0.51,0.61,0.6252569169960469
1433770200,0.61,0.67,0.46,0.67,0.6271936758893275
1434375000,0.66,0.66,0.55,0.63,0.6299604743082998
1434979800,0.56,0.74,0.52,0.74,0.6320948616600784
1435584600,0.94,0.94,0.62,0.7,0.6360079051383394
1436189400,0.65,0.87,0.65,0.67,0.6392490118577068
1436794200,0.55,0.71,0.55,0.55,0.6402371541501971
1437399000,0.56,0.86,0.56,0.86,0.6420948616600786
1438003800,0.74,0.74,0.5,0.68,0.6428853754940709
1438608600,0.73,0.83,0.73,0.83,0.6430830039525688
1439213400,0.66,0.83,0.66,0.67,0.6450592885375491
1439818200,0.69,1.04,0.66,1.04,0.6496047430830035
1440423000,0.87,0.87,0.7,0.72,0.6537154150197624
1441027800,0.66,0.89,0.66,0.89,0.6560474308300391
1441632600,0.66,0.81,0.66,0.81,0.6582213438735175
1442237400,0.91,0.91,0.73,0.83,0.6622924901185767
1442842200,0.55,0.86,0.55,0.74,0.6642292490118574
1443447000,0.94,0.95,0.67,0.67,0.6657312252964425
1444051800,0.62,0.83,0.62,0.64,0.667272727272727
1444656600,0.67,0.87,0.61,0.61,0.6658102766798417
1445261400,0.67,0.83,0.63,0.63,0.6666403162055334
1445866200,0.72,0.74,0.54,0.59,0.666086956521739
1446474600,0.58,0.73,0.58,0.66,0.6673517786561264
1447079400,0.76,0.98,0.59,0.98,0.6704347826086957
1447684200,0.71,0.83,0.67,0.67,0.6743478260869564
1448289000,0.6,0.76,0.6,0.76,0.6762450592885374
1448893800,0.65,0.9,0.61,0.61,0.677193675889328
1449498600,0.83,0.96,0.66,0.92,0.6803162055335967
