time,open,high,low,close,Plot
1346765400,0.75,0.75,0.75,0.75,0.6716600790513836
1346851800,0.67,0.67,0.67,0.67,0.6709881422924902
1346938200,0.59,0.59,0.59,0.59,0.6703557312252966
1347024600,0.54,0.54,0.54,0.54,0.6700395256916997
1347283800,0.66,0.66,0.66,0.66,0.6698418972332016
1347370200,0.54,0.54,0.54,0.54,0.6685770750988144
1347456600,0.57,0.57,0.57,0.57,0.6679841897233203
1347543000,0.54,0.54,0.54,0.54,0.667312252964427
1347629400,0.53,0.53,0.53,0.53,0.6668774703557313
1347888600,0.64,0.64,0.64,0.64,0.6667193675889329
1347975000,0.62,0.62,0.62,0.62,0.6665217391304349
1348061400,0.56,0.56,0.56,0.56,0.6662845849802372
1348147800,0.75,0.75,0.75,0.75,0.6667588932806325
1348234200,0.62,0.62,0.62,0.62,0.6660869565217392
1348493400,0.61,0.61,0.61,0.61,0.6651383399209486
1348579800,0.73,0.73,0.73,0.73,0.6654545454545455
1348666200,0.75,0.75,0.75,0.75,0.6660869565217392
1348752600,0.6,0.6,0.6,0.6,0.6660474308300396
1348839000,0.76,0.76,0.76,0.76,0.6658102766798419
1349098200,0.63,0.63,0.63,0.63,0.6651383399209486
1349184600,0.55,0.55,0.55,0.55,0.6641106719367589
1349271000,0.71,0.71,0.71,0.71,0.6635573122529644
1349357400,0.58,0.58,0.58,0.58,0.662806324110672
1349443800,0.67,0.67,0.67,0.67,0.6627272727272727
1349703000,0.55,0.55,0.55,0.55,0.6622529644268775
1349789400,0.73,0.73,0.73,0.73,0.6623320158102767
1349875800,0.71,0.71,0.71,0.71,0.6626482213438735
1349962200,0.65,0.65,0.65,0.65,0.6621739130434782
1350048600,0.74,0.74,0.74,0.74,0.6625691699604742
1350307800,0.73,0.73,0.73,0.73,0.6626482213438735
1350394200,0.61,0.61,0.61,0.61,0.6626877470355731
1350480600,0.59,0.59,0.59,0.59,0.6622134387351778
1350567000,0.65,0.65,0.65,0.65,0.6623320158102767
1350653400,0.8,0.8,0.8,0.8,0.6626877470355731
1350912600,0.67,0.67,0.67,0.67,0.6624110671936758
1350999000,0.86,0.86,0.86,0.86,0.6638339920948616
1351085400,0.71,0.71,0.71,0.71,0.6645849802371541
1351171800,0.76,0.76,0.76,0.76,0.6644664031620553
1351258200,0.77,0.77,0.77,0.77,0.6647430830039525
1351690200,0.68,0.68,0.68,0.68,0.6654545454545455
1351776600,0.6,0.6,0.6,0.6,0.6656521739130434
1351863000,0.77,0.77,0.77,0.77,0.6656521739130434
1352125800,0.61,0.61,0.61,0.61,0.6645454545454546
1352212200,0.63,0.63,0.63,0.63,0.6643478260869564
1352298600,0.76,0.76,0.76,0.76,0.6648616600790513
1352385000,0.8,0.8,0.8,0.8,0.6649011857707509
1352471400,0.82,0.82,0.82,0.82,0.6655731225296442
1352730600,0.65,0.65,0.65,0.65,0.6655731225296442
1352817000,0.72,0.72,0.72,0.72,0.6648221343873517
1352903400,0.78,0.78,0.78,0.78,0.6649407114624506
1352989800,0.83,0.83,0.83,0.83,0.6656916996047432
1353076200,0.81,0.81,0.81,0.81,0.6658498023715416
1353335400,0.56,0.56,0.56,0.56,0.6652569169960474
1353421800,0.67,0.67,0.67,0.67,0.6649802371541501
1353508200,0.61,0.61,0.61,0.61,0.6641501976284584
1353681000,0.59,0.59,0.59,0.59,0.6629249011857706
1353940200,0.64,0.64,0.64,0.64,0.6628458498023715
1354026600,0.58,0.58,0.58,0.58,0.662490118577075
1354113000,0.6,0.6,0.6,0.6,0.6620553359683793
1354199400,0.62,0.62,0.62,0.62,0.6615415019762844
1354285800,0.73,0.73,0.73,0.73,0.6618577075098813
1354545000,0.57,0.57,0.57,0.57,0.6616996047430829
1354631400,0.81,0.81,0.81,0.81,0.6627272727272726
1354717800,0.6,0.6,0.6,0.6,0.6626086956521737
1354804200,0.67,0.67,0.67,0.67,0.6629644268774701
1354890600,0.64,0.64,0.64,0.64,0.6628458498023714
1355149800,0.62,0.62,0.62,0.62,0.6624110671936757
1355236200,0.59,0.59,0.59,0.59,0.6618577075098812
1355322600,0.61,0.61,0.61,0.61,0.6612648221343872
1355409000,0.61,0.61,0.61,0.61,0.6609090909090907
1355495400,0.7,0.7,0.7,0.7,0.6613043478260867
1355754600,0.6,0.6,0.6,0.6,0.6605928853754939
1355841000,0.51,0.51,0.51,0.51,0.6593675889328061
1355927400,0.64,0.64,0.64,0.64,0.6583399209486164
1356013800,0.64,0.64,0.64,0.64,0.6573517786561263
1356100200,0.71,0.71,0.71,0.71,0.6577470355731223
1356359400,0.65,0.65,0.65,0.65,0.6582213438735175
1356532200,0.74,0.74,0.74,0.74,0.6583003952569167
1356618600,0.68,0.68,0.68,0.68,0.6583003952569167
1356705000,0.64,0.64,0.64,0.64,0.6583399209486163
1356964200,0.62,0.62,0.62,0.62,0.6579841897233198
1357137000,0.55,0.55,0.55,0.55,0.6574703557312249
1357223400,0.53,0.53,0.53,0.53,0.6568379446640313
1357309800,0.64,0.64,0.64,0.64,0.6572332015810274
1357569000,0.68,0.68,0.68,0.68,0.6577470355731222
1357655400,0.78,0.78,0.78,0.78,0.6579051383399206
1357741800,0.61,0.61,0.61,0.61,0.6579051383399206
1357828200,0.66,0.66,0.66,0.66,0.6580632411067191
1357914600,0.63,0.63,0.63,0.63,0.6579446640316201
1358173800,0.52,0.52,0.52,0.52,0.6577470355731221
1358260200,0.67,0.67,0.67,0.67,0.6582608695652169
1358346600,0.75,0.75,0.75,0.75,0.6589723320158098
1358433000,0.61,0.61,0.61,0.61,0.6590118577075095
1358519400,0.54,0.54,0.54,0.54,0.6588142292490115
1358865000,0.68,0.68,0.68,0.68,0.6593280632411063
1358951400,0.69,0.69,0.69,0.69,0.6601581027667981
1359037800,0.65,0.65,0.65,0.65,0.660671936758893
1359124200,0.64,0.64,0.64,0.64,0.660671936758893
1359383400,0.76,0.76,0.76,0.76,0.6612252964426873
1359469800,0.68,0.68,0.68,0.68,0.6616600790513831
1359556200,0.67,0.67,0.67,0.67,0.6617391304347823
1359642600,0.73,0.73,0.73,0.73,0.6622529644268771
1359729000,0.57,0.57,0.57,0.57,0.661857707509881
1359988200,0.69,0.69,0.69,0.69,0.6621739130434778
1360074600,0.59,0.59,0.59,0.59,0.6620948616600787
1360161000,0.6,0.6,0.6,0.6,0.6620158102766794
1360247400,0.66,0.66,0.66,0.66,0.6626086956521735
1360333800,0.57,0.57,0.57,0.57,0.6626877470355726
1360593000,0.56,0.56,0.56,0.56,0.6626086956521735
1360679400,0.61,0.61,0.61,0.61,0.6628853754940709
1360765800,0.65,0.65,0.65,0.65,0.6632806324110668
1360852200,0.62,0.62,0.62,0.62,0.6627667984189719
1360938600,0.59,0.59,0.59,0.59,0.6630039525691696
1361284200,0.58,0.58,0.58,0.58,0.6629249011857703
1361370600,0.72,0.72,0.72,0.72,0.6632806324110667
1361457000,0.72,0.72,0.72,0.72,0.6636758893280628
1361543400,0.59,0.59,0.59,0.59,0.6639920948616597
1361802600,0.73,0.73,0.73,0.73,0.6644664031620549
1361889000,0.75,0.75,0.75,0.75,0.6649407114624502
1361975400,0.63,0.63,0.63,0.63,0.6647826086956518
1362061800,0.67,0.67,0.67,0.67,0.6647035573122525
