time,close,MACD,Signal Line,Histogram,Cross
2012-09-04,1404.94,7.978535463026219,11.393871943110627,-3.4153364800844077,NaN
2012-09-05,1403.44,7.153570095595796,10.523173299105894,-3.3696032035100973,NaN
2012-09-06,1432.12,8.713570789539517,9.987341269134529,-1.2737704795950116,NaN
2012-09-07,1437.92,10.299171666110396,9.691168885510605,0.6080027805997918,9.691168885510605
2012-09-10,1429.08,10.718896892299881,9.513901164919389,1.204995727380492,NaN
2012-09-11,1433.56,11.282967688975077,9.481625745356142,1.8013419436189348,NaN
2012-09-12,1436.56,11.835638909287809,9.579359145086503,2.256279764201306,NaN
2012-09-13,1459.99,14.002824179797244,10.083098694029054,3.91972548576819,NaN
2012-09-14,1465.77,16.002267634700274,10.887493702148024,5.11477393255225,NaN
2012-09-17,1461.19,17.02106501236267,11.892219207629852,5.128845804732817,NaN
2012-09-18,1459.32,17.47612204600273,13.039169424341733,4.436952621660996,NaN
2012-09-19,1461.05,17.771495823971463,14.045605539278617,3.7258902846928468,NaN
2012-09-20,1460.26,17.73736991412966,14.872072011280757,2.8652979028489014,NaN
2012-09-21,1460.15,17.499722891727743,15.625497122328296,1.8742257693994464,NaN
2012-09-24,1456.89,16.854048183102577,16.24450606612024,0.6095421169823361,NaN
2012-09-25,1441.59,14.935595939215773,16.588945736112237,-1.6533497968964639,16.588945736112237
2012-09-26,1433.32,12.60261374313086,16.43336679870486,-3.830753055574,NaN
2012-09-27,1447.15,11.734407022629966,15.959160064030382,-4.224753041400415,NaN
2012-09-28,1440.67,10.403539568988208,15.223879459210998,-4.82033989022279,NaN
2012-10-01,1444.49,9.547007637286015,14.342866747131362,-4.795859109845347,NaN
2012-10-02,1445.75,8.867650623704094,13.353550613768322,-4.485899990064228,NaN
2012-10-03,1450.99,8.65234070567044,12.34410292393952,-3.69176221826908,NaN
2012-10-04,1461.4,9.215475776092262,11.423631022202244,-2.208155246109982,NaN
2012-10-05,1460.93,9.514165922136726,10.608088548761593,-1.0939226266248667,NaN
2012-10-08,1455.88,9.23690987220425,9.974901207982535,-0.7379913357782844,NaN
2012-10-09,1441.48,7.7657045923745045,9.437466857898496,-1.6717622655239914,NaN
2012-10-10,1432.56,5.81298587350625,8.779531174662528,-2.9665453011562786,NaN
2012-10-11,1432.84,4.239169374410039,8.094601153042731,-3.855431778632692,NaN
2012-10-12,1428.59,2.6187812982018386,7.324798226477823,-4.706016928275984,NaN
2012-10-15,1440.13,2.239972619711807,6.5883895593675685,-4.3484169396557615,NaN
2012-10-16,1454.92,3.097487499872159,5.971183647612204,-2.873696147740045,NaN
2012-10-17,1460.91,4.211865397435304,5.415226938872542,-1.2033615414372383,NaN
2012-10-18,1457.34,4.7521687029625355,4.886116136742077,-0.13394743377954121,NaN
2012-10-19,1433.19,3.1948317633848546,4.214774124651033,-1.0199423612661782,NaN
2012-10-22,1433.82,1.9885440555858622,3.572867398341183,-1.584323342755321,NaN
2012-10-23,1413.11,-0.6312943941777576,2.8568362574874047,-3.4881306516651622,NaN
2012-10-24,1408.75,-3.0244864058822714,2.0497633930104815,-5.074249798892753,NaN
2012-10-25,1412.97,-4.528389134073905,1.2556333449798431,-5.784022479053748,NaN
2012-10-26,1411.94,-5.737220170302862,0.36927859053376877,-6.106498760836631,NaN
2012-10-31,1412.16,-6.601378729510088,-0.7083732127309254,-5.893005516779163,NaN
2012-11-01,1427.59,-5.972313455618178,-1.8399486408479788,-4.132364814770199,NaN
2012-11-02,1414.2,-6.479543643245734,-3.087916679315564,-3.3916269639301695,NaN
2012-11-05,1417.26,-6.559002694597893,-4.17167606353587,-2.387326631062024,NaN
2012-11-06,1428.39,-5.658647219793011,-5.021363983022411,-0.6372832367705996,NaN
2012-11-07,1394.53,-7.589837121643313,-5.794535397185251,-1.7953017244580627,NaN
2012-11-08,1377.51,-10.374104570424606,-6.611159637689955,-3.7629449327346514,NaN
2012-11-09,1379.85,-12.250620610690248,-7.469185357313993,-4.781435253376255,NaN
2012-11-12,1380.03,-13.566858299095657,-8.33914514940208,-5.227713149693576,NaN
2012-11-13,1374.53,-14.882237020221282,-9.259240515036659,-5.622996505184624,NaN
2012-11-14,1355.49,-17.26206665050222,-10.51365753669044,-6.74840911381178,NaN
2012-11-15,1353.33,-19.10219451866533,-11.91617430062595,-7.186020218039378,NaN
2012-11-16,1359.88,-19.803694192939474,-13.38780668933057,-6.415887503608904,NaN
2012-11-19,1386.89,-17.972975200499604,-14.756065353853526,-3.216909846646079,NaN
2012-11-20,1387.81,-16.260440659978485,-15.719465747001879,-0.5409749129766066,NaN
2012-11-21,1391.03,-14.476541055182906,-16.175292023086133,1.6987509679032264,-16.175292023086133
2012-11-23,1409.15,-11.468454002363615,-16.08838462216095,4.619930619797337,NaN
2012-11-26,1406.29,-9.209144157535547,-15.604194161987607,6.3950500044520595,NaN
2012-11-27,1398.94,-7.920406881302142,-14.830657479885481,6.910250598583339,NaN
2012-11-28,1409.93,-5.9437562303351115,-13.573067433200245,7.629311202865134,NaN
2012-11-29,1415.95,-3.8471352789470075,-11.878060851009321,8.030925572062314,NaN
2012-11-30,1416.18,-2.1422939605779447,-9.915683047413596,7.773389086835651,NaN
2012-12-03,1409.46,-1.3182468426468859,-8.065157674318849,6.746910831671963,NaN
2012-12-04,1407.05,-0.849853837514047,-6.352870249600579,5.503016412086532,NaN
2012-12-05,1409.28,-0.29530257893406997,-4.77717708557293,4.48187450663886,NaN
2012-12-06,1413.94,0.5142780661519737,-3.4457624112934204,3.960040477445394,NaN
2012-12-07,1418.07,1.4721628671036342,-2.2589505196668447,3.731113386770479,NaN
2012-12-10,1418.55,2.244156225489405,-1.129554618912228,3.373710844401633,NaN
2012-12-11,1427.84,3.5645025179510412,-0.07308142465821119,3.637583942609252,NaN
2012-12-12,1428.48,4.609394883635332,0.8665330378509376,3.7428618457843945,NaN
2012-12-13,1419.45,4.655172151523175,1.6218070503066175,3.0333651012165572,NaN
