Date,Consumer non-durables,Electronic technology,Finance,Health technology,Retail trade,Technology services
2024-02-13 00:00:00-05:00,111.0199,140.8079,132788.1029,345.2643,216.9759,281.0545
2024-02-14 00:00:00-05:00,110.8914,142.3285,134386.3470,350.4912,219.2653,285.7001
2024-02-15 00:00:00-05:00,111.3298,141.9023,135728.8274,351.4716,219.2518,285.8607
2024-02-16 00:00:00-05:00,111.4341,140.9774,136417.4713,358.7667,219.2117,282.1273
2024-02-20 00:00:00-05:00,112.0616,138.4213,137097.3467,350.5638,218.1546,281.0644
2024-02-21 00:00:00-05:00,113.1348,137.7756,137963.2159,347.7594,218.7214,280.8539
2024-02-22 00:00:00-05:00,113.6424,145.7845,139864.6780,356.5642,224.1708,287.9131
2024-02-23 00:00:00-05:00,113.9977,144.6079,140629.0157,357.5233,224.6620,287.0814
2024-02-26 00:00:00-05:00,113.5340,144.9093,137596.8965,357.8661,225.3527,283.5006
2024-02-27 00:00:00-05:00,113.0084,144.9207,138030.8189,355.1380,225.0411,285.4658
2024-02-28 00:00:00-05:00,113.2681,143.9418,138870.7624,352.6767,225.2009,283.8231
2024-02-29 00:00:00-05:00,112.7022,145.2893,137866.3315,350.6053,226.9692,287.6283
2024-03-01 00:00:00-05:00,112.2589,149.0066,137286.4183,361.5066,228.8428,290.2957
2024-03-04 00:00:00-05:00,112.5238,149.2166,135984.2106,364.1350,228.9546,287.8508
2024-03-05 00:00:00-05:00,112.2881,146.2039,135197.6224,358.7049,226.9428,281.8471
2024-03-06 00:00:00-05:00,112.5900,148.3622,135831.8158,359.7033,227.9174,282.2468
2024-03-07 00:00:00-05:00,113.2896,152.1721,135407.8582,359.8840,230.9564,288.5168
2024-03-08 00:00:00-05:00,113.5969,147.6988,136343.4920,354.1605,223.5644,286.7526
2024-03-11 00:00:00-04:00,114.6330,146.3111,135899.2265,345.1146,220.4532,283.6792
2024-03-12 00:00:00-04:00,115.1201,149.7748,136336.6508,352.9290,225.3661,290.7581
2024-03-13 00:00:00-04:00,115.6175,147.6230,137273.5280,352.7489,226.3466,290.4021
2024-03-14 00:00:00-04:00,115.0464,146.5309,136960.6202,353.3112,227.0733,294.3056
2024-03-15 00:00:00-04:00,114.7614,145.5735,138218.2234,351.1784,223.7062,289.3779
2024-03-18 00:00:00-04:00,114.9023,146.2907,138162.6862,353.5277,224.4360,294.8044
2024-03-19 00:00:00-04:00,115.2792,147.5089,139257.7709,356.6872,225.9842,295.8828
2024-03-20 00:00:00-04:00,115.5327,149.8745,140513.1082,356.1354,228.8537,299.4606
2024-03-21 00:00:00-04:00,115.2866,149.5998,139777.7736,355.9635,229.6766,299.9643
2024-03-22 00:00:00-04:00,112.8502,150.8313,139316.2610,356.2471,228.7934,301.3241
2024-03-25 00:00:00-04:00,111.9642,150.5152,138524.3662,357.1092,228.0872,298.2172
2024-03-26 00:00:00-04:00,111.8659,148.6200,139167.8894,358.4737,226.9340,297.1382
2024-03-27 00:00:00-04:00,113.3509,148.8927,140783.8024,360.8261,228.3855,296.1643
2024-03-28 00:00:00-04:00,113.1351,148.2858,141863.4679,360.7990,228.4292,294.5795
2024-04-01 00:00:00-04:00,112.1703,148.9094,141771.1336,354.6207,226.2803,298.5080
2024-04-02 00:00:00-04:00,111.9147,147.0234,140935.7548,354.1667,224.4786,298.0907
2024-04-03 00:00:00-04:00,109.8517,148.1292,141741.4177,356.7261,224.7351,300.1138
2024-04-04 00:00:00-04:00,108.7569,144.8325,140515.5401,351.7286,222.9767,297.5597
2024-04-05 00:00:00-04:00,108.8820,147.3639,141150.7960,357.9627,226.8890,303.9535
2024-04-08 00:00:00-04:00,109.1023,146.7046,140566.9823,355.5123,227.1388,303.0457
2024-04-09 00:00:00-04:00,109.6196,146.5510,140177.1504,349.9344,228.1713,303.4877
2024-04-10 00:00:00-04:00,109.0137,145.9345,138399.9951,350.3608,227.8023,302.6650
2024-04-11 00:00:00-04:00,108.4476,151.1802,137890.7160,349.8144,230.2303,306.3567
2024-04-12 00:00:00-04:00,107.5056,148.8898,135971.9997,345.6654,227.7894,301.7178
2024-04-15 00:00:00-04:00,107.4063,145.9854,135168.3441,344.5561,224.4978,295.5815
2024-04-16 00:00:00-04:00,107.9156,146.4953,133751.6965,342.9688,223.7581,296.1160
2024-04-17 00:00:00-04:00,108.8658,141.8295,134229.8263,344.1243,222.2716,294.5694
2024-04-18 00:00:00-04:00,109.7195,140.8887,135087.9205,342.6071,220.6337,293.4324
2024-04-19 00:00:00-04:00,111.2199,134.7939,136674.8760,337.1371,218.0681,285.6923
2024-04-22 00:00:00-04:00,112.5581,137.1681,138025.3737,339.7701,220.7803,287.2089
2024-04-23 00:00:00-04:00,113.9600,140.2969,137556.0391,345.4481,223.0742,293.1352
2024-04-24 00:00:00-04:00,114.9982,139.6212,137163.8527,340.9209,221.0407,292.6060
2024-04-25 00:00:00-04:00,114.1506,142.0159,136748.3426,338.3051,219.1518,280.9104
2024-04-26 00:00:00-04:00,113.5257,145.2341,135711.8432,339.8643,223.7558,289.6522
2024-04-29 00:00:00-04:00,113.8860,146.4259,135393.5359,341.7616,224.3249,284.3853
2024-04-30 00:00:00-04:00,114.1195,143.1378,134051.6441,354.7172,220.0570,278.2998
2024-05-01 00:00:00-04:00,114.3659,139.6971,134631.3210,354.8202,221.9839,281.7593
2024-05-02 00:00:00-04:00,114.7807,142.8444,135594.5547,348.4254,227.3365,284.7434
2024-05-03 00:00:00-04:00,115.2070,148.9061,134832.9324,344.9053,230.1462,289.8364
2024-05-06 00:00:00-04:00,115.1354,150.8843,136129.1306,353.6964,232.7246,295.2260
2024-05-07 00:00:00-04:00,115.7215,150.0621,136680.1409,357.7415,234.1710,295.9237
2024-05-08 00:00:00-04:00,115.6066,150.5614,136869.1201,356.4509,232.7800,296.2965
2024-05-09 00:00:00-04:00,116.4906,150.1959,137704.1656,356.4677,235.9489,297.5695
2024-05-10 00:00:00-04:00,116.9608,151.0470,139081.9021,352.7876,235.4888,297.8383
2024-05-13 00:00:00-04:00,116.4387,151.8828,138858.3345,351.8016,233.4211,296.7728
2024-05-14 00:00:00-04:00,116.5350,153.3062,138467.3066,354.2874,233.7658,298.7085
2024-05-15 00:00:00-04:00,116.8679,157.1311,139264.8523,364.1751,234.9074,303.1883
2024-05-16 00:00:00-04:00,117.2249,156.1950,139775.0615,359.2635,234.4148,301.8536
2024-05-17 00:00:00-04:00,116.7497,155.3742,140730.8971,359.3311,235.6756,302.6147
2024-05-20 00:00:00-04:00,116.2141,157.3961,139360.7114,363.0472,234.0656,304.9907
2024-05-21 00:00:00-04:00,116.7634,157.5228,139785.5382,369.4231,234.5864,306.2197
2024-05-22 00:00:00-04:00,116.1824,156.7735,139773.7106,368.7068,234.2314,306.1018
2024-05-23 00:00:00-04:00,114.6722,159.3983,136917.6920,368.9879,232.3264,303.3507
2024-05-24 00:00:00-04:00,114.7456,162.6244,137717.9952,368.5558,233.5653,307.0658
2024-05-28 00:00:00-04:00,113.6837,166.9418,136175.3443,367.0226,234.6720,308.1328
2024-05-29 00:00:00-04:00,113.0716,165.8409,136133.4171,367.5539,233.7207,306.8870
2024-05-30 00:00:00-04:00,113.5684,164.2452,138116.0350,369.8195,233.5697,299.2782
2024-05-31 00:00:00-04:00,115.3483,163.5771,140286.4605,372.9065,231.9603,299.2527
2024-06-03 00:00:00-04:00,115.6574,166.2601,141113.9064,376.6711,232.8536,300.3820
2024-06-04 00:00:00-04:00,117.0662,166.5625,138059.7944,377.7534,234.7406,301.3687
2024-06-05 00:00:00-04:00,116.8135,173.3401,138186.2354,378.5267,236.6999,308.1216
2024-06-06 00:00:00-04:00,118.2283,172.3836,138633.5177,380.8508,239.8155,308.5937
2024-06-07 00:00:00-04:00,117.3255,172.5210,139146.4466,384.9493,239.0898,307.1110
2024-06-10 00:00:00-04:00,117.3665,172.3817,138120.2203,389.8695,241.8683,310.1160
2024-06-11 00:00:00-04:00,117.4337,176.4774,137687.5147,389.2504,242.2557,313.0629
2024-06-12 00:00:00-04:00,115.8454,181.6438,137646.3990,390.0557,242.7948,317.0345
2024-06-13 00:00:00-04:00,116.1025,185.7315,136732.9160,394.4555,241.2610,315.4304
2024-06-14 00:00:00-04:00,116.2762,186.1182,136598.7342,393.4981,241.9950,317.1191
2024-06-17 00:00:00-04:00,116.7089,189.2660,137260.6558,396.3540,243.7306,319.8385
2024-06-18 00:00:00-04:00,116.9064,190.3570,137516.2724,399.0485,243.5608,317.9120
2024-06-20 00:00:00-04:00,116.3601,185.7627,138019.8364,398.0042,244.6824,318.3891
2024-06-21 00:00:00-04:00,116.7937,181.8851,137517.4355,397.2194,245.2106,319.9429
2024-06-24 00:00:00-04:00,117.7564,176.5146,139546.6566,399.9882,242.7769,319.1513
2024-06-25 00:00:00-04:00,117.0768,180.5678,138812.5604,405.0167,242.4365,323.9299
2024-06-26 00:00:00-04:00,117.2301,181.8472,137979.4014,403.4469,247.2034,324.7087
2024-06-27 00:00:00-04:00,116.8672,181.4360,137514.7919,405.4843,248.6886,326.9020
2024-06-28 00:00:00-04:00,115.8315,180.3534,136898.4685,404.6899,246.2253,321.1982
2024-07-01 00:00:00-04:00,114.9721,183.2784,136500.7671,406.5482,247.2934,324.5940
2024-07-02 00:00:00-04:00,115.4589,184.5545,136549.8016,403.4802,250.2991,327.1940
2024-07-03 00:00:00-04:00,115.3932,188.9676,136707.8075,399.9531,249.2726,328.2150
2024-07-05 00:00:00-04:00,116.1670,189.3818,138309.5136,406.6240,253.3096,336.8894
2024-07-08 00:00:00-04:00,116.4286,191.7525,137388.4465,407.4453,252.7669,334.1091
2024-07-09 00:00:00-04:00,115.6704,192.6149,138410.4406,412.5933,253.3169,331.9595
2024-07-10 00:00:00-04:00,116.3796,196.9152,139192.3712,416.0463,254.1019,335.2510
2024-07-11 00:00:00-04:00,116.6110,190.3127,140661.2802,414.7664,248.4692,325.3885
2024-07-12 00:00:00-04:00,117.4945,192.5418,142989.1779,419.9288,248.3727,322.8746
2024-07-15 00:00:00-04:00,116.2176,193.0723,146006.3267,419.6659,247.6823,323.5836
2024-07-16 00:00:00-04:00,117.8533,192.2494,147658.2714,417.7461,249.0430,320.3156
2024-07-17 00:00:00-04:00,119.6792,180.5052,150093.2447,407.8961,245.9280,312.5991
2024-07-18 00:00:00-04:00,118.8723,180.6114,148201.6062,387.9948,242.2438,312.2170
2024-07-19 00:00:00-04:00,118.8807,177.9462,145792.2285,393.9227,241.5317,311.0727
2024-07-22 00:00:00-04:00,118.9857,182.2640,146512.2390,397.5731,242.0842,316.6814
2024-07-23 00:00:00-04:00,118.9498,182.5061,145689.1570,400.3551,244.4476,317.4671
2024-07-24 00:00:00-04:00,119.9751,173.0049,145351.1185,395.9273,238.1695,304.3401
2024-07-25 00:00:00-04:00,119.4422,171.0916,145321.8339,383.6852,236.2214,297.8298
2024-07-26 00:00:00-04:00,120.7801,172.8599,146939.3000,379.5885,238.6244,301.5243
2024-07-29 00:00:00-04:00,121.4446,171.6974,147136.2380,379.7700,238.8724,302.6910
2024-07-30 00:00:00-04:00,118.6007,167.1576,148046.1072,374.6423,237.3919,301.1579
2024-07-31 00:00:00-04:00,118.1535,178.5936,147396.6180,379.1207,242.1924,302.5621
2024-08-01 00:00:00-04:00,120.7313,170.3351,144667.9809,390.1194,239.2579,305.0165
2024-08-02 00:00:00-04:00,122.5472,167.1425,143423.0732,381.8002,229.8285,298.5477
2024-08-05 00:00:00-04:00,120.2186,160.9664,138638.8698,369.5320,223.1138,288.6599
2024-08-06 00:00:00-04:00,120.4772,162.7953,141575.0246,375.9389,225.7883,293.1520
2024-08-07 00:00:00-04:00,121.6428,160.1224,143322.9772,368.8293,224.4127,292.1141
2024-08-08 00:00:00-04:00,122.4125,166.5693,145086.8387,394.4613,229.9468,298.8356
2024-08-09 00:00:00-04:00,122.1180,167.2700,144782.6310,408.7355,232.2226,302.0076
2024-08-12 00:00:00-04:00,120.6053,169.3889,144542.7437,406.4897,233.0454,301.3254
2024-08-13 00:00:00-04:00,121.4148,175.2363,145136.7025,414.3493,235.5230,306.9669
2024-08-14 00:00:00-04:00,121.7936,176.6201,146928.5293,422.1737,235.7777,306.7334
2024-08-15 00:00:00-04:00,122.0952,182.3920,147829.2404,423.7969,242.9314,310.4073
2024-08-16 00:00:00-04:00,122.3313,183.2212,149166.7685,420.7744,242.4017,309.3462
2024-08-19 00:00:00-04:00,122.6004,186.3162,150464.7562,421.9586,243.4678,312.6553
2024-08-20 00:00:00-04:00,123.6511,184.9382,150344.3030,430.8492,244.4935,313.9375
2024-08-21 00:00:00-04:00,124.0184,185.9886,149696.3838,432.1997,246.2210,314.5798
2024-08-22 00:00:00-04:00,123.9098,181.7050,150701.9771,433.0329,243.1608,310.1989
2024-08-23 00:00:00-04:00,123.8300,185.4952,152116.1720,433.1545,244.5383,310.7307
2024-08-26 00:00:00-04:00,124.9671,182.6440,152534.3954,431.8528,243.2459,309.0021
2024-08-27 00:00:00-04:00,125.0466,184.1611,154579.7001,433.1033,243.2474,308.5303
2024-08-28 00:00:00-04:00,124.7627,181.9443,155730.3831,431.6346,239.5074,305.8823
2024-08-29 00:00:00-04:00,125.2188,179.5155,157032.0554,429.4955,240.0485,306.9518
2024-08-30 00:00:00-04:00,126.1229,181.4325,159932.6023,436.8723,244.7148,309.7809
2024-09-03 00:00:00-04:00,128.0111,170.9812,160068.3315,435.0633,241.7427,302.3275
2024-09-04 00:00:00-04:00,128.5630,169.0596,160039.4337,431.7504,240.9804,302.2464
2024-09-05 00:00:00-04:00,127.5529,169.2364,155655.4707,419.0443,242.9079,303.2360
2024-09-06 00:00:00-04:00,127.7590,163.3578,154118.7949,415.2819,238.0110,295.3915
2024-09-09 00:00:00-04:00,128.4441,165.6013,154120.1935,418.6935,242.9089,296.8586
2024-09-10 00:00:00-04:00,128.7822,167.2091,153849.3418,417.7560,245.8986,300.2720
2024-09-11 00:00:00-04:00,127.0029,174.6037,152054.0921,423.1390,249.4489,305.4326
2024-09-12 00:00:00-04:00,126.8501,176.5310,151013.7850,427.5447,252.9412,310.5764
2024-09-13 00:00:00-04:00,127.7165,177.6107,150202.7204,423.9519,253.3422,313.1720
2024-09-16 00:00:00-04:00,129.1713,173.9463,151540.4923,424.8225,251.8842,315.5437
2024-09-17 00:00:00-04:00,127.9272,173.4415,153221.0124,418.1577,251.8024,317.8026
2024-09-18 00:00:00-04:00,126.6223,173.1850,153578.8046,417.4521,251.2161,316.1107
2024-09-19 00:00:00-04:00,125.0730,180.0138,153798.5737,421.3779,254.5193,323.3125
2024-09-20 00:00:00-04:00,126.4537,178.5786,153272.8836,423.0033,256.2763,323.1406
2024-09-23 00:00:00-04:00,126.3157,178.6185,153235.9363,421.9309,259.1258,322.5601
2024-09-24 00:00:00-04:00,126.1257,181.4334,152918.3530,422.8947,258.9933,322.0249
2024-09-25 00:00:00-04:00,125.8180,182.5336,152010.2908,421.0064,258.6271,323.3411
2024-09-26 00:00:00-04:00,126.5396,184.4681,152790.3133,417.1280,257.4856,323.3315
2024-09-27 00:00:00-04:00,127.0250,182.3444,153426.3914,407.4345,254.5571,322.6032
2024-09-30 00:00:00-04:00,126.8911,183.8563,154542.9004,411.4811,254.3834,325.0534
2024-10-01 00:00:00-04:00,126.4376,178.6610,153162.5274,410.4101,253.6857,322.9494
2024-10-02 00:00:00-04:00,125.3789,180.3720,153162.2391,412.5130,253.9319,321.2334
2024-10-03 00:00:00-04:00,124.2796,181.8586,151741.0933,409.5347,252.0499,322.4762
2024-10-04 00:00:00-04:00,124.1069,184.0267,155138.0641,410.1389,255.2820,325.6558
2024-10-07 00:00:00-04:00,123.0945,182.8592,152045.2776,412.3408,250.6159,319.5282
2024-10-08 00:00:00-04:00,123.6189,187.3294,151599.6666,417.8913,253.7481,324.0306
2024-10-09 00:00:00-04:00,124.4585,189.8022,152806.8689,421.4100,257.1827,324.0063
2024-10-10 00:00:00-04:00,124.0148,189.9598,152598.7446,417.8017,255.7949,322.5824
2024-10-11 00:00:00-04:00,125.2333,189.3651,154618.2507,425.2938,257.0029,323.8747
2024-10-14 00:00:00-04:00,126.2262,192.9614,153167.8729,424.8349,256.3423,325.1207
2024-10-15 00:00:00-04:00,126.7355,185.9796,155091.4454,419.1483,256.8496,324.1925
2024-10-16 00:00:00-04:00,126.6631,185.9634,156388.9944,419.6065,255.8466,321.8149
2024-10-17 00:00:00-04:00,125.9393,187.6731,155993.6664,419.2425,255.5121,320.5919
2024-10-18 00:00:00-04:00,126.3378,189.3996,156185.8502,423.4696,256.8416,324.3419
2024-10-21 00:00:00-04:00,125.2054,192.0703,156072.9110,418.3829,255.7162,325.0480
2024-10-22 00:00:00-04:00,128.6194,191.3889,154866.5496,419.8756,256.6831,328.7795
2024-10-23 00:00:00-04:00,127.9799,186.9933,154558.1032,417.5615,254.1108,323.4765
2024-10-24 00:00:00-04:00,128.3054,187.0474,153615.2283,413.4279,254.7194,324.3564
2024-10-25 00:00:00-04:00,127.0120,188.0953,152496.7733,412.9916,254.9352,327.1676
2024-10-28 00:00:00-04:00,127.6063,188.0970,153917.6573,414.4099,255.7915,327.7787
2024-10-29 00:00:00-04:00,126.6724,189.8747,152702.6984,416.8145,255.8623,333.3534
2024-10-30 00:00:00-04:00,126.5180,186.1755,152633.5762,400.6644,255.7073,334.8153
2024-10-31 00:00:00-04:00,125.9583,180.5981,151371.4483,394.9635,251.7526,321.7267
2024-11-01 00:00:00-04:00,125.9117,180.7215,151605.1210,391.7258,258.8044,322.9423
2024-11-04 00:00:00-05:00,125.7679,180.5427,148644.1699,386.9019,258.8250,320.4671
2024-11-05 00:00:00-05:00,126.6310,183.6151,149077.1476,387.3426,262.0348,324.2197
2024-11-06 00:00:00-05:00,122.3362,186.5290,157198.5388,377.9405,266.1215,330.9486
2024-11-07 00:00:00-05:00,122.8677,190.4761,153901.6206,384.9730,270.6346,339.0743
2024-11-08 00:00:00-05:00,125.0520,189.6007,155606.0401,396.4237,272.9654,337.5503
2024-11-11 00:00:00-05:00,124.1655,187.1288,156578.7635,392.3394,271.1938,336.5663
2024-11-12 00:00:00-05:00,123.9150,187.7485,156684.6179,385.7187,271.8559,339.4815
2024-11-13 00:00:00-05:00,124.6045,186.8448,157030.4400,383.6798,275.7536,338.8298
2024-11-14 00:00:00-05:00,125.4987,187.9852,156661.7348,374.9453,272.6038,337.6252
2024-11-15 00:00:00-05:00,126.0130,183.0779,157868.6859,360.6544,266.0501,328.7939
2024-11-18 00:00:00-05:00,127.0632,183.7262,158316.1581,355.4742,267.0725,331.2025
2024-11-19 00:00:00-05:00,126.5029,186.5615,157412.8405,356.6495,269.9410,335.4472
2024-11-20 00:00:00-05:00,127.0743,185.7805,157263.6486,364.9430,268.1428,335.2460
2024-11-21 00:00:00-05:00,128.4162,186.5445,158147.5913,365.9621,268.9609,331.6816
2024-11-22 00:00:00-05:00,129.5299,185.2138,159719.4035,366.2997,270.1683,331.4562
2024-11-25 00:00:00-05:00,130.5405,184.1559,160194.1512,367.7375,273.0513,332.3421
2024-11-26 00:00:00-05:00,131.5282,184.9284,160667.8422,378.6137,278.1749,337.4632
2024-11-27 00:00:00-05:00,131.4059,183.3486,161792.4054,378.6013,276.0333,335.1784
2024-11-29 00:00:00-05:00,131.7711,186.1788,161902.1287,381.2331,278.5097,336.5988
2024-12-02 00:00:00-05:00,131.6284,188.4761,160078.5792,382.0502,280.3736,342.9068
2024-12-03 00:00:00-05:00,129.7791,190.5302,157793.8242,385.8098,283.0300,346.6870
2024-12-04 00:00:00-05:00,129.5117,193.1761,156886.1926,390.3046,286.6831,350.5492
2024-12-05 00:00:00-05:00,130.6836,192.5844,157513.6108,388.3776,287.2475,350.9495
2024-12-06 00:00:00-05:00,130.6768,192.5510,157700.1425,388.8124,292.6040,355.7679
2024-12-09 00:00:00-05:00,129.1954,191.7916,155670.5224,381.1276,291.4689,353.4723
2024-12-10 00:00:00-05:00,129.7218,189.4334,155327.5175,379.4297,290.6704,356.4172
2024-12-11 00:00:00-05:00,128.5078,192.5923,154445.4822,377.9393,293.7440,365.4436
2024-12-12 00:00:00-05:00,128.7303,191.7599,153592.4220,373.4800,291.6014,363.2274
2024-12-13 00:00:00-05:00,128.5480,196.4403,153387.1452,374.9984,291.0324,359.7726
2024-12-16 00:00:00-05:00,128.1706,199.8440,152907.7174,370.9322,293.9627,364.6125
2024-12-17 00:00:00-05:00,128.1751,198.9370,152982.0899,372.2031,291.8621,364.0098
2024-12-18 00:00:00-05:00,126.6387,193.5904,149988.4677,364.8028,282.1940,350.8506
2024-12-19 00:00:00-05:00,125.9612,193.9777,150556.7742,362.1004,281.9380,351.5894
2024-12-20 00:00:00-05:00,126.2683,197.5525,152619.1552,366.4184,283.2636,351.8851
2024-12-23 00:00:00-05:00,126.2263,202.1141,152507.7301,376.3726,282.6203,354.9594
2024-12-24 00:00:00-05:00,126.5093,204.3616,153725.8312,377.3841,286.5577,358.9899
2024-12-26 00:00:00-05:00,126.9323,205.1159,153761.4616,376.8269,285.0209,357.4978
2024-12-27 00:00:00-05:00,126.6092,202.1843,153158.9871,372.6927,280.9969,352.4314
2024-12-30 00:00:00-05:00,125.0964,199.8293,151640.7810,368.1905,277.1930,348.3844
2024-12-31 00:00:00-05:00,125.4274,197.2626,152266.4016,367.7768,275.5206,345.1145
2025-01-02 00:00:00-05:00,124.5973,197.1276,151055.2826,369.9457,275.2450,346.3302
2025-01-03 00:00:00-05:00,124.6528,200.3137,152387.0034,372.6125,278.4275,349.6183
2025-01-06 00:00:00-05:00,122.8296,205.0766,151301.0102,367.5381,281.2462,356.6792
2025-01-07 00:00:00-05:00,123.1625,198.9313,151738.2272,369.9440,277.3832,351.9515
2025-01-08 00:00:00-05:00,123.8435,198.6545,151596.8868,374.7325,278.4389,350.7927
2025-01-10 00:00:00-05:00,121.1020,194.0329,148260.1986,378.2076,277.7768,346.8368
2025-01-13 00:00:00-05:00,121.5855,191.9629,148993.4341,377.9560,276.0057,344.7723
2025-01-14 00:00:00-05:00,122.0243,191.3649,151112.6077,361.1829,275.1569,341.4149
2025-01-15 00:00:00-05:00,121.5945,195.1344,153962.3393,364.7822,280.4971,351.5360
2025-01-16 00:00:00-05:00,122.2610,191.7502,154947.0106,369.6364,278.8475,348.9563
2025-01-17 00:00:00-05:00,123.1971,195.4696,157149.8820,360.0525,284.5722,352.6938
2025-01-21 00:00:00-05:00,123.9065,195.2267,157105.4830,366.9902,288.8024,355.0344
2025-01-22 00:00:00-05:00,124.8732,198.6214,154635.9140,369.8962,290.1885,366.0062
2025-01-23 00:00:00-05:00,126.1504,198.3767,154168.9910,374.6331,290.7272,369.4592
2025-01-24 00:00:00-05:00,126.7058,196.2368,155331.0804,378.4886,290.6335,370.7951
2025-01-27 00:00:00-05:00,130.3457,180.9544,159220.1196,387.6378,294.9438,364.7839
2025-01-28 00:00:00-05:00,128.3352,188.5797,157656.4668,385.6549,295.3351,372.7759
2025-01-29 00:00:00-05:00,128.7119,187.6378,157585.1591,385.6740,294.7543,371.8711
2025-01-30 00:00:00-05:00,130.0023,189.6819,158572.3199,392.8935,295.2762,367.8867
2025-01-31 00:00:00-05:00,129.0667,187.9882,157125.5062,389.6749,296.6556,369.7271
2025-02-03 00:00:00-05:00,130.0293,183.2405,155772.6456,391.1363,298.7435,368.6077
2025-02-04 00:00:00-05:00,129.7296,186.3483,157029.0579,396.3132,303.8687,373.5888
2025-02-05 00:00:00-05:00,130.2801,190.3562,158742.6847,404.3282,302.8977,368.8288
2025-02-06 00:00:00-05:00,134.1484,191.8893,159867.2536,412.3771,305.4539,371.2477
2025-02-07 00:00:00-05:00,133.3364,189.3841,158533.7718,413.6545,298.3448,367.3056
2025-02-10 00:00:00-05:00,134.0135,192.9535,157875.8128,412.0808,303.4930,370.0033
2025-02-11 00:00:00-05:00,136.0028,194.5570,158665.0415,411.2794,303.1086,368.5930
2025-02-12 00:00:00-05:00,136.8515,195.3748,158220.9285,413.6963,300.9396,368.7879
2025-02-13 00:00:00-05:00,137.3371,199.1009,161349.3477,414.0918,303.8154,372.6473
2025-02-14 00:00:00-05:00,133.7421,200.5054,160823.3795,405.6271,301.9826,373.9991
2025-02-18 00:00:00-05:00,134.4721,200.0644,162132.3984,410.8324,298.7749,370.1376
2025-02-19 00:00:00-05:00,135.3208,200.1032,162329.3036,415.2311,298.5321,370.3531
2025-02-20 00:00:00-05:00,136.0262,200.3689,161677.2302,418.2069,292.3024,367.5579
2025-02-21 00:00:00-05:00,138.1618,196.1604,160730.7114,418.3097,287.6175,359.3687
2025-02-24 00:00:00-05:00,138.8006,193.2266,167149.9130,421.7694,284.4773,354.7598
2025-02-25 00:00:00-05:00,140.1499,190.7769,167720.9754,427.4998,288.2575,348.7808
2025-02-26 00:00:00-05:00,138.6809,192.5444,165700.6189,430.8539,286.2964,350.8304
2025-02-27 00:00:00-05:00,138.6600,183.3047,168467.8865,426.8357,282.0642,342.8222
