Date,Finance/Rental/Leasing,Internet software/Services,Major banks,Packaged software,Pharmaceuticals: major,Semiconductors
2024-03-04 00:00:00-05:00,358.3094,261.6564,126.8715,325.1441,391.2286,143.2361
2024-03-11 00:00:00-04:00,358.3094,260.1023,128.0774,332.5858,391.2022,138.7660
2024-03-18 00:00:00-04:00,358.3094,274.5074,131.7414,342.1380,391.1952,146.9479
2024-03-25 00:00:00-04:00,358.3094,267.2127,133.8749,335.9690,391.4022,143.4207
2024-04-01 00:00:00-04:00,339.5103,280.8050,131.7485,338.1871,385.5267,142.1753
2024-04-08 00:00:00-04:00,339.5103,279.4738,123.8675,335.4752,385.7322,141.3106
2024-04-15 00:00:00-04:00,339.5103,264.5670,125.6228,317.9412,385.6794,124.7442
2024-04-22 00:00:00-04:00,339.5103,267.4301,130.1070,323.7248,386.5989,138.7269
2024-04-29 00:00:00-04:00,339.5103,267.7400,128.3693,324.0827,386.7628,137.4444
2024-05-01 00:00:00-04:00,340.0356,267.7563,129.2752,324.5839,402.8316,137.4444
2024-05-06 00:00:00-04:00,340.0356,276.9931,134.0919,330.7970,402.9469,140.7139
2024-05-13 00:00:00-04:00,340.0356,281.4420,137.6023,334.8615,402.9080,144.3625
2024-05-20 00:00:00-04:00,340.0356,284.1499,135.2231,342.8352,403.1358,155.9443
2024-05-27 00:00:00-04:00,340.0356,279.2867,136.3427,331.5751,403.0636,156.4563
2024-06-01 00:00:00-04:00,332.3728,279.2984,136.4933,334.7369,439.6416,156.4563
2024-06-03 00:00:00-04:00,332.3728,287.2151,134.9305,341.4273,439.9194,168.8302
2024-06-10 00:00:00-04:00,332.3728,293.5845,131.3326,355.3683,439.8596,183.0078
2024-06-17 00:00:00-04:00,332.3728,294.2257,132.8021,360.8394,439.7610,178.2065
2024-06-24 00:00:00-04:00,332.3728,297.7314,136.2775,358.9783,439.6374,174.1313
2024-07-01 00:00:00-04:00,343.7519,313.5842,138.1355,374.4922,404.9245,180.7028
2024-07-08 00:00:00-04:00,343.7519,296.6057,138.8851,363.9706,405.1884,183.7394
2024-07-15 00:00:00-04:00,343.7519,285.0668,141.7231,351.5620,405.1148,163.3709
2024-07-22 00:00:00-04:00,343.7519,274.9679,143.1656,342.4221,405.0342,157.9362
2024-07-29 00:00:00-04:00,343.7519,279.2009,135.4843,329.3445,405.5454,148.0457
