Date,Finance/Rental/Leasing,Internet software/Services,Major banks,Packaged software,Pharmaceuticals: major,Semiconductors
2024-01-02 00:00:00-05:00,321.4241,213.7344,114.4686,293.7170,312.6240,96.0800
2024-01-03 00:00:00-05:00,319.5443,213.9149,114.0124,293.2494,323.0673,94.3167
2024-01-04 00:00:00-05:00,320.8329,213.2611,114.7540,291.2850,321.9835,94.2621
2024-01-05 00:00:00-05:00,320.7366,213.9949,115.4856,291.1399,323.7831,95.2634
2024-01-08 00:00:00-05:00,323.7045,218.5529,115.2311,296.6779,326.8094,99.0701
2024-01-09 00:00:00-05:00,324.3713,219.4166,114.2395,297.3400,326.7487,99.7611
2024-01-10 00:00:00-05:00,327.4567,223.3264,114.3845,302.7305,329.2723,100.5739
2024-01-11 00:00:00-05:00,326.4905,223.9860,113.7351,304.2543,331.0209,101.3026
2024-01-12 00:00:00-05:00,327.5660,225.5810,112.9843,307.3842,334.2254,101.1236
2024-01-16 00:00:00-05:00,327.8059,222.9301,112.1007,308.6777,330.0079,102.6317
2024-01-17 00:00:00-05:00,328.1587,222.3552,111.4332,308.0646,327.7191,102.4413
2024-01-18 00:00:00-05:00,330.3718,226.0445,111.5758,311.7180,325.9884,105.6714
2024-01-19 00:00:00-05:00,334.5029,229.6995,113.4293,315.4045,328.4657,109.9189
2024-01-22 00:00:00-05:00,335.9827,229.2527,113.5601,313.9791,329.7657,110.3880
2024-01-23 00:00:00-05:00,335.5404,231.2482,113.0242,316.0184,329.0450,111.1996
2024-01-24 00:00:00-05:00,335.6971,237.4222,113.9498,318.9926,329.7608,116.2486
2024-01-25 00:00:00-05:00,335.4054,241.4022,115.5288,320.8141,327.7328,116.9677
2024-01-26 00:00:00-05:00,333.6371,242.3901,115.1493,320.0622,332.1875,115.7663
2024-01-29 00:00:00-05:00,337.6558,245.2946,115.5108,324.4093,334.3455,117.6557
2024-01-30 00:00:00-05:00,341.4968,242.8605,118.2339,323.4583,334.4051,116.6893
2024-01-31 00:00:00-05:00,341.0826,232.8721,116.8107,314.8014,334.5036,115.2221
2024-02-01 00:00:00-05:00,348.1258,234.9448,116.3116,319.9577,340.9150,117.4938
2024-02-02 00:00:00-05:00,348.0775,255.6849,116.8717,325.7715,343.4196,120.4316
2024-02-05 00:00:00-05:00,345.5860,252.4654,116.4851,321.6459,358.9456,123.2988
2024-02-06 00:00:00-05:00,347.8654,251.1515,116.8277,321.7998,359.6730,122.1439
