Date,Consumer non-durables,Electronic technology,Finance,Health technology,Retail trade,Technology services
2000-01-01 00:00:00-05:00,20.4763,116.0737,33263.0872,26.7238,19.1660,23.8746
2000-02-01 00:00:00-05:00,17.6938,114.6661,28586.9403,23.3586,18.5079,35.7845
2000-03-01 00:00:00-05:00,13.1301,134.8058,37159.4608,24.3560,21.0141,34.0877
2000-04-01 00:00:00-05:00,13.6058,136.6152,38522.0609,29.6687,19.2459,34.4920
2000-05-01 00:00:00-04:00,15.2731,137.1583,38069.4957,29.9388,18.0311,31.3111
2000-06-01 00:00:00-04:00,14.3421,138.1357,34952.1176,37.3583,18.2222,37.1086
2000-07-01 00:00:00-04:00,14.8258,134.7148,35800.7189,37.3668,18.2778,33.3205
2000-08-01 00:00:00-04:00,14.6035,153.1999,37492.0577,28.9854,16.4601,40.4548
2000-09-01 00:00:00-04:00,15.6132,151.0766,41838.8442,31.3179,17.5332,35.9097
2000-10-01 00:00:00-04:00,16.8451,143.5704,41383.3396,33.3940,15.1269,29.0165
2000-11-01 00:00:00-05:00,17.6342,129.8190,42809.3318,35.0635,15.3014,22.6665
2000-12-01 00:00:00-05:00,17.9753,125.5627,46121.0485,35.4807,16.7694,24.2010
2001-01-01 00:00:00-05:00,16.7064,120.8275,44436.5716,30.7205,17.8069,24.2779
2001-02-01 00:00:00-05:00,16.0122,122.1939,45665.7845,31.2469,15.7021,15.8758
2001-03-01 00:00:00-05:00,14.0038,110.0008,42515.3719,29.9544,15.8822,12.2719
2001-04-01 00:00:00-05:00,13.7706,127.9878,44173.1503,32.7693,16.8933,13.8628
2001-05-01 00:00:00-04:00,14.5636,129.2274,44628.9600,32.8158,17.3428,13.3869
2001-06-01 00:00:00-04:00,14.2325,129.2274,45084.3998,30.1981,16.5096,16.2446
2001-07-01 00:00:00-04:00,15.2504,114.7223,44953.2983,32.4400,18.1652,14.4603
2001-08-01 00:00:00-04:00,16.2166,108.2151,45080.3877,31.8094,16.1576,10.5339
2001-09-01 00:00:00-04:00,15.8154,98.4254,45466.6547,33.3240,14.8156,10.4486
2001-10-01 00:00:00-04:00,16.1328,96.7714,46248.5652,32.7315,15.0649,11.5916
2001-11-01 00:00:00-05:00,16.6238,102.3261,45471.2019,34.7430,17.3179,12.5299
