date,timeframe,daily_mb_total_stocks,daily_mb_advancing_stocks,daily_mb_declining_stocks,daily_mb_unchanged_stocks,daily_mb_net_advances,daily_mb_ad_ratio,daily_mb_ad_line,daily_mb_advance_pct,daily_mb_decline_pct,daily_mb_avg_pct_change,daily_mb_pct_change_volatility,daily_mb_long_new_highs,daily_mb_long_new_lows,daily_mb_total_stocks_hl_long,daily_mb_net_long_new_highs,daily_mb_hl_ratio_long,daily_mb_long_new_highs_pct,daily_mb_long_new_lows_pct,daily_mb_net_hl_line_long,daily_mb_medium_new_highs,daily_mb_medium_new_lows,daily_mb_total_stocks_hl_medium,daily_mb_net_medium_new_highs,daily_mb_hl_ratio_medium,daily_mb_medium_new_highs_pct,daily_mb_medium_new_lows_pct,daily_mb_net_hl_line_medium,daily_mb_short_new_highs,daily_mb_short_new_lows,daily_mb_total_stocks_hl_short,daily_mb_net_short_new_highs,daily_mb_hl_ratio_short,daily_mb_short_new_highs_pct,daily_mb_short_new_lows_pct,daily_mb_net_hl_line_short,daily_mb_stocks_above_ma_20,daily_mb_total_stocks_ma_20,daily_mb_pct_above_ma_20,daily_mb_stocks_above_ma_50,daily_mb_total_stocks_ma_50,daily_mb_pct_above_ma_50,daily_mb_stocks_above_ma_200,daily_mb_total_stocks_ma_200,daily_mb_pct_above_ma_200,daily_mb_long_new_highs_gt_100,daily_mb_long_success_condition,daily_mb_medium_new_highs_gt_100,daily_mb_medium_success_condition,daily_mb_short_new_highs_gt_100,daily_mb_short_success_condition,daily_mb_ad_ratio_gt_2_0,daily_mb_ad_ratio_lt_0_5,daily_mb_strong_advance_breadth,daily_mb_weak_advance_breadth,daily_mb_strong_ma_breadth_20,daily_mb_weak_ma_breadth_20,daily_mb_strong_ma_breadth_50,daily_mb_weak_ma_breadth_50,daily_mb_strong_ma_breadth_200,daily_mb_weak_ma_breadth_200,daily_mb_timeframe,daily_mb_universe,daily_mb_hl_periods,daily_mb_ma_periods,daily_mb_bullish_momentum_5d,daily_mb_bearish_momentum_5d,daily_mb_net_momentum_5d,daily_mb_bullish_momentum_10d,daily_mb_bearish_momentum_10d,daily_mb_net_momentum_10d,daily_mb_bullish_momentum_20d,daily_mb_bearish_momentum_20d,daily_mb_net_momentum_20d,daily_mb_breadth_thrust,daily_mb_breadth_deterioration,daily_mb_ad_thrust,daily_mb_new_highs_expansion,daily_mb_new_lows_expansion,daily_mb_total_bullish_signals,daily_mb_total_bearish_signals,daily_mb_net_signal_score,daily_mb_overall_breadth_score,daily_mb_breadth_rating,daily_mb_signal_strength,daily_mb_threshold_classification,daily_mb_market_participation,daily_mb_consecutive_bullish_days,daily_mb_consecutive_bearish_days
2024-01-02,daily,658,0,0,0,0,,0,0.00,0.00,0.00,0.00,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,0,658,0.00,0,658,0.00,0,658,0.00,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,,,,,,,,,,0,1,0,0,0,0,5,-5,0.00,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),0.00,0.00,1.00
2024-01-03,daily,658,106,549,3,-443,0.19,-443,16.11,83.43,-1.84,1.96,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,0,658,0.00,0,658,0.00,0,658,0.00,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,4.00,-4.00,,,,,,,0,1,0,0,0,0,5,-5,3.22,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),16.11,0.00,2.00
2024-01-04,daily,658,320,333,5,-13,0.96,-456,48.63,50.61,0.02,2.21,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,0,658,0.00,0,658,0.00,0,658,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,3.67,-3.67,,,,,,,0,1,0,0,0,0,4,-4,9.73,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),48.63,0.00,3.00
2024-01-05,daily,658,416,233,9,183,1.79,-273,63.22,35.41,0.40,1.79,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,0,658,0.00,0,658,0.00,0,658,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,3.50,-3.50,,,,,,,0,1,0,0,0,0,4,-4,12.64,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),63.22,0.00,4.00
2024-01-08,daily,658,536,119,3,417,4.50,144,81.46,18.09,1.15,1.80,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,139,117,658,22,1.19,21.12,17.78,22,0,658,0.00,0,658,0.00,0,658,0.00,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,3.40,-3.20,0.20,3.40,-3.20,,,,0,1,1,0,0,2,4,-2,16.29,Very Poor,Strong Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),81.46,0.00,5.00
2024-01-09,daily,658,180,474,4,-294,0.38,-150,27.36,72.04,-0.57,1.42,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,104,105,658,-1,0.99,15.81,15.96,21,0,658,0.00,0,658,0.00,0,658,0.00,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,3.40,-3.20,0.17,3.50,-3.33,,,,0,1,0,0,0,0,5,-5,5.47,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),27.36,0.00,6.00
2024-01-10,daily,658,381,273,4,108,1.40,-42,57.90,41.49,0.21,1.28,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,142,101,658,41,1.41,21.58,15.35,62,0,658,0.00,0,658,0.00,0,658,0.00,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,3.20,-3.00,0.14,3.43,-3.29,,,,0,1,0,0,0,0,4,-4,11.58,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),57.90,0.00,7.00
2024-01-11,daily,658,264,391,3,-127,0.68,-169,40.12,59.42,-0.30,1.31,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,114,166,658,-52,0.69,17.33,25.23,10,0,658,0.00,0,658,0.00,0,658,0.00,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,3.20,-3.00,0.12,3.38,-3.25,,,,0,1,0,0,0,0,4,-4,8.02,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),40.12,0.00,8.00
2024-01-12,daily,658,326,329,3,-3,0.99,-172,49.54,50.00,-0.18,1.52,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,150,89,658,61,1.69,22.80,13.53,71,0,658,0.00,0,658,0.00,0,658,0.00,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,3.20,-3.00,0.11,3.33,-3.22,,,,0,1,0,0,0,0,4,-4,9.91,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),49.54,0.00,9.00
2024-01-16,daily,658,170,481,7,-311,0.35,-483,25.84,73.10,-0.78,1.65,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,62,237,658,-175,0.26,9.42,36.02,-104,238,658,36.17,0,658,0.00,0,658,0.00,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,3.20,-3.20,0.10,3.30,-3.20,0.10,3.30,-3.20,0,1,0,0,0,0,4,-4,16.02,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),25.84,0.00,10.00
2024-01-17,daily,658,130,525,3,-395,0.25,-878,19.76,79.79,-0.85,1.20,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,54,271,658,-217,0.20,8.21,41.19,-321,187,658,28.42,0,658,0.00,0,658,0.00,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,3.00,-3.00,0.10,3.20,-3.10,0.09,3.27,-3.18,0,1,0,0,0,0,4,-4,12.48,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),19.76,0.00,11.00
2024-01-18,daily,658,442,210,6,232,2.10,-646,67.17,31.91,0.58,1.58,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,66,171,658,-105,0.39,10.03,25.99,-426,270,658,41.03,0,658,0.00,0,658,0.00,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,2.80,-2.80,0.10,3.00,-2.90,0.08,3.17,-3.08,0,1,1,0,0,1,3,-2,25.74,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),67.17,0.00,12.00
2024-01-19,daily,658,490,159,9,331,3.08,-315,74.47,24.16,0.83,1.50,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,116,91,658,25,1.27,17.63,13.83,-401,328,658,49.85,0,658,0.00,0,658,0.00,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,2.60,-2.40,0.20,2.90,-2.70,0.15,3.08,-2.92,0,1,1,0,0,2,3,-1,29.85,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),74.47,0.00,13.00
2024-01-22,daily,658,498,158,2,340,3.15,25,75.68,24.01,0.78,1.65,0,0,658,0,,0.00,0.00,0,0,0,658,0,,0.00,0.00,0,193,42,658,151,4.60,29.33,6.38,-250,399,658,60.64,0,658,0.00,0,658,0.00,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.40,-2.00,0.30,2.80,-2.50,0.21,3.00,-2.79,0,0,1,0,0,2,2,0,33.33,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),75.68,0.00,0.00
2024-01-23,daily,658,280,374,4,-94,0.75,-69,42.55,56.84,-0.22,1.70,0,0,658,0,,0.00,0.00,0,129,45,658,84,2.87,19.60,6.84,84,129,45,658,84,2.87,19.60,6.84,-166,364,658,55.32,0,658,0.00,0,658,0.00,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.20,-1.80,0.20,2.70,-2.50,0.20,2.93,-2.73,0,1,0,0,0,0,3,-3,25.11,Poor,Moderate Bearish,Breadth Deterioration (Bearish),42.55,0.00,1.00
2024-01-24,daily,658,171,481,6,-310,0.36,-379,25.99,73.10,-0.68,1.66,0,0,658,0,,0.00,0.00,0,116,82,658,34,1.41,17.63,12.46,118,116,82,658,34,1.41,17.63,12.46,-132,297,658,45.14,0,658,0.00,0,658,0.00,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.20,-1.80,0.20,2.60,-2.40,0.19,2.94,-2.75,0,1,0,0,0,0,4,-4,18.74,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),25.99,0.00,2.00
2024-01-25,daily,658,526,125,7,401,4.21,22,79.94,19.00,0.92,1.89,0,0,658,0,,0.00,0.00,0,94,47,658,47,2.00,14.29,7.14,165,94,47,658,47,2.00,14.29,7.14,-85,401,658,60.94,0,658,0.00,0,658,0.00,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.60,2.20,-1.60,0.30,2.50,-2.20,0.24,2.88,-2.65,0,0,1,0,0,2,2,0,34.27,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),79.94,0.00,0.00
2024-01-26,daily,658,385,268,5,117,1.44,139,58.51,40.73,0.28,1.30,0,0,658,0,,0.00,0.00,0,97,18,658,79,5.39,14.74,2.74,244,97,18,658,79,5.39,14.74,2.74,-6,418,658,63.53,0,658,0.00,0,658,0.00,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.20,-1.80,0.30,2.40,-2.10,0.22,2.83,-2.61,0,0,0,0,0,0,2,-2,30.76,Poor,Moderate Bearish,Breadth Deterioration (Bearish),58.51,0.00,1.00
2024-01-29,daily,658,499,154,5,345,3.24,484,75.84,23.40,0.83,1.41,0,0,658,0,,0.00,0.00,0,96,19,658,77,5.05,14.59,2.89,321,96,19,658,77,5.05,14.59,2.89,71,457,658,69.45,0,658,0.00,0,658,0.00,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.20,-1.80,0.40,2.30,-1.90,0.26,2.79,-2.53,0,0,1,0,0,2,2,0,36.00,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),75.84,0.00,0.00
2024-01-30,daily,658,339,314,5,25,1.08,509,51.52,47.72,-0.00,1.72,0,0,658,0,,0.00,0.00,0,160,23,658,137,6.96,24.32,3.50,458,160,23,658,137,6.96,24.32,3.50,208,440,658,66.87,0,658,0.00,0,658,0.00,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.20,-1.80,0.40,2.20,-1.80,0.25,2.75,-2.50,0,0,0,0,0,0,2,-2,30.36,Poor,Moderate Bearish,Breadth Deterioration (Bearish),51.52,0.00,1.00
2024-01-31,daily,658,79,574,5,-495,0.14,14,12.01,87.23,-1.47,1.81,0,0,658,0,,0.00,0.00,0,121,53,658,68,2.28,18.39,8.05,526,130,53,658,77,2.45,19.76,8.05,285,325,658,49.39,0,658,0.00,0,658,0.00,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.20,-1.80,0.40,2.20,-1.80,0.25,2.70,-2.45,0,1,0,0,0,0,4,-4,17.22,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),12.01,0.00,2.00
2024-02-01,daily,659,529,126,3,403,4.20,417,80.27,19.12,1.36,2.13,0,0,659,0,,0.00,0.00,0,86,93,659,-7,0.92,13.05,14.11,519,95,93,659,2,1.02,14.42,14.11,287,424,659,64.34,0,659,0.00,0,659,0.00,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.20,-1.80,0.50,2.20,-1.70,0.30,2.60,-2.30,0,0,1,0,0,2,2,0,35.36,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),80.27,0.00,0.00
2024-02-02,daily,659,301,354,4,-53,0.85,364,45.68,53.72,-0.02,1.94,0,0,659,0,,0.00,0.00,0,132,63,659,69,2.10,20.03,9.56,588,143,66,659,77,2.17,21.70,10.02,364,376,659,57.06,0,659,0.00,0,659,0.00,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.20,-1.80,0.40,2.20,-1.80,0.30,2.55,-2.25,0,1,0,0,0,0,3,-3,26.25,Poor,Moderate Bearish,Breadth Deterioration (Bearish),45.68,0.00,1.00
2024-02-05,daily,659,91,565,3,-474,0.16,-110,13.81,85.74,-1.22,1.70,0,0,659,0,,0.00,0.00,0,49,113,659,-64,0.43,7.44,17.15,524,52,116,659,-64,0.45,7.89,17.60,300,296,659,44.92,0,659,0.00,0,659,0.00,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,2.40,-2.20,0.30,2.30,-2.00,0.30,2.55,-2.25,0,1,0,0,0,0,4,-4,16.24,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),13.81,0.00,2.00
