date,timeframe,daily_mb_total_stocks,daily_mb_advancing_stocks,daily_mb_declining_stocks,daily_mb_unchanged_stocks,daily_mb_net_advances,daily_mb_ad_ratio,daily_mb_ad_line,daily_mb_advance_pct,daily_mb_decline_pct,daily_mb_avg_pct_change,daily_mb_pct_change_volatility,daily_mb_long_new_highs,daily_mb_long_new_lows,daily_mb_total_stocks_hl_long,daily_mb_net_long_new_highs,daily_mb_hl_ratio_long,daily_mb_long_new_highs_pct,daily_mb_long_new_lows_pct,daily_mb_net_hl_line_long,daily_mb_medium_new_highs,daily_mb_medium_new_lows,daily_mb_total_stocks_hl_medium,daily_mb_net_medium_new_highs,daily_mb_hl_ratio_medium,daily_mb_medium_new_highs_pct,daily_mb_medium_new_lows_pct,daily_mb_net_hl_line_medium,daily_mb_short_new_highs,daily_mb_short_new_lows,daily_mb_total_stocks_hl_short,daily_mb_net_short_new_highs,daily_mb_hl_ratio_short,daily_mb_short_new_highs_pct,daily_mb_short_new_lows_pct,daily_mb_net_hl_line_short,daily_mb_stocks_above_ma_20,daily_mb_total_stocks_ma_20,daily_mb_pct_above_ma_20,daily_mb_stocks_above_ma_50,daily_mb_total_stocks_ma_50,daily_mb_pct_above_ma_50,daily_mb_stocks_above_ma_200,daily_mb_total_stocks_ma_200,daily_mb_pct_above_ma_200,daily_mb_long_new_highs_gt_100,daily_mb_long_success_condition,daily_mb_medium_new_highs_gt_100,daily_mb_medium_success_condition,daily_mb_short_new_highs_gt_100,daily_mb_short_success_condition,daily_mb_ad_ratio_gt_2_0,daily_mb_ad_ratio_lt_0_5,daily_mb_strong_advance_breadth,daily_mb_weak_advance_breadth,daily_mb_strong_ma_breadth_20,daily_mb_weak_ma_breadth_20,daily_mb_strong_ma_breadth_50,daily_mb_weak_ma_breadth_50,daily_mb_strong_ma_breadth_200,daily_mb_weak_ma_breadth_200,daily_mb_timeframe,daily_mb_universe,daily_mb_hl_periods,daily_mb_ma_periods,daily_mb_bullish_momentum_5d,daily_mb_bearish_momentum_5d,daily_mb_net_momentum_5d,daily_mb_bullish_momentum_10d,daily_mb_bearish_momentum_10d,daily_mb_net_momentum_10d,daily_mb_bullish_momentum_20d,daily_mb_bearish_momentum_20d,daily_mb_net_momentum_20d,daily_mb_breadth_thrust,daily_mb_breadth_deterioration,daily_mb_ad_thrust,daily_mb_new_highs_expansion,daily_mb_new_lows_expansion,daily_mb_total_bullish_signals,daily_mb_total_bearish_signals,daily_mb_net_signal_score,daily_mb_overall_breadth_score,daily_mb_breadth_rating,daily_mb_signal_strength,daily_mb_threshold_classification,daily_mb_market_participation,daily_mb_consecutive_bullish_days,daily_mb_consecutive_bearish_days
2020-01-16,daily,1898,1415,403,80,1012,3.51,2145,74.55,21.23,0.81,1.99,0,0,1898,0,,0.00,0.00,0,0,0,1898,0,,0.00,0.00,0,748,104,1898,644,7.19,39.41,5.48,2081,1418,1898,74.71,0,1898,0.00,0,1898,0.00,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.60,-2.20,0.20,2.80,-2.60,0.18,2.91,-2.73,0,0,1,0,0,2,2,0,37.32,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),74.55,0.00,0.00
2020-01-17,daily,1899,901,918,79,-17,0.98,2128,47.45,48.34,-0.03,1.56,0,0,1899,0,,0.00,0.00,0,0,0,1899,0,,0.00,0.00,0,707,110,1899,597,6.43,37.23,5.79,2678,1357,1899,71.46,0,1899,0.00,0,1899,0.00,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.40,-2.00,0.20,2.70,-2.50,0.17,2.83,-2.67,0,0,0,0,0,0,2,-2,30.93,Poor,Moderate Bearish,Breadth Deterioration (Bearish),47.45,0.00,1.00
2020-01-21,daily,1900,694,1144,61,-450,0.61,1678,36.53,60.21,-0.63,2.06,0,0,1900,0,,0.00,0.00,0,0,0,1900,0,,0.00,0.00,0,465,255,1900,210,1.82,24.47,13.42,2888,1172,1900,61.68,0,1900,0.00,0,1900,0.00,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,2.20,-2.00,0.20,2.60,-2.40,0.15,2.77,-2.62,0,0,0,0,0,0,2,-2,25.81,Poor,Moderate Bearish,Breadth Deterioration (Bearish),36.53,0.00,2.00
2020-01-22,daily,1900,923,909,68,14,1.02,1692,48.58,47.84,-0.06,1.64,0,0,1900,0,,0.00,0.00,0,0,0,1900,0,,0.00,0.00,0,532,253,1900,279,2.10,28.00,13.32,3167,1146,1900,60.32,0,1900,0.00,0,1900,0.00,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,2.00,-1.80,0.20,2.50,-2.30,0.14,2.71,-2.57,0,0,0,0,0,0,2,-2,27.81,Poor,Moderate Bearish,Breadth Deterioration (Bearish),48.58,0.00,3.00
2020-01-23,daily,1900,961,838,101,123,1.15,1815,50.58,44.11,-0.04,1.78,0,0,1900,0,,0.00,0.00,0,344,424,1900,-80,0.81,18.11,22.32,-80,345,424,1900,-79,0.81,18.16,22.32,3088,1142,1900,60.11,0,1900,0.00,0,1900,0.00,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,2.00,-1.80,0.20,2.40,-2.20,0.13,2.67,-2.53,0,0,0,0,0,0,2,-2,28.15,Poor,Moderate Bearish,Breadth Deterioration (Bearish),50.58,0.00,4.00
2020-01-24,daily,1900,449,1393,58,-944,0.32,871,23.63,73.32,-0.94,1.77,0,0,1900,0,,0.00,0.00,0,379,382,1900,-3,0.99,19.95,20.11,-83,379,383,1900,-4,0.99,19.95,20.16,3084,961,1900,50.58,0,1900,0.00,0,1900,0.00,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,2.20,-2.20,0.20,2.40,-2.20,0.12,2.69,-2.56,0,1,0,0,0,0,4,-4,19.90,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),23.63,0.00,5.00
2020-01-27,daily,1900,312,1539,49,-1227,0.20,-356,16.42,81.00,-1.41,1.88,0,0,1900,0,,0.00,0.00,0,152,713,1900,-561,0.21,8.00,37.53,-644,152,713,1900,-561,0.21,8.00,37.53,2523,736,1900,38.74,0,1900,0.00,0,1900,0.00,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,2.40,-2.40,0.20,2.40,-2.20,0.12,2.71,-2.59,0,1,0,0,0,0,4,-4,14.91,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),16.42,0.00,6.00
2020-01-28,daily,1900,1352,479,69,873,2.82,517,71.16,25.21,0.66,1.67,0,0,1900,0,,0.00,0.00,0,189,228,1900,-39,0.83,9.95,12.00,-683,189,228,1900,-39,0.83,9.95,12.00,2484,864,1900,45.47,0,1900,0.00,0,1900,0.00,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,2.40,-2.20,0.20,2.30,-2.10,0.17,2.67,-2.50,0,1,1,0,0,2,3,-1,27.87,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),71.16,0.00,7.00
2020-01-29,daily,1902,818,1014,68,-196,0.81,321,43.01,53.31,-0.29,1.96,0,0,1902,0,,0.00,0.00,0,244,249,1902,-5,0.98,12.83,13.09,-688,246,249,1902,-3,0.99,12.93,13.09,2481,859,1902,45.16,0,1902,0.00,0,1902,0.00,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,2.40,-2.20,0.20,2.20,-2.00,0.16,2.63,-2.47,0,1,0,0,0,0,3,-3,22.15,Poor,Moderate Bearish,Breadth Deterioration (Bearish),43.01,0.00,8.00
2020-01-30,daily,1902,948,864,90,84,1.10,405,49.84,45.43,-0.11,1.84,0,0,1902,0,,0.00,0.00,0,217,514,1902,-297,0.42,11.41,27.02,-985,219,514,1902,-295,0.43,11.51,27.02,2186,860,1902,45.22,0,1902,0.00,0,1902,0.00,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,2.40,-2.20,0.20,2.20,-2.00,0.15,2.60,-2.45,0,1,0,0,0,0,3,-3,23.53,Poor,Moderate Bearish,Breadth Deterioration (Bearish),49.84,0.00,9.00
2020-01-31,daily,1902,248,1612,42,-1364,0.15,-959,13.04,84.75,-1.66,2.23,0,0,1902,0,,0.00,0.00,0,174,612,1902,-438,0.28,9.15,32.18,-1423,180,616,1902,-436,0.29,9.46,32.39,1750,629,1902,33.07,0,1902,0.00,0,1902,0.00,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,2.40,-2.20,0.10,2.30,-2.20,0.15,2.55,-2.40,0,1,0,0,0,0,4,-4,12.53,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),13.04,0.00,10.00
2020-02-03,daily,1902,1260,580,62,680,2.17,-279,66.25,30.49,0.54,2.03,0,0,1902,0,,0.00,0.00,0,162,267,1902,-105,0.61,8.52,14.04,-1528,170,274,1902,-104,0.62,8.94,14.41,1646,731,1902,38.43,0,1902,0.00,0,1902,0.00,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,2.20,-2.00,0.10,2.30,-2.20,0.15,2.50,-2.35,0,1,1,0,0,1,3,-2,24.78,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),66.25,0.00,11.00
2020-02-04,daily,1902,1394,457,51,937,3.05,658,73.29,24.03,1.01,2.13,0,0,1902,0,,0.00,0.00,0,278,120,1902,158,2.32,14.62,6.31,-1370,291,125,1902,166,2.33,15.30,6.57,1812,896,1902,47.11,0,1902,0.00,0,1902,0.00,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.40,2.20,-1.80,0.30,2.30,-2.00,0.25,2.45,-2.20,0,1,1,0,0,3,3,0,28.79,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),73.29,0.00,0.00
2020-02-05,daily,1902,1498,350,54,1148,4.28,1806,78.76,18.40,1.38,2.49,0,0,1902,0,,0.00,0.00,0,350,57,1902,293,6.14,18.40,3.00,-1077,378,64,1902,314,5.91,19.87,3.36,2126,1147,1902,60.30,0,1902,0.00,0,1902,0.00,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.80,2.20,-1.40,0.50,2.30,-1.80,0.35,2.40,-2.05,0,0,1,0,0,3,2,1,33.84,Poor,Moderate Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),78.76,1.00,0.00
2020-02-06,daily,1902,840,997,65,-157,0.84,1649,44.16,52.42,-0.30,2.40,0,0,1902,0,,0.00,0.00,0,356,89,1902,267,4.00,18.72,4.68,-810,387,103,1902,284,3.76,20.35,5.42,2410,1086,1902,57.10,1084,1902,56.99,0,1902,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.00,2.00,-1.00,0.60,2.20,-1.60,0.40,2.30,-1.90,0,0,0,0,0,1,1,0,40.21,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),44.16,0.00,0.00
2020-02-07,daily,1903,565,1277,60,-712,0.44,937,29.69,67.10,-0.84,2.20,0,0,1903,0,,0.00,0.00,0,235,178,1903,57,1.32,12.35,9.35,-753,251,199,1903,52,1.26,13.19,10.46,2462,943,1903,49.55,967,1903,50.81,0,1903,0.00,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.20,1.80,-0.60,0.70,2.10,-1.40,0.45,2.25,-1.80,0,0,0,0,0,1,2,-1,33.51,Poor,Moderate Bearish,Breadth Deterioration (Bearish),29.69,0.00,1.00
2020-02-10,daily,1903,1133,705,65,428,1.61,1365,59.54,37.05,0.21,2.20,0,0,1903,0,,0.00,0.00,0,279,194,1903,85,1.44,14.66,10.19,-668,295,212,1903,83,1.39,15.50,11.14,2545,989,1903,51.97,1001,1903,52.60,0,1903,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.40,1.60,-0.20,0.80,1.90,-1.10,0.50,2.15,-1.65,0,0,0,0,0,1,1,0,40.65,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),59.54,0.00,0.00
2020-02-11,daily,1903,1325,510,68,815,2.60,2180,69.63,26.80,0.69,2.17,0,0,1903,0,,0.00,0.00,0,396,83,1903,313,4.77,20.81,4.36,-355,422,97,1903,325,4.35,22.18,5.10,2870,1107,1903,58.17,1082,1903,56.86,0,1903,0.00,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.20,1.40,-0.20,0.80,1.80,-1.00,0.50,2.05,-1.55,0,0,1,0,0,2,1,1,45.59,Fair,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),69.63,1.00,0.00
2020-02-12,daily,1903,1246,584,73,662,2.13,2842,65.48,30.69,0.70,2.07,0,0,1903,0,,0.00,0.00,0,367,53,1903,314,6.92,19.29,2.79,-41,398,72,1903,326,5.53,20.91,3.78,3196,1214,1903,63.79,1160,1903,60.96,0,1903,0.00,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.00,1.20,-0.20,0.90,1.70,-0.80,0.55,1.95,-1.40,0,0,1,0,0,2,1,1,47.47,Fair,Weak Signal (Bearish),Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),65.48,2.00,0.00
2020-02-13,daily,1903,898,948,57,-50,0.95,2792,47.19,49.82,-0.15,1.87,0,0,1903,0,,0.00,0.00,0,307,85,1903,222,3.61,16.13,4.47,181,322,100,1903,222,3.22,16.92,5.25,3418,1188,1903,62.43,1151,1903,60.48,0,1903,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.00,1.20,-0.20,1.00,1.60,-0.60,0.60,1.90,-1.30,0,0,0,0,0,1,1,0,43.29,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),47.19,0.00,0.00
2020-02-14,daily,1903,904,927,72,-23,0.98,2769,47.50,48.71,-0.08,1.98,0,0,1903,0,,0.00,0.00,0,333,96,1903,237,3.47,17.50,5.04,418,350,110,1903,240,3.18,18.39,5.78,3658,1178,1903,61.90,1125,1903,59.12,0,1903,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.00,1.00,0.00,1.10,1.40,-0.30,0.60,1.85,-1.25,0,0,0,0,0,1,1,0,42.85,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),47.50,0.00,0.00
2020-02-18,daily,1903,732,1096,75,-364,0.67,2405,38.47,57.59,-0.31,2.09,0,0,1903,0,,0.00,0.00,0,303,167,1903,136,1.81,15.92,8.78,554,327,188,1903,139,1.74,17.18,9.88,3797,1118,1903,58.75,1077,1903,56.59,0,1903,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.00,1.00,0.00,1.20,1.30,-0.10,0.65,1.80,-1.15,0,0,0,0,0,1,1,0,39.47,Poor,Weak Signal (Bearish),Breadth Deterioration (Bearish),38.47,0.00,0.00
2020-02-19,daily,1903,1114,714,75,400,1.56,2805,58.54,37.52,0.43,2.34,0,0,1903,0,,0.00,0.00,0,321,116,1903,205,2.77,16.87,6.10,759,358,132,1903,226,2.71,18.81,6.94,4023,1175,1903,61.74,1097,1903,57.65,0,1903,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.00,1.00,0.00,1.10,1.20,-0.10,0.70,1.75,-1.05,0,0,0,0,0,1,1,0,44.64,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),58.54,0.00,0.00
2020-02-20,daily,1903,1064,774,65,290,1.37,3095,55.91,40.67,0.25,2.48,0,0,1903,0,,0.00,0.00,0,313,140,1903,173,2.24,16.45,7.36,932,374,162,1903,212,2.31,19.65,8.51,4235,1222,1903,64.21,1107,1903,58.17,0,1903,0.00,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.00,1.00,0.00,1.00,1.10,-0.10,0.75,1.70,-0.95,0,0,0,0,0,1,1,0,44.99,Fair,Weak Signal (Bearish),Breadth Deterioration (Bearish),55.91,0.00,0.00
2020-02-21,daily,1903,544,1292,67,-748,0.42,2347,28.59,67.89,-0.77,2.39,0,0,1903,0,,0.00,0.00,0,212,188,1903,24,1.13,11.14,9.88,956,242,210,1903,32,1.15,12.72,11.04,4267,1098,1903,57.70,1027,1903,53.97,0,1903,0.00,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.00,1.20,-0.20,1.00,1.20,-0.20,0.80,1.70,-0.90,0,0,0,0,0,1,2,-1,36.52,Poor,Moderate Bearish,Breadth Deterioration (Bearish),28.59,0.00,1.00
2020-02-24,daily,1903,160,1716,27,-1556,0.09,791,8.41,90.17,-2.73,2.47,0,0,1903,0,,0.00,0.00,0,92,577,1903,-485,0.16,4.83,30.32,471,101,700,1903,-599,0.14,5.31,36.78,3668,562,1903,29.53,674,1903,35.42,0,1903,0.00,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.00,1.40,-0.40,1.00,1.20,-0.20,0.85,1.65,-0.80,0,0,0,0,0,1,2,-1,19.40,Very Poor,Moderate Bearish,Breadth Deterioration (Bearish),8.41,0.00,2.00
2020-02-25,daily,1903,131,1744,28,-1613,0.08,-822,6.88,91.64,-3.13,2.67,0,0,1903,0,,0.00,0.00,0,61,895,1903,-834,0.07,3.21,47.03,-363,68,1086,1903,-1018,0.06,3.57,57.07,2650,277,1903,14.56,414,1903,21.76,0,1903,0.00,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.00,1.80,-0.80,1.00,1.40,-0.40,0.90,1.65,-0.75,0,1,0,0,0,1,4,-3,11.18,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),6.88,0.00,3.00
2020-02-26,daily,1904,540,1311,52,-771,0.41,-1593,28.36,68.86,-1.09,2.65,0,0,1904,0,,0.00,0.00,0,24,781,1904,-757,0.03,1.26,41.02,-1120,31,923,1904,-892,0.03,1.63,48.48,1758,232,1904,12.18,372,1904,19.54,0,1904,0.00,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,1.00,2.40,-1.40,1.00,1.70,-0.70,0.90,1.75,-0.85,0,1,0,0,0,1,5,-4,14.21,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),28.36,0.00,4.00
