date,timeframe,daily_mb_total_stocks,daily_mb_advancing_stocks,daily_mb_declining_stocks,daily_mb_unchanged_stocks,daily_mb_net_advances,daily_mb_ad_ratio,daily_mb_ad_line,daily_mb_advance_pct,daily_mb_decline_pct,daily_mb_avg_pct_change,daily_mb_pct_change_volatility,daily_mb_long_new_highs,daily_mb_long_new_lows,daily_mb_total_stocks_hl_long,daily_mb_net_long_new_highs,daily_mb_hl_ratio_long,daily_mb_long_new_highs_pct,daily_mb_long_new_lows_pct,daily_mb_net_hl_line_long,daily_mb_medium_new_highs,daily_mb_medium_new_lows,daily_mb_total_stocks_hl_medium,daily_mb_net_medium_new_highs,daily_mb_hl_ratio_medium,daily_mb_medium_new_highs_pct,daily_mb_medium_new_lows_pct,daily_mb_net_hl_line_medium,daily_mb_short_new_highs,daily_mb_short_new_lows,daily_mb_total_stocks_hl_short,daily_mb_net_short_new_highs,daily_mb_hl_ratio_short,daily_mb_short_new_highs_pct,daily_mb_short_new_lows_pct,daily_mb_net_hl_line_short,daily_mb_stocks_above_ma_20,daily_mb_total_stocks_ma_20,daily_mb_pct_above_ma_20,daily_mb_stocks_above_ma_50,daily_mb_total_stocks_ma_50,daily_mb_pct_above_ma_50,daily_mb_stocks_above_ma_200,daily_mb_total_stocks_ma_200,daily_mb_pct_above_ma_200,daily_mb_long_new_highs_gt_100,daily_mb_long_success_condition,daily_mb_medium_new_highs_gt_100,daily_mb_medium_success_condition,daily_mb_short_new_highs_gt_100,daily_mb_short_success_condition,daily_mb_ad_ratio_gt_2_0,daily_mb_ad_ratio_lt_0_5,daily_mb_strong_advance_breadth,daily_mb_weak_advance_breadth,daily_mb_strong_ma_breadth_20,daily_mb_weak_ma_breadth_20,daily_mb_strong_ma_breadth_50,daily_mb_weak_ma_breadth_50,daily_mb_strong_ma_breadth_200,daily_mb_weak_ma_breadth_200,daily_mb_timeframe,daily_mb_universe,daily_mb_hl_periods,daily_mb_ma_periods,daily_mb_bullish_momentum_5d,daily_mb_bearish_momentum_5d,daily_mb_net_momentum_5d,daily_mb_bullish_momentum_10d,daily_mb_bearish_momentum_10d,daily_mb_net_momentum_10d,daily_mb_bullish_momentum_20d,daily_mb_bearish_momentum_20d,daily_mb_net_momentum_20d,daily_mb_breadth_thrust,daily_mb_breadth_deterioration,daily_mb_ad_thrust,daily_mb_new_highs_expansion,daily_mb_new_lows_expansion,daily_mb_total_bullish_signals,daily_mb_total_bearish_signals,daily_mb_net_signal_score,daily_mb_overall_breadth_score,daily_mb_breadth_rating,daily_mb_signal_strength,daily_mb_threshold_classification,daily_mb_market_participation,daily_mb_consecutive_bullish_days,daily_mb_consecutive_bearish_days
2020-01-02,daily,1896,0,0,0,0,,0,0.00,0.00,0.00,0.00,0,0,1896,0,,0.00,0.00,0,0,0,1896,0,,0.00,0.00,0,0,0,1896,0,,0.00,0.00,0,0,1896,0.00,0,1896,0.00,0,1896,0.00,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,,,,,,,,,,0,1,0,0,0,0,5,-5,0.00,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),0.00,0.00,1.00
2020-01-03,daily,1896,751,1078,67,-327,0.70,-327,39.61,56.86,-0.27,1.59,0,0,1896,0,,0.00,0.00,0,0,0,1896,0,,0.00,0.00,0,0,0,1896,0,,0.00,0.00,0,0,1896,0.00,0,1896,0.00,0,1896,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,3.50,-3.50,,,,,,,0,1,0,0,0,0,4,-4,7.92,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),39.61,0.00,2.00
2020-01-06,daily,1896,938,875,83,63,1.07,-264,49.47,46.15,0.13,1.70,0,0,1896,0,,0.00,0.00,0,0,0,1896,0,,0.00,0.00,0,0,0,1896,0,,0.00,0.00,0,0,1896,0.00,0,1896,0.00,0,1896,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,3.33,-3.33,,,,,,,0,1,0,0,0,0,4,-4,9.89,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),49.47,0.00,3.00
2020-01-07,daily,1896,745,1087,64,-342,0.69,-606,39.29,57.33,-0.20,1.55,0,0,1896,0,,0.00,0.00,0,0,0,1896,0,,0.00,0.00,0,0,0,1896,0,,0.00,0.00,0,0,1896,0.00,0,1896,0.00,0,1896,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,3.25,-3.25,,,,,,,0,1,0,0,0,0,4,-4,7.86,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),39.29,0.00,4.00
2020-01-08,daily,1896,1084,748,64,336,1.45,-270,57.17,39.45,-0.04,1.80,0,0,1896,0,,0.00,0.00,0,0,0,1896,0,,0.00,0.00,0,580,424,1896,156,1.37,30.59,22.36,156,0,1896,0.00,0,1896,0.00,0,1896,0.00,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,3.20,-3.20,0.00,3.20,-3.20,,,,0,1,0,0,0,0,4,-4,11.43,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),57.17,0.00,5.00
2020-01-09,daily,1896,1037,784,75,253,1.32,-17,54.69,41.35,0.11,1.69,0,0,1896,0,,0.00,0.00,0,0,0,1896,0,,0.00,0.00,0,542,372,1896,170,1.46,28.59,19.62,326,0,1896,0.00,0,1896,0.00,0,1896,0.00,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,3.00,-3.00,0.00,3.17,-3.17,,,,0,1,0,0,0,0,4,-4,10.94,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),54.69,0.00,6.00
2020-01-10,daily,1897,801,1035,60,-234,0.77,-251,42.22,54.56,-0.23,1.76,0,0,1897,0,,0.00,0.00,0,0,0,1897,0,,0.00,0.00,0,475,381,1897,94,1.25,25.04,20.08,420,0,1897,0.00,0,1897,0.00,0,1897,0.00,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.00,3.00,-3.00,0.00,3.14,-3.14,,,,0,1,0,0,0,0,4,-4,8.44,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),42.22,0.00,7.00
2020-01-13,daily,1897,1344,477,76,867,2.82,616,70.85,25.14,0.59,1.79,0,0,1897,0,,0.00,0.00,0,0,0,1897,0,,0.00,0.00,0,560,320,1897,240,1.75,29.52,16.87,660,0,1897,0.00,0,1897,0.00,0,1897,0.00,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,3.00,-2.80,0.12,3.12,-3.00,,,,0,1,1,0,0,2,4,-2,14.17,Very Poor,Strong Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),70.85,0.00,8.00
2020-01-14,daily,1898,1026,806,65,220,1.27,836,54.06,42.47,0.21,1.76,0,0,1898,0,,0.00,0.00,0,0,0,1898,0,,0.00,0.00,0,567,216,1898,351,2.62,29.87,11.38,1011,0,1898,0.00,0,1898,0.00,0,1898,0.00,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,3.00,-2.80,0.11,3.11,-3.00,,,,0,1,0,0,0,0,4,-4,10.81,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),54.06,0.00,9.00
2020-01-15,daily,1898,1063,766,69,297,1.39,1133,56.01,40.36,0.21,1.73,0,0,1898,0,,0.00,0.00,0,0,0,1898,0,,0.00,0.00,0,650,224,1898,426,2.90,34.25,11.80,1437,1221,1898,64.33,0,1898,0.00,0,1898,0.00,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,daily,exchange_NYSE,252;63;20,20;50;200,0.20,2.80,-2.60,0.10,3.00,-2.90,0.10,3.00,-2.90,0,0,0,0,0,0,2,-2,30.50,Poor,Moderate Bearish,Breadth Deterioration (Bearish),56.01,0.00,10.00
