date,timeframe,daily_mb_total_stocks,daily_mb_advancing_stocks,daily_mb_declining_stocks,daily_mb_unchanged_stocks,daily_mb_net_advances,daily_mb_ad_ratio,daily_mb_ad_line,daily_mb_advance_pct,daily_mb_decline_pct,daily_mb_avg_pct_change,daily_mb_pct_change_volatility,daily_mb_long_new_highs,daily_mb_long_new_lows,daily_mb_total_stocks_hl_long,daily_mb_net_long_new_highs,daily_mb_hl_ratio_long,daily_mb_long_new_highs_pct,daily_mb_long_new_lows_pct,daily_mb_net_hl_line_long,daily_mb_medium_new_highs,daily_mb_medium_new_lows,daily_mb_total_stocks_hl_medium,daily_mb_net_medium_new_highs,daily_mb_hl_ratio_medium,daily_mb_medium_new_highs_pct,daily_mb_medium_new_lows_pct,daily_mb_net_hl_line_medium,daily_mb_short_new_highs,daily_mb_short_new_lows,daily_mb_total_stocks_hl_short,daily_mb_net_short_new_highs,daily_mb_hl_ratio_short,daily_mb_short_new_highs_pct,daily_mb_short_new_lows_pct,daily_mb_net_hl_line_short,daily_mb_stocks_above_ma_20,daily_mb_total_stocks_ma_20,daily_mb_pct_above_ma_20,daily_mb_stocks_above_ma_50,daily_mb_total_stocks_ma_50,daily_mb_pct_above_ma_50,daily_mb_stocks_above_ma_200,daily_mb_total_stocks_ma_200,daily_mb_pct_above_ma_200,daily_mb_long_new_highs_gt_100,daily_mb_long_success_condition,daily_mb_medium_new_highs_gt_100,daily_mb_medium_success_condition,daily_mb_short_new_highs_gt_100,daily_mb_short_success_condition,daily_mb_ad_ratio_gt_2_0,daily_mb_ad_ratio_lt_0_5,daily_mb_strong_advance_breadth,daily_mb_weak_advance_breadth,daily_mb_strong_ma_breadth_20,daily_mb_weak_ma_breadth_20,daily_mb_strong_ma_breadth_50,daily_mb_weak_ma_breadth_50,daily_mb_strong_ma_breadth_200,daily_mb_weak_ma_breadth_200,daily_mb_timeframe,daily_mb_universe,daily_mb_hl_periods,daily_mb_ma_periods,daily_mb_bullish_momentum_5d,daily_mb_bearish_momentum_5d,daily_mb_net_momentum_5d,daily_mb_bullish_momentum_10d,daily_mb_bearish_momentum_10d,daily_mb_net_momentum_10d,daily_mb_bullish_momentum_20d,daily_mb_bearish_momentum_20d,daily_mb_net_momentum_20d,daily_mb_breadth_thrust,daily_mb_breadth_deterioration,daily_mb_ad_thrust,daily_mb_new_highs_expansion,daily_mb_new_lows_expansion,daily_mb_total_bullish_signals,daily_mb_total_bearish_signals,daily_mb_net_signal_score,daily_mb_overall_breadth_score,daily_mb_breadth_rating,daily_mb_signal_strength,daily_mb_threshold_classification,daily_mb_market_participation,daily_mb_consecutive_bullish_days,daily_mb_consecutive_bearish_days
2020-01-02,daily,93,0,0,0,0,,0,0.00,0.00,0.00,0.00,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,0,93,0.00,0,93,0.00,0,93,0.00,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,,,,,,,,,,0,1,0,0,0,0,5,-5,0.00,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),0.00,0.00,1.00
2020-01-03,daily,93,23,70,0,-47,0.33,-47,24.73,75.27,-0.58,1.06,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,0,93,0.00,0,93,0.00,0,93,0.00,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.00,4.00,-4.00,,,,,,,0,1,0,0,0,0,5,-5,4.95,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),24.73,0.00,2.00
2020-01-06,daily,93,53,40,0,13,1.32,-34,56.99,43.01,0.30,1.87,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,0,93,0.00,0,93,0.00,0,93,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.00,3.67,-3.67,,,,,,,0,1,0,0,0,0,4,-4,11.40,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),56.99,0.00,3.00
2020-01-07,daily,93,50,43,0,7,1.16,-27,53.76,46.24,0.36,1.70,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,0,93,0.00,0,93,0.00,0,93,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.00,3.50,-3.50,,,,,,,0,1,0,0,0,0,4,-4,10.75,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),53.76,0.00,4.00
2020-01-08,daily,93,70,23,0,47,3.04,20,75.27,24.73,0.73,1.28,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,49,8,93,41,6.12,52.69,8.60,41,0,93,0.00,0,93,0.00,0,93,0.00,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.20,3.40,-3.20,0.20,3.40,-3.20,,,,0,1,1,0,0,2,4,-2,15.05,Very Poor,Strong Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),75.27,0.00,5.00
2020-01-09,daily,93,75,17,1,58,4.41,78,80.65,18.28,0.74,1.14,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,57,2,93,55,28.50,61.29,2.15,96,0,93,0.00,0,93,0.00,0,93,0.00,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.40,3.20,-2.80,0.33,3.33,-3.00,,,,0,1,1,0,0,2,4,-2,16.13,Very Poor,Strong Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),80.65,0.00,6.00
2020-01-10,daily,93,35,58,0,-23,0.60,55,37.63,62.37,-0.25,1.08,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,34,3,93,31,11.33,36.56,3.23,127,0,93,0.00,0,93,0.00,0,93,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.40,3.00,-2.60,0.29,3.29,-3.00,,,,0,1,0,0,0,0,4,-4,7.53,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),37.63,0.00,7.00
2020-01-13,daily,93,76,17,0,59,4.47,114,81.72,18.28,1.17,1.66,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,42,5,93,37,8.40,45.16,5.38,164,0,93,0.00,0,93,0.00,0,93,0.00,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.60,3.00,-2.40,0.38,3.25,-2.88,,,,0,1,1,0,0,2,4,-2,16.34,Very Poor,Strong Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),81.72,0.00,8.00
2020-01-14,daily,93,42,51,0,-9,0.82,105,45.16,54.84,-0.14,1.20,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,37,6,93,31,6.17,39.78,6.45,195,0,93,0.00,0,93,0.00,0,93,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.60,3.00,-2.40,0.33,3.22,-2.89,,,,0,1,0,0,0,0,4,-4,9.03,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),45.16,0.00,9.00
2020-01-15,daily,93,58,35,0,23,1.66,128,62.37,37.63,0.17,1.20,0,0,93,0,,0.00,0.00,0,0,0,93,0,,0.00,0.00,0,36,4,93,32,9.00,38.71,4.30,227,76,93,81.72,0,93,0.00,0,93,0.00,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.60,2.80,-2.20,0.40,3.10,-2.70,0.40,3.10,-2.70,0,0,0,0,0,0,2,-2,36.99,Poor,Moderate Bearish,Breadth Thrust (Bullish); Breadth Deterioration (Bearish),62.37,0.00,10.00
