date,timeframe,daily_mb_total_stocks,daily_mb_advancing_stocks,daily_mb_declining_stocks,daily_mb_unchanged_stocks,daily_mb_net_advances,daily_mb_ad_ratio,daily_mb_ad_line,daily_mb_advance_pct,daily_mb_decline_pct,daily_mb_avg_pct_change,daily_mb_pct_change_volatility,daily_mb_long_new_highs,daily_mb_long_new_lows,daily_mb_total_stocks_hl_long,daily_mb_net_long_new_highs,daily_mb_hl_ratio_long,daily_mb_long_new_highs_pct,daily_mb_long_new_lows_pct,daily_mb_net_hl_line_long,daily_mb_medium_new_highs,daily_mb_medium_new_lows,daily_mb_total_stocks_hl_medium,daily_mb_net_medium_new_highs,daily_mb_hl_ratio_medium,daily_mb_medium_new_highs_pct,daily_mb_medium_new_lows_pct,daily_mb_net_hl_line_medium,daily_mb_short_new_highs,daily_mb_short_new_lows,daily_mb_total_stocks_hl_short,daily_mb_net_short_new_highs,daily_mb_hl_ratio_short,daily_mb_short_new_highs_pct,daily_mb_short_new_lows_pct,daily_mb_net_hl_line_short,daily_mb_stocks_above_ma_20,daily_mb_total_stocks_ma_20,daily_mb_pct_above_ma_20,daily_mb_stocks_above_ma_50,daily_mb_total_stocks_ma_50,daily_mb_pct_above_ma_50,daily_mb_stocks_above_ma_200,daily_mb_total_stocks_ma_200,daily_mb_pct_above_ma_200,daily_mb_long_new_highs_gt_100,daily_mb_long_success_condition,daily_mb_medium_new_highs_gt_100,daily_mb_medium_success_condition,daily_mb_short_new_highs_gt_100,daily_mb_short_success_condition,daily_mb_ad_ratio_gt_2_0,daily_mb_ad_ratio_lt_0_5,daily_mb_strong_advance_breadth,daily_mb_weak_advance_breadth,daily_mb_strong_ma_breadth_20,daily_mb_weak_ma_breadth_20,daily_mb_strong_ma_breadth_50,daily_mb_weak_ma_breadth_50,daily_mb_strong_ma_breadth_200,daily_mb_weak_ma_breadth_200,daily_mb_timeframe,daily_mb_universe,daily_mb_hl_periods,daily_mb_ma_periods,daily_mb_bullish_momentum_5d,daily_mb_bearish_momentum_5d,daily_mb_net_momentum_5d,daily_mb_bullish_momentum_10d,daily_mb_bearish_momentum_10d,daily_mb_net_momentum_10d,daily_mb_bullish_momentum_20d,daily_mb_bearish_momentum_20d,daily_mb_net_momentum_20d,daily_mb_breadth_thrust,daily_mb_breadth_deterioration,daily_mb_ad_thrust,daily_mb_new_highs_expansion,daily_mb_new_lows_expansion,daily_mb_total_bullish_signals,daily_mb_total_bearish_signals,daily_mb_net_signal_score,daily_mb_overall_breadth_score,daily_mb_breadth_rating,daily_mb_signal_strength,daily_mb_threshold_classification,daily_mb_market_participation,daily_mb_consecutive_bullish_days,daily_mb_consecutive_bearish_days
2024-01-02,daily,101,0,0,0,0,,0,0.00,0.00,0.00,0.00,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,0,101,0.00,0,101,0.00,0,101,0.00,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,,,,,,,,,,0,1,0,0,0,0,5,-5,0.00,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),0.00,0.00,1.00
2024-01-03,daily,101,17,84,0,-67,0.20,-67,16.83,83.17,-1.26,1.41,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,0,101,0.00,0,101,0.00,0,101,0.00,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.00,4.00,-4.00,,,,,,,0,1,0,0,0,0,5,-5,3.37,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),16.83,0.00,2.00
2024-01-04,daily,101,48,52,1,-4,0.92,-71,47.52,51.49,-0.23,1.20,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,0,101,0.00,0,101,0.00,0,101,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.00,3.67,-3.67,,,,,,,0,1,0,0,0,0,4,-4,9.50,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),47.52,0.00,3.00
2024-01-05,daily,101,43,57,1,-14,0.75,-85,42.57,56.44,-0.03,1.05,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,0,101,0.00,0,101,0.00,0,101,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.00,3.50,-3.50,,,,,,,0,1,0,0,0,0,4,-4,8.51,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),42.57,0.00,4.00
2024-01-08,daily,101,92,9,0,83,10.22,-2,91.09,8.91,1.90,1.87,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,25,17,101,8,1.47,24.75,16.83,8,0,101,0.00,0,101,0.00,0,101,0.00,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.20,3.40,-3.20,0.20,3.40,-3.20,,,,0,1,1,0,0,2,4,-2,18.22,Very Poor,Strong Bearish,Advance/Decline Thrust (Bullish); Breadth Deterioration (Bearish),91.09,0.00,5.00
2024-01-09,daily,101,42,59,0,-17,0.71,-19,41.58,58.42,-0.03,1.46,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,27,13,101,14,2.08,26.73,12.87,22,0,101,0.00,0,101,0.00,0,101,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.20,3.20,-3.00,0.17,3.33,-3.17,,,,0,1,0,0,0,0,4,-4,8.32,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),41.58,0.00,6.00
2024-01-10,daily,101,53,48,0,5,1.10,-14,52.48,47.52,0.30,1.64,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,31,9,101,22,3.44,30.69,8.91,44,0,101,0.00,0,101,0.00,0,101,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.20,3.00,-2.80,0.14,3.29,-3.14,,,,0,1,0,0,0,0,4,-4,10.50,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),52.48,0.00,7.00
2024-01-11,daily,101,58,42,1,16,1.38,2,57.43,41.58,0.05,1.30,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,27,15,101,12,1.80,26.73,14.85,56,0,101,0.00,0,101,0.00,0,101,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.20,3.00,-2.80,0.12,3.25,-3.12,,,,0,1,0,0,0,0,4,-4,11.49,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),57.43,0.00,8.00
2024-01-12,daily,101,57,43,1,14,1.33,16,56.44,42.57,0.02,1.55,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,31,5,101,26,6.20,30.69,4.95,82,0,101,0.00,0,101,0.00,0,101,0.00,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.20,3.00,-2.80,0.11,3.22,-3.11,,,,0,1,0,0,0,0,4,-4,11.29,Very Poor,Strong Bearish,Breadth Deterioration (Bearish),56.44,0.00,9.00
2024-01-16,daily,101,40,60,1,-20,0.67,-4,39.60,59.41,-0.27,1.72,0,0,101,0,,0.00,0.00,0,0,0,101,0,,0.00,0.00,0,17,17,101,0,1.00,16.83,16.83,82,59,101,58.42,0,101,0.00,0,101,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,daily,NASDAQ100,252;63;20,20;50;200,0.00,2.80,-2.80,0.10,3.10,-3.00,0.10,3.10,-3.00,0,1,0,0,0,0,3,-3,25.45,Poor,Moderate Bearish,Breadth Deterioration (Bearish),39.60,0.00,10.00
