ticker,screen_type,signal_type,signal_date,current_price,signal_price,sma,volume,volume_highest,days_since_signal,price_change_pct,volume_change_pct,volume_surge,score,signal_day_change_abs,signal_day_change_pct,performance_since_signal
AFRM,pvb,Buy,2025-08-25,87.3499984741211,88.45999908447266,72.33700027465821,88966200.0,37325000.0,7,20.754244912644502,24.527260549229734,138.35552578700603,133.01854002423252,9.529998779296875,12.073988017800568,-1.2548051343428064
AVGO,pvb,Buy,2025-09-01,334.8900146484375,334.8900146484375,294.9310028076172,147778200.0,122453300.0,0,13.54859660748704,20.68127196245426,20.68127196245426,41.73531841437118,45.550018310546875,15.742731349645025,0.0
HPQ,pvb,Buy,2025-08-23,29.34000015258789,28.540000915527344,26.05100021362305,64768400.0,55382600.0,9,12.625234777914219,-24.581727835096224,16.94720002311194,23.502524219811608,0.8900012969970632,3.218811245120627,2.8030806285829617
HD,pvb,Buy,2025-08-16,416.5866088867188,412.7900085449219,376.8529998779297,24459000.0,20803200.0,16,10.543529976319576,-22.696988924780804,17.573257960313793,20.682682778799894,16.220001220703068,4.0900726028537715,0.9197413365647795
UNH,pvb,Close Sell,2025-09-01,315.3900146484375,315.3900146484375,290.3030029296875,42435500.0,149453300.0,0,8.64166455929709,-71.60618065977799,-71.60618065977799,0.0,7.080017089843807,2.2963955583367888,0.0
VRSN,pvb,Close Buy,2025-08-23,280.0899963378906,273.3699951171875,278.74265441894534,4090100.0,10848900.0,9,0.48336409859979224,-80.06341656757829,-62.299403626174076,0.0,3.269989013671875,1.2106586226505505,2.4582073163597977
