ticker,model_type,current_price,data_points,above_sma_10,above_sma_20,above_sma_50,sma_10_slope,sma_20_slope,sma_50_slope,trend_score,predicted_price_5d,predicted_return_5d,prediction_confidence,sma_20,upper_band,lower_band,band_position,rsi,oversold_signal,overbought_signal,reversion_score,predicted_direction,reversion_target,potential_return,volatility_daily,volatility_annualized,current_vol_20d,avg_vol_50d,volatility_percentile,volatility_regime,vol_clustering_signal,var_95_1d,var_95_1w,downside_volatility,analysis_date,assets_analyzed,overlapping_periods,highest_correlation,highest_corr_pair,lowest_correlation,lowest_corr_pair,avg_correlation,diversification_ratio
^DJUSST,simple_trend,597.1599731445312,417.0,True,True,True,2.2685998535156386,0.18964996337890624,1.099220031738281,100.0,597.9286797407696,0.0012872707997999134,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^DJUSST,mean_reversion,597.1599731445312,,,,,,,,,,,,578.6605010986328,612.3981285740709,544.9228736231947,0.7741667602347931,70.45797023464989,False,False,0.0,neutral,578.6605010986328,-0.03097908915174552,,,,,,,,,,,,,,,,,,,
^DJUSST,volatility,597.1599731445312,,,,,,,,,,,,,,,,,,,,,,,0.019359580002215392,0.30732380503512724,0.23635567000099325,0.30352770844078136,28.365384615384613,normal,0.398692833848485,-0.031173371967769037,-0.06970577880781795,0.20544090149733402,,,,,,,,,
DIA,simple_trend,454.989990234375,421.0,False,True,True,0.5963995361328103,0.6217689514160156,0.5338868408203126,83.33333333333333,454.47679377710824,-0.0011279291155447194,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIA,mean_reversion,454.989990234375,,,,,,,,,,,,451.05360717773436,461.1405918127314,440.96662254273735,0.6951218921749553,59.90565672112822,False,False,0.0,neutral,451.05360717773436,-0.008651581663616237,,,,,,,,,,,,,,,,,,,
DIA,volatility,454.989990234375,,,,,,,,,,,,,,,,,,,,,,,0.009366193833751193,0.14868371769199382,0.10339855088279504,0.14252612463317624,31.666666666666664,normal,0.7697707762053159,-0.013157592185089662,-0.02942127054608048,0.10855066387232704,,,,,,,,,
IWM,simple_trend,237.7700042724609,421.0,True,True,True,0.8883993530273415,0.7134500122070364,0.41790982055664044,100.0,242.6073398583292,0.020344599818929124,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWM,mean_reversion,237.7700042724609,,,,,,,,,,,,230.51350173950195,241.19878563089912,219.82821784810477,0.8395559072979446,70.63613963500842,False,True,-29.36386036499158,down,230.51350173950195,-0.03051899904347788,,,,,,,,,,,,,,,,,,,
IWM,volatility,237.7700042724609,,,,,,,,,,,,,,,,,,,,,,,0.014077399499598235,0.22347178909465226,0.20674562834937582,0.21922166634297424,57.61904761904761,normal,0.6118701756335863,-0.02030552523982655,-0.04540453475508988,0.14866566567453138,,,,,,,,,
IWC,simple_trend,143.4199981689453,421.0,True,True,True,0.5628005981445312,0.5359001159667969,0.32441590118408214,100.0,145.16073872419634,0.012137362832765185,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWC,mean_reversion,143.4199981689453,,,,,,,,,,,,139.38750076293945,146.83705531350768,131.93794621237123,0.7706535926834898,68.69410457681666,False,False,0.0,neutral,139.38750076293945,-0.028116702394987314,,,,,,,,,,,,,,,,,,,
IWC,volatility,143.4199981689453,,,,,,,,,,,,,,,,,,,,,,,0.015852162759788024,0.2516452824295107,0.21578965756663057,0.24950933148576715,41.19047619047619,normal,0.47371927282972415,-0.02343994244227793,-0.0524133046896159,0.16330902597798763,,,,,,,,,
TLT,simple_trend,88.55999755859375,421.0,True,True,True,0.04279983520507926,-0.011997642517090411,0.02783644104003926,100.0,90.5588806793881,0.022570948237344148,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLT,mean_reversion,88.55999755859375,,,,,,,,,,,,86.89150009155273,88.10679265033782,85.67620753276763,1.1864591801290165,64.3999881998578,False,False,0.0,neutral,86.89150009155273,-0.018840306154447428,,,,,,,,,,,,,,,,,,,
TLT,volatility,88.55999755859375,,,,,,,,,,,,,,,,,,,,,,,0.008728568894217763,0.13856173557356552,0.11404629817618997,0.13860693113387046,22.380952380952383,normal,1.409415184244646,-0.01514410707758405,-0.03386325288401362,0.08977186872363568,,,,,,,,,
GLD,simple_trend,331.04998779296875,421.0,True,True,True,1.884800415039058,0.5599499511718762,0.09369992065429641,100.0,358.26177523501036,0.0821984245444505,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLD,mean_reversion,331.04998779296875,,,,,,,,,,,,313.5699951171875,329.5451676714192,297.59482256295576,1.0470987125942157,84.25175246052538,False,True,-15.748247539474619,down,313.5699951171875,-0.052801671410158346,,,,,,,,,,,,,,,,,,,
GLD,volatility,331.04998779296875,,,,,,,,,,,,,,,,,,,,,,,0.01038616667585286,0.16487528459743842,0.13569380107870485,0.16575611602382814,33.57142857142857,normal,1.0805101836526465,-0.01564846269009228,-0.034991026318415566,0.10821338550233996,,,,,,,,,
UUP,simple_trend,27.399999618530277,421.0,False,False,True,0.0014000320434568892,-0.004349994659423828,0.0024699974060059305,16.186701456705656,27.39978045724712,-7.998587087734778e-06,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UUP,mean_reversion,27.399999618530277,,,,,,,,,,,,27.45099992752075,27.61190529775579,27.290094557285713,0.34152079910081073,52.14283865324813,False,False,0.0,neutral,27.45099992752075,0.0018613251715515755,,,,,,,,,,,,,,,,,,,
UUP,volatility,27.399999618530277,,,,,,,,,,,,,,,,,,,,,,,0.0044357385255685946,0.07041516611737694,0.07013330098240611,0.06919822672519711,59.04761904761905,normal,1.089694845235927,-0.007257807707985292,-0.016228951402677057,0.04976725992260179,,,,,,,,,
^VIX,simple_trend,15.18000030517578,421.0,False,False,False,0.028400020599365305,-0.07479998588562005,-0.06606000328063963,-50.0,16.101672286811432,0.06071620310319768,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
^VIX,mean_reversion,15.18000030517578,,,,,,,,,,,,15.282999992370605,16.848551609740053,13.717448375001158,0.4671043464641896,50.44074507269873,False,False,0.0,neutral,15.282999992370605,0.0067852229989551205,,,,,,,,,,,,,,,,,,,
^VIX,volatility,15.18000030517578,,,,,,,,,,,,,,,,,,,,,,,0.09369859271630257,1.4874190471443878,0.9985690273248211,1.4495905306397299,33.095238095238095,normal,1.1038711456427674,-0.10433820683269512,-0.23330732312833932,0.7577232939297028,,,,,,,,,
MDY,simple_trend,602.8900146484375,421.0,True,True,True,1.559799804687509,0.9011001586914062,0.6867524414062529,100.0,613.3779200086425,0.01739605086397189,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDY,mean_reversion,602.8900146484375,,,,,,,,,,,,587.8625030517578,606.8653796158553,568.8596264876603,0.8954009685320866,71.97004834207922,False,True,-28.029951657920776,down,587.8625030517578,-0.024925792817190096,,,,,,,,,,,,,,,,,,,
MDY,volatility,602.8900146484375,,,,,,,,,,,,,,,,,,,,,,,0.012171960437887977,0.19322388172061067,0.16436426392452946,0.1859247638063408,55.23809523809524,normal,0.8235704807236787,-0.017501536489644313,-0.03913462530153773,0.13635398852022068,,,,,,,,,
ARKK,simple_trend,75.37000274658203,421.0,False,False,True,-0.01779998779296932,0.04674999237060575,0.26617001342773394,66.66666666666666,74.4932943665874,-0.011632059812209432,0.26666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARKK,mean_reversion,75.37000274658203,,,,,,,,,,,,75.58800048828125,78.03669629076582,73.13930468579669,0.45548696953741036,43.22312934434994,False,False,0.0,neutral,75.58800048828125,0.0028923674373768637,,,,,,,,,,,,,,,,,,,
ARKK,volatility,75.37000274658203,,,,,,,,,,,,,,,,,,,,,,,0.02575987180222595,0.40892528756157054,0.25189428535726394,0.4022439357843755,10.714285714285714,low,0.3819048536012253,-0.04096557693146827,-0.0916018147562603,0.2640902247634566,,,,,,,,,
FFTY,simple_trend,35.18000030517578,421.0,True,True,True,0.1278998565673831,0.04329996109008789,0.07571500396728545,100.0,35.542388287221875,0.010300965858513058,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFTY,mean_reversion,35.18000030517578,,,,,,,,,,,,34.41725025177002,35.70623781450471,33.12826268903533,0.7958717661276442,56.374490487581724,False,False,0.0,neutral,34.41725025177002,-0.021681354371493322,,,,,,,,,,,,,,,,,,,
FFTY,volatility,35.18000030517578,,,,,,,,,,,,,,,,,,,,,,,0.01826915745559156,0.29001388374106085,0.2357918130707549,0.2872409016225166,33.80952380952381,normal,0.3032251130356793,-0.027946070209743826,-0.06248931269296901,0.21902425774612352,,,,,,,,,
VUG,simple_trend,462.6000061035156,421.0,True,True,True,0.32140075683594205,0.33779998779295967,0.7925318603515678,100.0,461.7184555108885,-0.0019056432792823796,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VUG,mean_reversion,462.6000061035156,,,,,,,,,,,,459.60350036621094,466.9943730360351,452.2126276963868,0.702716639236594,50.612354454120066,False,False,0.0,neutral,459.60350036621094,-0.006477530691242905,,,,,,,,,,,,,,,,,,,
VUG,volatility,462.6000061035156,,,,,,,,,,,,,,,,,,,,,,,0.013600531260546982,0.21590174048260277,0.1237891257909437,0.2064494237144325,14.523809523809526,low,0.912699296301176,-0.02162196747857563,-0.04834818908938484,0.16436101928958566,,,,,,,,,
VTV,simple_trend,182.5500030517578,421.0,False,True,True,0.1810000610351608,0.23955001831054687,0.1860251312255869,83.33333333333333,182.49139016182409,-0.0003210785480902903,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTV,mean_reversion,182.5500030517578,,,,,,,,,,,,181.40800018310546,184.81181523265684,178.00418513355407,0.6677533667410732,60.78798766130129,False,False,0.0,neutral,181.40800018310546,-0.0062558359329556446,,,,,,,,,,,,,,,,,,,
VTV,volatility,182.5500030517578,,,,,,,,,,,,,,,,,,,,,,,0.0085065142135624,0.13503672679873377,0.08772511343140406,0.12921846935601303,19.523809523809526,low,0.7516668703418071,-0.011554141093042135,-0.025835844905665938,0.10230044686150742,,,,,,,,,
IWO,simple_trend,310.8299865722656,421.0,True,True,True,0.9916003417968795,0.8054496765136718,0.5147854003906247,100.0,314.4152864603709,0.011534601045551695,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWO,mean_reversion,310.8299865722656,,,,,,,,,,,,302.67750091552733,314.63736155983946,290.7176402712152,0.8408269502126453,65.11995018066753,False,False,0.0,neutral,302.67750091552733,-0.026228118292708213,,,,,,,,,,,,,,,,,,,
IWO,volatility,310.8299865722656,,,,,,,,,,,,,,,,,,,,,,,0.014808483292134059,0.23507738451025065,0.1988040575722632,0.23032551388794323,47.61904761904761,normal,0.6585521724275027,-0.02120025194789864,-0.047405204495623694,0.15325865609967249,,,,,,,,,
IWN,simple_trend,176.0,421.0,True,True,True,0.7589999389648426,0.6052500915527361,0.3296363830566406,100.0,181.03013721881445,0.028580325106900242,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IWN,mean_reversion,176.0,,,,,,,,,,,,169.87150039672852,179.07232625899928,160.67067453445776,0.8330407343324595,77.86351481190023,False,True,-22.13648518809977,down,169.87150039672852,-0.0348210204731334,,,,,,,,,,,,,,,,,,,
IWN,volatility,176.0,,,,,,,,,,,,,,,,,,,,,,,0.013773448352720916,0.21864671422255075,0.21588939009937505,0.21517116089396063,65.0,normal,0.567006951240122,-0.02029036611561052,-0.04537063792286348,0.14895233608718028,,,,,,,,,
SPLV,simple_trend,73.37000274658203,421.0,False,False,True,-0.04701995849609375,0.03020729064941463,0.025410858154296535,25.26485697428408,73.74639274898814,0.005130025736896251,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
