ticker,timeframe,signal_date,signal_type,current_price,vstop_long,vstop_short,vstop2_long,vstop2_short,atr_value,signal_strength,atr1_score,screen_type,signal_close_price,price_change_pct,days_since_signal,vstop,vstop2,vstopseries,uptrend,volume,score,signal_day_change_abs,signal_day_change_pct,performance_since_signal
AAPL,monthly,2025-06-30,Long,239.6900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,213.3079,12.3681,67,180.5731,196.9405,188.7568,True,54870397,35.0000,11.5269,5.7126,12.3681
AMD,monthly,2025-09-01,Short,151.1400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,151.1400,0.0000,4,183.9687,167.5543,175.7615,False,78255950,32.0000,7.2800,-4.5954,0.0000
AMGN,monthly,2025-08-29,Short,283.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,287.7100,-1.4146,7,303.2062,295.4581,299.3322,False,2299366,29.4146,1.9100,0.6683,-1.4146
AMZN,monthly,2025-05-26,Long,232.3300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,205.0100,13.3262,102,173.0227,189.5964,181.3095,True,35563206,35.0000,1.9200,0.9454,13.3262
ASML,monthly,2025-09-05,Long,781.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,781.7000,0.0000,0,717.2930,735.0652,726.1791,True,1863915,40.0000,6.8200,0.8801,0.0000
AVGO,monthly,2025-05-05,Long,334.8900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,207.7111,61.2287,123,145.9737,176.8424,161.4081,True,78401554,35.0000,7.9313,3.9700,61.2287
AZN,monthly,2025-08-04,Long,81.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,73.0420,11.8534,32,66.2043,68.3160,67.2601,True,2464583,35.0000,0.2185,0.3000,11.8534
COST,monthly,2025-07-14,Short,963.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,949.6344,1.4580,53,1043.2973,996.4658,1019.8816,False,1839526,25.0000,20.1221,-2.0750,1.4580
CSCO,monthly,2025-08-29,Short,66.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,69.0900,-3.1698,7,67.6265,67.0083,67.3174,False,20156980,31.1698,0.1400,-0.2022,-3.1698
GOOG,monthly,2025-06-23,Long,235.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,178.2700,31.9179,74,138.4953,161.3169,149.9061,True,26127737,35.0000,10.9500,6.5443,31.9179
GOOGL,monthly,2025-06-09,Long,235.0490,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,174.4588,34.7304,88,145.9513,160.2051,153.0782,True,46588925,35.0000,0.1298,0.0745,34.7304
ISRG,monthly,2025-07-28,Short,466.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,483.1200,-3.3656,39,578.8789,530.9994,554.9392,False,2434784,28.3656,14.8800,-2.9880,-3.3656
IWM,monthly,2025-05-12,Long,237.7700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,209.2714,13.6180,112,180.9489,195.1102,188.0296,True,190629711,35.0000,1.0072,0.4836,13.6180
