ticker,timeframe,signal_date,signal_type,current_price,vstop_long,vstop_short,vstop2_long,vstop2_short,atr_value,signal_strength,atr1_score,screen_type,signal_close_price,price_change_pct,days_since_signal,vstop,vstop2,vstopseries,uptrend,volume,score,signal_day_change_abs,signal_day_change_pct,performance_since_signal
SPY,daily,2025-04-09,Long,647.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,547.0029,18.3248,149,498.9673,522.9851,510.9762,True,84970600,35.0000,55.0173,11.1827,18.3248
TMUS,daily,2025-07-24,Long,252.7600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,247.5000,2.1253,43,231.9358,239.7179,235.8268,True,3294200,27.1253,3.5000,1.4344,2.1253
TSLA,daily,2025-08-11,Long,350.8400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,339.0300,3.4835,25,297.6104,318.3202,307.9653,True,108771700,28.4835,4.0300,1.2030,3.4835
XLB,daily,2025-08-13,Long,91.9600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,90.9800,1.0772,23,87.2494,89.1147,88.1820,True,7527200,26.0772,1.2200,1.3592,1.0772
XLC,daily,2025-04-09,Long,114.6900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,93.5130,22.6460,149,85.1371,89.3251,87.2311,True,5323600,35.0000,8.2699,9.7016,22.6460
XLE,daily,2025-08-27,Long,87.3600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,89.2200,-2.0847,9,85.0983,87.1591,86.1287,True,24090400,26.0000,1.1200,1.2713,-2.0847
XLF,daily,2025-08-22,Long,53.0700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,53.5700,-0.9334,14,51.7419,52.6560,52.1990,True,58361200,25.0000,0.6000,1.1327,-0.9334
XLI,daily,2025-08-01,Short,150.9300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,149.7400,0.7947,35,155.1854,152.4627,153.8240,False,16780400,25.0000,0.2100,-0.1400,0.7947
XLK,daily,2025-04-09,Long,262.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,203.5227,29.1551,149,179.5720,191.5474,185.5597,True,19264300,35.0000,23.7207,13.1927,29.1551
XLP,daily,2025-08-26,Short,80.8700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,80.5300,0.4222,10,83.1175,81.8238,82.4707,False,20657300,25.0000,0.4200,-0.5188,0.4222
XLRE,daily,2025-08-11,Short,42.1800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,41.0100,2.8530,25,42.6730,41.8415,42.2573,False,5298300,25.0000,0.0800,-0.1947,2.8530
XLU,daily,2025-09-02,Short,83.4700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,84.0400,-0.6782,3,87.0137,85.5269,86.2703,False,13503100,34.6782,0.0400,0.0476,-0.6782
XLV,daily,2025-08-15,Long,137.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,136.2100,1.2407,21,130.5014,133.3557,131.9286,True,14663600,26.2407,0.7300,0.5388,1.2407
XLY,daily,2025-08-12,Long,235.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,atr1,226.7400,3.6915,24,217.6444,222.1922,219.9183,True,15498500,28.6915,0.6800,0.3008,3.6915
