Date,Consumer non-durables,Consumer services,Electronic technology,Health technology,Producer manufacturing,Retail trade,Technology services,Transportation,Utilities
2024-11-13 00:00:00-05:00,113.5081,1397.4498,191.6676,291.4466,124.8158,354.6329,347.0346,141.3397,130.5277
2024-11-14 00:00:00-05:00,113.6849,1391.3581,192.8998,287.9854,126.2502,349.4233,345.6580,139.6867,130.4395
2024-11-15 00:00:00-05:00,109.4915,1391.2915,187.7078,279.8794,116.7690,341.0080,336.4959,135.9293,131.0158
2024-11-18 00:00:00-05:00,108.8604,1402.6410,188.5735,280.6033,117.6869,343.4003,338.9618,137.3859,133.5539
2024-11-19 00:00:00-05:00,107.8592,1391.6559,191.1585,278.7877,116.6936,346.8309,342.9125,138.7606,135.2329
2024-11-20 00:00:00-05:00,109.1603,1402.7691,190.3751,280.9222,117.0688,345.7499,343.1497,137.0383,135.6076
2024-11-21 00:00:00-05:00,110.4761,1453.3395,191.3811,283.0190,121.3381,346.7074,340.0558,138.4457,142.7880
2024-11-22 00:00:00-05:00,111.2911,1445.7927,190.2546,283.2046,120.8881,348.1356,339.9145,141.0513,141.7827
2024-11-25 00:00:00-05:00,112.4517,1428.9067,189.5943,283.9535,121.4815,354.5585,340.6901,143.0844,141.6377
2024-11-26 00:00:00-05:00,111.6097,1456.3980,189.9187,283.0241,120.3853,360.8944,345.1446,143.1970,149.1379
2024-11-27 00:00:00-05:00,111.9074,1457.9454,188.4099,282.9395,119.2021,355.6920,342.9682,142.5580,144.1325
2024-11-29 00:00:00-05:00,112.2758,1453.4679,191.3387,284.1510,121.6920,356.2549,344.4247,143.8408,145.3374
2024-12-02 00:00:00-05:00,112.7306,1458.4391,193.8237,284.7001,127.0267,357.6434,350.5152,141.5373,141.7232
2024-12-03 00:00:00-05:00,112.4587,1455.8736,195.7114,282.9648,127.0091,359.6330,354.1493,140.2698,140.5380
2024-12-04 00:00:00-05:00,111.5486,1464.1337,198.3202,285.0212,126.3989,366.3258,358.8071,139.2947,142.9242
2024-12-05 00:00:00-05:00,111.8317,1475.5502,197.4762,284.4105,121.2312,366.9199,358.1643,137.2523,144.0098
2024-12-06 00:00:00-05:00,113.9095,1481.2529,197.5040,285.7685,121.9311,371.6572,362.7027,138.5881,142.4358
2024-12-09 00:00:00-05:00,114.9778,1437.1289,196.7505,287.0261,121.6370,367.1394,360.0163,137.0793,136.6969
2024-12-10 00:00:00-05:00,114.7793,1447.3605,194.2666,285.2091,119.2376,368.0518,363.2359,136.3994,133.5734
2024-12-11 00:00:00-05:00,113.6957,1475.7645,197.5420,285.0897,121.9202,372.6526,372.5728,137.5248,134.6901
2024-12-12 00:00:00-05:00,114.1264,1469.9529,196.8015,282.7762,119.4826,369.9898,369.7570,137.0502,135.5043
2024-12-13 00:00:00-05:00,113.6985,1457.6304,201.3130,280.2797,119.9099,367.1499,366.2448,136.0397,135.4353
2024-12-16 00:00:00-05:00,112.4591,1437.9005,204.5553,279.9132,120.4757,370.4040,371.4747,138.0103,135.1108
2024-12-17 00:00:00-05:00,112.5131,1437.5171,203.4996,281.5713,120.7447,368.3217,370.5270,136.6879,133.2527
2024-12-18 00:00:00-05:00,110.2905,1379.5968,197.9105,271.7121,117.0140,354.8401,356.7456,129.0653,129.3533
2024-12-19 00:00:00-05:00,108.8599,1386.3532,197.8227,266.2324,113.6570,353.7278,356.5731,129.4661,129.3502
2024-12-20 00:00:00-05:00,109.8988,1405.4220,201.3433,267.0635,114.9217,356.7657,357.5568,130.3001,130.5438
2024-12-23 00:00:00-05:00,109.5351,1408.9502,205.7805,269.7454,117.2544,356.7260,360.2001,129.6492,131.1815
2024-12-24 00:00:00-05:00,110.5524,1425.4049,208.0353,271.7458,117.7231,361.2659,364.3974,130.9814,131.7839
2024-12-26 00:00:00-05:00,110.3926,1418.3610,208.6589,272.5609,117.4912,359.0616,362.8544,130.2836,131.2342
2024-12-27 00:00:00-05:00,110.6737,1402.3528,205.7967,271.1675,116.8063,354.2180,357.7878,129.4126,130.4933
2024-12-30 00:00:00-05:00,109.8796,1389.2587,203.2503,267.1230,114.8085,349.8951,353.5730,128.9788,130.2408
2024-12-31 00:00:00-05:00,110.1272,1383.2680,200.7455,267.5173,114.4912,347.1060,350.2298,127.8847,129.2302
2025-01-02 00:00:00-05:00,108.7199,1372.1195,200.7118,267.8901,114.9924,349.2714,351.2752,129.2902,136.5863
2025-01-03 00:00:00-05:00,108.8247,1368.2005,204.1417,270.9400,118.9069,355.6085,354.9475,132.4859,140.5608
2025-01-06 00:00:00-05:00,107.8903,1368.8701,208.9113,271.9951,123.5560,357.7342,361.8848,132.7016,144.6720
2025-01-07 00:00:00-05:00,107.3688,1339.0769,203.1044,272.0002,123.8903,352.5213,356.7294,129.7501,141.2957
2025-01-08 00:00:00-05:00,107.8487,1359.6319,202.8753,275.0442,123.1722,352.1528,355.8219,131.5660,137.2641
2025-01-10 00:00:00-05:00,105.4892,1323.5675,198.2822,272.1496,119.6529,351.3727,351.9844,129.0036,161.3537
2025-01-13 00:00:00-05:00,106.5031,1330.4246,196.4012,273.6990,119.5045,348.8884,349.7997,128.7949,151.3384
2025-01-14 00:00:00-05:00,106.4769,1335.1523,195.9755,270.9819,121.2503,348.0219,347.0156,129.8617,155.3116
2025-01-15 00:00:00-05:00,105.6110,1349.2827,199.8475,280.6470,123.5662,356.1197,357.0285,131.4770,160.3693
2025-01-16 00:00:00-05:00,106.3718,1358.6908,196.8398,280.7102,128.1675,353.6266,354.6483,131.9461,166.9925
2025-01-17 00:00:00-05:00,107.3056,1375.5002,200.6285,281.7751,131.0622,360.6751,358.3901,133.7509,167.6444
2025-01-21 00:00:00-05:00,107.3833,1314.1559,200.6378,286.1113,131.8625,364.6508,360.4036,135.9880,171.0252
2025-01-22 00:00:00-05:00,107.4145,1296.9159,204.0893,286.7927,133.6361,366.7935,370.4303,135.4884,174.1351
2025-01-23 00:00:00-05:00,107.7653,1349.0919,203.4119,289.4400,130.8438,367.2170,373.2855,138.9729,179.4601
2025-01-24 00:00:00-05:00,108.7727,1335.1159,200.8394,284.1530,128.5394,367.4050,374.4305,138.6608,180.2341
2025-01-27 00:00:00-05:00,111.6974,1313.5423,186.1170,284.6722,121.8194,371.0831,369.6632,139.1320,152.8719
2025-01-28 00:00:00-05:00,109.7934,1315.7866,193.1106,283.2716,120.2028,374.1544,377.3752,139.1489,153.3384
2025-01-29 00:00:00-05:00,110.1264,1326.1499,192.2098,283.7492,122.0768,373.8628,376.1783,139.2533,157.9914
2025-01-30 00:00:00-05:00,111.6921,1338.3767,194.5030,285.6141,127.3235,376.3301,372.5209,140.8587,164.8452
2025-01-31 00:00:00-05:00,110.5729,1328.8335,192.9613,285.8067,126.6189,377.4928,374.1560,140.8104,161.5605
2025-02-03 00:00:00-05:00,109.9118,1317.1023,188.3806,290.2027,125.3310,379.6944,373.2513,141.1749,164.5172
2025-02-04 00:00:00-05:00,106.9349,1313.7662,191.5125,292.9488,125.0080,387.6790,377.8974,143.5566,164.0948
2025-02-05 00:00:00-05:00,107.9091,1319.7610,195.6627,300.4788,126.4761,386.1549,373.4065,145.9404,167.6406
2025-02-06 00:00:00-05:00,107.9142,1342.6592,196.8887,297.8545,127.8411,390.5628,375.8036,146.5060,166.8887
2025-02-07 00:00:00-05:00,107.0273,1370.2647,194.0880,293.9240,126.1996,382.1443,371.7566,146.1898,166.0746
2025-02-10 00:00:00-05:00,107.1864,1376.9462,197.4801,295.4769,128.3102,389.0867,374.7269,145.5285,171.3488
2025-02-11 00:00:00-05:00,108.1425,1371.6855,198.8539,292.0253,127.9217,388.1832,373.2917,146.4312,168.4626
2025-02-12 00:00:00-05:00,107.3072,1404.0438,199.6007,291.9927,125.8248,385.5953,373.4107,150.0895,168.7927
2025-02-13 00:00:00-05:00,107.7547,1402.0634,203.4830,294.9901,128.2983,390.1070,377.3682,153.2259,167.7303
2025-02-14 00:00:00-05:00,106.0497,1412.8668,204.8805,293.6143,121.9461,389.9237,378.6046,157.4293,170.2634
2025-02-18 00:00:00-05:00,107.1777,1438.6551,204.9260,296.1850,124.7886,386.2409,374.8636,157.2374,173.6237
2025-02-19 00:00:00-05:00,107.8761,1430.6967,205.0468,299.1406,126.2003,386.0027,374.3437,156.8659,172.3496
2025-02-20 00:00:00-05:00,109.1599,1406.4931,205.1911,301.4953,127.6146,381.0644,371.7094,149.7394,167.9032
2025-02-21 00:00:00-05:00,111.4425,1396.8313,200.8650,300.6146,124.3669,382.2330,363.4277,145.7210,158.3212
2025-02-24 00:00:00-05:00,112.1453,1412.0412,197.7937,302.9147,122.1386,377.5473,358.7643,143.6567,152.0914
2025-02-25 00:00:00-05:00,113.2729,1407.8127,195.1944,301.4460,119.6722,378.1479,352.5885,140.9468,151.1220
2025-02-26 00:00:00-05:00,110.4656,1407.9163,197.3156,299.8674,121.2320,377.4150,355.6361,144.1444,153.1887
2025-02-27 00:00:00-05:00,110.5874,1377.4530,187.6011,295.4716,114.0919,369.5058,347.5357,142.5311,144.7251
2025-02-28 00:00:00-05:00,111.7584,1403.9701,191.6801,297.8778,115.2106,374.9702,352.2313,144.2389,145.5618
2025-03-03 00:00:00-05:00,112.3221,1386.2658,184.0760,296.8838,111.9787,367.4510,346.0053,143.3477,138.7058
2025-03-04 00:00:00-05:00,111.1673,1372.3106,184.5304,295.4696,111.9714,364.9170,345.4556,141.0664,137.3857
2025-03-05 00:00:00-05:00,111.3773,1378.0036,186.7654,299.1436,114.4158,371.9091,353.3231,142.1658,135.7335
2025-03-06 00:00:00-05:00,111.7293,1318.1579,180.9767,294.0725,112.4258,361.1401,342.8754,134.3530,126.6472
2025-03-07 00:00:00-05:00,112.0131,1315.2519,185.9723,292.8474,115.7261,350.9402,341.7636,133.6900,129.3260
2025-03-10 00:00:00-04:00,112.1763,1255.4037,176.6896,290.3652,111.2867,341.1504,327.9563,133.1312,126.1930
2025-03-11 00:00:00-04:00,109.8663,1226.6189,175.7874,286.7066,108.8846,343.8581,330.1146,134.1419,127.8748
2025-03-12 00:00:00-04:00,107.2856,1237.5339,178.6275,284.6937,110.6890,345.5925,335.5853,135.8643,130.1066
2025-03-13 00:00:00-04:00,106.9048,1208.0341,175.5495,281.1418,109.8565,336.7822,326.1890,130.4621,128.3468
2025-03-14 00:00:00-04:00,107.2477,1253.9549,180.9440,282.5669,113.7829,342.8518,335.2586,133.4301,131.7093
2025-03-17 00:00:00-04:00,109.6641,1280.8143,180.9430,285.9492,113.8675,346.3315,336.4539,137.5097,132.6841
2025-03-18 00:00:00-04:00,108.5151,1255.7895,177.9434,283.8466,112.5040,337.9276,328.8840,134.3497,129.7034
2025-03-19 00:00:00-04:00,108.3527,1288.1933,180.8143,284.8735,113.0322,342.9803,333.5139,137.2592,132.5408
2025-03-20 00:00:00-04:00,107.6582,1287.5757,180.1827,283.6693,112.6301,341.7714,332.7064,138.2301,133.1858
2025-03-21 00:00:00-04:00,106.9484,1293.8337,180.4926,282.7404,110.7806,345.1910,336.3308,137.5392,133.8267
2025-03-24 00:00:00-04:00,108.0518,1318.7852,183.8162,286.1253,113.1027,354.0927,343.1300,142.8708,135.9745
2025-03-25 00:00:00-04:00,107.7859,1337.1328,183.9696,284.4831,112.5256,358.3635,347.3654,142.7704,134.5657
2025-03-26 00:00:00-04:00,109.5151,1335.7300,178.3987,282.0967,110.7094,350.5459,339.8449,139.4009,131.3415
2025-03-27 00:00:00-04:00,110.5517,1332.3834,176.5565,282.3143,108.6891,352.8024,336.9070,140.2745,128.6469
2025-03-28 00:00:00-04:00,107.7711,1299.0641,172.4505,278.7624,106.4749,343.3094,324.3272,133.0657,127.7097
2025-03-31 00:00:00-04:00,107.8185,1292.3528,172.7697,279.2586,106.6136,339.9553,323.2805,133.3454,127.1904
2025-04-01 00:00:00-04:00,107.6261,1313.2837,174.1104,277.1130,107.0445,341.3419,327.9183,133.4587,129.0555
2025-04-02 00:00:00-04:00,107.3701,1315.6005,175.1273,279.5109,108.4396,346.0454,328.4697,137.6536,131.9513
2025-04-03 00:00:00-04:00,107.4949,1248.3607,159.9619,276.4436,98.6846,333.5758,313.4293,126.6466,123.0392
2025-04-04 00:00:00-04:00,104.6371,1198.8135,149.2255,260.1602,92.3387,317.3985,298.8256,120.0313,113.1576
2025-04-07 00:00:00-04:00,102.9402,1187.9424,150.1344,259.7732,95.6248,317.4150,300.6191,121.5649,115.7268
2025-04-08 00:00:00-04:00,100.2128,1166.0006,145.9728,254.4800,92.9110,314.9219,297.5193,120.6510,117.6758
2025-04-09 00:00:00-04:00,105.0070,1291.5122,170.4936,272.3732,107.2950,342.8482,330.8562,136.2196,130.3539
2025-04-10 00:00:00-04:00,103.3837,1256.5524,161.1257,260.7707,99.7243,333.5759,318.1937,129.1753,126.2958
2025-04-11 00:00:00-04:00,104.1639,1281.0275,166.7928,264.6230,103.2239,338.6316,321.8943,129.5484,128.4963
2025-04-14 00:00:00-04:00,105.5107,1273.8957,167.8390,269.1087,103.0588,340.3707,321.5532,130.8213,128.6998
2025-04-15 00:00:00-04:00,103.4507,1288.1139,168.7116,268.4432,103.5604,341.0957,320.8345,130.1817,129.3104
2025-04-16 00:00:00-04:00,101.7043,1267.4388,160.7401,262.8925,98.8420,333.9326,311.5381,128.0493,127.1953
2025-04-17 00:00:00-04:00,103.3170,1276.6723,160.0002,264.1130,98.1915,337.4280,310.0967,130.0963,128.9309
2025-04-21 00:00:00-04:00,102.9827,1239.2746,155.6317,259.2849,96.6874,327.3215,303.3987,124.3717,122.4027
2025-04-22 00:00:00-04:00,104.5788,1282.9659,159.6449,265.7451,98.4885,337.2271,312.4423,127.3824,126.9558
2025-04-23 00:00:00-04:00,103.9356,1319.3740,164.6936,268.1890,102.1169,342.7555,320.1410,129.9578,130.1746
2025-04-24 00:00:00-04:00,100.7904,1345.4882,170.2629,273.7735,107.1828,349.5651,330.4210,134.2644,133.1010
2025-04-25 00:00:00-04:00,99.8309,1350.4099,173.0968,274.7892,107.8404,352.3480,335.6208,132.4831,134.8344
2025-04-28 00:00:00-04:00,99.8538,1364.0331,172.3794,276.1336,107.6122,350.9109,335.6828,132.9240,135.7887
2025-04-29 00:00:00-04:00,100.5100,1370.3465,172.4494,275.5426,106.5285,355.1142,338.3450,134.8718,137.0392
2025-04-30 00:00:00-04:00,101.7286,1418.9021,173.2886,278.6942,107.3167,355.2024,337.6331,136.3543,135.8123
2025-05-01 00:00:00-04:00,100.4684,1419.6650,174.6860,277.3246,106.5438,358.6683,350.1981,137.6901,142.3773
2025-05-02 00:00:00-04:00,101.1131,1447.3663,175.6154,281.2071,110.2716,359.6079,359.5470,143.8246,145.1106
2025-05-05 00:00:00-04:00,100.5764,1444.2241,172.7641,281.0558,109.7400,356.5014,359.3411,143.6309,145.3892
2025-05-06 00:00:00-04:00,99.5059,1437.7035,171.9794,270.3423,108.6945,354.3523,356.1467,134.8883,155.6785
2025-05-07 00:00:00-04:00,100.2932,1447.3317,174.2511,271.6474,110.5947,357.7632,354.0020,128.3362,153.4714
2025-05-08 00:00:00-04:00,100.3168,1439.9480,175.8838,269.6141,111.0787,365.7171,357.3468,132.4374,153.4826
2025-05-09 00:00:00-04:00,99.6337,1415.5157,176.1095,266.6550,110.9585,367.9111,355.6223,132.3703,153.9913
2025-05-12 00:00:00-04:00,101.2370,1450.4710,186.7805,279.0176,119.8036,382.7391,367.1048,140.3181,157.9523
2025-05-13 00:00:00-04:00,100.4880,1468.9902,192.5510,277.2561,123.2285,383.1099,371.8302,142.6595,160.0755
2025-05-14 00:00:00-04:00,99.8681,1456.8583,194.8328,274.3192,123.3596,383.1414,376.0354,142.3457,158.4491
2025-05-15 00:00:00-04:00,101.9174,1463.2570,194.2388,277.8036,123.7579,382.6636,374.6311,142.2862,158.3180
2025-05-16 00:00:00-04:00,102.5019,1484.6487,193.6604,280.6854,119.9214,384.8698,376.2284,145.1267,161.8197
2025-05-19 00:00:00-04:00,102.6571,1499.8496,193.1822,282.2424,119.8715,386.1891,377.9349,145.2432,163.1838
2025-05-20 00:00:00-04:00,102.8737,1481.8069,192.2482,283.4063,119.8946,384.9070,376.2090,146.5230,162.5191
2025-05-21 00:00:00-04:00,101.5217,1475.0107,188.8735,278.0615,117.4570,382.0221,375.2745,145.2003,159.7828
2025-05-22 00:00:00-04:00,101.5853,1487.3829,188.7341,276.9186,116.8411,382.8855,376.7575,143.0684,160.9928
2025-05-23 00:00:00-04:00,100.9741,1484.6107,185.6053,276.0330,114.7833,376.2176,373.5042,145.6084,163.7973
2025-05-27 00:00:00-04:00,102.5764,1517.6237,191.1620,282.1829,118.0665,381.9758,382.5386,145.5516,168.4906
2025-05-28 00:00:00-04:00,101.9170,1522.9727,190.9775,281.2997,117.8382,379.9761,380.8371,146.1419,167.5237
2025-05-29 00:00:00-04:00,102.8257,1528.7251,192.6476,284.2849,117.0664,379.9434,380.0209,145.0251,166.0257
2025-05-30 00:00:00-04:00,102.7743,1533.4583,190.7590,277.0236,114.4564,383.9741,382.4024,146.9885,167.5004
2025-06-02 00:00:00-04:00,102.8089,1538.4863,193.2846,277.2874,115.0285,388.3877,385.9697,149.0639,170.2689
2025-06-03 00:00:00-04:00,103.6843,1522.8177,196.7523,277.8130,117.6777,387.9913,384.9947,150.2307,169.8958
2025-06-04 00:00:00-04:00,103.4841,1543.8086,197.6810,278.3604,118.0564,387.6081,389.6565,153.5311,163.9906
2025-06-05 00:00:00-04:00,102.9927,1547.3895,196.3226,277.9763,119.0319,383.2635,390.5879,150.8358,160.1382
2025-06-06 00:00:00-04:00,99.8379,1563.0743,196.9721,280.2162,120.8667,384.3852,395.3490,152.4831,163.6583
2025-06-09 00:00:00-04:00,99.4123,1543.1141,197.4007,275.8214,123.1015,384.5259,395.5158,152.2015,163.8124
2025-06-10 00:00:00-04:00,100.3382,1530.6863,199.1547,278.0628,125.9384,383.2805,396.3356,151.9738,160.6965
2025-06-11 00:00:00-04:00,99.0765,1524.8472,198.6620,276.0540,125.3597,378.3413,395.8537,152.4537,161.0520
2025-06-12 00:00:00-04:00,100.2204,1523.4345,200.0083,277.0642,126.5347,378.4387,396.5974,151.8835,164.8683
2025-06-13 00:00:00-04:00,98.8258,1479.0814,196.0039,275.9887,123.5165,375.9367,392.6062,152.6975,163.2198
2025-06-16 00:00:00-04:00,99.3065,1497.2061,199.3235,276.6182,127.7504,381.2140,398.5024,154.1901,167.1823
2025-06-17 00:00:00-04:00,97.7451,1478.4293,197.4269,271.2640,126.1481,377.0275,396.5490,152.3547,165.9376
2025-06-18 00:00:00-04:00,97.4264,1474.7634,198.3393,271.5895,125.4853,375.4342,395.3574,152.9218,166.2339
2025-06-20 00:00:00-04:00,97.7030,1480.0369,198.6043,270.5860,123.3944,374.0544,390.2415,152.8733,165.8669
2025-06-23 00:00:00-04:00,97.6756,1488.4370,200.2623,269.1712,125.0283,378.0610,395.7430,159.0428,170.6900
2025-06-24 00:00:00-04:00,98.9216,1528.4692,204.4438,273.2844,130.5010,383.9035,400.8951,162.2821,172.9008
2025-06-25 00:00:00-04:00,97.0536,1527.8655,207.5333,272.4912,131.8880,381.7734,402.1748,160.1587,169.9358
2025-06-26 00:00:00-04:00,97.2013,1557.3434,208.2622,274.4877,132.5403,385.7238,408.9405,164.0014,173.2263
2025-06-27 00:00:00-04:00,98.4838,1583.4385,209.2285,274.4567,132.5628,390.5295,411.4218,165.9704,172.3939
2025-06-30 00:00:00-04:00,99.3463,1608.7327,211.5447,277.3307,132.5912,390.2376,413.5268,167.8991,173.8922
2025-07-01 00:00:00-04:00,101.5927,1595.6799,208.5864,280.3192,133.1809,386.5126,406.7748,164.6206,168.2115
2025-07-02 00:00:00-04:00,102.2905,1586.6307,212.8277,282.9557,136.8139,384.4989,406.3500,165.3129,167.1339
2025-07-03 00:00:00-04:00,102.0328,1591.6755,214.6944,283.8656,136.9585,389.2085,411.0751,165.4969,169.5268
2025-07-07 00:00:00-04:00,101.0391,1616.2781,212.3094,280.6967,136.3970,389.5258,409.1744,168.5569,172.1037
2025-07-08 00:00:00-04:00,101.0471,1590.1146,213.2631,281.1319,139.1967,384.8650,407.9176,166.2683,169.8022
2025-07-09 00:00:00-04:00,100.1528,1577.9884,215.6805,283.3364,139.3498,386.6800,413.0330,168.8021,171.7732
2025-07-10 00:00:00-04:00,100.9270,1591.2100,216.1741,284.6180,141.0611,382.2347,409.6362,165.1998,170.8857
2025-07-11 00:00:00-04:00,100.4786,1589.8296,215.9050,279.5534,140.9636,383.7122,408.9990,165.9911,173.8929
2025-07-14 00:00:00-04:00,100.4137,1603.4787,214.9998,281.4845,139.5192,385.1677,411.4159,166.9147,175.6770
2025-07-15 00:00:00-04:00,98.8269,1577.3841,219.0428,276.7525,140.9081,384.3695,410.5496,162.8046,172.0939
2025-07-16 00:00:00-04:00,99.9957,1572.6240,217.9313,278.1250,138.7951,380.6002,409.6201,161.4418,168.5687
2025-07-17 00:00:00-04:00,105.1945,1580.7077,219.0822,277.6977,137.7936,379.6204,412.8555,162.3236,168.7286
2025-07-18 00:00:00-04:00,104.0885,1585.6855,218.5158,276.2827,136.8120,383.2476,410.5428,164.4820,174.6294
2025-07-21 00:00:00-04:00,103.1123,1579.0228,218.8215,276.2964,138.0368,384.1255,414.9152,165.3877,173.7551
2025-07-22 00:00:00-04:00,105.4691,1605.5930,215.3202,280.5046,135.0177,382.4860,411.2371,165.8661,174.4997
2025-07-23 00:00:00-04:00,105.2141,1595.8305,217.2140,282.5561,135.1394,383.5937,412.1310,166.0354,176.2867
2025-07-24 00:00:00-04:00,104.6004,1572.4417,219.0178,279.8901,135.9381,385.4692,414.5793,168.0082,175.5876
2025-07-25 00:00:00-04:00,104.2805,1564.3471,219.0286,281.4719,134.6083,384.0918,415.6942,171.4491,178.0826
2025-07-28 00:00:00-04:00,102.9055,1574.9705,221.9051,278.5933,137.0513,384.5158,415.7154,169.1254,177.7930
2025-07-29 00:00:00-04:00,104.0994,1550.4267,220.6614,281.1373,136.2170,384.3713,414.5235,166.9498,179.2132
2025-07-30 00:00:00-04:00,102.4484,1555.5034,222.3807,281.6885,136.6074,382.6255,414.8970,166.9191,186.0911
2025-07-31 00:00:00-04:00,99.3450,1525.4247,218.3296,272.3585,130.9135,386.6940,428.4091,168.6504,187.3977
2025-08-01 00:00:00-04:00,99.5238,1492.7780,214.0881,274.6937,131.1418,374.2344,420.1222,166.2694,184.6321
2025-08-04 00:00:00-04:00,99.9136,1517.3778,218.7594,285.0317,133.1462,373.2882,430.6787,171.9752,190.8488
2025-08-05 00:00:00-04:00,99.4824,1512.6316,217.3354,271.6517,131.2079,373.8619,425.0777,171.0255,185.7189
2025-08-06 00:00:00-04:00,99.5654,1533.0071,221.6914,267.4368,130.3409,380.1284,427.9630,173.0821,183.7268
2025-08-07 00:00:00-04:00,101.0372,1504.5491,225.5831,267.5865,133.6635,382.4383,425.4186,178.9907,183.0390
2025-08-08 00:00:00-04:00,102.0646,1498.1465,229.5808,269.2062,135.5575,383.2512,429.8417,172.6068,182.6855
2025-08-11 00:00:00-04:00,101.5623,1486.6100,228.4297,268.6744,135.4260,380.9200,428.5690,170.6571,180.7020
2025-08-12 00:00:00-04:00,102.6592,1513.3918,231.7846,272.0670,138.7864,383.6685,435.6516,176.2401,183.4637
2025-08-13 00:00:00-04:00,104.1828,1511.5111,232.6602,275.9328,140.3372,383.5854,430.4202,171.6083,179.5647
2025-08-14 00:00:00-04:00,103.3297,1519.7821,232.7974,274.3230,139.7517,387.3941,431.9512,167.6998,178.7381
2025-08-15 00:00:00-04:00,104.4240,1511.3945,229.8117,276.9537,125.2055,389.8784,432.6915,167.9944,176.8408
2025-08-18 00:00:00-04:00,104.1175,1531.5769,230.6386,275.1133,125.7065,390.0512,429.4485,170.6330,176.8411
2025-08-19 00:00:00-04:00,105.1405,1545.2725,226.0079,275.3011,125.9458,387.0365,421.9656,168.8491,175.4121
2025-08-20 00:00:00-04:00,104.8644,1558.9459,224.3902,277.7110,124.7158,385.3713,419.3247,165.5171,174.4342
2025-08-21 00:00:00-04:00,103.9878,1577.2602,223.2475,275.4321,123.8344,381.1638,417.3820,166.1265,173.6119
2025-08-22 00:00:00-04:00,104.6067,1582.0126,226.8439,276.4625,126.2952,388.4599,423.1037,168.4062,173.1305
2025-08-25 00:00:00-04:00,103.0078,1575.7582,227.3191,271.8158,126.4214,384.8965,423.1094,166.1840,172.8133
2025-08-26 00:00:00-04:00,102.2956,1575.8774,229.7430,273.9237,128.4058,385.1621,422.6451,167.7743,174.9661
2025-08-27 00:00:00-04:00,102.6377,1553.4574,230.5073,273.1142,128.5714,386.7390,423.0985,166.0305,174.8250
2025-08-28 00:00:00-04:00,102.2655,1562.0790,231.6712,273.0481,128.9856,390.1180,427.0118,166.2918,175.7937
2025-08-29 00:00:00-04:00,102.8976,1548.5437,226.4807,273.2849,125.3501,387.8950,423.7332,165.3434,170.9679
2025-09-02 00:00:00-04:00,102.6869,1520.8845,223.5668,272.9513,122.5353,381.3639,422.0148,164.4126,170.3248
2025-09-03 00:00:00-04:00,101.9545,1540.0833,226.5370,266.9339,121.8403,383.1128,430.0706,166.7178,170.8791
2025-09-04 00:00:00-04:00,101.6319,1541.2925,228.5964,269.1327,124.1177,392.6644,434.4992,166.9205,170.7320
2025-09-05 00:00:00-04:00,100.1164,1522.0971,231.1940,272.5390,127.1893,391.1410,431.8673,166.1609,167.6992
