time,open,high,low,close
2009-04-06,0.68,0.68,0.68,0.68
2009-04-07,0.8,0.8,0.8,0.8
2009-04-08,0.66,0.66,0.66,0.66
2009-04-09,0.56,0.56,0.56,0.56
2009-04-13,0.51,0.51,0.51,0.51
2009-04-14,0.57,0.57,0.57,0.57
2009-04-15,0.61,0.61,0.61,0.61
2009-04-16,0.6,0.6,0.6,0.6
2009-04-17,0.55,0.55,0.55,0.55
2009-04-20,0.79,0.79,0.79,0.79
2009-04-21,0.67,0.67,0.67,0.67
2009-04-22,0.64,0.64,0.64,0.64
2009-04-23,0.73,0.73,0.73,0.73
2009-04-24,0.67,0.67,0.67,0.67
2009-04-27,0.65,0.65,0.65,0.65
2009-04-28,0.73,0.73,0.73,0.73
2009-04-29,0.63,0.63,0.63,0.63
2009-04-30,0.64,0.64,0.64,0.64
2009-05-01,0.61,0.61,0.61,0.61
2009-05-04,0.54,0.54,0.54,0.54
2009-05-05,0.59,0.59,0.59,0.59
2009-05-06,0.59,0.59,0.59,0.59
2009-05-07,0.67,0.67,0.67,0.67
2009-05-08,0.62,0.62,0.62,0.62
2009-05-11,0.63,0.63,0.63,0.63
2009-05-12,0.67,0.67,0.67,0.67
2009-05-13,0.67,0.67,0.67,0.67
2009-05-14,0.62,0.62,0.62,0.62
2009-05-15,0.63,0.63,0.63,0.63
2009-05-18,0.55,0.55,0.55,0.55
2009-05-19,0.62,0.62,0.62,0.62
2009-05-20,0.63,0.63,0.63,0.63
2009-05-21,0.8,0.8,0.8,0.8
2009-05-22,0.63,0.63,0.63,0.63
2009-05-26,0.54,0.54,0.54,0.54
2009-05-27,0.71,0.71,0.71,0.71
2009-05-28,0.61,0.61,0.61,0.61
2009-05-29,0.63,0.63,0.63,0.63
2009-06-01,0.56,0.56,0.56,0.56
2009-06-02,0.63,0.63,0.63,0.63
2009-06-03,0.76,0.76,0.76,0.76
2009-06-04,0.63,0.63,0.63,0.63
2009-06-05,0.6,0.6,0.6,0.6
2009-06-08,0.75,0.75,0.75,0.75
2009-06-09,0.66,0.66,0.66,0.66
2009-06-10,0.72,0.72,0.72,0.72
2009-06-11,0.55,0.55,0.55,0.55
2009-06-12,0.65,0.65,0.65,0.65
2009-06-15,0.6,0.6,0.6,0.6
2009-06-16,0.8,0.8,0.8,0.8
2009-06-17,0.89,0.89,0.89,0.89
2009-06-18,0.77,0.77,0.77,0.77
2009-06-19,0.65,0.65,0.65,0.65
2009-06-22,0.72,0.72,0.72,0.72
2009-06-23,0.77,0.77,0.77,0.77
2009-06-24,0.62,0.62,0.62,0.62
2009-06-25,0.75,0.75,0.75,0.75
2009-06-26,0.71,0.71,0.71,0.71
2009-06-29,0.72,0.72,0.72,0.72
2009-06-30,0.83,0.83,0.83,0.83
2009-07-01,0.73,0.73,0.73,0.73
2009-07-02,0.72,0.72,0.72,0.72
2009-07-06,0.73,0.73,0.73,0.73
2009-07-07,0.86,0.86,0.86,0.86
2009-07-08,0.86,0.86,0.86,0.86
2009-07-09,0.79,0.79,0.79,0.79
2009-07-10,0.77,0.77,0.77,0.77
2009-07-13,0.69,0.69,0.69,0.69
2009-07-14,0.77,0.77,0.77,0.77
2009-07-15,0.61,0.61,0.61,0.61
2009-07-16,0.61,0.61,0.61,0.61
2009-07-17,0.57,0.57,0.57,0.57
2009-07-20,0.6,0.6,0.6,0.6
2009-07-21,0.61,0.61,0.61,0.61
2009-07-22,0.68,0.68,0.68,0.68
2009-07-23,0.66,0.66,0.66,0.66
2009-07-24,0.78,0.78,0.78,0.78
2009-07-27,0.54,0.54,0.54,0.54
2009-07-28,0.64,0.64,0.64,0.64
2009-07-29,0.62,0.62,0.62,0.62
2009-07-30,0.51,0.51,0.51,0.51
2009-07-31,0.65,0.65,0.65,0.65
2009-08-03,0.62,0.62,0.62,0.62
2009-08-04,0.58,0.58,0.58,0.58
2009-08-05,0.52,0.52,0.52,0.52
2009-08-06,0.66,0.66,0.66,0.66
2009-08-07,0.49,0.49,0.49,0.49
2009-08-10,0.56,0.56,0.56,0.56
2009-08-11,0.64,0.64,0.64,0.64
2009-08-12,0.6,0.6,0.6,0.6
2009-08-13,0.51,0.51,0.51,0.51
2009-08-14,0.59,0.59,0.59,0.59
2009-08-17,0.71,0.71,0.71,0.71
2009-08-18,0.63,0.63,0.63,0.63
2009-08-19,0.62,0.62,0.62,0.62
2009-08-20,0.5,0.5,0.5,0.5
2009-08-21,0.39,0.39,0.39,0.39
2009-08-24,0.52,0.52,0.52,0.52
2009-08-25,0.59,0.59,0.59,0.59
2009-08-26,0.64,0.64,0.64,0.64
2009-08-27,0.59,0.59,0.59,0.59
2009-08-28,0.58,0.58,0.58,0.58
2009-08-31,0.63,0.63,0.63,0.63
2009-09-01,0.69,0.69,0.69,0.69
2009-09-02,0.69,0.69,0.69,0.69
2009-09-03,0.6,0.6,0.6,0.6
2009-09-04,0.59,0.59,0.59,0.59
2009-09-08,0.59,0.59,0.59,0.59
2009-09-09,0.54,0.54,0.54,0.54
2009-09-10,0.61,0.61,0.61,0.61
2009-09-11,0.61,0.61,0.61,0.61
2009-09-14,0.55,0.55,0.55,0.55
2009-09-15,0.56,0.56,0.56,0.56
2009-09-16,0.46,0.46,0.46,0.46
2009-09-17,0.53,0.53,0.53,0.53
2009-09-18,0.56,0.56,0.56,0.56
2009-09-21,0.64,0.64,0.64,0.64
2009-09-22,0.55,0.55,0.55,0.55
2009-09-23,0.6,0.6,0.6,0.6
2009-09-24,0.71,0.71,0.71,0.71
2009-09-25,0.58,0.58,0.58,0.58
2009-09-28,0.6,0.6,0.6,0.6
2009-09-29,0.61,0.61,0.61,0.61
2009-09-30,0.73,0.73,0.73,0.73
2009-10-01,0.73,0.73,0.73,0.73
2009-10-02,0.85,0.85,0.85,0.85
2009-10-05,0.56,0.56,0.56,0.56
2009-10-06,0.48,0.48,0.48,0.48
2009-10-07,0.51,0.51,0.51,0.51
2009-10-08,0.53,0.53,0.53,0.53
2009-10-09,0.55,0.55,0.55,0.55
2009-10-12,0.56,0.56,0.56,0.56
2009-10-13,0.56,0.56,0.56,0.56
2009-10-14,0.47,0.47,0.47,0.47
2009-10-15,0.46,0.46,0.46,0.46
2009-10-16,0.54,0.54,0.54,0.54
2009-10-19,0.61,0.61,0.61,0.61
2009-10-20,0.67,0.67,0.67,0.67
2009-10-21,0.55,0.55,0.55,0.55
2009-10-22,0.6,0.6,0.6,0.6
2009-10-23,0.64,0.64,0.64,0.64
2009-10-26,0.65,0.65,0.65,0.65
2009-10-27,0.62,0.62,0.62,0.62
2009-10-28,0.69,0.69,0.69,0.69
2009-10-29,0.53,0.53,0.53,0.53
2009-10-30,0.8,0.8,0.8,0.8
2009-11-02,0.79,0.79,0.79,0.79
2009-11-03,0.69,0.69,0.69,0.69
2009-11-04,0.57,0.57,0.57,0.57
2009-11-05,0.64,0.64,0.64,0.64
2009-11-06,0.64,0.64,0.64,0.64
2009-11-09,0.53,0.53,0.53,0.53
2009-11-10,0.57,0.57,0.57,0.57
2009-11-11,0.51,0.51,0.51,0.51
2009-11-12,0.58,0.58,0.58,0.58
2009-11-13,0.62,0.62,0.62,0.62
2009-11-16,0.56,0.56,0.56,0.56
2009-11-17,0.66,0.66,0.66,0.66
2009-11-18,0.59,0.59,0.59,0.59
2009-11-19,0.73,0.73,0.73,0.73
2009-11-20,0.66,0.66,0.66,0.66
2009-11-23,0.55,0.55,0.55,0.55
2009-11-24,0.64,0.64,0.64,0.64
2009-11-25,0.61,0.61,0.61,0.61
2009-11-27,0.77,0.77,0.77,0.77
2009-11-30,0.77,0.77,0.77,0.77
2009-12-01,0.56,0.56,0.56,0.56
2009-12-02,0.55,0.55,0.55,0.55
2009-12-03,0.61,0.61,0.61,0.61
2009-12-04,0.66,0.66,0.66,0.66
2009-12-07,0.65,0.65,0.65,0.65
2009-12-08,0.63,0.63,0.63,0.63
2009-12-09,0.56,0.56,0.56,0.56
2009-12-10,0.6,0.6,0.6,0.6
2009-12-11,0.6,0.6,0.6,0.6
2009-12-14,0.61,0.61,0.61,0.61
2009-12-15,0.58,0.58,0.58,0.58
2009-12-16,0.65,0.65,0.65,0.65
2009-12-17,0.67,0.67,0.67,0.67
2009-12-18,0.67,0.67,0.67,0.67
2009-12-21,0.5,0.5,0.5,0.5
2009-12-22,0.65,0.65,0.65,0.65
2009-12-23,0.59,0.59,0.59,0.59
2009-12-24,0.49,0.49,0.49,0.49
2009-12-28,0.53,0.53,0.53,0.53
2009-12-29,0.59,0.59,0.59,0.59
2009-12-30,0.59,0.59,0.59,0.59
2009-12-31,0.59,0.59,0.59,0.59
2010-01-04,0.48,0.48,0.48,0.48
2010-01-05,0.55,0.55,0.55,0.55
2010-01-06,0.5,0.5,0.5,0.5
2010-01-07,0.48,0.48,0.48,0.48
2010-01-08,0.46,0.46,0.46,0.46
2010-01-11,0.46,0.46,0.46,0.46
2010-01-12,0.58,0.58,0.58,0.58
2010-01-13,0.55,0.55,0.55,0.55
2010-01-14,0.53,0.53,0.53,0.53
2010-01-15,0.58,0.58,0.58,0.58
2010-01-19,0.56,0.56,0.56,0.56
2010-01-20,0.66,0.66,0.66,0.66
2010-01-21,0.7,0.7,0.7,0.7
2010-01-22,0.75,0.75,0.75,0.75
2010-01-25,0.64,0.64,0.64,0.64
2010-01-26,0.65,0.65,0.65,0.65
2010-01-27,0.67,0.67,0.67,0.67
2010-01-28,0.65,0.65,0.65,0.65
2010-01-29,0.73,0.73,0.73,0.73
2010-02-01,0.58,0.58,0.58,0.58
2010-02-02,0.58,0.58,0.58,0.58
2010-02-03,0.64,0.64,0.64,0.64
2010-02-04,0.78,0.78,0.78,0.78
2010-02-05,0.78,0.78,0.78,0.78
2010-02-08,0.7,0.7,0.7,0.7
2010-02-09,0.71,0.71,0.71,0.71
2010-02-10,0.63,0.63,0.63,0.63
2010-02-11,0.73,0.73,0.73,0.73
2010-02-12,0.61,0.61,0.61,0.61
2010-02-16,0.63,0.63,0.63,0.63
2010-02-17,0.61,0.61,0.61,0.61
2010-02-18,0.67,0.67,0.67,0.67
2010-02-19,0.66,0.66,0.66,0.66
2010-02-22,0.6,0.6,0.6,0.6
2010-02-23,0.78,0.78,0.78,0.78
2010-02-24,0.67,0.67,0.67,0.67
2010-02-25,0.81,0.81,0.81,0.81
2010-02-26,0.68,0.68,0.68,0.68
2010-03-01,0.58,0.58,0.58,0.58
2010-03-02,0.6,0.6,0.6,0.6
2010-03-03,0.65,0.65,0.65,0.65
2010-03-04,0.66,0.66,0.66,0.66
2010-03-05,0.52,0.52,0.52,0.52
2010-03-08,0.51,0.51,0.51,0.51
2010-03-09,0.46,0.46,0.46,0.46
2010-03-10,0.52,0.52,0.52,0.52
2010-03-11,0.53,0.53,0.53,0.53
2010-03-12,0.51,0.51,0.51,0.51
2010-03-15,0.56,0.56,0.56,0.56
2010-03-16,0.52,0.52,0.52,0.52
2010-03-17,0.49,0.49,0.49,0.49
2010-03-18,0.53,0.53,0.53,0.53
2010-03-19,0.6,0.6,0.6,0.6
2010-03-22,0.53,0.53,0.53,0.53
2010-03-23,0.58,0.58,0.58,0.58
2010-03-24,0.64,0.64,0.64,0.64
2010-03-25,0.49,0.49,0.49,0.49
2010-03-26,0.65,0.65,0.65,0.65
2010-03-29,0.64,0.64,0.64,0.64
2010-03-30,0.53,0.53,0.53,0.53
2010-03-31,0.51,0.51,0.51,0.51
2010-04-01,0.51,0.51,0.51,0.51
2010-04-05,0.43,0.43,0.43,0.43
2010-04-06,0.44,0.44,0.44,0.44
2010-04-07,0.57,0.57,0.57,0.57
2010-04-08,0.46,0.46,0.46,0.46
2010-04-09,0.48,0.48,0.48,0.48
2010-04-12,0.4,0.4,0.4,0.4
2010-04-13,0.48,0.48,0.48,0.48
2010-04-14,0.32,0.32,0.32,0.32
2010-04-15,0.36,0.36,0.36,0.36
2010-04-16,0.52,0.52,0.52,0.52
2010-04-19,0.5,0.5,0.5,0.5
2010-04-20,0.51,0.51,0.51,0.51
2010-04-21,0.52,0.52,0.52,0.52
2010-04-22,0.51,0.51,0.51,0.51
2010-04-23,0.48,0.48,0.48,0.48
2010-04-26,0.42,0.42,0.42,0.42
2010-04-27,0.57,0.57,0.57,0.57
2010-04-28,0.53,0.53,0.53,0.53
2010-04-29,0.49,0.49,0.49,0.49
2010-04-30,0.61,0.61,0.61,0.61
2010-05-03,0.53,0.53,0.53,0.53
2010-05-04,0.68,0.68,0.68,0.68
2010-05-05,0.7,0.7,0.7,0.7
2010-05-06,0.72,0.72,0.72,0.72
2010-05-07,0.8,0.8,0.8,0.8
2010-05-10,0.62,0.62,0.62,0.62
2010-05-11,0.69,0.69,0.69,0.69
2010-05-12,0.51,0.51,0.51,0.51
2010-05-13,0.56,0.56,0.56,0.56
2010-05-14,0.73,0.73,0.73,0.73
2010-05-17,0.7,0.7,0.7,0.7
2010-05-18,0.64,0.64,0.64,0.64
2010-05-19,0.82,0.82,0.82,0.82
2010-05-20,0.91,0.91,0.91,0.91
2010-05-21,0.87,0.87,0.87,0.87
2010-05-24,0.62,0.62,0.62,0.62
2010-05-25,0.66,0.66,0.66,0.66
2010-05-26,0.53,0.53,0.53,0.53
2010-05-27,0.5,0.5,0.5,0.5
2010-05-28,0.58,0.58,0.58,0.58
2010-06-01,0.61,0.61,0.61,0.61
2010-06-02,0.63,0.63,0.63,0.63
2010-06-03,0.59,0.59,0.59,0.59
2010-06-04,0.6,0.6,0.6,0.6
2010-06-07,0.6,0.6,0.6,0.6
2010-06-08,0.7,0.7,0.7,0.7
2010-06-09,0.74,0.74,0.74,0.74
2010-06-10,0.66,0.66,0.66,0.66
2010-06-11,0.7,0.7,0.7,0.7
2010-06-14,0.7,0.7,0.7,0.7
2010-06-15,0.56,0.56,0.56,0.56
2010-06-16,0.66,0.66,0.66,0.66
2010-06-17,0.71,0.71,0.71,0.71
2010-06-18,0.62,0.62,0.62,0.62
2010-06-21,0.54,0.54,0.54,0.54
2010-06-22,0.63,0.63,0.63,0.63
2010-06-23,0.71,0.71,0.71,0.71
2010-06-24,0.82,0.82,0.82,0.82
2010-06-25,0.63,0.63,0.63,0.63
2010-06-28,0.66,0.66,0.66,0.66
2010-06-29,0.8,0.8,0.8,0.8
2010-06-30,0.62,0.62,0.62,0.62
2010-07-01,0.75,0.75,0.75,0.75
2010-07-02,0.6,0.6,0.6,0.6
2010-07-06,0.61,0.61,0.61,0.61
2010-07-07,0.52,0.52,0.52,0.52
2010-07-08,0.56,0.56,0.56,0.56
2010-07-09,0.58,0.58,0.58,0.58
2010-07-12,0.61,0.61,0.61,0.61
2010-07-13,0.49,0.49,0.49,0.49
2010-07-14,0.56,0.56,0.56,0.56
2010-07-15,0.61,0.61,0.61,0.61
2010-07-16,0.74,0.74,0.74,0.74
2010-07-19,0.51,0.51,0.51,0.51
2010-07-20,0.51,0.51,0.51,0.51
2010-07-21,0.63,0.63,0.63,0.63
2010-07-22,0.52,0.52,0.52,0.52
2010-07-23,0.55,0.55,0.55,0.55
2010-07-26,0.53,0.53,0.53,0.53
2010-07-27,0.52,0.52,0.52,0.52
2010-07-28,0.7,0.7,0.7,0.7
2010-07-29,0.65,0.65,0.65,0.65
2010-07-30,0.61,0.61,0.61,0.61
2010-08-02,0.56,0.56,0.56,0.56
2010-08-03,0.6,0.6,0.6,0.6
2010-08-04,0.56,0.56,0.56,0.56
2010-08-05,0.61,0.61,0.61,0.61
2010-08-06,0.58,0.58,0.58,0.58
2010-08-09,0.56,0.56,0.56,0.56
2010-08-10,0.63,0.63,0.63,0.63
2010-08-11,0.75,0.75,0.75,0.75
2010-08-12,0.61,0.61,0.61,0.61
2010-08-13,0.66,0.66,0.66,0.66
2010-08-16,0.7,0.7,0.7,0.7
2010-08-17,0.62,0.62,0.62,0.62
2010-08-18,0.67,0.67,0.67,0.67
2010-08-19,0.71,0.71,0.71,0.71
2010-08-20,0.73,0.73,0.73,0.73
2010-08-23,0.4,0.4,0.4,0.4
2010-08-24,0.73,0.73,0.73,0.73
2010-08-25,0.61,0.61,0.61,0.61
2010-08-26,0.62,0.62,0.62,0.62
2010-08-27,0.56,0.56,0.56,0.56
2010-08-30,0.58,0.58,0.58,0.58
2010-08-31,0.74,0.74,0.74,0.74
2010-09-01,0.48,0.48,0.48,0.48
2010-09-02,0.55,0.55,0.55,0.55
2010-09-03,0.56,0.56,0.56,0.56
2010-09-07,0.61,0.61,0.61,0.61
2010-09-08,0.54,0.54,0.54,0.54
2010-09-09,0.6,0.6,0.6,0.6
2010-09-10,0.66,0.66,0.66,0.66
2010-09-13,0.52,0.52,0.52,0.52
2010-09-14,0.59,0.59,0.59,0.59
2010-09-15,0.56,0.56,0.56,0.56
2010-09-16,0.58,0.58,0.58,0.58
2010-09-17,0.59,0.59,0.59,0.59
2010-09-20,0.48,0.48,0.48,0.48
2010-09-21,0.6,0.6,0.6,0.6
2010-09-22,0.73,0.73,0.73,0.73
2010-09-23,0.63,0.63,0.63,0.63
2010-09-24,0.53,0.53,0.53,0.53
2010-09-27,0.57,0.57,0.57,0.57
2010-09-28,0.59,0.59,0.59,0.59
2010-09-29,0.54,0.54,0.54,0.54
2010-09-30,0.52,0.52,0.52,0.52
2010-10-01,0.54,0.54,0.54,0.54
2010-10-04,0.59,0.59,0.59,0.59
2010-10-05,0.54,0.54,0.54,0.54
2010-10-06,0.58,0.58,0.58,0.58
2010-10-07,0.66,0.66,0.66,0.66
2010-10-08,0.55,0.55,0.55,0.55
2010-10-11,0.57,0.57,0.57,0.57
2010-10-12,0.51,0.51,0.51,0.51
2010-10-13,0.45,0.45,0.45,0.45
2010-10-14,0.57,0.57,0.57,0.57
2010-10-15,0.56,0.56,0.56,0.56
2010-10-18,0.56,0.56,0.56,0.56
2010-10-19,0.74,0.74,0.74,0.74
2010-10-20,0.66,0.66,0.66,0.66
2010-10-21,0.72,0.72,0.72,0.72
2010-10-22,0.68,0.68,0.68,0.68
2010-10-25,0.63,0.63,0.63,0.63
2010-10-26,0.6,0.6,0.6,0.6
2010-10-27,0.62,0.62,0.62,0.62
2010-10-28,0.6,0.6,0.6,0.6
2010-10-29,0.54,0.54,0.54,0.54
2010-11-01,0.63,0.63,0.63,0.63
2010-11-02,0.54,0.54,0.54,0.54
2010-11-03,0.52,0.52,0.52,0.52
2010-11-04,0.44,0.44,0.44,0.44
2010-11-05,0.41,0.41,0.41,0.41
2010-11-08,0.5,0.5,0.5,0.5
2010-11-09,0.56,0.56,0.56,0.56
2010-11-10,0.47,0.47,0.47,0.47
2010-11-11,0.55,0.55,0.55,0.55
2010-11-12,0.63,0.63,0.63,0.63
2010-11-15,0.55,0.55,0.55,0.55
2010-11-16,0.66,0.66,0.66,0.66
2010-11-17,0.56,0.56,0.56,0.56
2010-11-18,0.53,0.53,0.53,0.53
2010-11-19,0.56,0.56,0.56,0.56
2010-11-22,0.56,0.56,0.56,0.56
2010-11-23,0.7,0.7,0.7,0.7
2010-11-24,0.53,0.53,0.53,0.53
2010-11-26,0.64,0.64,0.64,0.64
2010-11-29,0.7,0.7,0.7,0.7
2010-11-30,0.57,0.57,0.57,0.57
2010-12-01,0.45,0.45,0.45,0.45
2010-12-02,0.45,0.45,0.45,0.45
2010-12-03,0.5,0.5,0.5,0.5
2010-12-06,0.49,0.49,0.49,0.49
2010-12-07,0.45,0.45,0.45,0.45
2010-12-08,0.47,0.47,0.47,0.47
2010-12-09,0.43,0.43,0.43,0.43
2010-12-10,0.42,0.42,0.42,0.42
2010-12-13,0.35,0.35,0.35,0.35
2010-12-14,0.5,0.5,0.5,0.5
2010-12-15,0.51,0.51,0.51,0.51
2010-12-16,0.5,0.5,0.5,0.5
2010-12-17,0.49,0.49,0.49,0.49
2010-12-20,0.58,0.58,0.58,0.58
2010-12-21,0.5,0.5,0.5,0.5
2010-12-22,0.47,0.47,0.47,0.47
2010-12-23,0.52,0.52,0.52,0.52
2010-12-27,0.53,0.53,0.53,0.53
2010-12-28,0.55,0.55,0.55,0.55
2010-12-29,0.52,0.52,0.52,0.52
2010-12-30,0.51,0.51,0.51,0.51
2010-12-31,0.7,0.7,0.7,0.7
2011-01-03,0.4,0.4,0.4,0.4
2011-01-04,0.43,0.43,0.43,0.43
2011-01-05,0.48,0.48,0.48,0.48
2011-01-06,0.46,0.46,0.46,0.46
2011-01-07,0.5,0.5,0.5,0.5
2011-01-10,0.54,0.54,0.54,0.54
2011-01-11,0.53,0.53,0.53,0.53
2011-01-12,0.45,0.45,0.45,0.45
2011-01-13,0.5,0.5,0.5,0.5
2011-01-14,0.37,0.37,0.37,0.37
2011-01-18,0.44,0.44,0.44,0.44
2011-01-19,0.47,0.47,0.47,0.47
2011-01-20,0.67,0.67,0.67,0.67
2011-01-21,0.55,0.55,0.55,0.55
2011-01-24,0.51,0.51,0.51,0.51
2011-01-25,0.63,0.63,0.63,0.63
2011-01-26,0.58,0.58,0.58,0.58
2011-01-27,0.56,0.56,0.56,0.56
2011-01-28,0.65,0.65,0.65,0.65
2011-01-31,0.61,0.61,0.61,0.61
2011-02-01,0.49,0.49,0.49,0.49
2011-02-02,0.45,0.45,0.45,0.45
2011-02-03,0.58,0.58,0.58,0.58
2011-02-04,0.64,0.64,0.64,0.64
2011-02-07,0.46,0.46,0.46,0.46
2011-02-08,0.52,0.52,0.52,0.52
2011-02-09,0.52,0.52,0.52,0.52
2011-02-10,0.55,0.55,0.55,0.55
2011-02-11,0.51,0.51,0.51,0.51
2011-02-14,0.51,0.51,0.51,0.51
2011-02-15,0.53,0.53,0.53,0.53
2011-02-16,0.58,0.58,0.58,0.58
2011-02-17,0.5,0.5,0.5,0.5
2011-02-18,0.61,0.61,0.61,0.61
2011-02-22,0.68,0.68,0.68,0.68
2011-02-23,0.72,0.72,0.72,0.72
2011-02-24,0.71,0.71,0.71,0.71
2011-02-25,0.49,0.49,0.49,0.49
2011-02-28,0.53,0.53,0.53,0.53
2011-03-01,0.64,0.64,0.64,0.64
2011-03-02,0.55,0.55,0.55,0.55
2011-03-03,0.55,0.55,0.55,0.55
2011-03-04,0.57,0.57,0.57,0.57
2011-03-07,0.64,0.64,0.64,0.64
2011-03-08,0.54,0.54,0.54,0.54
2011-03-09,0.6,0.6,0.6,0.6
2011-03-10,0.73,0.73,0.73,0.73
2011-03-11,0.62,0.62,0.62,0.62
2011-03-14,0.67,0.67,0.67,0.67
2011-03-15,0.71,0.71,0.71,0.71
2011-03-16,0.79,0.79,0.79,0.79
2011-03-17,0.71,0.71,0.71,0.71
2011-03-18,0.67,0.67,0.67,0.67
2011-03-21,0.49,0.49,0.49,0.49
2011-03-22,0.55,0.55,0.55,0.55
2011-03-23,0.59,0.59,0.59,0.59
2011-03-24,0.55,0.55,0.55,0.55
2011-03-25,0.53,0.53,0.53,0.53
2011-03-28,0.56,0.56,0.56,0.56
2011-03-29,0.52,0.52,0.52,0.52
2011-03-30,0.54,0.54,0.54,0.54
2011-03-31,0.56,0.56,0.56,0.56
2011-04-01,0.51,0.51,0.51,0.51
2011-04-04,0.59,0.59,0.59,0.59
2011-04-05,0.56,0.56,0.56,0.56
2011-04-06,0.55,0.55,0.55,0.55
2011-04-07,0.53,0.53,0.53,0.53
2011-04-08,0.58,0.58,0.58,0.58
2011-04-11,0.62,0.62,0.62,0.62
2011-04-12,0.58,0.58,0.58,0.58
2011-04-13,0.65,0.65,0.65,0.65
2011-04-14,0.69,0.69,0.69,0.69
2011-04-15,0.63,0.63,0.63,0.63
2011-04-18,0.6,0.6,0.6,0.6
2011-04-19,0.64,0.64,0.64,0.64
2011-04-20,0.51,0.51,0.51,0.51
2011-04-21,0.62,0.62,0.62,0.62
2011-04-25,0.57,0.57,0.57,0.57
2011-04-26,0.57,0.57,0.57,0.57
2011-04-27,0.59,0.59,0.59,0.59
2011-04-28,0.54,0.54,0.54,0.54
2011-04-29,0.59,0.59,0.59,0.59
2011-05-02,0.5,0.5,0.5,0.5
2011-05-03,0.61,0.61,0.61,0.61
2011-05-04,0.72,0.72,0.72,0.72
2011-05-05,0.65,0.65,0.65,0.65
2011-05-06,0.62,0.62,0.62,0.62
2011-05-09,0.63,0.63,0.63,0.63
2011-05-10,0.58,0.58,0.58,0.58
2011-05-11,0.67,0.67,0.67,0.67
2011-05-12,0.67,0.67,0.67,0.67
2011-05-13,0.73,0.73,0.73,0.73
2011-05-16,0.61,0.61,0.61,0.61
2011-05-17,0.75,0.75,0.75,0.75
2011-05-18,0.68,0.68,0.68,0.68
2011-05-19,0.7,0.7,0.7,0.7
2011-05-20,0.75,0.75,0.75,0.75
2011-05-23,0.69,0.69,0.69,0.69
2011-05-24,0.61,0.61,0.61,0.61
2011-05-25,0.51,0.51,0.51,0.51
2011-05-26,0.6,0.6,0.6,0.6
2011-05-27,0.51,0.51,0.51,0.51
2011-05-31,0.54,0.54,0.54,0.54
2011-06-01,0.76,0.76,0.76,0.76
2011-06-02,0.71,0.71,0.71,0.71
2011-06-03,0.71,0.71,0.71,0.71
2011-06-06,0.8,0.8,0.8,0.8
2011-06-07,0.74,0.74,0.74,0.74
2011-06-08,0.95,0.95,0.95,0.95
2011-06-09,0.77,0.77,0.77,0.77
2011-06-10,1.01,1.01,1.01,1.01
2011-06-13,0.73,0.73,0.73,0.73
2011-06-14,0.65,0.65,0.65,0.65
2011-06-15,1.09,1.09,1.09,1.09
2011-06-16,1.03,1.03,1.03,1.03
2011-06-17,1.09,1.09,1.09,1.09
2011-06-20,0.57,0.57,0.57,0.57
2011-06-21,0.59,0.59,0.59,0.59
2011-06-22,0.53,0.53,0.53,0.53
2011-06-23,0.65,0.65,0.65,0.65
2011-06-24,0.7,0.7,0.7,0.7
2011-06-27,0.62,0.62,0.62,0.62
2011-06-28,0.59,0.59,0.59,0.59
2011-06-29,0.56,0.56,0.56,0.56
2011-06-30,0.54,0.54,0.54,0.54
2011-07-01,0.55,0.55,0.55,0.55
2011-07-05,0.64,0.64,0.64,0.64
2011-07-06,0.71,0.71,0.71,0.71
2011-07-07,0.56,0.56,0.56,0.56
2011-07-08,0.58,0.58,0.58,0.58
2011-07-11,0.74,0.74,0.74,0.74
2011-07-12,0.67,0.67,0.67,0.67
2011-07-13,0.67,0.67,0.67,0.67
2011-07-14,0.78,0.78,0.78,0.78
2011-07-15,0.64,0.64,0.64,0.64
2011-07-18,0.68,0.68,0.68,0.68
2011-07-19,0.51,0.51,0.51,0.51
2011-07-20,0.61,0.61,0.61,0.61
2011-07-21,0.56,0.56,0.56,0.56
2011-07-22,0.6,0.6,0.6,0.6
2011-07-25,0.6,0.6,0.6,0.6
2011-07-26,0.58,0.58,0.58,0.58
2011-07-27,0.66,0.66,0.66,0.66
2011-07-28,0.68,0.68,0.68,0.68
2011-07-29,0.77,0.77,0.77,0.77
2011-08-01,0.76,0.76,0.76,0.76
2011-08-02,0.68,0.68,0.68,0.68
2011-08-03,0.77,0.77,0.77,0.77
2011-08-04,0.96,0.96,0.96,0.96
2011-08-05,0.94,0.94,0.94,0.94
2011-08-08,1.07,1.07,1.07,1.07
2011-08-09,0.85,0.85,0.85,0.85
2011-08-10,0.81,0.81,0.81,0.81
2011-08-11,0.62,0.62,0.62,0.62
2011-08-12,0.75,0.75,0.75,0.75
2011-08-15,0.68,0.68,0.68,0.68
2011-08-16,0.74,0.74,0.74,0.74
2011-08-17,0.8,0.8,0.8,0.8
2011-08-18,0.96,0.96,0.96,0.96
2011-08-19,1.03,1.03,1.03,1.03
2011-08-22,0.73,0.73,0.73,0.73
2011-08-23,0.67,0.67,0.67,0.67
2011-08-24,0.66,0.66,0.66,0.66
2011-08-25,0.77,0.77,0.77,0.77
2011-08-26,0.73,0.73,0.73,0.73
2011-08-29,0.54,0.54,0.54,0.54
2011-08-30,0.72,0.72,0.72,0.72
2011-08-31,0.65,0.65,0.65,0.65
