date,timeframe,universe_config,user_choice,universes_analyzed,ad_thrust,advance_decline_ratio,advancing_stocks,bearish_momentum_10d,bearish_momentum_20d,bearish_momentum_5d,breadth_deterioration,breadth_rating,breadth_thrust,bullish_momentum_10d,bullish_momentum_20d,bullish_momentum_5d,combined_advance_decline_ratio,combined_pct_above_ma20,combined_pct_above_ma200,combined_pct_above_ma50,consecutive_bearish_days,consecutive_bullish_days,declining_stocks,highs_lows_ratio_20d,highs_lows_ratio_52w,market_participation,net_20day_highs,net_52week_highs,net_advances,net_momentum_10d,net_momentum_20d,net_momentum_5d,net_signal_score,new_20day_highs,new_20day_lows,new_52week_highs,new_52week_lows,new_highs_expansion,new_lows_expansion,overall_breadth_score,pct_advancing,pct_at_20day_highs,pct_at_52week_highs,pct_declining,signal_strength,total_bearish_signals,total_bullish_signals,total_stocks,total_stocks_analyzed,unchanged_stocks,univ_1_advancing_stocks,univ_1_breadth_momentum,univ_1_name,univ_1_pct_above_ma20,univ_1_pct_above_ma200,univ_1_pct_above_ma50,univ_1_pct_advancing,univ_1_total_members,universes_included
2024-01-26,daily,NASDAQ100,2-5,NASDAQ100,0,1.1352313167259787,319.0,0.8,0.89,0.6,0,Poor,0,0.4,0.28,0.4,1.07625,67.22625,0.0,0.0,0,0,281.0,6.615384615384615,0.0,99.83361064891847,73.0,0.0,38.0,-0.4,-0.61,-0.2,0,86.0,13.0,0.0,0.0,0,0,20.167875,53.07820299500832,14.309484193011649,0.0,46.75540765391015,Neutral,0,0,601.0,601.0,1.0,47,Weak,NASDAQ100,73.27,0.0,0.0,46.53,101,SP500;NASDAQ100
2024-01-29,daily,NASDAQ100,2-5,NASDAQ100,1,3.1027397260273974,453.0,0.7,0.84,0.4,0,Poor,0,0.5,0.32,0.4,4.06,71.96124999999999,0.0,0.0,0,1,146.0,5.157894736842105,0.0,99.66722129783693,79.0,0.0,307.0,-0.2,-0.53,0.0,1,98.0,19.0,0.0,0.0,0,0,21.588374999999996,75.37437603993344,16.306156405990016,0.0,24.292845257903494,Weak Signal,0,1,601.0,601.0,2.0,87,Weak,NASDAQ100,77.23,0.0,0.0,86.14,101,SP500;NASDAQ100
2024-01-30,daily,NASDAQ100,2-5,NASDAQ100,0,1.0905923344947734,313.0,0.6,0.8,0.2,0,Poor,0,0.5,0.3,0.4,1.00375,69.96499999999999,0.0,0.0,0,0,287.0,8.0,0.0,99.83361064891847,133.0,0.0,26.0,-0.1,-0.5,0.2,0,152.0,19.0,0.0,0.0,0,0,20.989499999999996,52.079866888519135,25.291181364392678,0.0,47.75374376039934,Neutral,0,0,601.0,601.0,1.0,40,Weak,NASDAQ100,76.24,0.0,0.0,39.6,101,SP500;NASDAQ100
2024-01-31,daily,NASDAQ100,2-5,NASDAQ100,0,0.17751479289940827,90.0,0.6,0.8,0.2,1,Very Poor,0,0.5,0.3,0.4,0.16375,56.6425,0.0,0.0,1,0,507.0,2.857142857142857,0.0,99.33444259567388,78.0,0.0,-417.0,-0.1,-0.5,0.2,-1,120.0,42.0,0.0,0.0,0,0,16.992749999999997,14.975041597337771,19.966722129783694,0.0,84.35940099833611,Weak Signal,1,0,601.0,601.0,4.0,11,Weak,NASDAQ100,62.38,0.0,0.0,10.89,101,SP500;NASDAQ100
2024-02-01,daily,NASDAQ100,2-5,NASDAQ100,1,4.245614035087719,484.0,0.6,0.8,0.4,1,Very Poor,0,0.5,0.35,0.4,4.51875,65.7525,0.0,0.0,0,0,114.0,1.131578947368421,0.0,99.50083194675541,10.0,0.0,370.0,-0.1,-0.45,0.0,0,86.0,76.0,0.0,0.0,0,0,19.725749999999998,80.5324459234609,14.309484193011649,0.0,18.96838602329451,Weak Signal,1,1,601.0,601.0,3.0,84,Weak,NASDAQ100,66.34,0.0,0.0,83.17,101,SP500;NASDAQ100
2024-02-02,daily,NASDAQ100,2-5,NASDAQ100,0,0.9540983606557377,291.0,0.6,0.8,0.6,1,Very Poor,0,0.4,0.35,0.4,1.1224999999999998,60.263749999999995,0.0,0.0,1,0,305.0,2.4285714285714284,0.0,99.16805324459234,80.0,0.0,-14.0,-0.2,-0.45,-0.2,-1,136.0,56.0,0.0,0.0,0,0,18.079124999999998,48.41930116472546,22.628951747088184,0.0,50.74875207986689,Weak Signal,1,0,601.0,601.0,5.0,61,Weak,NASDAQ100,63.37,0.0,0.0,60.4,101,SP500;NASDAQ100
2024-02-05,daily,NASDAQ100,2-5,NASDAQ100,0,0.2578616352201258,123.0,0.6,0.8,0.8,1,Very Poor,0,0.3,0.35,0.2,0.32125,52.2825,0.0,0.0,2,0,477.0,0.6631578947368421,0.0,99.83361064891847,-32.0,0.0,-354.0,-0.3,-0.45,-0.6,-1,63.0,95.0,0.0,0.0,0,0,15.68475,20.465890183028286,10.482529118136439,0.0,79.36772046589017,Weak Signal,1,0,601.0,601.0,1.0,33,Weak,NASDAQ100,58.42,0.0,0.0,32.67,101,SP500;NASDAQ100
2024-02-06,daily,NASDAQ100,2-5,NASDAQ100,1,2.1047120418848166,402.0,0.5,0.75,0.8,0,Neutral,0,0.4,0.35,0.4,1.945,59.763749999999995,0.0,62.36625,0,1,191.0,1.4285714285714286,0.0,98.66888519134775,24.0,0.0,211.0,-0.1,-0.4,-0.4,1,80.0,56.0,0.0,0.0,0,0,42.875625,66.88851913477536,13.311148086522461,0.0,31.78036605657238,Weak Signal,0,1,601.0,601.0,8.0,56,Strong,NASDAQ100,63.37,0.0,69.31,55.45,101,SP500;NASDAQ100
2024-02-07,daily,NASDAQ100,2-5,NASDAQ100,0,1.985,397.0,0.4,0.7,0.6,0,Neutral,0,0.4,0.35,0.4,2.28375,61.5025,0.0,62.866249999999994,0,0,200.0,3.682926829268293,0.0,99.33444259567388,110.0,0.0,197.0,0.0,-0.35,-0.2,0,151.0,41.0,0.0,0.0,0,0,43.59725,66.05657237936772,25.124792013311147,0.0,33.277870216306155,Neutral,0,0,601.0,601.0,4.0,76,Strong,NASDAQ100,66.34,0.0,69.31,75.25,101,SP500;NASDAQ100
2024-02-08,daily,NASDAQ100,2-5,NASDAQ100,0,1.3346303501945525,343.0,0.4,0.65,0.4,0,Neutral,0,0.3,0.35,0.2,1.5725,63.61625,0.0,63.11249999999999,0,0,257.0,1.921875,0.0,99.83361064891847,59.0,0.0,86.0,-0.1,-0.3,-0.2,0,123.0,64.0,0.0,0.0,0,0,44.329875,57.07154742096506,20.465890183028286,0.0,42.76206322795341,Neutral,0,0,601.0,601.0,1.0,69,Strong,NASDAQ100,69.31,0.0,70.3,68.32,101,SP500;NASDAQ100
2024-02-09,daily,NASDAQ100,2-5,NASDAQ100,0,1.786046511627907,384.0,0.4,0.6,0.2,0,Neutral,0,0.3,0.35,0.2,1.945,61.013749999999995,0.0,61.0025,0,0,215.0,3.235294117647059,0.0,99.66722129783693,76.0,0.0,169.0,-0.1,-0.25,0.0,0,110.0,34.0,0.0,0.0,0,0,42.705124999999995,63.89351081530782,18.302828618968388,0.0,35.77371048252912,Neutral,0,0,601.0,601.0,2.0,71,Strong,NASDAQ100,63.37,0.0,66.34,70.3,101,SP500;NASDAQ100
2024-02-12,daily,NASDAQ100,2-5,NASDAQ100,0,1.5665236051502145,365.0,0.4,0.55,0.0,0,Neutral,0,0.2,0.35,0.2,1.42875,65.5175,0.0,64.37374999999999,0,0,233.0,7.9375,0.0,99.50083194675541,111.0,0.0,132.0,-0.2,-0.2,0.2,0,127.0,16.0,0.0,0.0,0,0,45.40474999999999,60.732113144758735,21.13144758735441,0.0,38.76871880199667,Neutral,0,0,601.0,601.0,3.0,42,Strong,NASDAQ100,62.38,0.0,67.33,41.58,101,SP500;NASDAQ100
2024-02-13,daily,NASDAQ100,2-5,NASDAQ100,0,0.11524163568773234,62.0,0.4,0.5,0.0,0,Poor,0,0.2,0.35,0.0,0.09999999999999999,49.68,0.0,54.646249999999995,0,0,538.0,0.2636363636363636,0.0,99.83361064891847,-81.0,0.0,-476.0,-0.2,-0.15,0.0,0,29.0,110.0,0.0,0.0,0,0,36.7625,10.316139767054908,4.825291181364393,0.0,89.51747088186356,Neutral,0,0,601.0,601.0,1.0,5,Moderate,NASDAQ100,52.48,0.0,61.39,4.95,101,SP500;NASDAQ100
2024-02-14,daily,NASDAQ100,2-5,NASDAQ100,1,3.83739837398374,472.0,0.3,0.45,0.0,0,Poor,0,0.3,0.4,0.2,3.96375,55.286249999999995,0.0,58.51,0,1,123.0,1.8857142857142857,0.0,99.00166389351082,31.0,0.0,349.0,0.0,-0.05,0.2,1,66.0,35.0,0.0,0.0,0,0,39.989875,78.53577371048253,10.98169717138103,0.0,20.465890183028286,Weak Signal,0,1,601.0,601.0,6.0,82,Strong,NASDAQ100,57.43,0.0,64.36,81.19,101,SP500;NASDAQ100
2024-02-15,daily,NASDAQ100,2-5,NASDAQ100,1,3.975,477.0,0.2,0.4,0.0,0,Neutral,0,0.3,0.4,0.4,3.7049999999999996,65.52125,0.0,64.01374999999999,0,2,120.0,9.933333333333334,0.0,99.33444259567388,134.0,0.0,357.0,0.1,0.0,0.4,1,149.0,15.0,0.0,0.0,0,0,45.26187499999999,79.36772046589017,24.792013311148086,0.0,19.966722129783694,Weak Signal,0,1,601.0,601.0,4.0,67,Strong,NASDAQ100,61.39,0.0,63.37,66.34,101,SP500;NASDAQ100
2024-02-16,daily,NASDAQ100,2-5,NASDAQ100,0,0.46551724137931033,189.0,0.1,0.35,0.0,0,Neutral,0,0.3,0.35,0.4,0.41875,59.91875,0.0,62.01749999999999,0,0,406.0,4.178571428571429,0.0,99.00166389351082,89.0,0.0,-217.0,0.2,0.0,0.4,0,117.0,28.0,0.0,0.0,0,0,42.782624999999996,31.44758735440932,19.467554076539102,0.0,67.55407653910149,Neutral,0,0,601.0,601.0,6.0,20,Moderate,NASDAQ100,55.45,0.0,62.38,19.8,101,SP500;NASDAQ100
2024-02-20,daily,NASDAQ100,2-5,NASDAQ100,0,0.6233062330623306,230.0,0.0,0.3,0.0,0,Neutral,0,0.3,0.3,0.4,0.61125,57.801249999999996,0.0,60.14999999999999,0,0,369.0,1.2264150943396226,0.0,99.66722129783693,12.0,0.0,-139.0,0.3,0.0,0.4,0,65.0,53.0,0.0,0.0,0,0,41.400375,38.26955074875208,10.8153078202995,0.0,61.39767054908486,Neutral,0,0,601.0,601.0,2.0,37,Moderate,NASDAQ100,53.47,0.0,60.4,36.63,101,SP500;NASDAQ100
2024-02-21,daily,NASDAQ100,2-5,NASDAQ100,0,1.7104072398190044,378.0,0.0,0.25,0.0,0,Neutral,0,0.2,0.3,0.4,1.60875,61.04375000000001,0.0,64.5175,0,0,221.0,1.744186046511628,0.0,99.66722129783693,32.0,0.0,157.0,0.2,0.05,0.4,0,75.0,43.0,0.0,0.0,0,0,44.120125,62.89517470881864,12.479201331114808,0.0,36.7720465890183,Neutral,0,0,601.0,601.0,2.0,56,Moderate,NASDAQ100,55.45,0.0,62.38,55.45,101,SP500;NASDAQ100
2024-02-22,daily,NASDAQ100,2-5,NASDAQ100,1,3.195804195804196,457.0,0.0,0.2,0.0,0,Neutral,0,0.3,0.35,0.4,3.7024999999999997,70.74874999999999,0.0,68.99499999999999,0,1,143.0,15.7,0.0,99.83361064891847,147.0,0.0,314.0,0.3,0.15,0.4,1,157.0,10.0,0.0,0.0,0,0,48.822624999999995,76.03993344425956,26.12312811980033,0.0,23.793677204658902,Weak Signal,0,1,601.0,601.0,1.0,84,Strong,NASDAQ100,67.33,0.0,68.32,83.17,101,SP500;NASDAQ100
2024-02-23,daily,NASDAQ100,2-5,NASDAQ100,0,1.8743961352657006,388.0,0.0,0.2,0.0,0,Neutral,0,0.3,0.3,0.2,1.7299999999999998,70.01374999999999,0.0,71.23749999999998,0,0,207.0,14.5,0.0,99.00166389351082,162.0,0.0,181.0,0.3,0.1,0.2,0,174.0,12.0,0.0,0.0,0,0,49.49912499999999,64.55906821963394,28.95174708818636,0.0,34.44259567387687,Neutral,0,0,601.0,601.0,6.0,53,Strong,NASDAQ100,63.37,0.0,70.3,52.48,101,SP500;NASDAQ100
2024-02-26,daily,NASDAQ100,2-5,NASDAQ100,0,0.5725593667546174,217.0,0.0,0.2,0.0,0,Neutral,0,0.3,0.3,0.2,0.7299999999999999,67.1275,0.0,66.2525,0,0,379.0,7.1875,0.0,99.16805324459234,99.0,0.0,-162.0,0.3,0.1,0.2,0,115.0,16.0,0.0,0.0,0,0,46.639250000000004,36.10648918469218,19.13477537437604,0.0,63.061564059900164,Neutral,0,0,601.0,601.0,5.0,53,Strong,NASDAQ100,66.34,0.0,66.34,52.48,101,SP500;NASDAQ100
2024-02-27,daily,NASDAQ100,2-5,NASDAQ100,0,1.5404255319148936,362.0,0.0,0.2,0.0,0,Neutral,0,0.3,0.25,0.2,1.43125,70.13125,0.0,67.6275,0,0,235.0,4.333333333333333,0.0,99.33444259567388,70.0,0.0,127.0,0.3,0.05,0.2,0,91.0,21.0,0.0,0.0,0,0,48.090374999999995,60.232945091514146,15.141430948419302,0.0,39.10149750415973,Neutral,0,0,601.0,601.0,4.0,50,Strong,NASDAQ100,65.35,0.0,66.34,49.5,101,SP500;NASDAQ100
2024-02-28,daily,NASDAQ100,2-5,NASDAQ100,0,0.9290322580645162,288.0,0.0,0.2,0.0,0,Neutral,0,0.3,0.25,0.2,0.8325,68.14249999999998,0.0,65.76375,0,0,310.0,4.52,0.0,99.50083194675541,88.0,0.0,-22.0,0.3,0.05,0.2,0,113.0,25.0,0.0,0.0,0,0,46.74825,47.920133111480865,18.80199667221298,0.0,51.58069883527454,Neutral,0,0,601.0,601.0,3.0,30,Strong,NASDAQ100,62.38,0.0,63.37,29.7,101,SP500;NASDAQ100
2024-02-29,daily,NASDAQ100,2-5,NASDAQ100,0,1.8516746411483254,387.0,0.0,0.15,0.0,0,Neutral,0,0.2,0.25,0.0,1.8824999999999998,73.36625,0.0,69.5025,0,0,209.0,9.8,0.0,99.16805324459234,132.0,0.0,178.0,0.2,0.1,0.0,0,147.0,15.0,0.0,0.0,0,0,49.810874999999996,64.39267886855241,24.459234608985025,0.0,34.775374376039935,Neutral,0,0,601.0,601.0,5.0,67,Strong,NASDAQ100,69.31,0.0,66.34,66.34,101,SP500;NASDAQ100
2024-03-01,daily,NASDAQ100,2-5,NASDAQ100,0,1.6431718061674008,373.0,0.0,0.1,0.0,0,Neutral,0,0.1,0.2,0.0,1.845,72.99125,0.0,69.0025,0,0,227.0,6.0,0.0,99.83361064891847,135.0,0.0,146.0,0.1,0.1,0.0,0,162.0,27.0,0.0,0.0,0,0,49.498374999999996,62.06322795341098,26.955074875207984,0.0,37.770382695507486,Neutral,0,0,601.0,601.0,1.0,71,Strong,NASDAQ100,69.31,0.0,66.34,70.3,101,SP500;NASDAQ100
2024-03-04,daily,NASDAQ100,2-5,NASDAQ100,0,1.3076923076923077,340.0,0.0,0.05,0.0,0,Neutral,0,0.1,0.2,0.0,1.1925,74.12375,0.0,71.8775,0,0,260.0,6.676470588235294,0.0,99.83361064891847,193.0,0.0,80.0,0.1,0.15,0.0,0,227.0,34.0,0.0,0.0,0,0,50.988125,56.57237936772047,37.770382695507486,0.0,43.261231281198,Neutral,0,0,601.0,601.0,1.0,41,Strong,NASDAQ100,67.33,0.0,66.34,40.59,101,SP500;NASDAQ100
2024-03-05,daily,NASDAQ100,2-5,NASDAQ100,0,0.4668304668304668,190.0,0.0,0.0,0.0,0,Neutral,0,0.1,0.2,0.0,0.41375,62.93374999999999,0.0,66.03999999999999,0,0,407.0,2.206896551724138,0.0,99.33444259567388,70.0,0.0,-217.0,0.1,0.2,0.0,0,128.0,58.0,0.0,0.0,0,0,45.29612499999999,31.61397670549085,21.29783693843594,0.0,67.72046589018302,Neutral,0,0,601.0,601.0,4.0,18,Moderate,NASDAQ100,51.49,0.0,56.44,17.82,101,SP500;NASDAQ100
2024-03-06,daily,NASDAQ100,2-5,NASDAQ100,1,2.74375,439.0,0.0,0.0,0.0,0,Neutral,0,0.2,0.2,0.2,2.6349999999999993,69.65374999999999,0.0,69.77124999999998,0,1,160.0,5.0,0.0,99.66722129783693,108.0,0.0,279.0,0.2,0.2,0.2,1,135.0,27.0,0.0,0.0,0,0,48.80462499999999,73.04492512479202,22.462562396006653,0.0,26.622296173044923,Weak Signal,0,1,601.0,601.0,2.0,70,Strong,NASDAQ100,59.41,0.0,61.39,69.31,101,SP500;NASDAQ100
2024-03-07,daily,NASDAQ100,2-5,NASDAQ100,1,2.7735849056603774,441.0,0.0,0.0,0.0,0,Neutral,0,0.2,0.25,0.4,2.7987499999999996,71.27874999999999,0.0,73.3775,0,2,159.0,8.24,0.0,99.83361064891847,181.0,0.0,282.0,0.2,0.25,0.4,1,206.0,25.0,0.0,0.0,0,0,50.734624999999994,73.37770382695507,34.27620632279534,0.0,26.455906821963392,Weak Signal,0,1,601.0,601.0,1.0,75,Strong,NASDAQ100,59.41,0.0,66.34,74.26,101,SP500;NASDAQ100
2024-03-08,daily,NASDAQ100,2-5,NASDAQ100,0,0.886435331230284,281.0,0.0,0.0,0.0,0,Neutral,0,0.2,0.25,0.4,0.8125,71.15375,0.0,72.88874999999999,0,0,317.0,17.1,0.0,99.50083194675541,161.0,0.0,-36.0,0.2,0.25,0.4,0,171.0,10.0,0.0,0.0,0,0,50.501625,46.75540765391015,28.452579034941767,0.0,52.74542429284526,Neutral,0,0,601.0,601.0,3.0,36,Strong,NASDAQ100,59.41,0.0,63.37,35.64,101,SP500;NASDAQ100
