index,date,timeframe,weekly_gmi2_signal,weekly_gmi2_score,weekly_gmi2_max_score,weekly_gmi2_threshold,weekly_gmi2_confirmation_days,weekly_gmi2_r1,weekly_gmi2_r2,weekly_gmi2_r3,weekly_gmi2_r4,weekly_gmi2_r5,weekly_gmi2_r6,weekly_gmi2_r7,weekly_gmi2_r8,weekly_gmi2_r9
1,2025-09-01,weekly,GREEN,5.0,9,5,2,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
