time,open,high,low,close
2018-06-25,0.61,0.69,0.52,0.69
2018-07-02,0.58,0.67,0.57,0.57
2018-07-09,0.53,0.74,0.53,0.62
2018-07-16,0.7,0.7,0.56,0.66
2018-07-23,0.55,0.67,0.55,0.67
2018-07-30,0.72,0.72,0.56,0.56
2018-08-06,0.62,0.7,0.62,0.7
2018-08-13,0.64,0.7,0.6,0.7
2018-08-20,0.55,0.61,0.55,0.57
2018-08-27,0.53,0.63,0.53,0.63
2018-09-03,0.59,0.74,0.59,0.69
2018-09-10,0.62,0.62,0.5,0.58
2018-09-17,0.64,0.64,0.55,0.57
2018-09-24,0.63,0.64,0.52,0.64
2018-10-01,0.57,0.84,0.54,0.84
2018-10-08,0.66,0.74,0.62,0.67
2018-10-15,0.61,0.82,0.61,0.82
2018-10-22,0.57,0.8,0.57,0.8
2018-10-29,0.74,0.74,0.51,0.68
2018-11-05,0.61,0.8,0.59,0.8
2018-11-12,0.73,0.81,0.7,0.74
2018-11-19,0.72,0.85,0.72,0.85
2018-11-26,0.64,0.7,0.53,0.53
2018-12-03,0.57,0.85,0.57,0.77
2018-12-10,0.7,0.79,0.62,0.79
2018-12-17,0.97,1.13,0.69,1.13
2018-12-24,0.79,0.79,0.44,0.44
2018-12-31,0.6,0.73,0.59,0.59
2019-01-07,0.6,0.77,0.59,0.77
2019-01-14,0.65,0.7,0.52,0.54
2019-01-21,0.64,0.72,0.51,0.51
2019-01-28,0.76,0.76,0.53,0.6
2019-02-04,0.6,0.7,0.56,0.61
2019-02-11,0.6,0.6,0.52,0.52
2019-02-18,0.61,0.66,0.54,0.63
2019-02-25,0.55,0.63,0.54,0.6
2019-03-04,0.67,0.76,0.67,0.75
2019-03-11,0.57,0.66,0.52,0.57
2019-03-18,0.52,0.68,0.51,0.68
2019-03-25,0.62,0.71,0.62,0.65
2019-04-01,0.61,0.61,0.52,0.59
2019-04-08,0.68,0.68,0.54,0.54
2019-04-15,0.57,0.62,0.55,0.62
2019-04-22,0.6,0.63,0.57,0.63
2019-04-29,0.61,0.65,0.52,0.52
2019-05-06,0.63,0.8,0.63,0.8
2019-05-13,0.79,0.81,0.66,0.81
2019-05-20,0.65,0.8,0.57,0.76
2019-05-27,0.68,0.83,0.63,0.83
2019-06-03,0.67,0.67,0.51,0.51
2019-06-10,0.57,0.77,0.57,0.63
2019-06-17,0.72,0.72,0.52,0.53
2019-06-24,0.59,0.67,0.55,0.55
2019-07-01,0.65,0.66,0.61,0.61
2019-07-08,0.63,0.63,0.51,0.55
2019-07-15,0.59,0.67,0.59,0.6
2019-07-22,0.71,0.71,0.6,0.6
2019-07-29,0.71,0.87,0.62,0.87
2019-08-05,0.84,0.84,0.62,0.68
2019-08-12,0.78,0.98,0.66,0.67
2019-08-19,0.55,0.88,0.55,0.88
2019-08-26,0.58,0.68,0.58,0.68
2019-09-02,0.73,0.73,0.53,0.56
2019-09-09,0.59,0.65,0.54,0.62
2019-09-16,0.68,0.7,0.56,0.65
2019-09-23,0.65,0.74,0.65,0.72
2019-09-30,0.67,0.84,0.65,0.65
2019-10-07,0.7,0.7,0.56,0.56
2019-10-14,0.61,0.69,0.55,0.69
2019-10-21,0.61,0.69,0.56,0.56
2019-10-28,0.51,0.71,0.51,0.53
2019-11-04,0.54,0.63,0.54,0.59
2019-11-11,0.61,0.61,0.47,0.49
2019-11-18,0.55,0.64,0.55,0.58
2019-11-25,0.63,0.63,0.57,0.59
2019-12-02,0.66,0.7,0.53,0.53
2019-12-09,0.64,0.76,0.45,0.55
2019-12-16,0.61,0.61,0.46,0.46
2019-12-23,0.54,0.6,0.43,0.6
2019-12-30,0.59,0.59,0.56,0.56
2020-01-13,0.47,0.48,0.44,0.48
2020-01-20,0.59,0.7,0.52,0.7
2020-01-27,0.64,0.74,0.5,0.74
2020-02-03,0.5,0.56,0.46,0.56
2020-02-10,0.46,0.58,0.45,0.58
2020-02-17,0.51,0.73,0.45,0.73
2020-02-24,0.7,0.86,0.65,0.85
2020-03-02,0.76,0.89,0.64,0.89
2020-03-09,1.12,1.28,0.75,1
2020-03-16,1.1,1.1,0.83,0.83
2020-03-23,0.62,0.7,0.58,0.7
2020-03-30,0.68,0.86,0.68,0.83
2020-04-06,0.69,0.69,0.65,0.65
2020-04-13,0.65,0.7,0.58,0.6
2020-04-20,0.55,0.69,0.55,0.6
2020-04-27,0.58,0.83,0.53,0.83
2020-05-04,0.69,0.69,0.53,0.53
2020-05-11,0.5,0.72,0.5,0.57
2020-05-18,0.47,0.57,0.46,0.57
2020-05-25,0.5,0.58,0.5,0.58
2020-06-01,0.46,0.47,0.4,0.41
2020-06-08,0.37,0.71,0.37,0.71
2020-06-15,0.51,0.57,0.45,0.57
2020-06-22,0.47,0.74,0.45,0.74
2020-06-29,0.55,0.55,0.46,0.51
2020-07-06,0.42,0.46,0.4,0.46
2020-07-13,0.41,0.47,0.38,0.46
2020-07-20,0.45,0.6,0.39,0.6
2020-07-27,0.44,0.55,0.44,0.54
2020-08-03,0.44,0.51,0.41,0.51
2020-08-10,0.41,0.54,0.41,0.54
2020-08-17,0.49,0.49,0.43,0.45
2020-08-24,0.42,0.42,0.38,0.42
2020-08-31,0.45,0.67,0.4,0.67
2020-09-07,0.57,0.67,0.54,0.67
2020-09-14,0.49,0.63,0.46,0.63
2020-09-21,0.49,0.63,0.49,0.56
2020-09-28,0.45,0.54,0.45,0.54
2020-10-05,0.49,0.49,0.39,0.44
2020-10-12,0.41,0.47,0.39,0.45
2020-10-19,0.43,0.53,0.43,0.53
2020-10-26,0.59,0.77,0.48,0.77
2020-11-02,0.62,0.62,0.41,0.41
2020-11-09,0.37,0.52,0.37,0.5
2020-11-16,0.43,0.49,0.4,0.4
2020-11-23,0.42,0.42,0.38,0.41
2020-11-30,0.43,0.43,0.35,0.39
2020-12-07,0.37,0.5,0.37,0.5
2020-12-14,0.42,0.46,0.37,0.46
2020-12-21,0.47,0.54,0.37,0.54
2020-12-28,0.44,0.56,0.44,0.56
2021-01-04,0.47,0.47,0.38,0.44
2021-01-11,0.41,0.45,0.34,0.45
2021-01-18,0.37,0.4,0.37,0.4
2021-01-25,0.38,0.58,0.38,0.58
2021-02-01,0.42,0.43,0.4,0.42
2021-02-08,0.39,0.45,0.36,0.45
2021-02-15,0.42,0.51,0.39,0.43
2021-02-22,0.43,0.63,0.35,0.63
2021-03-01,0.38,0.6,0.38,0.6
2021-03-08,0.46,0.46,0.42,0.44
2021-03-15,0.38,0.51,0.38,0.51
2021-03-22,0.39,0.58,0.39,0.58
2021-03-29,0.51,0.51,0.42,0.42
2021-04-05,0.38,0.5,0.38,0.5
2021-04-12,0.48,0.48,0.43,0.44
2021-04-19,0.45,0.55,0.43,0.55
2021-04-26,0.43,0.59,0.43,0.59
2021-05-03,0.51,0.57,0.46,0.51
2021-05-10,0.59,0.63,0.54,0.54
2021-05-17,0.55,0.58,0.48,0.53
2021-05-24,0.41,0.49,0.41,0.45
2021-05-31,0.42,0.44,0.37,0.44
2021-06-07,0.43,0.48,0.35,0.48
2021-06-14,0.36,0.56,0.36,0.56
2021-06-21,0.42,0.48,0.39,0.48
2021-06-28,0.42,0.51,0.4,0.51
2021-07-05,0.51,0.59,0.51,0.53
2021-07-12,0.49,0.69,0.48,0.69
2021-07-19,0.53,0.61,0.44,0.61
2021-07-26,0.54,0.59,0.48,0.56
2021-08-02,0.51,0.55,0.47,0.55
2021-08-09,0.49,0.57,0.43,0.57
2021-08-16,0.54,0.61,0.52,0.57
2021-08-23,0.41,0.55,0.39,0.49
2021-08-30,0.42,0.5,0.42,0.5
2021-09-06,0.43,0.53,0.42,0.53
2021-09-13,0.46,0.56,0.46,0.56
2021-09-20,0.54,0.57,0.43,0.57
2021-09-27,0.43,0.58,0.43,0.56
2021-10-04,0.59,0.59,0.45,0.55
2021-10-11,0.5,0.5,0.41,0.48
2021-10-18,0.42,0.53,0.4,0.53
2021-10-25,0.41,0.51,0.36,0.46
2021-11-01,0.4,0.49,0.37,0.44
2021-11-08,0.36,0.48,0.36,0.47
2021-11-15,0.42,0.45,0.42,0.42
2021-11-22,0.4,0.56,0.4,0.56
2021-11-29,0.42,0.74,0.42,0.74
2021-12-06,0.54,0.61,0.43,0.61
2021-12-13,0.56,0.6,0.55,0.59
2021-12-20,0.47,0.49,0.47,0.49
2021-12-27,0.45,0.56,0.45,0.55
2022-01-03,0.43,0.6,0.43,0.59
2022-01-10,0.56,0.64,0.44,0.64
2022-01-17,0.52,0.82,0.52,0.82
2022-01-24,0.67,0.72,0.56,0.72
2022-01-31,0.53,0.75,0.52,0.61
2022-02-07,0.53,0.64,0.44,0.64
2022-02-14,0.66,0.73,0.5,0.73
2022-02-21,0.55,0.67,0.55,0.57
2022-02-28,0.49,0.67,0.49,0.67
2022-03-07,0.57,0.66,0.52,0.66
2022-03-14,0.63,0.7,0.45,0.45
2022-03-21,0.46,0.5,0.46,0.5
2022-03-28,0.45,0.59,0.41,0.59
2022-04-04,0.48,0.6,0.48,0.57
2022-04-11,0.55,0.55,0.5,0.5
2022-04-18,0.45,0.87,0.45,0.87
2022-04-25,0.63,0.78,0.63,0.78
2022-05-02,0.65,0.72,0.54,0.72
2022-05-09,0.78,0.82,0.66,0.66
2022-05-16,0.64,0.83,0.64,0.8
2022-05-23,0.59,0.77,0.49,0.49
2022-05-30,0.64,0.77,0.62,0.77
2022-06-06,0.6,0.89,0.57,0.89
2022-06-13,0.84,0.86,0.7,0.72
2022-06-20,0.48,0.67,0.48,0.51
2022-06-27,0.62,0.78,0.62,0.69
2022-07-04,0.62,0.65,0.56,0.56
2022-07-11,0.64,0.75,0.59,0.59
2022-07-18,0.54,0.73,0.54,0.73
2022-07-25,0.7,0.76,0.61,0.61
2022-08-01,0.67,0.67,0.55,0.58
2022-08-08,0.56,0.7,0.5,0.5
2022-08-15,0.57,0.74,0.53,0.74
2022-08-22,0.65,0.76,0.59,0.76
2022-08-29,0.74,0.84,0.74,0.81
2022-09-05,0.72,0.75,0.52,0.52
2022-09-12,0.57,0.81,0.57,0.81
2022-09-19,0.54,1.02,0.54,1.02
2022-09-26,0.8,0.91,0.75,0.77
2022-10-03,0.71,0.88,0.64,0.88
2022-10-10,0.65,0.77,0.63,0.63
2022-10-17,0.61,0.74,0.58,0.58
2022-10-24,0.55,0.85,0.55,0.66
2022-10-31,0.61,1.14,0.61,0.74
2022-11-07,0.67,1.3,0.55,0.55
2022-11-14,0.61,1.46,0.58,0.61
2022-11-21,0.64,1.35,0.63,0.63
2022-11-28,0.76,1.27,0.58,0.58
2022-12-05,0.66,1.46,0.66,0.95
2022-12-12,0.64,1.33,0.64,1.19
2022-12-19,0.62,2.03,0.62,0.77
2022-12-26,0.82,2.4,0.82,0.84
2023-01-02,0.63,0.91,0.63,0.91
2023-01-09,0.58,0.7,0.58,0.69
2023-01-16,0.59,1.31,0.54,0.54
2023-01-23,0.53,0.75,0.51,0.51
2023-01-30,0.56,0.66,0.49,0.57
2023-02-06,0.71,0.71,0.6,0.69
2023-02-13,0.6,0.67,0.58,0.67
2023-02-20,0.68,0.82,0.68,0.82
2023-02-27,0.66,0.97,0.59,0.59
2023-03-06,0.67,1.11,0.67,1.11
2023-03-13,0.76,0.8,0.65,0.65
2023-03-20,0.5,0.77,0.5,0.73
2023-03-27,0.67,0.74,0.59,0.59
2023-04-03,0.61,0.77,0.61,0.69
2023-04-10,0.63,0.7,0.56,0.65
2023-04-17,0.65,0.88,0.64,0.74
2023-04-24,0.57,0.9,0.57,0.76
2023-05-01,0.7,0.82,0.69,0.69
2023-05-08,0.73,0.73,0.67,0.7
2023-05-15,0.56,0.68,0.56,0.56
2023-05-22,0.54,0.77,0.53,0.53
2023-05-29,0.51,0.81,0.51,0.52
2023-06-05,0.57,0.59,0.5,0.5
2023-06-12,0.52,0.74,0.52,0.55
2023-06-19,0.5,0.64,0.5,0.64
2023-06-26,0.55,0.59,0.52,0.53
2023-07-03,0.52,0.64,0.52,0.52
2023-07-10,0.51,0.56,0.39,0.48
2023-07-17,0.56,0.71,0.48,0.71
2023-07-24,0.5,0.71,0.5,0.71
2023-07-31,0.56,0.66,0.56,0.66
2023-08-07,0.65,0.8,0.65,0.8
2023-08-14,0.7,1.03,0.7,0.95
2023-08-21,0.55,0.97,0.55,0.97
2023-08-28,0.77,0.86,0.65,0.65
2023-09-04,0.74,0.98,0.74,0.75
2023-09-11,0.7,1.14,0.7,0.78
2023-09-18,0.61,0.88,0.61,0.85
2023-09-25,0.71,0.94,0.71,0.73
2023-10-02,0.76,1.11,0.68,0.68
2023-10-09,0.66,1.04,0.63,0.7
2023-10-16,0.7,0.8,0.68,0.76
2023-10-23,0.52,0.9,0.52,0.82
2023-10-30,0.68,0.82,0.54,0.54
2023-11-06,0.77,1.18,0.65,1.03
2023-11-13,0.88,0.88,0.48,0.54
2023-11-20,0.53,1.1,0.53,0.91
2023-11-27,0.87,0.87,0.51,0.51
2023-12-04,0.53,0.59,0.53,0.56
2023-12-11,0.53,1.16,0.53,0.57
2023-12-18,0.57,0.61,0.5,0.5
2023-12-25,0.56,0.96,0.56,0.65
2024-01-01,0.65,0.7,0.65,0.7
2024-01-08,0.59,1.55,0.59,0.83
2024-01-15,0.84,0.84,0.55,0.55
2024-01-22,0.49,0.67,0.49,0.66
2024-01-29,0.57,0.66,0.57,0.62
2024-02-05,0.65,0.73,0.48,0.48
2024-02-12,0.55,0.65,0.47,0.47
2024-02-19,0.55,0.72,0.55,0.66
2024-02-26,0.7,0.7,0.48,0.6
2024-03-04,0.64,0.88,0.61,0.62
2024-03-11,0.69,0.7,0.59,0.7
2024-03-18,0.5,0.77,0.5,0.77
2024-03-25,0.76,0.76,0.56,0.56
2024-04-01,0.65,0.87,0.65,0.87
2024-04-08,0.64,1.02,0.64,0.68
2024-04-15,0.64,1.13,0.64,0.82
2024-04-22,0.57,0.71,0.55,0.55
2024-04-29,0.61,0.84,0.58,0.58
2024-05-06,0.63,0.72,0.55,0.69
2024-05-13,0.57,0.59,0.53,0.54
2024-05-20,0.53,0.67,0.53,0.67
2024-05-27,0.56,0.87,0.56,0.73
2024-06-03,0.58,0.75,0.58,0.58
2024-06-10,0.58,0.87,0.53,0.58
2024-06-17,0.62,0.63,0.58,0.63
2024-06-24,0.58,0.76,0.54,0.64
2024-07-01,0.56,0.7,0.49,0.49
2024-07-08,0.51,0.61,0.51,0.57
2024-07-15,0.52,0.67,0.49,0.67
2024-07-22,0.55,0.8,0.55,0.73
2024-07-29,0.65,0.81,0.59,0.81
2024-08-05,0.85,0.97,0.6,0.6
2024-08-12,0.68,0.68,0.58,0.58
2024-08-19,0.47,0.74,0.47,0.55
2024-08-26,0.57,0.7,0.57,0.6
2024-09-02,0.73,0.98,0.73,0.75
2024-09-09,0.64,0.69,0.54,0.54
2024-09-16,0.52,0.77,0.51,0.52
2024-09-23,0.49,0.54,0.49,0.53
2024-09-30,0.55,0.71,0.48,0.48
2024-10-07,0.55,0.59,0.44,0.44
2024-10-14,0.5,0.77,0.5,0.52
2024-10-21,0.6,0.6,0.51,0.51
2024-10-28,0.58,0.65,0.58,0.65
2024-11-04,0.61,0.62,0.47,0.55
2024-11-11,0.48,0.63,0.48,0.6
2024-11-18,0.51,0.62,0.51,0.51
2024-11-25,0.45,0.56,0.45,0.56
2024-12-02,0.62,0.62,0.49,0.54
2024-12-09,0.56,0.68,0.48,0.58
2024-12-16,0.51,0.66,0.45,0.66
2024-12-23,0.48,0.67,0.48,0.67
2024-12-30,0.63,0.8,0.45,0.45
2025-01-06,0.42,0.7,0.42,0.7
2025-01-13,0.6,0.94,0.41,0.49
2025-01-20,0.48,0.57,0.48,0.57
2025-01-27,0.57,0.59,0.49,0.49
2025-02-03,0.54,0.6,0.51,0.6
2025-02-10,0.47,0.77,0.46,0.46
2025-02-17,0.5,0.65,0.5,0.65
2025-02-24,0.58,0.73,0.58,0.73
2025-03-03,0.64,0.74,0.54,0.57
2025-03-10,0.6,0.94,0.57,0.57
2025-03-17,0.59,0.67,0.54,0.67
2025-03-24,0.48,0.72,0.48,0.68
2025-03-31,0.58,1.02,0.53,0.64
2025-04-07,0.63,0.77,0.43,0.43
2025-04-14,0.68,0.72,0.54,0.54
2025-04-21,0.67,0.67,0.54,0.64
2025-04-28,0.72,0.72,0.49,0.49
2025-05-05,0.6,0.64,0.53,0.53
2025-05-12,0.5,0.55,0.41,0.52
2025-05-19,0.48,0.75,0.48,0.7
2025-05-26,0.52,0.58,0.52,0.57
2025-06-02,0.58,0.63,0.51,0.55
2025-06-09,0.52,0.69,0.52,0.69
2025-06-16,0.51,0.98,0.51,0.59
2025-06-23,0.54,0.56,0.52,0.52
2025-06-30,0.51,0.55,0.48,0.48
2025-07-07,0.58,0.58,0.52,0.53
2025-07-14,0.51,0.57,0.48,0.48
2025-07-21,0.51,0.72,0.51,0.72
2025-07-28,0.58,0.84,0.57,0.71
2025-08-04,0.61,0.64,0.57,0.64
2025-08-11,0.64,0.75,0.54,0.54
2025-08-18,0.6,0.66,0.5,0.5
2025-08-25,0.55,0.75,0.53,0.56
2025-09-01,0.68,0.68,0.58,0.58
2025-09-08,0.63,0.68,0.54,0.58
2025-09-15,0.54,0.54,0.5,0.5
2025-09-22,0.48,0.56,0.47,0.56
