ticker,date,timeframe,current_price,data_points,daily_ema10,daily_ema10slope,daily_ema20,daily_ema20slope,daily_sma10,daily_sma10slope,daily_price2_sma10pct,daily_sma20,daily_sma20slope,daily_price2_sma20pct,daily_sma50,daily_sma50slope,daily_price2_sma50pct,daily_sma200,daily_sma200slope,daily_price2_sma200pct,daily_sma250,daily_sma250slope,daily_price2_sma250pct,daily_sma350,daily_sma350slope,daily_price2_sma350pct,daily_rsi_14,daily_price_position_52w,daily_macd,daily_macd_signal,daily_macd_histogram,atr,atr_pct,sma50,atrext_dollar,atrext_percent,atr_percentile_100,daily_daily_daily_1d_pct_change,daily_5period_pct_change,daily_10period_pct_change,daily_daily_daily_3d_pct_change,daily_daily_daily_5d_pct_change,daily_daily_weekly_7d_pct_change,daily_daily_weekly_14d_pct_change,daily_daily_monthly_22d_pct_change,daily_daily_monthly_44d_pct_change,daily_daily_quarterly_66d_pct_change,daily_daily_quarterly_132d_pct_change,daily_daily_yearly_252d_pct_change,daily_momentum_20,daily_quarter_pct_change,daily_half_year_pct_change,daily_year_pct_change,daily_avg_volume_20,daily_volume_trend,obv,obv_trend,daily_ATH,daily_ATL,daily_is_new_ATH,daily_is_new_ATL,daily_distance_from_ATH_pct,daily_distance_from_ATL_pct,daily_ATH_ATL_position_pct,daily_candle_strength,daily_candle_strength_pct,daily_body_ratio,daily_upper_wick_ratio,daily_lower_wick_ratio,daily_oppression_factor,daily_candle_type,daily_is_bullish,total_range,body_size,daily_wick_dominance,directional_strength,daily_avg_candle_strength_5,daily_avg_candle_strength_5_pct,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,exchange_NASDAQ,exchange_NYSE,exchange_AMEX,rating_Neutral,rating_Buy,rating_Sell,rating_Strong_buy,rating_Strong_sell,filter_applied,universe_name,generation_source,generation_date
BKNG,2025-09-30,daily,5399.2700,422,5544.3169,-15.9564,5561.3098,-7.3771,5582.6773,-12.7340,-3.2853,5561.3507,2.4250,-2.9144,5610.6086,1.3990,-3.7668,5127.2477,2.6643,5.3054,4969.1321,6.9229,8.6562,4611.2158,5.6605,17.0899,41.1229,0.8020,-12.4077,6.2862,-18.6939,117.0572,2.1680,5610.6086,-1.8054,-1.7374,0.6100,-0.5110,-1.7616,-5.3358,-3.1740,-1.7616,-4.4713,-3.3096,-0.6044,-5.4970,-2.6707,8.0474,43.8767,1.2421,-1.1476,20.9567,43.8767,177174.0500,0.4166,8025619,28560.9500,5815.9199,3280.1213,False,False,-7.1640,64.6058,83.5693,0.1837,18.3700,0.2588,0.2903,0.4510,0.2903,Weak Body,False,107.1650,27.7300,0.7412,0.2588,0.2901,29.0100,184920440663.0000,USD,Consumer services,Other consumer services,NASDAQ,Buy,2025-10-29,2025-07-29,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Discretionary, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-10-01T12:40:46.064763
MELI,2025-09-30,daily,2336.9399,422,2393.7161,-3.8419,2390.3676,-0.8267,2409.7010,2.2824,-3.0195,2379.5135,1.1552,-1.7892,2400.5498,-2.2450,-2.6498,2174.4983,2.2994,7.4703,2147.1213,1.4860,8.8406,2019.8359,2.6197,15.6995,46.9271,0.7080,3.0838,3.7710,-0.6871,77.5250,3.3174,2400.5498,-0.8205,-0.7988,0.7500,-5.5782,-1.7993,-2.9405,-3.3444,-1.7993,-5.4747,-0.2561,0.0908,-5.6392,-9.2084,10.1359,14.6582,2.0787,-1.3458,16.6836,14.6582,356295.1000,0.5713,7892298,-75430.1000,2613.6299,1356.4301,False,False,-10.5864,72.2861,77.9916,0.7969,79.6900,0.8271,0.0365,0.1364,0.0365,Strong Body,False,166.9202,138.0601,0.1729,0.8271,0.4224,42.2400,121954060979.0000,USD,Retail trade,Internet retail,NASDAQ,Strong buy,2025-10-29,2025-08-04,"NASDAQ 100, NASDAQ Composite, NASDAQ Industrials",True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-10-01T12:40:46.064763
REGN,2025-09-30,daily,562.2700,422,572.5778,-1.5532,571.9626,-0.4511,575.1870,-1.5954,-2.2457,574.1184,0.2947,-2.0638,561.1959,1.0532,0.1914,623.9402,-1.1287,-9.8840,695.3531,-2.3564,-19.1389,793.1853,-0.9940,-29.1124,44.9949,0.1180,2.7165,5.5895,-2.8730,17.2551,3.0688,561.1959,0.0622,0.0624,0.3800,0.3015,-2.7046,-1.7663,-0.8727,-2.7046,-2.9917,-1.6632,0.5938,2.8067,16.1248,-19.2896,-50.9213,1.3688,7.9112,-15.1895,-50.9213,1029634.0000,0.3784,-12744980,79781.0000,1196.6301,482.3376,False,False,-53.0122,16.5719,11.1904,0.0627,6.2700,0.0888,0.6182,0.2931,0.2931,Doji,True,19.0399,1.6900,0.9112,0.0888,0.2703,27.0300,62283522712.0000,USD,Health technology,Pharmaceuticals: major,NASDAQ,Buy,2025-10-30,2025-08-01,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Health Care, Russell 3000, Russell 1000, NASDAQ Biotechnology, S&P 500 ESG",True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-10-01T12:40:46.064763
CHTR,2025-09-30,daily,275.1050,422,266.3884,-0.3571,272.2770,-0.9685,266.0225,-0.4849,3.4142,266.4048,0.1664,3.2658,318.0291,-2.6142,-13.4969,357.8518,-0.6563,-23.1232,354.7987,-0.2896,-22.4617,340.5028,0.0020,-19.2063,57.6699,0.1086,-11.6600,-15.7210,4.0610,9.3647,3.4040,318.0291,-4.5836,-3.9650,0.1000,-0.5225,4.0409,0.6089,6.0094,4.0409,4.3527,3.0317,6.3085,-33.1718,-29.2371,-24.3323,-16.8314,-0.0087,-30.6866,-22.3854,-16.8314,1975064.2500,0.5903,-49498615,159249.2500,427.2500,254.6100,False,False,-35.6103,8.0496,11.8715,0.0195,1.9500,0.1331,0.8536,0.0134,0.8536,Weak Body,False,10.8600,1.4450,0.8669,0.1331,0.2008,20.0800,40652422458.0000,USD,Consumer services,Cable/Satellite TV,NASDAQ,Neutral,2025-10-24,2025-07-25,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Russell 3000, Russell 1000, NASDAQ Telecommunications",True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-10-01T12:40:46.064763
KLAC,2025-09-30,daily,1078.6000,422,914.8332,5.7965,902.9782,2.2472,896.9770,3.3330,20.2483,898.2923,0.4286,20.0723,905.6445,0.6602,19.0975,760.4252,1.3433,41.8417,751.1665,0.6769,43.5900,754.3224,0.6568,42.9892,79.9081,1.0000,9.5001,-3.2617,12.7618,36.0370,3.3411,905.6445,4.7994,5.7160,0.9100,1.3912,27.4414,22.6309,23.5099,27.4414,20.6488,23.1166,18.5171,17.5940,38.2126,52.8624,49.5770,-1.4790,23.5368,52.6126,49.5770,953325.9500,0.3493,35933619,126875.9500,1078.6000,535.8386,True,False,0.0000,101.2919,100.0000,0.4576,45.7600,0.6493,0.0555,0.2952,0.2952,Moderate Body,True,22.7950,14.7999,0.3507,0.6493,0.4590,45.9000,117194898361.0000,USD,Electronic technology,Semiconductors,NASDAQ,Buy,2025-10-22,2025-07-31,"S&P 500, NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, S&P 500 Information Technology, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG",True,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-10-01T12:40:46.064763
META,2025-09-30,daily,734.3800,422,745.4022,-1.2168,747.6325,-0.7631,745.2230,-1.0564,-1.4550,755.8000,-1.3531,-2.8341,738.6812,0.7192,-0.5823,651.1372,0.8355,12.7842,634.2421,0.9228,15.7886,593.1413,0.6554,23.8120,34.7424,0.8181,0.0278,3.3986,-3.3708,17.0240,2.3181,738.6812,-0.2527,-0.2512,0.3800,-1.0603,-0.0993,-2.5116,-1.9061,-0.0993,-2.2274,-2.2755,-3.6032,1.9024,6.8312,10.0866,42.5714,-5.0129,5.9976,26.2012,42.5714,10313341.3000,0.3855,373065274,-880051.3000,790.0000,342.5905,False,False,-7.0405,114.3609,87.5684,0.4517,45.1700,0.4721,0.0432,0.4847,0.0432,Moderate Body,False,16.6700,7.8700,0.5279,0.4721,0.2042,20.4200,1894270786280.0000,USD,Technology services,Internet software/Services,NASDAQ,Strong buy,2025-10-22,2025-07-30,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-10-01T12:40:46.064763
ASML,2025-09-30,daily,968.0900,422,792.0937,8.0980,768.7060,4.5964,775.9630,4.6990,24.7598,760.3305,4.5050,27.3249,753.6702,0.0118,28.4501,724.7666,0.6170,33.5727,730.1452,-0.0908,32.5887,788.1824,-0.4875,22.8256,81.8921,1.0000,22.0405,6.7383,15.3022,30.2512,3.1248,753.6702,7.0880,9.1045,0.9300,0.0057,33.3733,28.3156,28.4910,33.3733,26.8030,30.1879,35.7542,21.9103,30.3333,36.9156,22.5681,6.7236,23.1338,32.7900,22.5681,1340025.0000,0.5742,-232300,262510.0000,1088.9740,593.6830,False,False,-11.1007,63.0651,75.5933,0.0026,0.2600,0.0044,0.6006,0.3950,0.3950,Doji,True,12.5700,0.0551,0.9956,0.0044,0.3969,39.6900,293673549180.8260,USD,Electronic technology,Semiconductors,NASDAQ,Buy,2025-10-15,2025-07-16,"NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, NASDAQ-100 Technology Sector, NASDAQ Computer, NASDAQ CB Insights Metaverse US Index",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-10-01T12:40:46.064763
NFLX,2025-09-30,daily,1198.9200,422,1223.5236,1.1872,1219.7520,1.0307,1224.7870,1.1310,-2.1120,1222.4685,2.5116,-1.9263,1225.7676,-0.8219,-2.1903,1064.3364,2.0239,12.6448,998.6226,2.1878,20.0574,896.5068,1.7400,33.7324,38.6510,0.7918,4.0777,3.3569,0.7208,30.2761,2.5253,1225.7676,-0.8868,-0.8673,0.6800,-0.6208,-1.2511,-1.5722,-4.6569,-1.2511,-2.6416,-1.2544,1.5715,-5.9899,-3.2864,22.2689,75.3781,0.3755,-1.3259,28.9189,75.3781,2660635.1500,0.2062,170276397,22664.8500,1339.1300,468.5000,False,False,-10.4702,155.9061,83.8956,0.2287,22.8700,0.2456,0.0685,0.6859,0.0685,Weak Body,False,30.5000,7.4900,0.7544,0.2456,0.5547,55.4700,520997910120.0000,USD,Technology services,Internet software/Services,NASDAQ,Buy,2025-10-15,2025-07-17,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-10-01T12:40:46.064763
COST,2025-09-30,daily,925.6300,422,949.1904,-1.1605,954.5751,-1.0654,945.4330,-2.9876,-2.0946,962.1795,-0.9238,-3.7986,961.2276,-0.8627,-3.7034,973.6931,0.1212,-4.9362,957.6151,0.2661,-3.3401,917.9468,0.6514,0.8370,32.0742,0.2758,-6.0212,-3.9577,-2.0635,16.3241,1.7636,961.2276,-2.1807,-2.0999,0.4500,1.0237,-1.4050,-1.6940,-3.1667,-1.4050,-2.0456,-5.6298,-5.3016,-5.9774,-11.8645,-11.4904,5.0114,-3.5192,-7.5593,3.3484,5.0114,2154364.8500,-0.1828,16379703,-586879.8500,1073.9708,638.5216,False,False,-13.8124,44.9646,65.9338,0.4554,45.5400,0.5474,0.2845,0.1681,0.1681,Moderate Body,True,17.1350,9.3800,0.4526,0.5474,0.3250,32.5000,417462727620.0000,USD,Retail trade,Specialty stores,NASDAQ,Buy,2025-09-25,2025-05-29,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Staples, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",True,True,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-10-01T12:40:46.064763
ADBE,2025-09-30,daily,352.7500,422,351.2160,-0.8844,352.7750,-0.5765,352.5290,-0.9412,0.0627,351.9545,0.3763,0.2260,360.4364,-0.6869,-2.1325,408.1387,-0.8565,-13.5711,428.4690,-0.8895,-17.6720,453.7198,-0.3818,-22.2538,46.4143,0.0755,-2.6488,-2.8793,0.2305,9.0801,2.5741,360.4364,-0.8465,-0.8285,0.5500,-2.1607,2.0600,-2.8799,2.4513,2.0600,-0.3418,-2.2934,4.2806,-7.7150,-14.7762,-19.5663,-37.8885,0.7865,-14.7288,-9.8679,-37.8885,3598824.7500,0.4688,-137045105,813754.7500,634.7600,333.6500,False,False,-44.4278,5.7246,6.3432,0.5662,56.6200,0.6439,0.1207,0.2354,0.1207,Moderate Body,False,12.0976,7.7900,0.3561,0.6439,0.3015,30.1500,150552827886.0000,USD,Technology services,Packaged software,NASDAQ,Buy,2025-09-10,2025-06-12,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, S&P 100, ISE CTA Cloud Computing, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-10-01T12:40:46.064763
