ticker,date,timeframe,current_price,data_points,daily_ema10,daily_ema10slope,daily_ema20,daily_ema20slope,daily_sma10,daily_sma10slope,daily_price2_sma10pct,daily_sma20,daily_sma20slope,daily_price2_sma20pct,daily_sma50,daily_sma50slope,daily_price2_sma50pct,daily_sma200,daily_sma200slope,daily_price2_sma200pct,daily_sma250,daily_sma250slope,daily_price2_sma250pct,daily_sma350,daily_sma350slope,daily_price2_sma350pct,daily_rsi_14,daily_price_position_52w,daily_macd,daily_macd_signal,daily_macd_histogram,atr,atr_pct,sma50,atrext_dollar,atrext_percent,atr_percentile_100,daily_daily_daily_1d_pct_change,daily_5period_pct_change,daily_10period_pct_change,daily_daily_daily_3d_pct_change,daily_daily_daily_5d_pct_change,daily_daily_weekly_7d_pct_change,daily_daily_weekly_14d_pct_change,daily_daily_monthly_22d_pct_change,daily_daily_monthly_44d_pct_change,daily_daily_quarterly_66d_pct_change,daily_daily_quarterly_132d_pct_change,daily_daily_yearly_252d_pct_change,daily_momentum_20,daily_quarter_pct_change,daily_half_year_pct_change,daily_year_pct_change,daily_avg_volume_20,daily_volume_trend,obv,obv_trend,daily_ATH,daily_ATL,daily_is_new_ATH,daily_is_new_ATL,daily_distance_from_ATH_pct,daily_distance_from_ATL_pct,daily_ATH_ATL_position_pct,daily_candle_strength,daily_candle_strength_pct,daily_body_ratio,daily_upper_wick_ratio,daily_lower_wick_ratio,daily_oppression_factor,daily_candle_type,daily_is_bullish,total_range,body_size,daily_wick_dominance,directional_strength,daily_avg_candle_strength_5,daily_avg_candle_strength_5_pct,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,exchange_NASDAQ,exchange_NYSE,exchange_AMEX,rating_Neutral,rating_Buy,rating_Sell,rating_Strong_buy,rating_Strong_sell,filter_applied,universe_name,generation_source,generation_date
BKNG,2025-09-05,daily,5505.7998,421,5576.5495,-10.6232,5578.3666,-3.9477,5614.8373,-3.4068,-1.9420,5561.6827,4.6190,-1.0048,5614.5432,3.4371,-1.9368,5124.9926,2.8958,7.4304,4962.3797,6.9630,10.9508,4605.6488,5.7093,19.5445,53.5832,0.8527,2.0318,10.9597,-8.9279,114.1493,2.0733,5614.5432,-0.9526,-0.9342,0.5600,-1.5779,-1.6655,-3.7594,-1.2121,-1.6655,-1.9567,-0.4736,-0.5511,-5.3323,0.7349,12.3720,46.0462,2.1578,0.7230,20.8598,46.0462,176740.0000,0.2434,8223100,29690.0000,5815.9199,3280.1213,False,False,-5.3323,67.8535,87.7703,0.3147,31.4700,0.4469,0.2959,0.2572,0.2959,Moderate Body,False,197.5098,88.2700,0.5531,0.4469,0.4047,40.4700,184920440663.0000,USD,Consumer services,Other consumer services,NASDAQ,Buy,2025-10-29,2025-07-29,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Discretionary, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-12T11:50:13.663599
MELI,2025-09-05,daily,2417.4900,421,2406.3330,1.3475,2395.9916,1.9488,2419.0690,5.7682,-0.0653,2380.3515,2.2927,1.5602,2405.0150,-1.0713,0.5187,2172.2136,2.4434,11.2915,2145.7177,1.5710,12.6658,2017.2043,2.6559,19.8436,53.2444,0.7930,9.0641,3.9427,5.1213,70.6484,2.9224,2405.0150,0.1766,0.1775,0.5500,-0.1710,-2.2411,-0.5402,1.8697,-2.2411,0.1682,2.2623,4.3272,-3.3422,-7.1004,13.5078,21.3849,3.5849,1.2773,14.7655,21.3849,325035.0000,0.0465,8821000,-46560.0000,2613.6299,1356.4301,False,False,-7.5045,78.2245,84.3987,0.0250,2.5000,0.0321,0.2218,0.7461,0.2218,Doji,False,128.8899,4.1399,0.9679,0.0321,0.2889,28.8900,121954060979.0000,USD,Retail trade,Internet retail,NASDAQ,Strong buy,2025-10-29,2025-08-04,"NASDAQ 100, NASDAQ Composite, NASDAQ Industrials",True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-12T11:50:13.663599
REGN,2025-09-05,daily,573.3800,421,574.8684,-1.0792,572.9828,-0.1106,577.9080,-1.0278,-0.7835,574.1123,0.5203,-0.1275,560.3547,1.1565,2.3245,624.8968,-1.1816,-8.2440,697.6107,-2.3795,-17.8080,794.1352,-1.0062,-27.7982,47.2245,0.1316,4.0212,6.3077,-2.2865,17.1178,2.9854,560.3547,0.7609,0.7786,0.3700,1.4562,-1.2605,-2.7312,1.6992,-1.2605,-2.3136,-0.0923,3.4444,6.7162,17.7081,-18.1680,-51.1741,2.6615,10.7309,-15.2296,-51.1741,997705.0000,-0.0658,-11082100,107730.0000,1196.6301,482.3376,False,False,-52.0838,18.8752,12.7458,0.6379,63.7900,0.6455,0.3427,0.0118,0.0118,Moderate Body,True,12.7500,8.2300,0.3545,0.6455,0.3591,35.9100,62283522712.0000,USD,Health technology,Pharmaceuticals: major,NASDAQ,Buy,2025-10-30,2025-08-01,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Health Care, Russell 3000, Russell 1000, NASDAQ Biotechnology, S&P 500 ESG",True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-12T11:50:13.663599
CHTR,2025-09-05,daily,261.5000,421,264.4514,-0.8598,271.9793,-1.2710,266.2700,-0.4798,-1.7914,265.4780,-0.0101,-1.4984,320.4072,-2.5860,-18.3851,358.4241,-0.6700,-27.0417,355.0080,-0.3165,-26.3397,340.4508,-0.0127,-23.1901,42.4023,0.0289,-13.4279,-16.7363,3.3084,8.2143,3.1412,320.4072,-7.1713,-5.8529,0.0200,0.8329,-1.5363,-5.7929,0.1072,-1.5363,-2.8423,-1.9902,-0.2061,-35.9571,-33.0860,-27.1669,-21.1494,0.1213,-34.5907,-26.1466,-21.1494,1836560.0000,0.2375,-54050800,27545.0000,427.2500,254.6100,False,False,-38.7946,2.7061,3.9910,0.2762,27.6200,0.2872,0.6742,0.0386,0.0386,Weak Body,True,7.5200,2.1600,0.7128,0.2872,0.3158,31.5800,40652422458.0000,USD,Consumer services,Cable/Satellite TV,NASDAQ,Neutral,2025-10-24,2025-07-25,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Russell 3000, Russell 1000, NASDAQ Telecommunications",True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-12T11:50:13.663599
KLAC,2025-09-05,daily,905.0900,421,878.4406,-2.0976,884.4917,-1.8657,876.1450,-0.8542,3.3037,890.0029,-1.3564,1.6952,902.0921,-0.0393,0.3323,758.0751,1.0645,19.3932,749.6365,0.4380,20.7372,753.1533,0.5318,20.1734,59.8199,0.8729,-6.8815,-6.4521,-0.4294,25.3648,2.8025,902.0921,0.1182,0.1186,0.4500,2.8944,3.7947,3.9999,7.2509,3.7947,1.8225,2.4564,2.1142,-0.6093,16.9208,30.0480,22.6430,-6.7588,4.0206,26.5844,22.6430,944975.0000,0.3705,35047100,41850.0000,953.3352,535.8386,False,False,-5.0607,68.9109,88.4442,0.8698,86.9800,0.9119,0.0419,0.0462,0.0462,Strong Body,True,27.9200,25.4600,0.0881,0.9119,0.4452,44.5200,117194898361.0000,USD,Electronic technology,Semiconductors,NASDAQ,Buy,2025-10-22,2025-07-31,"S&P 500, NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, S&P 500 Information Technology, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG",True,True,False,True,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-12T11:50:13.663599
META,2025-09-05,daily,752.4500,421,747.8516,-1.2952,749.0274,-0.7525,747.2640,-1.5788,0.6940,757.5460,-1.1170,-0.6727,738.5154,0.8577,1.8868,650.2289,0.8046,15.7208,633.2988,0.9119,18.8144,592.4660,0.6470,27.0031,34.8100,0.8772,1.2509,4.2413,-2.9905,16.3220,2.1692,738.5154,0.8537,0.8698,0.2600,-0.0226,1.8614,-0.3100,2.0894,1.8614,0.6784,-1.9443,-2.5311,4.7470,12.9233,14.5021,47.2533,-4.5125,8.4837,24.4882,47.2533,9868045.0000,0.1571,389292000,-449315.0000,790.0000,342.5905,False,False,-4.7532,119.6354,91.6072,0.0077,0.7700,0.0132,0.4125,0.5743,0.4125,Doji,False,12.9200,0.1700,0.9868,0.0132,0.2079,20.7900,1894270786280.0000,USD,Technology services,Internet software/Services,NASDAQ,Strong buy,2025-10-22,2025-07-30,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-12T11:50:13.663599
ASML,2025-09-05,daily,781.7000,421,752.9835,-0.1233,747.7182,0.3335,754.6430,0.4442,3.5854,748.0420,2.5753,4.4995,750.2702,-0.7443,4.1891,723.2030,0.3808,8.0886,729.2622,-0.3783,7.1905,788.1141,-0.6321,-0.8139,61.9993,0.6906,5.1525,2.9127,2.2398,17.6597,2.2591,750.2702,1.7797,1.8543,0.2400,0.8801,5.2625,3.5515,6.0910,5.2625,1.5195,4.5683,13.1325,-0.4318,4.6102,12.3579,-2.9671,1.1964,-0.3048,7.3379,-2.9671,1326990.0000,0.5341,-1535900,138345.0000,1088.9740,593.6830,False,False,-28.2168,31.6696,37.9609,0.1972,19.7200,0.4045,0.0830,0.5125,0.5125,Moderate Body,True,16.8600,6.8200,0.5955,0.4045,0.5402,54.0200,293673549180.8260,USD,Electronic technology,Semiconductors,NASDAQ,Buy,2025-10-15,2025-07-16,"NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, NASDAQ-100 Technology Sector, NASDAQ Computer, NASDAQ CB Insights Metaverse US Index",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-12T11:50:13.663599
NFLX,2025-09-05,daily,1243.8199,421,1228.9911,1.8657,1221.9449,1.3356,1225.3600,0.6316,1.5065,1223.1045,3.1353,1.6937,1227.9226,-0.4470,1.2947,1062.4616,2.0621,17.0696,996.4900,2.1739,24.8201,894.8160,1.7332,39.0029,51.4789,0.8585,6.8232,3.1767,3.6465,27.5420,2.2143,1227.9226,0.5772,0.5847,0.3000,-1.2841,2.9439,3.2516,1.4386,2.9439,1.6608,-0.1020,5.5444,-3.5514,2.1249,29.1516,83.0008,0.9788,1.9625,30.9257,83.0008,2659955.0000,0.1604,174106700,336960.0000,1339.1300,468.5000,False,False,-7.1173,165.4899,89.0527,0.4305,43.0500,0.5762,0.2528,0.1709,0.2528,Moderate Body,False,28.0800,16.1801,0.4238,0.5762,0.6474,64.7400,520997910120.0000,USD,Technology services,Internet software/Services,NASDAQ,Buy,2025-10-15,2025-07-17,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-12T11:50:13.663599
COST,2025-09-05,daily,963.4800,421,954.4260,-0.6322,957.6220,-0.8052,948.7240,-2.9038,1.5553,964.9470,-0.4623,-0.1520,962.3460,-0.7599,0.1178,973.5831,0.1023,-1.0377,957.4014,0.2723,0.6349,917.3377,0.6651,5.0300,46.4124,0.4606,-3.9580,-3.4418,-0.5162,13.7252,1.4245,962.3460,0.0826,0.0827,0.0400,0.4975,2.1371,0.5154,1.4424,2.1371,1.4702,-1.6205,-0.5245,-2.7581,-8.5995,-5.4456,8.8093,-3.3348,-3.2069,5.3962,8.8093,2109015.0000,-0.3825,19476400,-317540.0000,1073.9708,638.5216,False,False,-10.2881,50.8923,74.6260,0.2910,29.1000,0.3578,0.4554,0.1868,0.1868,Weak Body,True,13.3300,4.7700,0.6422,0.3578,0.2569,25.6900,417462727620.0000,USD,Retail trade,Specialty stores,NASDAQ,Buy,2025-09-25,2025-05-29,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Staples, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",True,True,False,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-12T11:50:13.663599
ADBE,2025-09-05,daily,348.9700,421,350.8751,-0.9054,352.7776,-0.5541,353.4630,-0.7174,-1.2711,351.3695,0.3483,-0.6829,361.0804,-0.6434,-3.3539,408.8918,-0.8438,-14.6547,429.3116,-0.8913,-18.7141,454.0551,-0.3876,-23.1437,45.1976,0.0606,-2.9870,-2.9369,-0.0501,8.7763,2.5149,361.0804,-1.3799,-1.3336,0.4600,0.9138,-2.1671,-3.6234,0.1349,-2.1671,-2.0710,-2.3150,0.9693,-7.4178,-15.3992,-20.1789,-39.3359,1.8292,-15.4709,-12.6133,-39.3359,3506180.0000,0.2539,-142405800,327410.0000,634.7600,333.6500,False,False,-45.0233,4.5916,5.0878,0.3057,30.5700,0.3302,0.5956,0.0742,0.0742,Weak Body,True,9.5700,3.1600,0.6698,0.3302,0.2647,26.4700,150552827886.0000,USD,Technology services,Packaged software,NASDAQ,Buy,2025-09-10,2025-06-12,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, S&P 100, ISE CTA Cloud Computing, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2025-11-12T11:50:13.663599
