ticker,model_type,current_price,data_points,above_sma_10,above_sma_20,above_sma_50,sma_10_slope,sma_20_slope,sma_50_slope,trend_score,predicted_price_5d,predicted_return_5d,prediction_confidence,sma_20,upper_band,lower_band,band_position,rsi,oversold_signal,overbought_signal,reversion_score,predicted_direction,reversion_target,potential_return,volatility_daily,volatility_annualized,current_vol_20d,avg_vol_50d,volatility_percentile,volatility_regime,vol_clustering_signal,downside_volatility,var_95_1d,var_95_1w
GOOG,volatility,235.1699981689453,,,,,,,,,,,,,,,,,,,,,,,0.04101854012716919,0.6511491379164804,0.6539780112793236,0.618630824977878,50.57471264367817,normal,0.9890233923922048,0.38329538121837403,,
AMZN,simple_trend,232.3300018310547,88.0,True,True,True,1.6043997192382846,1.4624501037597668,0.6502200164794928,100.0,265.97729796906054,0.1448254460156784,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,
AMZN,mean_reversion,232.3300018310547,,,,,,,,,,,,215.34600143432618,243.78974974438796,186.9022531242644,0.798554188632033,68.75343029350323,False,False,0.0,neutral,215.34600143432618,-0.07310291509005751,,,,,,,,,,
AMZN,volatility,232.3300018310547,,,,,,,,,,,,,,,,,,,,,,,0.039267781853878296,0.6233567119349811,0.5710870491353737,0.6396348498967362,19.54022988505747,low,0.5317586589659363,0.4141997754487295,,
META,simple_trend,752.4500122070312,88.0,True,True,True,7.170076904296866,6.835538024902348,3.8454821166992135,100.0,780.0463060212111,0.03667525199878252,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,
META,mean_reversion,752.4500122070312,,,,,,,,,,,,692.3898254394531,822.909679873221,561.8699710056853,0.7300806533539906,68.3141110641198,False,False,0.0,neutral,692.3898254394531,-0.07981950401118865,,,,,,,,,,
META,volatility,752.4500122070312,,,,,,,,,,,,,,,,,,,,,,,0.05027201729105768,0.7980435339460658,0.6793388706833646,0.7500980274935296,28.735632183908045,normal,0.6479950441075691,0.43343694408355055,,
AVGO,simple_trend,334.8900146484375,88.0,True,True,True,5.65738586425781,5.279286651611329,2.2024740295410155,100.0,433.85876511298915,0.2955261313731541,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,
AVGO,mean_reversion,334.8900146484375,,,,,,,,,,,,263.1509101867676,340.41437356633026,185.88744680720492,0.9642498622489007,88.04060346803679,False,True,-11.959396531963208,down,263.1509101867676,-0.2142169109968255,,,,,,,,,,
AVGO,volatility,334.8900146484375,,,,,,,,,,,,,,,,,,,,,,,0.07695696089194742,1.221653881052498,0.7068391322825508,1.337073925874904,2.2988505747126435,low,0.7579096208609329,0.6242316567830957,,
TSLA,simple_trend,350.8399963378906,88.0,True,True,True,1.4445996093750069,2.5874501037597666,2.2987000427246103,100.0,443.73108286641144,0.2647676647421301,0.8,,,,,,,,,,,,,,,,,,,,,
TSLA,mean_reversion,350.8399963378906,,,,,,,,,,,,321.72850189208987,361.6658422209286,281.79116156325114,0.86446461139,51.09565892367641,False,False,0.0,neutral,321.72850189208987,-0.0829765555514479,,,,,,,,,,
TSLA,volatility,350.8399963378906,,,,,,,,,,,,,,,,,,,,,,,0.0850846821899563,1.3506774567335453,1.1935176549110316,1.4586832912983583,10.344827586206897,low,0.4733464238251267,0.6710018295505169,,
BRK-A,simple_trend,729687.0,1340.0,True,False,True,-1617.7399999999907,-2031.525,1868.6570000000006,-16.66666666666667,750586.0469008264,0.028641111738082762,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,
BRK-A,mean_reversion,729687.0,,,,,,,,,,,,739463.75,797227.2634405763,681700.2365594237,0.4153726165734556,39.5662813900079,False,False,0.0,neutral,739463.75,0.013398553078237674,,,,,,,,,,
BRK-A,volatility,729687.0,,,,,,,,,,,,,,,,,,,,,,,0.030269906112207506,0.48051986269305047,0.3040094803440157,0.4241644684094109,33.457804331590744,normal,0.9043170152168614,0.3231285369492089,-0.04174613546549032,-0.09334719669875118
BRK-B,simple_trend,499.7699890136719,88.0,True,True,True,-0.4241998291015648,-1.202699890136722,1.2933499450683599,0.0,538.2561729569579,0.07700779316349324,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,
BRK-B,mean_reversion,499.7699890136719,,,,,,,,,,,,494.18749847412107,533.2618320084042,455.11316493983793,0.5714342387267184,47.93697664857952,False,False,0.0,neutral,494.18749847412107,-0.01117011957954539,,,,,,,,,,
BRK-B,volatility,499.7699890136719,,,,,,,,,,,,,,,,,,,,,,,0.023748324806627242,0.3769929689563306,0.3249532661213693,0.38643176557808784,20.689655172413794,normal,0.9495626676090346,0.21899251104918235,,
JPM,simple_trend,294.3800048828125,88.0,True,True,True,2.4201037597656296,2.563084030151367,1.532957778930664,100.0,310.9959249040598,0.056443779284064376,1.0,,,,,,,,,,,,,,,,,,,,,
JPM,mean_reversion,294.3800048828125,,,,,,,,,,,,277.67805099487305,314.2375831581567,241.11851883158934,0.7284213295365011,69.19321594200323,False,False,0.0,neutral,277.67805099487305,-0.056736033734995694,,,,,,,,,,
JPM,volatility,294.3800048828125,,,,,,,,,,,,,,,,,,,,,,,0.035709023736379124,0.56686317820417,0.41498031611364855,0.5939500575764929,5.747126436781609,low,0.545953903898692,0.46473994925459533,,
WMT,simple_trend,100.51000213623048,1341.0,True,True,True,0.17067993164062614,0.39356037139892663,0.5421971168518063,100.0,97.54859058025608,-0.029463849298903964,1.0,,,,,,,,,,,,,,,,,,,,,
WMT,mean_reversion,100.51000213623048,,,,,,,,,,,,97.43804664611817,101.76865777883158,93.10743551340475,0.8546792122371344,55.35047171532256,False,False,0.0,neutral,97.43804664611817,-0.030563679482849992,,,,,,,,,,
WMT,volatility,100.51000213623048,,,,,,,,,,,,,,,,,,,,,,,0.031448882272605366,0.49923552902556967,0.4223576621627522,0.4504720913796063,57.38805970149253,normal,1.1447878332290975,0.3575415342651219,-0.047458881290308896,-0.10612128470122363
LLY,simple_trend,727.2100219726562,1341.0,False,False,False,-5.9156347656250095,-4.682098388671875,-2.431314575195313,-50.0,890.6763516652106,0.224785584292595,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,
LLY,mean_reversion,727.2100219726562,,,,,,,,,,,,750.719204711914,842.6882175427162,658.7501918811118,0.3721896537994366,45.889690892923625,False,False,0.0,neutral,750.719204711914,0.03232791357232112,,,,,,,,,,
LLY,volatility,727.2100219726562,,,,,,,,,,,,,,,,,,,,,,,0.03765927186080779,0.5978224073968204,1.0760258628974722,0.548977426938658,95.3731343283582,high,1.6594268577090898,0.43041057842047414,-0.053799996878009966,-0.12030045020850676
V,simple_trend,343.2200012207031,912.0,False,False,True,-0.9445611572265648,0.4480317687988304,1.5968017578125,66.66666666666666,351.5755286479559,0.024344523621978063,0.2,,,,,,,,,,,,,,,,,,,,,
V,mean_reversion,343.2200012207031,,,,,,,,,,,,349.75691680908204,368.89815903421106,330.615674583953,0.3292452623634552,41.20476942429946,False,False,0.0,neutral,349.75691680908204,0.019045846877016492,,,,,,,,,,
V,volatility,343.2200012207031,,,,,,,,,,,,,,,,,,,,,,,0.035008714700478526,0.5557461169048636,0.4635254540496391,0.5129475753053594,51.70142700329309,normal,0.6733194337295196,0.39517608607075405,-0.04875119652855231,-0.10901098942229474
ORCL,simple_trend,232.8000030517578,1341.0,False,True,True,2.59898712158203,4.665213241577149,1.4369443130493167,83.33333333333333,225.03826737189314,-0.03334078856579327,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,
ORCL,mean_reversion,232.8000030517578,,,,,,,,,,,,210.2990692138672,283.66782283075014,136.93031559698426,0.6533413934996499,70.73980400385823,False,False,0.0,neutral,210.2990692138672,-0.09665349460020423,,,,,,,,,,
ORCL,volatility,232.8000030517578,,,,,,,,,,,,,,,,,,,,,,,0.04794956914073833,0.761175812514544,1.0906521616486666,0.6604886322775655,87.76119402985074,high,0.8929489663419269,0.5439331003328987,-0.0656581961814636,-0.14681618994176973
MA,simple_trend,584.219970703125,1007.0,True,True,True,2.345236816406259,1.9097312927246093,2.237013305664064,100.0,628.9848474638901,0.07662332512681723,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,
MA,mean_reversion,584.219970703125,,,,,,,,,,,,567.7485382080079,605.5991498592887,529.897926556727,0.7175847598827345,49.851150612248425,False,False,0.0,neutral,567.7485382080079,-0.028193888126236577,,,,,,,,,,
MA,volatility,584.219970703125,,,,,,,,,,,,,,,,,,,,,,,0.04219161864180616,0.6697711820249752,0.4826051170848233,0.615629469946168,42.84294234592445,normal,0.6125734015830938,0.4719275417830439,-0.05889775283949575,-0.13169937907109375
NFLX,simple_trend,1243.8199462890625,88.0,True,True,True,-2.1614013671875,13.525950012207044,11.019729980468753,100.0,1428.3931659671011,0.14839223332019486,1.0,,,,,,,,,,,,,,,,,,,,,
NFLX,mean_reversion,1243.8199462890625,,,,,,,,,,,,1209.4234985351563,1311.0506253409633,1107.7963717293494,0.6692286736573406,53.711930560539955,False,False,0.0,neutral,1209.4234985351563,-0.02765388017496262,,,,,,,,,,
NFLX,volatility,1243.8199462890625,,,,,,,,,,,,,,,,,,,,,,,0.04637022822830412,0.7361045527763995,0.6733996953554524,0.7103276322158257,37.93103448275862,normal,0.6466489935395742,0.3997303749534599,,
XOM,simple_trend,109.2300033569336,1341.0,False,True,True,0.14047210693359488,0.10249542236328182,-0.04107897186279317,83.33333333333333,114.87599785554872,0.05168904444839719,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,
XOM,mean_reversion,109.2300033569336,,,,,,,,,,,,108.32068367004395,116.54743759934168,100.09392974074622,0.5552660073890936,55.979949335535494,False,False,0.0,neutral,108.32068367004395,-0.00832481606649993,,,,,,,,,,
XOM,volatility,109.2300033569336,,,,,,,,,,,,,,,,,,,,,,,0.03348100006735467,0.5314943989437436,0.561477566038972,0.5008423689795548,72.38805970149254,normal,1.2833422712942972,0.3863846636136608,-0.051327597155650426,-0.11477199636175921
JNJ,simple_trend,178.42999267578125,1341.0,True,True,True,2.3759536743164062,0.6615322875976574,0.23027667236328142,100.0,190.64277062635406,0.06844576837910997,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,
JNJ,mean_reversion,178.42999267578125,,,,,,,,,,,,161.4740753173828,183.34250232556442,139.6056483092012,0.8876803153709852,77.14770237152763,False,True,-22.85229762847237,down,161.4740753173828,-0.09502840360033205,,,,,,,,,,
JNJ,volatility,178.42999267578125,,,,,,,,,,,,,,,,,,,,,,,0.025495194891092754,0.4047236718537355,0.3218576306715348,0.37617909356592416,41.268656716417915,normal,0.6053917976080565,0.2825009500336207,-0.035154356386589966,-0.07860753058566905
COST,simple_trend,963.47998046875,88.0,True,False,True,-3.709356689453125,-0.5144097900390647,2.725823303222654,-16.66666666666667,980.3339181789598,0.01749277416434753,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,
COST,mean_reversion,963.47998046875,,,,,,,,,,,,981.5098114013672,1037.4692469536676,925.5503758490668,0.33890267338591834,33.09583972169763,False,False,0.0,neutral,981.5098114013672,0.01871323877829334,,,,,,,,,,
COST,volatility,963.47998046875,,,,,,,,,,,,,,,,,,,,,,,0.028145269221733913,0.44679229766201023,0.3138709963050367,0.4816868556500504,1.1494252873563218,low,0.7448509388254662,0.2636510746539938,,
HD,simple_trend,416.5866088867188,1341.0,True,True,True,4.604812622070324,1.492773895263673,0.5744830017089839,100.0,468.1099524923847,0.12367978832386452,0.5333333333333333,,,,,,,,,,,,,,,,,,,,,
HD,mean_reversion,416.5866088867188,,,,,,,,,,,,377.18675231933594,417.8464833863553,336.52702125231656,0.9845070974822748,70.29237972394186,False,True,-29.707620276058137,down,377.18675231933594,-0.09457782781994506,,,,,,,,,,
HD,volatility,416.5866088867188,,,,,,,,,,,,,,,,,,,,,,,0.04239107740458645,0.6729374917237508,0.4531123672433468,0.6111933344085527,40.52238805970149,normal,0.7241242935200132,0.4964099940487675,-0.06219044754853319,-0.13906206826965536
PLTR,simple_trend,153.11000061035156,88.0,False,True,True,3.355000305175781,3.330050163269044,2.302500038146973,83.33333333333333,163.03825432568277,0.06484392708349307,1.0,,,,,,,,,,,,,,,,,,,,,
PLTR,mean_reversion,153.11000061035156,,,,,,,,,,,,142.39350204467775,181.48995236882018,103.2970517205353,0.6370520658119221,58.92244824387309,False,False,0.0,neutral,142.39350204467775,-0.06999215285059102,,,,,,,,,,
PLTR,volatility,153.11000061035156,,,,,,,,,,,,,,,,,,,,,,,0.10429167116410135,1.6555789542932298,1.349958984601568,1.6873053023555142,26.436781609195403,normal,1.1238159560505219,0.7516527189595092,,
BAC,simple_trend,49.49470138549805,1341.0,True,True,True,0.33534980773925727,0.4005892181396483,0.14786213302612303,100.0,56.51970465724642,0.1419344510644265,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,
BAC,mean_reversion,49.49470138549805,,,,,,,,,,,,46.26258563995361,51.93594669665628,40.589224583250946,0.7848501719916029,62.946660648478954,False,False,0.0,neutral,46.26258563995361,-0.06530225771786236,,,,,,,,,,
BAC,volatility,49.49470138549805,,,,,,,,,,,,,,,,,,,,,,,0.06000255122300437,0.9525109713929045,0.5137872483371583,0.7652770653776272,34.179104477611936,normal,0.7501165393909913,0.6737062478037321,-0.07491396060149955,-0.16751270836869403
ABBV,simple_trend,212.55999755859372,663.0,True,True,True,2.3694775390624954,0.2243499755859375,0.40184875488281335,100.0,235.6884170907802,0.1088089000650791,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,
ABBV,mean_reversion,212.55999755859372,,,,,,,,,,,,193.40079803466796,214.58747279262613,172.21412327670978,0.9521521131278318,73.90852715212853,False,True,-26.091472847871472,down,193.40079803466796,-0.09013548995099319,,,,,,,,,,
ABBV,volatility,212.55999755859372,,,,,,,,,,,,,,,,,,,,,,,0.037681914891594726,0.5981818543671664,0.36673756016337966,0.585297889186253,9.969788519637463,low,0.4774454634586246,0.4098812444091884,-0.05388823281565199,-0.12049775176313275
PG,simple_trend,160.02000427246094,1341.0,True,True,False,-0.22957214355468522,-0.5179396057128912,-0.11713903808593784,-16.66666666666667,168.38634236524825,0.05228307629927445,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,
PG,mean_reversion,160.02000427246094,,,,,,,,,,,,158.4943878173828,166.7002113557796,150.288564278986,0.5929593750060217,46.08623675895135,False,False,0.0,neutral,158.4943878173828,-0.009533910850799132,,,,,,,,,,
PG,volatility,160.02000427246094,,,,,,,,,,,,,,,,,,,,,,,0.02818829744401686,0.4474753495151175,0.35872526610216254,0.3797333518180337,61.19402985074627,normal,0.7225109912995628,0.3973994376611674,-0.038748456174169076,-0.08664418202861349
CVX,simple_trend,153.66000366210938,1341.0,False,True,True,1.3261605834960903,0.31875320434570253,0.06335705566406347,83.33333333333333,155.31178094745079,0.010749559065308736,0.6,,,,,,,,,,,,,,,,,,,,,
CVX,mean_reversion,153.66000366210938,,,,,,,,,,,,147.109854888916,164.63307971863082,129.58663005920118,0.6868990678612428,63.03906292919023,False,False,0.0,neutral,147.109854888916,-0.04262754534092561,,,,,,,,,,
CVX,volatility,153.66000366210938,,,,,,,,,,,,,,,,,,,,,,,0.03567491983601451,0.5663217955695573,0.44813490214754753,0.5308588738105159,43.134328358208954,normal,0.8910439674632178,0.43672618153124826,-0.05573693780298725,-0.12463158178515729
KO,simple_trend,67.95999908447266,1341.0,False,False,True,-0.11789794921875227,-0.036594390869140625,0.10476705551147489,-33.05861790975134,64.38271585353107,-0.05263807061702729,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,
KO,mean_reversion,67.95999908447266,,,,,,,,,,,,70.07385864257813,72.13521308164935,68.01250420350691,-0.012735587349526352,37.21330480661658,False,False,0.0,neutral,70.07385864257813,0.03110446713629278,,,,,,,,,,
KO,volatility,67.95999908447266,,,,,,,,,,,,,,,,,,,,,,,0.027718518643856493,0.4400178422565097,0.2165109189305889,0.4023922874475088,4.776119402985075,low,0.4016596782440745,0.3542882269476439,-0.04091430692469159,-0.09148717153590077
ASML,simple_trend,781.7000122070312,88.0,True,True,True,-1.1916015625,2.7383093261718727,-3.6076668090820307,0.0,947.4609239690436,0.2120518218926558,0.8,,,,,,,,,,,,,,,,,,,,,
ASML,mean_reversion,781.7000122070312,,,,,,,,,,,,741.4782562255859,813.3753463247845,669.5811661263874,0.7797175513358758,57.3527963445625,False,False,0.0,neutral,741.4782562255859,-0.05145420922776278,,,,,,,,,,
ASML,volatility,781.7000122070312,,,,,,,,,,,,,,,,,,,,,,,0.0527285738862867,0.837040160941255,0.5731466592269506,0.8593146259184526,6.896551724137931,low,0.5546951271943615,0.7173888800800757,,
GE,simple_trend,279.2300109863281,1341.0,True,True,True,2.65636047363281,3.8606101989746096,1.7479899291992183,100.0,299.169281761696,0.07140805067813492,1.0,,,,,,,,,,,,,,,,,,,,,
GE,mean_reversion,279.2300109863281,,,,,,,,,,,,253.0493606567383,294.85728758942093,211.2414337240556,0.813106296465558,62.15720140152782,False,False,0.0,neutral,253.0493606567383,-0.0937601593650752,,,,,,,,,,
GE,volatility,279.2300109863281,,,,,,,,,,,,,,,,,,,,,,,0.04520613819393773,0.7176251963686668,0.5661112730807871,0.6428148119419725,47.08955223880597,normal,0.5786780359708814,0.5010407781988424,-0.06642443396143594,-0.1485295497047164
TMUS,simple_trend,252.75999450683597,88.0,True,True,True,1.6697125244140636,-0.8614962768554705,1.1951673278808586,100.0,274.6158259276196,0.0864687129916539,0.2,,,,,,,,,,,,,,,,,,,,,
TMUS,mean_reversion,252.75999450683597,,,,,,,,,,,,240.51905212402343,259.35521040735404,221.6828938406928,0.8249320322829677,55.35273880363652,False,False,0.0,neutral,240.51905212402343,-0.048429113185795236,,,,,,,,,,
TMUS,volatility,252.75999450683597,,,,,,,,,,,,,,,,,,,,,,,0.03406102406391572,0.5407019944398456,0.7292469357493643,0.5529463605130136,59.77011494252874,normal,0.7073092804857617,0.37372591039697517,,
UNH,simple_trend,315.3900146484375,1341.0,True,True,False,0.3323236083984398,-10.037973785400391,-4.588046722412111,-16.66666666666667,401.8800934064861,0.27423214033728477,0.0,,,,,,,,,,,,,,,,,,,,,
UNH,mean_reversion,315.3900146484375,,,,,,,,,,,,304.5576400756836,374.1203025279829,234.99497762338427,0.5778605518454811,53.97724631282901,False,False,0.0,neutral,304.5576400756836,-0.034345965533590705,,,,,,,,,,
UNH,volatility,315.3900146484375,,,,,,,,,,,,,,,,,,,,,,,0.04466989349088395,0.709112575611731,1.3530354398181164,0.6219634578986498,92.83582089552239,high,2.6963839668435408,0.5283260101054802,-0.058518876785795045,-0.13085218645997213
CSCO,simple_trend,66.9000015258789,88.0,False,True,True,0.30203193664550554,0.41369819641113353,0.3802014427185057,83.33333333333333,68.03393227313276,0.016949637091042784,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,
CSCO,mean_reversion,66.9000015258789,,,,,,,,,,,,65.4492639541626,73.26398441375092,57.63454349457429,0.5928208231643342,57.33422048958506,False,False,0.0,neutral,65.4492639541626,-0.021685165001903872,,,,,,,,,,
CSCO,volatility,66.9000015258789,,,,,,,,,,,,,,,,,,,,,,,0.03038684002098612,0.482376130947804,0.5659780047887728,0.4695187241136258,57.47126436781609,normal,1.8668397823718974,0.3367544937448013,,
AMD,simple_trend,151.13999938964844,88.0,False,True,True,4.333399505615233,3.0494499588012687,-0.3549599914550782,83.33333333333333,134.6659740093904,-0.10899844810629483,0.8666666666666667,,,,,,,,,,,,,,,,,,,,,
AMD,mean_reversion,151.13999938964844,,,,,,,,,,,,137.6095001220703,192.51151338754596,82.70748685659464,0.6232240719675629,69.24102797564086,False,False,0.0,neutral,137.6095001220703,-0.08952295436164226,,,,,,,,,,
AMD,volatility,151.13999938964844,,,,,,,,,,,,,,,,,,,,,,,0.06768357738229562,1.074443481580502,0.9750285999928341,1.046625820915572,22.988505747126435,normal,0.6143853879841311,0.58411396677773,,
PM,simple_trend,161.5500030517578,912.0,False,False,True,-1.3472540283203158,0.9014962768554711,1.343360496520996,66.66666666666666,162.60853451143595,0.006552345649532385,0.2,,,,,,,,,,,,,,,,,,,,,
PM,mean_reversion,161.5500030517578,,,,,,,,,,,,172.7685287475586,187.11131624450067,158.42574125061654,0.10891403786772191,34.431361426996034,False,False,0.0,neutral,172.7685287475586,0.06944305468200196,,,,,,,,,,
PM,volatility,161.5500030517578,,,,,,,,,,,,,,,,,,,,,,,0.0330365900366108,0.5244396084147985,0.5184319427730926,0.4940558945104183,66.52030735455543,normal,1.349236687436817,0.42124090364170913,-0.04313045415265182,-0.09644262738576756
AZN,simple_trend,81.69999694824219,88.0,True,True,True,0.7467564392089855,0.12621669769287108,-0.10972375488281258,100.0,95.92662834542924,0.17413258174537957,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,
AZN,mean_reversion,81.69999694824219,,,,,,,,,,,,72.6069435119629,81.50662417085971,63.70726285306608,1.0108640289912632,67.46964548934801,False,False,0.0,neutral,72.6069435119629,-0.11129808783273076,,,,,,,,,,
AZN,volatility,81.69999694824219,,,,,,,,,,,,,,,,,,,,,,,0.03204215264771811,0.5086534042621916,0.5693789530456446,0.5085987288668793,66.66666666666666,normal,1.1701926514855616,0.38079759339951047,,
C,simple_trend,95.4000015258789,1341.0,True,True,True,1.4794769287109375,1.2633653831481921,0.5088694190979005,100.0,104.91033117912951,0.09968898848152294,0.9333333333333333,,,,,,,,,,,,,,,,,,,,,
C,mean_reversion,95.4000015258789,,,,,,,,,,,,85.07316932678222,104.63819564970322,65.50814300386122,0.7639105112523794,74.41734309803597,False,False,0.0,neutral,85.07316932678222,-0.1082477152402912,,,,,,,,,,
C,volatility,95.4000015258789,,,,,,,,,,,,,,,,,,,,,,,0.06950717500053895,1.1033921963164313,0.5509177146876232,0.8339463397145027,39.626865671641795,normal,0.323966390014959,0.7744305383934624,-0.07794435079428193,-0.17428886683810413
PDD,simple_trend,124.68000030517578,88.0,True,True,True,2.0236000061035155,0.020449981689452557,-0.42415998840332064,100.0,149.594687916088,0.19982906280020227,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,
PDD,mean_reversion,124.68000030517578,,,,,,,,,,,,110.8349998474121,128.46577186760237,93.20422782722184,0.8926373854164971,72.7654763149639,False,True,-27.234523685036095,down,110.8349998474121,-0.11104427673945827,,,,,,,,,,
PDD,volatility,124.68000030517578,,,,,,,,,,,,,,,,,,,,,,,0.08389458718935017,1.331785284284675,1.0486466617970451,1.4890966940758217,13.793103448275861,low,0.603867296170765,0.9684727525077368,,
QCOM,simple_trend,158.93551635742188,88.0,True,True,True,0.4982824707031227,0.25151332855224384,-0.6086625518798826,100.0,177.102847638214,0.11430630294072566,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,
QCOM,mean_reversion,158.93551635742188,,,,,,,,,,,,152.3780204772949,165.51916018456072,139.2368807700291,0.7495025555698677,62.23556796710966,False,False,0.0,neutral,152.3780204772949,-0.041258845287796775,,,,,,,,,,
QCOM,volatility,158.93551635742188,,,,,,,,,,,,,,,,,,,,,,,0.04657463658487823,0.7393494348407906,0.6569163115106619,0.7307097057692165,19.54022988505747,low,0.6567280563502798,0.5658366311842249,,
GEV,simple_trend,582.0800170898438,76.0,False,True,True,12.622661132812482,14.104966430664064,6.8752320098876964,83.33333333333333,532.4716533880979,-0.08522602089961245,1.0,,,,,,,,,,,,,,,,,,,,,
GEV,mean_reversion,582.0800170898438,,,,,,,,,,,,525.2780166625977,705.1539711232663,345.4020622019291,0.657892144610319,68.95842523456051,False,False,0.0,neutral,525.2780166625977,-0.0975845223329127,,,,,,,,,,
GEV,volatility,582.0800170898438,,,,,,,,,,,,,,,,,,,,,,,0.06645252414946859,1.0549011173520473,0.8363958598041192,1.0915577626272968,4.0,low,0.3904708781690795,0.6371214052055489,,
ISRG,simple_trend,466.8599853515625,88.0,False,False,False,-5.960201416015627,-1.2732502746581986,1.3523999023437483,-50.0,438.83447129500786,-0.060029805371840515,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,
ISRG,mean_reversion,466.8599853515625,,,,,,,,,,,,513.4559967041016,575.3635342077937,451.5484592004096,0.12366447421882809,28.485848485611925,True,False,71.51415151438808,up,513.4559967041016,0.0998072501704137,,,,,,,,,,
ISRG,volatility,466.8599853515625,,,,,,,,,,,,,,,,,,,,,,,0.03651305451732554,0.5796267711611215,0.6023457148036953,0.5496290469652992,50.57471264367817,normal,0.5527002895142216,0.37863679236223885,,
