Date,Open,,Date,High,,Date,Low,,Date,Close,,Date,Volume
Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),534.72,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),539.51,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),513.09,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),519.73,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),126996519
Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),519.79,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),540.41,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),519.42,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),526.49,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),122195374
Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),526.23,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),526.23,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),499.65,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),503.88,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),86828346
Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),504.05,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),520.41,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),495.95,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),512.68,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),119816586
Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),512.95,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),524.9,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),511.01,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),521.89,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),93900878
Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),523.84,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),560.45,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),513.59,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),519.57,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),195531138
Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),519.17,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),529.66,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),510.2,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),521.48,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),125536763
Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),521.06,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),538.52,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),514.31,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),535.49,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),90121196
Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),533.63,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),543.96,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),528.3,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),539.91,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),120366402
Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),539.91,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),554.23,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),530.13,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),548.53,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),121928392
Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),548.53,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),569.41,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),546.73,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),550.97,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),169045153
Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),550.94,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),555.49,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),536.47,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),544.88,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),109012359
