Date,Open,,Date,High,,Date,Low,,Date,Close,,Date,Volume
Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),4087.52,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),4131.49,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),3970.49,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),4020.98,,Fri Jan 05 2024 11:00:00 GMT-0500 (Eastern Standard Time),117948727
Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),4019.99,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),4068.38,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),3982.71,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),3999.47,,Fri Jan 12 2024 11:00:00 GMT-0500 (Eastern Standard Time),114986558
Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),3992.01,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),4006.02,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),3889.24,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),3969.4,,Fri Jan 19 2024 11:00:00 GMT-0500 (Eastern Standard Time),91133720
Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),3970.77,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),4174.76,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),3970.77,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),4132.75,,Fri Jan 26 2024 11:00:00 GMT-0500 (Eastern Standard Time),108352636
Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),4130.91,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),4261.53,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),4117.67,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),4237.09,,Fri Feb 02 2024 11:00:00 GMT-0500 (Eastern Standard Time),122331992
Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),4232.55,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),4332.64,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),4195.76,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),4242.77,,Fri Feb 09 2024 11:00:00 GMT-0500 (Eastern Standard Time),147561169
Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),4252.47,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),4318.31,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),4177.19,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),4237.06,,Fri Feb 16 2024 11:00:00 GMT-0500 (Eastern Standard Time),151743743
Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),4200.25,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),4289.75,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),4157.92,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),4280.65,,Fri Feb 23 2024 11:00:00 GMT-0500 (Eastern Standard Time),85732921
Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),4278.3,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),4390.51,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),4257.39,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),4384.86,,Fri Mar 01 2024 11:00:00 GMT-0500 (Eastern Standard Time),121125367
Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),4387.48,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),4467.46,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),4351.75,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),4417.42,,Fri Mar 08 2024 11:00:00 GMT-0500 (Eastern Standard Time),152436192
Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4419.57,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4521.05,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4352.12,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4515.19,,Fri Mar 15 2024 12:00:00 GMT-0400 (Eastern Daylight Time),156282652
Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4526.86,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4737.88,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4525,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4684.14,,Fri Mar 22 2024 12:00:00 GMT-0400 (Eastern Daylight Time),134344042
Thu Mar 28 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4682.14,,Thu Mar 28 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4788.13,,Thu Mar 28 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4656.17,,Thu Mar 28 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4780.57,,Thu Mar 28 2024 12:00:00 GMT-0400 (Eastern Daylight Time),67015044
Fri Apr 05 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4781.1,,Fri Apr 05 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4870.74,,Fri Apr 05 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4708.99,,Fri Apr 05 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4855.92,,Fri Apr 05 2024 12:00:00 GMT-0400 (Eastern Daylight Time),90420723
Fri Apr 12 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4856.96,,Fri Apr 12 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4880.08,,Fri Apr 12 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4684.26,,Fri Apr 12 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4703.22,,Fri Apr 12 2024 12:00:00 GMT-0400 (Eastern Daylight Time),93609650
Fri Apr 19 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4718.29,,Fri Apr 19 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4798.21,,Fri Apr 19 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4562.68,,Fri Apr 19 2024 12:00:00 GMT-0400 (Eastern Daylight Time),4588.56,,Fri Apr 19 2024 12:00:00 GMT-0400 (Eastern Daylight Time),93435484
