ticker,timeframe,date,current_price,daily_sa_code,daily_sa_name,daily_sa_color_code,daily_atr_ratio_sma_50,daily_ma_alignment,daily_price_vs_ema_fast,daily_price_vs_sma_medium,daily_price_vs_sma_slow,daily_ema10,daily_ema10slope,daily_ema20,daily_ema20slope,daily_sma10,daily_sma10slope,daily_price2_sma10pct,daily_sma20,daily_sma20slope,daily_price2_sma20pct,daily_sma50,daily_sma50slope,daily_price2_sma50pct,daily_sma200,daily_sma200slope,daily_price2_sma200pct,daily_sma250,daily_sma250slope,daily_price2_sma250pct,daily_sma350,daily_sma350slope,daily_price2_sma350pct,daily_rsi_14,daily_price_position_52w,daily_macd,daily_macd_signal,daily_macd_histogram,market_cap,market_cap_currency,sector,industry,exchange,analyst rating,upcoming earnings date,recent earnings date,index,NASDAQComposite,SP500,SP500ConsumerDiscretionary,Russell3000,Russell1000,NASDAQIndustrials,NASDAQBank,NasdaqUSLargeCapGrowth,Russell2000,SPMidCap400,MiniRussell2000,SP500ESG,NASDAQ100,SP100,NASDAQUSBenchmarkFoodProducers,NasdaqUSSmallCapGrowth,NASDAQComputer,DowJonesIndustrialAverage,KBWNASDAQBank,SP500Financials,DowJonesCompositeAverage,SP500HealthCare,NASDAQBiotechnology,SP500Industrials,PHLXSemiconductorSector,SP500InformationTechnology,SP500CommunicationServices,NASDAQTelecommunications,NASDAQRealEstateandOtherFinancialServices,NASDAQ100TechnologySector,NASDAQCBInsightsMetaverseUSIndex,NasdaqUSMidCapGrowth,PHLXHousingSector,SP500Energy,NYSEArcaMajorMarket,SP500Materials,SP500ConsumerStaples,NASDAQInsurance,NASDAQTransportation,DowJonesTransportationAverage,ISECTACloudComputing,KBWNASDAQFinancialTechnologyIndex,NASDAQCleanEdgeGreenEnergy,SP500RealEstate,NASDAQGoldenDragonChina,SP500Utilities,PHLXUtilitiesSector,DowJonesUtilityAverage,PHLXGoldSilverSector,PHLXOilServiceSector,MainIndex,exchange_NASDAQ,exchange_NYSE,exchange_AMEX,rating_Neutral,rating_Buy,rating_Sell,rating_Strong_buy,rating_Strong_sell,filter_applied,universe_name,generation_source,generation_date
MSTR,daily,2026-02-10,133.0,4C,Bearish Extended,maroon,7.7939,Bearish,-3.2799,-12.3246,-17.6798,137.5102,-2.5753,145.9281,-2.1624,136.669,-3.3522,-2.6846,151.696,-1.6388,-12.3246,161.5642,-0.9282,-17.6798,300.2367,-1.0316,-55.7016,299.7145,-0.8011,-55.6244,299.7776,-0.0142,-55.6338,36.3685,0.0745,-10.6217,-9.1114,-1.5103,99629068727.0,USD,Technology services,Internet software/Services,NASDAQ,Buy,2025-11-04,2025-07-31,"NASDAQ 100, NASDAQ Composite, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
TMUS,daily,2026-02-10,199.43,2A,Bullish Trend,green_light,2.2957,Mixed,1.4463,4.0505,1.0986,196.5867,0.9401,195.1721,0.5565,196.354,1.4132,1.5666,191.6665,0.0626,4.0505,197.2628,-0.1549,1.0986,224.6344,-0.2879,-11.2202,231.5979,-0.1913,-13.8896,228.8771,0.0,-12.8659,71.8949,0.1814,0.687,-0.901,1.588,282705235628.0,USD,Communications,Wireless telecommunications,NASDAQ,Buy,2025-10-23,2025-07-23,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Telecommunications, S&P 500 ESG",True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
BIIB,daily,2026-02-10,188.99,2A,Bullish Trend,green_light,3.3579,Mixed,1.7361,6.3902,6.2374,185.765,1.9601,181.7261,1.235,184.154,1.7908,2.6261,177.6385,0.2602,6.3902,177.894,0.2824,6.2374,148.1185,0.3631,27.5938,145.2837,0.1949,30.0834,150.8511,-0.0203,25.2825,65.8593,0.8612,4.229,2.2284,2.0006,20045147403.0,USD,Health technology,Pharmaceuticals: major,NASDAQ,Buy,2025-10-22,2025-07-31,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Health Care, Russell 3000, Russell 1000, NASDAQ Biotechnology, S&P 500 ESG",True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
QCOM,daily,2026-02-10,140.09,4A,Bearish Trend,red_light,2.8858,Bearish,-3.3559,-7.8392,-15.5625,144.9546,-1.7721,151.4469,-1.4817,145.786,-1.52,-3.9071,152.006,-1.9001,-7.8392,165.9097,-0.4428,-15.5625,160.3075,0.0104,-12.6117,158.4012,-0.1124,-11.56,159.3588,-0.0655,-12.0915,24.7205,0.2618,-7.8701,-6.6712,-1.1989,171744428024.0,USD,Electronic technology,Semiconductors,NASDAQ,Buy,2025-11-05,2025-07-30,"S&P 500, NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, S&P 500 Information Technology, S&P 100, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
ADP,daily,2026-02-10,225.53,4A,Bearish Trend,red_light,2.2977,Bearish,-4.6938,-9.0054,-11.5264,236.6373,-2.4961,244.0015,-1.8289,237.829,-2.7046,-5.1714,247.85,-1.647,-9.0054,254.9122,-0.4106,-11.5264,284.4707,-0.2922,-20.7194,287.0592,-0.288,-21.4343,287.6079,-0.1189,-21.5842,11.6154,0.0,-8.0655,-5.3037,-2.7619,122910349375.0,USD,Technology services,Packaged software,NASDAQ,Neutral,2025-10-22,2025-07-30,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Industrials, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials",True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
CEG,daily,2026-02-10,271.14,4A,Bearish Trend,red_light,3.5327,Bearish,-0.177,-5.7014,-17.56,271.6208,-2.9566,286.6146,-3.2268,269.764,-2.8516,0.5101,287.5335,-3.919,-5.7014,328.8939,-1.7858,-17.56,324.8871,0.278,-16.5433,305.5193,-0.2079,-11.2527,292.6818,0.1917,-7.3601,36.1413,0.4324,-19.9754,-20.0492,0.0737,98901353882.0,USD,Utilities,Electric utilities,NASDAQ,Buy,2025-11-10,2025-08-07,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Utilities, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, PHLX Utilities Sector",True,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
GOOGL,daily,2026-02-10,318.58,4A,Bearish Trend,red_light,3.3114,Mixed,-3.1044,-3.9982,-0.9698,328.787,-1.4455,328.8047,-0.4555,332.571,-0.4922,-4.2069,331.848,0.0786,-3.9982,321.6998,0.3199,-0.9698,240.5234,0.8667,32.4528,225.2605,0.5544,41.4274,211.8916,0.4873,50.3504,40.0122,0.874,1.8467,4.4984,-2.6517,2509549439362.0,USD,Technology services,Internet software/Services,NASDAQ,Strong buy,2025-10-28,2025-07-23,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, ISE CTA Cloud Computing, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
GOOG,daily,2026-02-10,318.63,4A,Bearish Trend,red_light,3.2809,Mixed,-3.1817,-4.0922,-1.1595,329.1011,-1.5089,329.2173,-0.4909,332.987,-0.5088,-4.3116,332.2255,0.0594,-4.0922,322.3679,0.3192,-1.1595,241.3446,0.8561,32.0229,226.3247,0.5479,40.7845,213.0821,0.4851,49.5339,40.3408,0.8677,1.7318,4.4175,-2.6857,2509549439362.0,USD,Technology services,Internet software/Services,NASDAQ,Strong buy,2025-10-28,2025-07-23,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG",True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
PDD,daily,2026-02-10,105.43,1B,Mean Reversion,yellow,2.2171,Bearish,0.8654,0.2115,-5.1189,104.5255,-0.0485,106.1811,-0.2592,103.321,-0.2442,2.0412,105.2075,-0.8463,0.2115,111.118,-0.1983,-5.1189,116.3652,0.0298,-9.3973,115.9665,-0.0409,-9.0858,115.2274,0.021,-8.5027,48.406,0.3431,-2.5178,-2.9584,0.4406,172082571990.0,USD,Retail trade,Department stores,NASDAQ,Buy,2025-11-21,2025-08-25,"NASDAQ 100, NASDAQ Composite, NASDAQ-100 Technology Sector, NASDAQ Computer",True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
MAR,daily,2026-02-10,359.35,2A,Bullish Trend,green_light,2.7363,Bullish,8.6704,11.2472,14.421,330.6789,2.555,324.836,1.5134,325.966,1.6446,10.2416,323.0195,0.5725,11.2472,314.0594,0.7664,14.421,279.1952,0.5578,28.7092,272.9064,0.1552,31.6752,272.7113,0.3017,31.7694,76.6671,1.0,6.6029,3.9034,2.6996,72709988179.0,USD,Consumer services,Hotels/Resorts/Cruise lines,NASDAQ,Buy,2025-10-30,2025-08-05,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Discretionary, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",True,True,True,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
HON,daily,2026-02-10,243.34,2A,Bullish Trend,green_light,2.2089,Bullish,4.2905,8.1831,16.9598,233.3291,1.9746,225.8658,1.6535,232.063,1.7104,4.8595,224.9335,1.6509,8.1831,208.0544,0.9717,16.9598,204.5689,0.2753,18.9526,201.8337,0.1755,20.5646,201.9026,0.1445,20.5235,81.011,1.0,9.2218,7.8888,1.333,141302573596.0,USD,Electronic technology,Aerospace & defense,NASDAQ,Buy,2025-10-23,2025-07-24,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, S&P 500 Industrials, S&P 100, Russell 3000, Dow Jones Composite Average, Russell 1000, NASDAQ Industrials",True,True,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
NXPI,daily,2026-02-10,236.62,??,Undefined,gray,4.401,Mixed,3.1272,1.9918,3.6623,229.4448,-0.1843,229.9869,-0.2166,229.025,-0.4916,3.3162,231.999,-0.6382,1.9918,228.2603,0.7648,3.6623,217.051,0.2557,9.0159,213.3409,0.0718,10.9117,215.3231,0.0072,9.8907,51.917,0.9006,-0.0388,0.5087,-0.5475,59957894474.0,USD,Electronic technology,Semiconductors,NASDAQ,Buy,2025-10-27,2025-07-21,"S&P 500, NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, S&P 500 Information Technology, NASDAQ-100 Technology Sector, NASDAQ Computer",True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
AMAT,daily,2026-02-10,329.07,2B,Breakout Confirmation,lime,5.756,Bullish,2.3556,2.5,13.7019,321.4968,-0.4584,315.5255,0.387,323.122,-0.6968,1.8408,321.044,1.0547,2.5,289.4146,1.6646,13.7019,213.9963,0.8827,53.7737,201.4791,0.5445,63.3271,195.5435,0.3769,68.2848,51.5294,0.943,9.9201,12.0455,-2.1253,131055646069.0,USD,Producer manufacturing,Industrial machinery,NASDAQ,Buy,2025-11-13,2025-08-14,"S&P 500, NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, S&P 500 Information Technology, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
CDW,daily,2026-02-10,142.85,2A,Bullish Trend,green_light,2.9131,Mixed,4.6479,8.6994,4.2946,136.5053,1.8996,134.2712,0.9763,133.706,1.4406,6.8389,131.4175,0.4436,8.6994,136.9678,0.0129,4.2946,158.7294,-0.0525,-10.0041,160.1296,-0.2106,-10.791,169.6876,-0.215,-15.8159,75.6139,0.2676,1.3373,-1.1205,2.4579,21450711933.0,USD,Technology services,Information technology services,NASDAQ,Buy,2025-10-29,2025-08-06,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Information Technology, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
ISRG,daily,2026-02-10,495.15,4A,Bearish Trend,red_light,2.4255,Bearish,-0.3451,-3.668,-9.5198,496.8648,-3.0079,512.1802,-3.2465,494.037,-3.9278,0.2253,514.0035,-4.9824,-3.668,547.2466,-1.6179,-9.5198,516.3854,0.0051,-4.1123,517.0906,-0.415,-4.2431,521.2235,-0.0106,-5.0024,32.1803,0.3665,-18.9206,-17.3756,-1.545,170011069085.0,USD,Health technology,Medical specialties,NASDAQ,Buy,2025-10-16,2025-07-22,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Health Care, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000",True,True,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
AEP,daily,2026-02-10,121.23,2A,Bullish Trend,green_light,1.8845,Bullish,1.5386,2.4496,4.1177,119.393,0.2731,118.4052,0.2182,119.2361,0.2865,1.6722,118.3313,0.2632,2.4496,116.4355,-0.0135,4.1177,110.8452,0.078,9.3688,109.1908,0.0899,11.0258,104.7578,0.0588,15.7241,62.525,0.9067,1.1192,0.8379,0.2813,60233929959.0,USD,Utilities,Electric utilities,NASDAQ,Neutral,2025-10-23,2025-07-30,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Utilities, Russell 3000, Dow Jones Utility Average, Dow Jones Composite Average, Russell 1000, NASDAQ Industrials, PHLX Utilities Sector",True,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
APP,daily,2026-02-10,472.92,1A,Upward Pivot,gray_light,6.5835,Bearish,1.9454,-8.328,-22.6161,463.8954,-11.4051,505.9696,-10.4263,463.209,-11.1064,2.0965,515.883,-10.7047,-8.328,611.1345,-2.5628,-22.6161,502.1793,0.8783,-5.8265,463.3068,0.1747,2.0749,407.6981,0.884,15.9976,41.9796,0.4931,-52.396,-48.074,-4.322,158750832316.0,USD,Technology services,Packaged software,NASDAQ,Buy,2025-11-05,2025-08-06,"NASDAQ 100, NASDAQ Composite, ISE CTA Cloud Computing, Nasdaq US Large Cap Growth, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer",True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
AAPL,daily,2026-02-10,273.68,2A,Bullish Trend,green_light,2.3317,Mixed,1.3954,4.7118,1.9912,269.9136,1.8755,266.3381,1.1874,269.0505,2.43,1.7207,261.3651,0.7791,4.7118,268.337,0.0446,1.9912,238.9311,0.3786,14.5435,234.8986,0.1833,16.5098,234.4174,0.1618,16.749,81.9364,0.8927,2.9422,0.3092,2.6329,3403049714052.0,USD,Electronic technology,Telecommunications equipment,NASDAQ,Buy,2025-10-23,2025-07-31,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, S&P 500 Information Technology, S&P 100, Nasdaq US Large Cap Growth, Russell 3000, Dow Jones Composite Average, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG, NASDAQ CB Insights Metaverse US Index",True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
AMZN,daily,2026-02-10,206.96,4A,Bearish Trend,red_light,3.5472,Mixed,-7.3641,-11.2285,-10.9614,223.4123,-3.3067,229.3152,-1.8531,228.73,-2.1246,-9.5178,233.138,-1.4095,-11.2285,232.4384,-0.165,-10.9614,223.4301,0.2014,-7.3715,218.2132,-0.0707,-5.157,215.9151,0.0868,-4.1475,29.6711,0.4573,-5.326,-1.2099,-4.1161,2439172120138.0,USD,Retail trade,Internet retail,NASDAQ,Strong buy,2025-10-23,2025-07-31,"S&P 500, NASDAQ 100, Dow Jones Industrial Average, NASDAQ Composite, S&P 500 Consumer Discretionary, S&P 100, ISE CTA Cloud Computing, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, NASDAQ CB Insights Metaverse US Index",True,True,True,True,True,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
VRSK,daily,2026-02-10,169.47,4A,Bearish Trend,red_light,3.2737,Bearish,-11.3114,-18.4658,-21.3543,191.0842,-4.4027,201.7662,-2.9231,196.068,-3.7638,-13.5657,207.8515,-2.1242,-18.4658,215.4853,-0.8341,-21.3543,257.5328,-0.5428,-34.1948,264.2722,-0.4486,-35.8729,267.795,-0.2493,-36.7165,11.7409,0.0,-11.227,-6.3526,-4.8744,37486922138.0,USD,Technology services,Data processing services,NASDAQ,Buy,2025-11-04,2025-07-30,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Industrials, Nasdaq US Large Cap Growth, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG, KBW NASDAQ Financial Technology Index",True,True,False,True,True,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
ROST,daily,2026-02-10,192.33,2A,Bullish Trend,green_light,1.9969,Bullish,0.8837,1.2039,3.8231,190.6452,0.3482,189.3631,0.2696,189.849,0.2924,1.3068,190.042,0.0858,1.2039,185.2477,0.3808,3.8231,155.8937,0.2687,23.3725,151.2605,0.1951,27.1515,149.9059,0.1154,28.3005,50.021,0.97,1.9397,1.9323,0.0073,48514371739.0,USD,Retail trade,Apparel/Footwear retail,NASDAQ,Buy,2025-11-13,2025-08-21,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Discretionary, Russell 3000, Russell 1000, NASDAQ Industrials",True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
CMCSA,daily,2026-02-10,32.31,2A,Bullish Trend,green_light,3.16,Bullish,5.4073,9.5551,16.2099,30.6525,0.2937,29.7773,0.2128,30.339,0.2218,6.4966,29.492,0.1731,9.5551,27.8031,0.1312,16.2099,31.0305,-0.0095,4.1235,31.7378,-0.0088,1.803,33.6869,-0.0177,-4.0873,79.5848,0.6491,1.0171,0.7561,0.261,124353518810.0,USD,Consumer services,Cable/Satellite TV,NASDAQ,Buy,2025-10-23,2025-07-31,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Communication Services, S&P 100, Russell 3000, Russell 1000, NASDAQ Telecommunications",True,True,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
PCAR,daily,2026-02-10,127.07,2A,Bullish Trend,green_light,2.5228,Bullish,0.8982,2.7862,9.49,125.9389,0.5198,123.4432,0.5278,125.968,0.5228,0.8748,123.6255,0.5004,2.7862,116.0563,0.5256,9.49,101.2189,0.1966,25.5398,100.5282,0.0896,26.4024,101.7201,0.1031,24.9213,63.8344,0.9605,3.4825,3.5252,-0.0427,52641615204.0,USD,Producer manufacturing,Trucks/Construction/Farm machinery,NASDAQ,Neutral,2025-10-28,2025-07-22,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Industrials, Russell 3000, Russell 1000, NASDAQ Transportation, S&P 500 ESG",True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
MU,daily,2026-02-10,373.25,3C,Volatile Distribution,orange,8.9849,Bullish,-4.7717,-4.0297,16.7223,391.9529,-3.4094,381.3791,0.1407,405.692,-1.4388,-7.9967,388.9225,2.1277,-4.0297,319.7761,3.3068,16.7223,187.606,1.5582,98.9542,167.59,1.1557,122.7161,148.1457,0.8406,151.948,46.1646,0.827,19.9708,28.2372,-8.2664,130378076721.0,USD,Electronic technology,Semiconductors,NASDAQ,Buy,2025-09-25,2025-06-25,"S&P 500, NASDAQ 100, NASDAQ Composite, PHLX Semiconductor Sector, S&P 500 Information Technology, Russell 3000, NASDAQ-100 Technology Sector, Russell 1000, NASDAQ Computer, S&P 500 ESG",True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
PEP,daily,2026-02-10,166.97,2A,Bullish Trend,green_light,2.513,Bullish,3.2482,8.8877,12.4485,161.7172,2.0032,156.1302,1.4806,160.651,2.1454,3.9334,153.3415,1.4103,8.8877,148.4857,0.4508,12.4485,141.5703,0.1465,17.9414,142.1638,0.1065,17.449,145.7394,-0.0079,14.5675,80.185,0.9212,6.0761,4.047,2.0291,201254358765.0,USD,Consumer non-durables,Food: specialty/candy,NASDAQ,Neutral,2025-10-09,2025-07-17,"S&P 500, NASDAQ 100, NASDAQ Composite, S&P 500 Consumer Staples, S&P 100, Russell 3000, Russell 1000, NASDAQ Industrials, S&P 500 ESG",True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,all_tickers,ticker_universe_all,simple_universe_generator,2026-02-11T13:08:08.978285
