ticker,screen_type,signal_type,signal_date,current_price,signal_price,sma,volume,volume_highest,days_since_signal,price_change_pct,volume_change_pct,volume_surge,score,signal_day_change_abs,signal_day_change_pct,performance_since_signal
LULU,pvb,Sell,2025-09-05,167.8000030517578,167.8000030517578,212.97119964599608,36736100.0,15476700.0,0,-21.21000241784923,137.36390832671046,137.36390832671046,259.83112989314424,2.660003662109375,1.6107567348556704,0.0
NTRS,pvb,Buy,2025-06-23,127.2699966430664,120.80999755859376,101.19165313720703,15633400.0,3646800.0,74,25.771239719247816,-66.50762312164089,328.688164966546,246.59903555739496,1.8099975585937642,1.5210063517594659,5.3472388171678364
LLY,pvb,Sell,2025-08-07,727.2100219726562,639.4554443359375,772.3025061035156,26101600.0,9176100.0,29,-5.838707472071237,-56.90979828031517,184.4520003051405,176.34298283488835,34.7237183873018,-5.150517890087388,13.72332950075204
AFRM,pvb,Buy,2025-08-29,87.3499984741211,88.45999908447266,71.05120010375977,43192900.0,19333200.0,7,22.939511713467663,-52.08294539962345,123.41309250408625,119.8414921107494,3.5400009155273438,-3.8478270820949385,-1.2548051343428064
AVGO,pvb,Buy,2025-09-05,334.8900146484375,334.8900146484375,291.4376013183594,78335000.0,42134900.0,0,14.90967985377143,85.91476424531683,85.91476424531683,106.96881069723375,20.889984130859375,-5.871601608447411,0.0
